method	trait	trait_arm	discovery_ancestry	target_stratum	matched	score	discovery_gwas	phenotype	threshold	n	n_families	n_snps	beta	se	p	p_adj
SBayesR	MDD	MDD_pooled	multi	full	yes	raw	PGC MDD2025 div (trans-ancestry)	global_slope	sbr	8596	7198	940926	-0.0743793463516354	0.0238680968401708	0.001837994576641	0.001837994576641
SBayesR	MDD	MDD_pooled	multi	full	yes	zanc	PGC MDD2025 div (trans-ancestry)	global_slope	sbr	8596	7198	940926	-0.0289618674280922	0.0105324503404756	0.00597707091327002	0.00597707091327002
SBayesRC	MDD	MDD_pooled	multi	full	yes	raw	PGC MDD2025 div (trans-ancestry)	global_slope	sbrc	8596	7198	1154522	-0.0431505626434535	0.0189471799409344	0.0227874971018189	0.0227874971018189
SBayesRC	MDD	MDD_pooled	multi	full	yes	zanc	PGC MDD2025 div (trans-ancestry)	global_slope	sbrc	8596	7198	1154522	-0.022346366677916	0.0104469561517593	0.0324631906936301	0.0324631906936301
CT	MDD	MDD_pooled	multi	EUR	no	raw	PGC MDD2025 div (trans-ancestry)	global_slope	0p001	4308	3601	8358	-0.0227644080992553	0.0144838622595807	0.116096220067719	0.928769760541749
PRSCS	MDD	MDD_pooled	multi	EUR	no	raw	PGC MDD2025 div (trans-ancestry)	global_slope	prscs	4308	3601	972307	-0.0184343020799533	0.0145595859012415	0.20553968465858	0.20553968465858
SBayesR	MDD	MDD_pooled	multi	EUR	no	raw	PGC MDD2025 div (trans-ancestry)	global_slope	sbr	4308	3601	940926	-0.026995315319075	0.0147036161242001	0.066436579554619	0.066436579554619
SBayesRC	MDD	MDD_pooled	multi	EUR	no	raw	PGC MDD2025 div (trans-ancestry)	global_slope	sbrc	4308	3601	1154522	-0.0195276270451678	0.0146003900918513	0.181143781770297	0.181143781770297
CT	MDD	MDD_eur	EUR	EUR	yes	raw	PGC MDD2025 eur	global_slope	1e-5	4308	3601	1660	-0.0235205874265649	0.0144391999559421	0.103403669558717	0.827229356469735
PRSCS	MDD	MDD_eur	EUR	EUR	yes	raw	PGC MDD2025 eur	global_slope	prscs	4308	3601	1030817	-0.0157834976329046	0.0145574667223432	0.278331669038186	0.278331669038186
SBayesR	MDD	MDD_eur	EUR	EUR	yes	raw	PGC MDD2025 eur	global_slope	sbr	4308	3601	970659	-0.0281923563230054	0.0147237333693555	0.0555946942998046	0.0555946942998046
SBayesRC	MDD	MDD_eur	EUR	EUR	yes	raw	PGC MDD2025 eur	global_slope	sbrc	4308	3601	1154522	-0.0206661416173173	0.0146352088173887	0.158002824621422	0.158002824621422
CT	MDD	MDD_eur	EUR	full	no	raw	PGC MDD2025 eur	global_slope	0p5	8596	7198	284457	-0.0408873830043604	0.0181422220337949	0.0242409399671011	0.193927519736809
CT	MDD	MDD_eur	EUR	full	no	zanc	PGC MDD2025 eur	global_slope	1	8596	7198		-0.0233475748010744	0.0104571978882068	0.0255976058500309	0.204780846800247
PRSCS	MDD	MDD_eur	EUR	full	no	raw	PGC MDD2025 eur	global_slope	prscs	8596	7198	1030817	-0.0320477686190334	0.018685082514228	0.086355383931734	0.086355383931734
PRSCS	MDD	MDD_eur	EUR	full	no	zanc	PGC MDD2025 eur	global_slope	prscs	8596	7198	1030817	-0.0170305769393944	0.0104447831592065	0.103027730004445	0.103027730004445
SBayesR	MDD	MDD_eur	EUR	full	no	raw	PGC MDD2025 eur	global_slope	sbr	8596	7198	970659	-0.0650734087417155	0.0221055028581045	0.00325172616749211	0.00325172616749211
SBayesR	MDD	MDD_eur	EUR	full	no	zanc	PGC MDD2025 eur	global_slope	sbr	8596	7198	970659	-0.0277247556251529	0.0105336608660486	0.00850437821610686	0.00850437821610686
SBayesRC	MDD	MDD_eur	EUR	full	no	raw	PGC MDD2025 eur	global_slope	sbrc	8596	7198	1154522	-0.041358315449071	0.0184713436850867	0.025179590789289	0.025179590789289
SBayesRC	MDD	MDD_eur	EUR	full	no	zanc	PGC MDD2025 eur	global_slope	sbrc	8596	7198	1154522	-0.0219781295849208	0.0104656699266183	0.0357581378376021	0.0357581378376021
CT	ASD	ASD	EUR	EUR	yes	raw	SPARK+iPSYCH+PGC (no strata)	global_slope	1e-5	4308	3601	69	0.0337502565646909	0.0144069105348172	0.0191950755809221	0.153560604647377
PRSCS	ASD	ASD	EUR	EUR	yes	raw	SPARK+iPSYCH+PGC (no strata)	global_slope	prscs	4308	3601	370645	0.0230348545520699	0.0144820593569322	0.111781986730724	0.111781986730724
SBayesR	ASD	ASD	EUR	EUR	yes	raw	SPARK+iPSYCH+PGC (no strata)	global_slope	sbr	4308	3601	365847	0.00470109974039485	0.014471663924172	0.745312259028201	0.745312259028201
SBayesRC	ASD	ASD	EUR	EUR	yes	raw	SPARK+iPSYCH+PGC (no strata)	global_slope	sbrc	4308	3601	1154522	0.0118376865241024	0.0144289350835871	0.412028094641634	0.412028094641634
CT	ASD	ASD	EUR	full	no	raw	SPARK+iPSYCH+PGC (no strata)	global_slope	1e-5	8596	7198	69	0.0391212835964816	0.0107041042721076	0.000258992475674464	0.00207193980539571
CT	ASD	ASD	EUR	full	no	zanc	SPARK+iPSYCH+PGC (no strata)	global_slope	1e-5	8596	7198	69	0.0364075615456868	0.010272350950255	0.000395948638688579	0.00316758910950863
PRSCS	ASD	ASD	EUR	full	no	raw	SPARK+iPSYCH+PGC (no strata)	global_slope	prscs	8596	7198	370645	0.0136162198611793	0.0111757243922138	0.223116603424145	0.223116603424145
PRSCS	ASD	ASD	EUR	full	no	zanc	SPARK+iPSYCH+PGC (no strata)	global_slope	prscs	8596	7198	370645	0.0123871879012681	0.0103119720005108	0.229691446303424	0.229691446303424
SBayesR	ASD	ASD	EUR	full	no	raw	SPARK+iPSYCH+PGC (no strata)	global_slope	sbr	8596	7198	365847	-0.00153282702802335	0.0128307211021309	0.904909582649381	0.904909582649381
SBayesR	ASD	ASD	EUR	full	no	zanc	SPARK+iPSYCH+PGC (no strata)	global_slope	sbr	8596	7198	365847	-0.00120655336012455	0.0103359691646729	0.907074142916533	0.907074142916533
SBayesRC	ASD	ASD	EUR	full	no	raw	SPARK+iPSYCH+PGC (no strata)	global_slope	sbrc	8596	7198	1154522	0.0172932796291889	0.0105910111251087	0.102543862724919	0.102543862724919
SBayesRC	ASD	ASD	EUR	full	no	zanc	SPARK+iPSYCH+PGC (no strata)	global_slope	sbrc	8596	7198	1154522	0.0170272580649947	0.0102819315255214	0.0977524626189754	0.0977524626189754
CT	ALZ	ALZ	EUR	EUR	yes	raw	PGC-ALZ2 Wightman (incl. UKB proxy)	global_slope	0p05	4308	3601	50502	-0.0401420440251785	0.014452765258503	0.00550343842266796	0.0440275073813437
PRSCS	ALZ	ALZ	EUR	EUR	yes	raw	PGC-ALZ2 Wightman (incl. UKB proxy)	global_slope	prscs	4308	3601	1083388	-0.0363330031160487	0.0144072005194405	0.0117115465958157	0.0117115465958157
SBayesR	ALZ	ALZ	EUR	EUR	yes	raw	PGC-ALZ2 Wightman (incl. UKB proxy)	global_slope	sbr	4308	3601	962850	-0.0247139850245263	0.0144244751767004	0.0867274529985184	0.0867274529985184
SBayesRC	ALZ	ALZ	EUR	EUR	yes	raw	PGC-ALZ2 Wightman (incl. UKB proxy)	global_slope	sbrc	4308	3601	1154522	-0.0263516427466241	0.0144241763326466	0.0677879651734259	0.0677879651734259
CT	ALZ	ALZ	EUR	full	no	raw	PGC-ALZ2 Wightman (incl. UKB proxy)	global_slope	0p001	8596	7198	2391	-0.0311295524582933	0.0105718964149343	0.00324337031585304	0.0259469625268243
CT	ALZ	ALZ	EUR	full	no	zanc	PGC-ALZ2 Wightman (incl. UKB proxy)	global_slope	0p05	8596	7198		-0.0319248658807807	0.0103212837515352	0.0019873812895094	0.0158990503160752
PRSCS	ALZ	ALZ	EUR	full	no	raw	PGC-ALZ2 Wightman (incl. UKB proxy)	global_slope	prscs	8596	7198	1083388	-0.0385206766161989	0.0130663158482869	0.00320653832185075	0.00320653832185075
PRSCS	ALZ	ALZ	EUR	full	no	zanc	PGC-ALZ2 Wightman (incl. UKB proxy)	global_slope	prscs	8596	7198	1083388	-0.0299454546607521	0.010309831480846	0.00368772334501691	0.00368772334501691
SBayesR	ALZ	ALZ	EUR	full	no	raw	PGC-ALZ2 Wightman (incl. UKB proxy)	global_slope	sbr	8596	7198	962850	-0.0235572147171571	0.0113789966269789	0.0384615969622261	0.0384615969622261
SBayesR	ALZ	ALZ	EUR	full	no	zanc	PGC-ALZ2 Wightman (incl. UKB proxy)	global_slope	sbr	8596	7198	962850	-0.0204309979572808	0.0102836598255868	0.0469842443037434	0.0469842443037434
SBayesRC	ALZ	ALZ	EUR	full	no	raw	PGC-ALZ2 Wightman (incl. UKB proxy)	global_slope	sbrc	8596	7198	1154522	-0.0275248886874283	0.011197483842208	0.0139869990187857	0.0139869990187857
SBayesRC	ALZ	ALZ	EUR	full	no	zanc	PGC-ALZ2 Wightman (incl. UKB proxy)	global_slope	sbrc	8596	7198	1154522	-0.0242152585019673	0.0102877499474623	0.0186066450009071	0.0186066450009071
CT	ALZnoAPOE	ALZ_noAPOE	EUR	EUR	yes	raw	Wightman minus APOE region	global_slope	0p05	4308	3601	50203	-0.0353469979102189	0.0144599290155602	0.0145479321179117	0.116383456943293
PRSCS	ALZnoAPOE	ALZ_noAPOE	EUR	EUR	yes	raw	Wightman minus APOE region	global_slope	prscs	4308	3601	1082203	-0.0243321543680107	0.0144396043211679	0.0920455832648573	0.0920455832648573
SBayesR	ALZnoAPOE	ALZ_noAPOE	EUR	EUR	yes	raw	Wightman minus APOE region	global_slope	sbr	4308	3601	961787	-0.0286397022922443	0.0144345917113692	0.0473113959860162	0.0473113959860162
SBayesRC	ALZnoAPOE	ALZ_noAPOE	EUR	EUR	yes	raw	Wightman minus APOE region	global_slope	sbrc	4308	3601	1154522	-0.016827413576778	0.0144390725260327	0.24392214896837	0.24392214896837
CT	ALZnoAPOE	ALZ_noAPOE	EUR	full	no	raw	Wightman minus APOE region	global_slope	0p05	8596	7198	50203	-0.0322337779691361	0.0122581001844327	0.00856474264447594	0.0685179411558075
CT	ALZnoAPOE	ALZ_noAPOE	EUR	full	no	zanc	Wightman minus APOE region	global_slope	0p05	8596	7198	50203	-0.0290997100850722	0.0103322614575805	0.00486823084800912	0.0389458467840729
PRSCS	ALZnoAPOE	ALZ_noAPOE	EUR	full	no	raw	Wightman minus APOE region	global_slope	prscs	8596	7198	1082203	-0.0356651868602345	0.0141301464380777	0.0116198987237587	0.0116198987237587
PRSCS	ALZnoAPOE	ALZ_noAPOE	EUR	full	no	zanc	Wightman minus APOE region	global_slope	prscs	8596	7198	1082203	-0.0267822384829976	0.0103494250414261	0.00967622806414844	0.00967622806414844
SBayesR	ALZnoAPOE	ALZ_noAPOE	EUR	full	no	raw	Wightman minus APOE region	global_slope	sbr	8596	7198	961787	-0.0330899569909776	0.0127250851575973	0.00932895125901938	0.00932895125901938
SBayesR	ALZnoAPOE	ALZ_noAPOE	EUR	full	no	zanc	Wightman minus APOE region	global_slope	sbr	8596	7198	961787	-0.0274280624376531	0.0103126671371769	0.00783744396093562	0.00783744396093562
SBayesRC	ALZnoAPOE	ALZ_noAPOE	EUR	full	no	raw	Wightman minus APOE region	global_slope	sbrc	8596	7198	1154522	-0.0217939895492465	0.0118250786305049	0.0653603057785677	0.0653603057785677
SBayesRC	ALZnoAPOE	ALZ_noAPOE	EUR	full	no	zanc	Wightman minus APOE region	global_slope	sbrc	8596	7198	1154522	-0.0192298240374701	0.0102824146944457	0.0614961492939563	0.0614961492939563
CT	ALZigap	ALZ_IGAP	EUR	EUR	yes	raw	Kunkle 2019 IGAP, diagnosed only	global_slope	1	4308	3601	383692	-0.0395786670225611	0.0162211804310507	0.0147320391890172	0.117856313512138
PRSCS	ALZigap	ALZ_IGAP	EUR	EUR	yes	raw	Kunkle 2019 IGAP, diagnosed only	global_slope	prscs	4308	3601	1087638	-0.035785877778203	0.0150906365643876	0.0177674949256267	0.0177674949256267
SBayesR	ALZigap	ALZ_IGAP	EUR	EUR	yes	raw	Kunkle 2019 IGAP, diagnosed only	global_slope	sbr	4308	3601	1092339	-0.0231712856976908	0.0144541245774066	0.108992688804775	0.108992688804775
SBayesRC	ALZigap	ALZ_IGAP	EUR	EUR	yes	raw	Kunkle 2019 IGAP, diagnosed only	global_slope	sbrc	4308	3601	1154522	-0.0221460375146845	0.0144565301646066	0.125624609130444	0.125624609130444
CT	ALZigap	ALZ_IGAP	EUR	full	no	raw	Kunkle 2019 IGAP, diagnosed only	global_slope	0p05	8596	7198	49571	-0.0845298798867609	0.0371240656584473	0.022814364330842	0.182514914646736
CT	ALZigap	ALZ_IGAP	EUR	full	no	zanc	Kunkle 2019 IGAP, diagnosed only	global_slope	0p05	8596	7198	49571	-0.0208382570354104	0.011194602126186	0.0627165347683043	0.501732278146435
PRSCS	ALZigap	ALZ_IGAP	EUR	full	no	raw	Kunkle 2019 IGAP, diagnosed only	global_slope	prscs	8596	7198	1087638	-0.0525194490307049	0.0327317259746742	0.108633066190913	0.108633066190913
PRSCS	ALZigap	ALZ_IGAP	EUR	full	no	zanc	Kunkle 2019 IGAP, diagnosed only	global_slope	prscs	8596	7198	1087638	-0.0133808128352664	0.0108410551665475	0.21713785485048	0.21713785485048
SBayesR	ALZigap	ALZ_IGAP	EUR	full	no	raw	Kunkle 2019 IGAP, diagnosed only	global_slope	sbr	8596	7198	1092339	-0.0239632309032657	0.0159042334307617	0.131921179344574	0.131921179344574
SBayesR	ALZigap	ALZ_IGAP	EUR	full	no	zanc	Kunkle 2019 IGAP, diagnosed only	global_slope	sbr	8596	7198	1092339	-0.0139434027520108	0.0103515782033787	0.178023417546366	0.178023417546366
SBayesRC	ALZigap	ALZ_IGAP	EUR	full	no	raw	Kunkle 2019 IGAP, diagnosed only	global_slope	sbrc	8596	7198	1154522	-0.020909916555307	0.014274662461113	0.14300666629264	0.14300666629264
SBayesRC	ALZigap	ALZ_IGAP	EUR	full	no	zanc	Kunkle 2019 IGAP, diagnosed only	global_slope	sbrc	8596	7198	1154522	-0.0132390125128381	0.0103281758650015	0.199937434794995	0.199937434794995
CT	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	EUR	yes	raw	Kunkle minus APOE region	global_slope	1	4308	3601	383161	-0.0390749387651351	0.0163026785418513	0.0165816928358948	0.132653542687158
PRSCS	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	EUR	yes	raw	Kunkle minus APOE region	global_slope	prscs	4308	3601	1086447	-0.0298021971495635	0.0155993880368462	0.0561432395436641	0.0561432395436641
SBayesR	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	EUR	yes	raw	Kunkle minus APOE region	global_slope	sbr	4308	3601	1091144	-0.024824903042127	0.0149055147714827	0.0958931454781842	0.0958931454781842
SBayesRC	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	EUR	yes	raw	Kunkle minus APOE region	global_slope	sbrc	4308	3601	1154522	-0.0052980047206188	0.0147320974143396	0.719147595467506	0.719147595467506
CT	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	full	no	raw	Kunkle minus APOE region	global_slope	0p05	8596	7198	49348	-0.0810882255358717	0.0382458928990865	0.034020535727598	0.272164285820784
CT	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	full	no	zanc	Kunkle minus APOE region	global_slope	0p05	8596	7198	49348	-0.0193307148054218	0.0112695044706586	0.0863268003210825	0.69061440256866
PRSCS	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	full	no	raw	Kunkle minus APOE region	global_slope	prscs	8596	7198	1086447	-0.0388607444469318	0.0397876257468425	0.328744301328838	0.328744301328838
PRSCS	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	full	no	zanc	Kunkle minus APOE region	global_slope	prscs	8596	7198	1086447	-0.00891593038841082	0.0111042383984797	0.422038844375201	0.422038844375201
SBayesR	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	full	no	raw	Kunkle minus APOE region	global_slope	sbr	8596	7198	1091144	-0.0252313089399258	0.0273312233132946	0.355946663395695	0.355946663395695
SBayesR	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	full	no	zanc	Kunkle minus APOE region	global_slope	sbr	8596	7198	1091144	-0.00902465635838338	0.010732003918933	0.400422778038832	0.400422778038832
SBayesRC	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	full	no	raw	Kunkle minus APOE region	global_slope	sbrc	8596	7198	1154522	-0.00185087355202559	0.0205983048106108	0.928404132246112	0.928404132246112
SBayesRC	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	full	no	zanc	Kunkle minus APOE region	global_slope	sbrc	8596	7198	1154522	-0.00160048531491661	0.0105683506381137	0.879631334018396	0.879631334018396
CT	EA	EA	EUR	EUR	yes	raw	Okbay 2016 EduYears, N=405,072	global_slope	0p05	4308	3601	53224	0.0321606868083776	0.0149136437244306	0.0311065576272141	0.248852461017713
PRSCS	EA	EA	EUR	EUR	yes	raw	Okbay 2016 EduYears, N=405,072	global_slope	prscs	4308	3601	1077436	0.0334721235575135	0.0148321564324913	0.0240785418059752	0.0240785418059752
SBayesR	EA	EA	EUR	EUR	yes	raw	Okbay 2016 EduYears, N=405,072	global_slope	sbr	4308	3601	1089877	0.0317923786127361	0.0148641184368355	0.0325070753847152	0.0325070753847152
SBayesRC	EA	EA	EUR	EUR	yes	raw	Okbay 2016 EduYears, N=405,072	global_slope	sbrc	4308	3601	1154522	0.0296171721130895	0.0148551975377891	0.0462500613538135	0.0462500613538135
CT	EA	EA	EUR	full	no	raw	Okbay 2016 EduYears, N=405,072	global_slope	0p01	8596	7198	17551	0.0317942266183019	0.0142301319850806	0.0254910052497639	0.203928041998111
CT	EA	EA	EUR	full	no	zanc	Okbay 2016 EduYears, N=405,072	global_slope	0p01	8596	7198	17551	0.0225367397208414	0.0104199890449872	0.0305827048737719	0.244661638990176
PRSCS	EA	EA	EUR	full	no	raw	Okbay 2016 EduYears, N=405,072	global_slope	prscs	8596	7198	1077436	0.0284581663366151	0.0139814520434607	0.0418407189882727	0.0418407189882727
PRSCS	EA	EA	EUR	full	no	zanc	Okbay 2016 EduYears, N=405,072	global_slope	prscs	8596	7198	1077436	0.0203263473996455	0.0104914966027785	0.052729701844666	0.052729701844666
SBayesR	EA	EA	EUR	full	no	raw	Okbay 2016 EduYears, N=405,072	global_slope	sbr	8596	7198	1089877	0.0251679159190122	0.0155789834428519	0.106240485019994	0.106240485019994
SBayesR	EA	EA	EUR	full	no	zanc	Okbay 2016 EduYears, N=405,072	global_slope	sbr	8596	7198	1089877	0.0164097046770093	0.010464801745258	0.116900392051902	0.116900392051902
SBayesRC	EA	EA	EUR	full	no	raw	Okbay 2016 EduYears, N=405,072	global_slope	sbrc	8596	7198	1154522	0.0138133976515035	0.0146999925329742	0.347405984280262	0.347405984280262
SBayesRC	EA	EA	EUR	full	no	zanc	Okbay 2016 EduYears, N=405,072	global_slope	sbrc	8596	7198	1154522	0.0092742320417441	0.0104682730089455	0.37567775493903	0.37567775493903
CT	SCZ	SCZ_pooled	multi	full	yes	raw	PGC3 primary (EUR+EAS+AFR+LAT)	baseline_thickness	1	8596	7198	396516	0.0165208979858337	0.0145346573508372	0.255714365053869	1
CT	SCZ	SCZ_pooled	multi	full	yes	zanc	PGC3 primary (EUR+EAS+AFR+LAT)	baseline_thickness	1	8596	7198	396516	0.0149693629046116	0.0109398713265015	0.171244885998836	1
PRSCS	SCZ	SCZ_pooled	multi	full	yes	raw	PGC3 primary (EUR+EAS+AFR+LAT)	baseline_thickness	prscs	8596	7198	1088729	-0.00891088678845493	0.0172176710074631	0.604790476930545	0.604790476930545
PRSCS	SCZ	SCZ_pooled	multi	full	yes	zanc	PGC3 primary (EUR+EAS+AFR+LAT)	baseline_thickness	prscs	8596	7198	1088729	0.00258721916984212	0.0108151269694997	0.810938988268665	0.810938988268665
SBayesR	SCZ	SCZ_pooled	multi	full	yes	raw	PGC3 primary (EUR+EAS+AFR+LAT)	baseline_thickness	sbr	8596	7198	1075055	0.00471417309179099	0.0231539618571577	0.838670035587908	0.838670035587908
SBayesR	SCZ	SCZ_pooled	multi	full	yes	zanc	PGC3 primary (EUR+EAS+AFR+LAT)	baseline_thickness	sbr	8596	7198	1075055	0.0128581241301905	0.0108757899183908	0.237131407760139	0.237131407760139
SBayesRC	SCZ	SCZ_pooled	multi	full	yes	raw	PGC3 primary (EUR+EAS+AFR+LAT)	baseline_thickness	sbrc	8596	7198	1154522	-0.00316990195487397	0.0169360893012399	0.85153297810684	0.85153297810684
SBayesRC	SCZ	SCZ_pooled	multi	full	yes	zanc	PGC3 primary (EUR+EAS+AFR+LAT)	baseline_thickness	sbrc	8596	7198	1154522	0.00590986047299188	0.0107790343195375	0.583518343379123	0.583518343379123
CT	SCZ	SCZ_pooled	multi	EUR	no	raw	PGC3 primary (EUR+EAS+AFR+LAT)	baseline_thickness	0p01	4308	3601	28912	-0.0162206309180976	0.0154405489528376	0.293537622863032	1
PRSCS	SCZ	SCZ_pooled	multi	EUR	no	raw	PGC3 primary (EUR+EAS+AFR+LAT)	baseline_thickness	prscs	4308	3601	1088729	0.000374568175470842	0.0154345489036303	0.980639835098796	0.980639835098796
SBayesR	SCZ	SCZ_pooled	multi	EUR	no	raw	PGC3 primary (EUR+EAS+AFR+LAT)	baseline_thickness	sbr	4308	3601	1075055	0.00604811729266497	0.0154111739991613	0.694745132808033	0.694745132808033
SBayesRC	SCZ	SCZ_pooled	multi	EUR	no	raw	PGC3 primary (EUR+EAS+AFR+LAT)	baseline_thickness	sbrc	4308	3601	1154522	0.0140670605367405	0.0153548008305726	0.359647891656565	0.359647891656565
CT	SCZ	SCZ_eur	EUR	EUR	yes	raw	PGC3 european	baseline_thickness	5e-8	4308	3601	332	-0.0174853102055125	0.015352863138471	0.254810196167508	1
