trait	model	set	submodel	n_genes	beta	beta_std	se	p
SCZ	cond_on_pool	MDD_pool	3	1884	0.58447	0.17699	0.03573	6.5774e-60
SCZ	cond_on_pool	MDD_hc_protein	3	10	-0.017429	-0.00040571	0.33669	0.52064
SCZ	cond_on_pool	MDD_pool	4	1884	0.53171	0.16102	0.037564	1.7465e-45
SCZ	cond_on_pool	MDD_highconf	4	213	0.39203	0.041883	0.090093	6.8094e-06
SCZ	cond_on_pool	MDD_pool	5	1884	0.92374	0.27974	0.085733	2.8695e-27
SCZ	cond_on_pool	MDD_pool_not_hc	5	1671	-0.39203	-0.11252	0.090093	0.99999
slope_PC1	cond_on_pool	MDD_pool	1	1881	0.043204	0.01313	0.02636	0.050618
slope_PC1	cond_on_pool	MDD_hc_expression	1	56	-0.077567	-0.0042878	0.11821	0.74414
slope_PC1	cond_on_pool	MDD_pool	2	1881	0.046443	0.014114	0.027307	0.0445
slope_PC1	cond_on_pool	MDD_hc_finemap	2	160	-0.053113	-0.0049486	0.076841	0.75528
slope_PC1	cond_on_pool	MDD_pool	3	1881	0.040009	0.012159	0.026214	0.063485
slope_PC1	cond_on_pool	MDD_hc_protein	3	10	0.1359	0.0031785	0.26311	0.30276
slope_PC1	cond_on_pool	MDD_pool	4	1881	0.048123	0.014625	0.027544	0.040317
slope_PC1	cond_on_pool	MDD_highconf	4	213	-0.054665	-0.0058679	0.066485	0.79452
slope_PC1	cond_on_pool	MDD_pool	5	1881	-0.0065419	-0.0019881	0.063452	0.54106
slope_PC1	cond_on_pool	MDD_pool_not_hc	5	1668	0.054665	0.015745	0.066485	0.20548
slope_PC2	cond_on_pool	MDD_pool	1	1881	0.035515	0.010793	0.026403	0.089302
slope_PC2	cond_on_pool	MDD_hc_expression	1	56	0.20303	0.011223	0.1184	0.043207
slope_PC2	cond_on_pool	MDD_pool	2	1881	0.034577	0.010508	0.027353	0.10311
slope_PC2	cond_on_pool	MDD_hc_finemap	2	160	0.065514	0.006104	0.076971	0.19735
slope_PC2	cond_on_pool	MDD_pool	3	1881	0.042438	0.012897	0.026259	0.053044
slope_PC2	cond_on_pool	MDD_hc_protein	3	10	-0.15722	-0.0036772	0.26356	0.72458
slope_PC2	cond_on_pool	MDD_pool	4	1881	0.028732	0.0087317	0.027589	0.14885
slope_PC2	cond_on_pool	MDD_highconf	4	213	0.096367	0.010344	0.066595	0.07395
slope_PC2	cond_on_pool	MDD_pool	5	1881	0.1251	0.038018	0.063558	0.024528
slope_PC2	cond_on_pool	MDD_pool_not_hc	5	1668	-0.096367	-0.027757	0.066595	0.92605
slope_PC3	cond_on_pool	MDD_pool	1	1881	-0.018064	-0.0054897	0.026429	0.75285
slope_PC3	cond_on_pool	MDD_hc_expression	1	56	0.21736	0.012015	0.11851	0.033334
slope_PC3	cond_on_pool	MDD_pool	2	1881	-0.019149	-0.0058195	0.02738	0.75784
slope_PC3	cond_on_pool	MDD_hc_finemap	2	160	0.070923	0.006608	0.077047	0.17866
slope_PC3	cond_on_pool	MDD_pool	3	1881	-0.011678	-0.003549	0.026285	0.67158
slope_PC3	cond_on_pool	MDD_hc_protein	3	10	-0.027098	-0.0006338	0.26382	0.5409
slope_PC3	cond_on_pool	MDD_pool	4	1881	-0.023392	-0.0071089	0.027617	0.8015
slope_PC3	cond_on_pool	MDD_highconf	4	213	0.088334	0.009482	0.066661	0.092577
slope_PC3	cond_on_pool	MDD_pool	5	1881	0.064942	0.019736	0.063621	0.15369
slope_PC3	cond_on_pool	MDD_pool_not_hc	5	1668	-0.088334	-0.025443	0.066661	0.90742
