method	trait_arm	discovery_ancestry	target_stratum	design	score	discovery_gwas	phenotype	threshold	n	n_families	n_snps	beta	se	p	p_adj
CT	SCZ25_META	multi	full	primary	raw	2025 SCZ AFR+EUR+EAS meta	baseline_thickness	0p1	8596	7198	120511.0	0.0169820751291267	0.017789644539342	0.339804826730235	1.0
CT	SCZ25_META	multi	EUR	secondary	raw	2025 SCZ AFR+EUR+EAS meta	global_slope	0p01	4308	3601	32445.0	-0.0353952321034685	0.014505709927902	0.0147265494385066	0.117812395508053
CT	SCZ25_META	multi	EUR	secondary	raw	2025 SCZ AFR+EUR+EAS meta	baseline_thickness	5e-8	4308	3601	565.0	-0.0098443573556261	0.0153533193901543	0.521435056691056	1.0
CT	SCZ25_META	multi	full	primary	zanc	2025 SCZ AFR+EUR+EAS meta	global_slope	0p01	8596	7198	32445.0	-0.0285570340866822	0.0103626316627581	0.0058685644780898	0.0469485158247191
CT	SCZ25_META	multi	full	primary	zanc	2025 SCZ AFR+EUR+EAS meta	baseline_thickness	5e-8	8596	7198	565.0	-0.0073797619084223	0.0106351654293978	0.487762519324072	1.0
CT	SCZ25_MATCHED	matched	full	primary	raw	per-child ancestry-matched (EURlike<-EUR, cluster1<-AFR, cluster3<-EAS, cluster2<-META), z within cluster	global_slope	0p1	8596	7198		-0.0311950864233313	0.0104481966227325	0.0028380025433219	0.0227040203465759
CT	SCZ25_MATCHED	matched	full	primary	raw	per-child ancestry-matched (EURlike<-EUR, cluster1<-AFR, cluster3<-EAS, cluster2<-META), z within cluster	baseline_thickness	0p5	8596	7198		0.0133903932327898	0.0109376792225883	0.22089426519975	1.0
CT	SCZ25_MATCHED	matched	EUR	n/a (composite read in EUR only = EUR weights)	raw	per-child ancestry-matched (EURlike<-EUR, cluster1<-AFR, cluster3<-EAS, cluster2<-META), z within cluster	global_slope	0p5	4308	3601		-0.0463825408486408	0.0146498319400176	0.0015567734616565	0.0124541876932523
CT	SCZ25_MATCHED	matched	EUR	n/a (composite read in EUR only = EUR weights)	raw	per-child ancestry-matched (EURlike<-EUR, cluster1<-AFR, cluster3<-EAS, cluster2<-META), z within cluster	baseline_thickness	0p5	4308	3601		0.0202978447834434	0.0156539693796213	0.194818876175162	1.0
PRSCS	SCZ25_EUR	EUR	full	confounded	raw	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	global_slope	prscs	8596	7198	1085758.0	-0.0555416477993563	0.0185085107518715	0.0027002916414901	0.0027002916414901
PRSCS	SCZ25_EUR	EUR	full	confounded	raw	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	baseline_thickness	prscs	8596	7198	1085758.0	0.0023220461768347	0.0192286306886549	0.90388411091363	0.90388411091363
PRSCS	SCZ25_EUR	EUR	EUR	primary	raw	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	global_slope	prscs	4308	3601	1085758.0	-0.0361868208410359	0.0145558587424605	0.0129568108827652	0.0129568108827652
PRSCS	SCZ25_EUR	EUR	EUR	primary	raw	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	baseline_thickness	prscs	4308	3601	1085758.0	0.0155527343456493	0.0155217156563927	0.316400983154113	0.316400983154113
PRSCS	SCZ25_EUR	EUR	full	confounded	zanc	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	global_slope	prscs	8596	7198	1085758.0	-0.0296864992608371	0.0104229370798942	0.004408037426319	0.004408037426319
PRSCS	SCZ25_EUR	EUR	full	confounded	zanc	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	baseline_thickness	prscs	8596	7198	1085758.0	0.008828508580902	0.0108525509219215	0.4159564776298	0.4159564776298
PRSCS	SCZ25_META	multi	full	primary	raw	2025 SCZ AFR+EUR+EAS meta	global_slope	prscs	8596	7198	1085655.0	-0.0241206270596241	0.0103471455757163	0.0197702926035083	0.0197702926035083
PRSCS	SCZ25_META	multi	full	primary	raw	2025 SCZ AFR+EUR+EAS meta	baseline_thickness	prscs	8596	7198	1085655.0	-0.0063379763824512	0.0107313238768029	0.554800544805276	0.554800544805276
PRSCS	SCZ25_META	multi	EUR	secondary	raw	2025 SCZ AFR+EUR+EAS meta	global_slope	prscs	4308	3601	1085655.0	-0.0336890111194135	0.0144334559049975	0.0196396944318676	0.0196396944318676
PRSCS	SCZ25_META	multi	EUR	secondary	raw	2025 SCZ AFR+EUR+EAS meta	baseline_thickness	prscs	4308	3601	1085655.0	0.0076742200365825	0.0153690632062951	0.617573203935481	0.617573203935481
PRSCS	SCZ25_META	multi	full	primary	zanc	2025 SCZ AFR+EUR+EAS meta	global_slope	prscs	8596	7198	1085655.0	-0.0241206572942189	0.0103237360957863	0.0194930413280797	0.0194930413280797
PRSCS	SCZ25_META	multi	full	primary	zanc	2025 SCZ AFR+EUR+EAS meta	baseline_thickness	prscs	8596	7198	1085655.0	-0.0063114944813963	0.0107058763731838	0.555517661076101	0.555517661076101
SBayesR	SCZ25_EUR	EUR	full	confounded	raw	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	global_slope	sbr	8596	7198	1076468.0	-0.0851223608003511	0.0232062184597221	0.0002459387185168	0.0002459387185168
SBayesR	SCZ25_EUR	EUR	full	confounded	raw	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	baseline_thickness	sbr	8596	7198	1076468.0	0.011425895115141	0.0241049517885196	0.63550764812631	0.63550764812631
SBayesR	SCZ25_EUR	EUR	EUR	primary	raw	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	global_slope	sbr	4308	3601	1076468.0	-0.0357317178509384	0.0145579181518187	0.0141519810667723	0.0141519810667723
SBayesR	SCZ25_EUR	EUR	EUR	primary	raw	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	baseline_thickness	sbr	4308	3601	1076468.0	0.017384094323198	0.0155097044011118	0.262413363202455	0.262413363202455
SBayesR	SCZ25_EUR	EUR	full	confounded	zanc	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	global_slope	sbr	8596	7198	1076468.0	-0.0343471291788466	0.0104742904841613	0.0010455135244094	0.0010455135244094
SBayesR	SCZ25_EUR	EUR	full	confounded	zanc	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	baseline_thickness	sbr	8596	7198	1076468.0	0.0144428449935179	0.0109136040499621	0.185744785576943	0.185744785576943
SBayesR	SCZ25_META	multi	full	primary	raw	2025 SCZ AFR+EUR+EAS meta	global_slope	sbr	8596	7198	1066408.0	-0.0263700700906769	0.0123257539029018	0.0324302844089886	0.0324302844089886
SBayesR	SCZ25_META	multi	full	primary	raw	2025 SCZ AFR+EUR+EAS meta	baseline_thickness	sbr	8596	7198	1066408.0	0.0045872455874556	0.0127573185864003	0.719171922274113	0.719171922274113
SBayesR	SCZ25_META	multi	EUR	secondary	raw	2025 SCZ AFR+EUR+EAS meta	global_slope	sbr	4308	3601	1066408.0	-0.0283234991229984	0.0144222736146608	0.0496128308501535	0.0496128308501535
SBayesR	SCZ25_META	multi	EUR	secondary	raw	2025 SCZ AFR+EUR+EAS meta	baseline_thickness	sbr	4308	3601	1066408.0	0.0139806597888298	0.0153153302587851	0.361370619832888	0.361370619832888
SBayesR	SCZ25_META	multi	full	primary	zanc	2025 SCZ AFR+EUR+EAS meta	global_slope	sbr	8596	7198	1066408.0	-0.0219994211415847	0.0103302991565549	0.0332342501595992	0.0332342501595992
SBayesR	SCZ25_META	multi	full	primary	zanc	2025 SCZ AFR+EUR+EAS meta	baseline_thickness	sbr	8596	7198	1066408.0	0.0010834815884504	0.0107028078936802	0.919367557132217	0.919367557132217
SBayesRC	SCZ25_EUR	EUR	full	confounded	raw	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	global_slope	sbrc	8596	7198	1154522.0	-0.0631175329209717	0.0193378319467409	0.0011032881363071	0.0011032881363071
SBayesRC	SCZ25_EUR	EUR	full	confounded	raw	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	baseline_thickness	sbrc	8596	7198	1154522.0	0.0001863783884128	0.0200840721872923	0.99259602594272	0.99259602594272
SBayesRC	SCZ25_EUR	EUR	EUR	primary	raw	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	global_slope	sbrc	4308	3601	1154522.0	-0.034769840134079	0.014529638921069	0.0167554853508885	0.0167554853508885
SBayesRC	SCZ25_EUR	EUR	EUR	primary	raw	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	baseline_thickness	sbrc	4308	3601	1154522.0	0.0179332148500266	0.015482732852847	0.246817653681814	0.246817653681814
SBayesRC	SCZ25_EUR	EUR	full	confounded	zanc	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	global_slope	sbrc	8596	7198	1154522.0	-0.0320650180031544	0.0104176353026176	0.0020912542374835	0.0020912542374835
SBayesRC	SCZ25_EUR	EUR	full	confounded	zanc	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	baseline_thickness	sbrc	8596	7198	1154522.0	0.0086662997493846	0.0108428734694352	0.424160714005042	0.424160714005042
SBayesRC	SCZ25_META	multi	full	primary	raw	2025 SCZ AFR+EUR+EAS meta	global_slope	sbrc	8596	7198	1154522.0	-0.0286247624916688	0.0106105942868821	0.0069952443526641	0.0069952443526641
SBayesRC	SCZ25_META	multi	full	primary	raw	2025 SCZ AFR+EUR+EAS meta	baseline_thickness	sbrc	8596	7198	1154522.0	-0.0038231003911455	0.0110031516471993	0.728258047181489	0.728258047181489
SBayesRC	SCZ25_META	multi	EUR	secondary	raw	2025 SCZ AFR+EUR+EAS meta	global_slope	sbrc	4308	3601	1154522.0	-0.0334881476974986	0.0144087225427722	0.0201660859557326	0.0201660859557326
SBayesRC	SCZ25_META	multi	EUR	secondary	raw	2025 SCZ AFR+EUR+EAS meta	baseline_thickness	sbrc	4308	3601	1154522.0	0.0140406837074028	0.0153246652704402	0.359605802229383	0.359605802229383
SBayesRC	SCZ25_META	multi	full	primary	zanc	2025 SCZ AFR+EUR+EAS meta	global_slope	sbrc	8596	7198	1154522.0	-0.027607059702556	0.0103183975775419	0.0074762494238564	0.0074762494238564
SBayesRC	SCZ25_META	multi	full	primary	zanc	2025 SCZ AFR+EUR+EAS meta	baseline_thickness	sbrc	8596	7198	1154522.0	-0.0057408686611824	0.0107004234181129	0.59162108341036	0.59162108341036
PRSCSX	SCZ25_EUR	EUR	full	confounded	raw	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	global_slope	csx	8596	7198	1082932.0	-0.0354839327630097	0.0144950793084358	0.0143862832818427	0.0143862832818427
PRSCSX	SCZ25_EUR	EUR	full	confounded	raw	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	baseline_thickness	csx	8596	7198	1082932.0	-0.006399390660213	0.0150487585246532	0.670669695942035	0.670669695942035
PRSCSX	SCZ25_EUR	EUR	EUR	primary	raw	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	global_slope	csx	4308	3601	1082932.0	-0.0333545839984019	0.0144890730669645	0.0213830540866434	0.0213830540866434
PRSCSX	SCZ25_EUR	EUR	EUR	primary	raw	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	baseline_thickness	csx	4308	3601	1082932.0	0.0047417598767376	0.0154291319741493	0.758610839993128	0.758610839993128
PRSCSX	SCZ25_EUR	EUR	full	confounded	zanc	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	global_slope	csx	8596	7198	1082932.0	-0.0247377351714439	0.0103444399119196	0.016806819638941	0.016806819638941
PRSCSX	SCZ25_EUR	EUR	full	confounded	zanc	2025 SCZ EUR (MVP+PGC3+AoU+FinnGen)	baseline_thickness	csx	8596	7198	1082932.0	0.0006661070431536	0.0107538745794979	0.950611174137175	0.950611174137175
PRSCSX	SCZ25_AFR	AFR	full	strata_only	raw	2025 SCZ AFR (MVP+AoU+GPC+MGS)	baseline_thickness	csx	8596	7198	1033094.0	-0.0219631015913223	0.0237253683883057	0.354616455339331	0.354616455339331
PRSCSX	SCZ25_AFR	AFR	full	strata_only	raw	2025 SCZ AFR (MVP+AoU+GPC+MGS)	global_slope	csx	8596	7198	1033094.0	0.0159835961916098	0.0229042204482044	0.485293861541382	0.485293861541382
PRSCSX	SCZ25_AFR	AFR	EUR	strata_only	raw	2025 SCZ AFR (MVP+AoU+GPC+MGS)	global_slope	csx	4308	3601	1033094.0	0.0135582799550249	0.0146039582983334	0.353256137019738	0.353256137019738
PRSCSX	SCZ25_AFR	AFR	EUR	strata_only	raw	2025 SCZ AFR (MVP+AoU+GPC+MGS)	baseline_thickness	csx	4308	3601	1033094.0	-0.0098415600138307	0.0155030008033386	0.525581969713981	0.525581969713981
PRSCSX	SCZ25_AFR	AFR	full	strata_only	zanc	2025 SCZ AFR (MVP+AoU+GPC+MGS)	baseline_thickness	csx	8596	7198	1033094.0	-0.0164685332908759	0.0109920730306463	0.134113356279073	0.134113356279073
PRSCSX	SCZ25_AFR	AFR	full	strata_only	zanc	2025 SCZ AFR (MVP+AoU+GPC+MGS)	global_slope	csx	8596	7198	1033094.0	0.0067196111886084	0.0105885459305892	0.525699811808601	0.525699811808601
PRSCSX	SCZ25_EAS	EAS	full	strata_only	raw	2025 SCZ EAS (PGC3 asian)	baseline_thickness	csx	8596	7198	969262.0	-0.0207369720172406	0.013913350022767	0.136146160741511	0.136146160741511
PRSCSX	SCZ25_EAS	EAS	full	strata_only	raw	2025 SCZ EAS (PGC3 asian)	global_slope	csx	8596	7198	969262.0	-0.0008469072515266	0.0134480983720337	0.949787157908654	0.949787157908654
PRSCSX	SCZ25_EAS	EAS	EUR	strata_only	raw	2025 SCZ EAS (PGC3 asian)	baseline_thickness	csx	4308	3601	969262.0	-0.0110689783621882	0.0153195193689757	0.470001377088402	0.470001377088402
PRSCSX	SCZ25_EAS	EAS	EUR	strata_only	raw	2025 SCZ EAS (PGC3 asian)	global_slope	csx	4308	3601	969262.0	0.0022974210792227	0.0144597155385786	0.873767907587824	0.873767907587824
PRSCSX	SCZ25_EAS	EAS	full	strata_only	zanc	2025 SCZ EAS (PGC3 asian)	baseline_thickness	csx	8596	7198	969262.0	-0.0140318385184275	0.0107364418146844	0.191269677085651	0.191269677085651
PRSCSX	SCZ25_EAS	EAS	full	strata_only	zanc	2025 SCZ EAS (PGC3 asian)	global_slope	csx	8596	7198	969262.0	-9.51882694203512e-05	0.0103641706710981	0.992672268289384	0.992672268289384
PRSCSX	SCZ25_META	multi	full	primary	raw	2025 SCZ AFR+EUR+EAS meta	global_slope	csx	8596	7198	1089552.0	-0.0211218556489895	0.0102980237992384	0.0402931010052401	0.0402931010052401
PRSCSX	SCZ25_META	multi	full	primary	raw	2025 SCZ AFR+EUR+EAS meta	baseline_thickness	csx	8596	7198	1089552.0	-0.0061049847612145	0.0106793511805364	0.567565652541536	0.567565652541536
PRSCSX	SCZ25_META	multi	EUR	secondary	raw	2025 SCZ AFR+EUR+EAS meta	global_slope	csx	4308	3601	1089552.0	-0.0289193929178202	0.0144367233340005	0.0452240462629692	0.0452240462629692
PRSCSX	SCZ25_META	multi	EUR	secondary	raw	2025 SCZ AFR+EUR+EAS meta	baseline_thickness	csx	4308	3601	1089552.0	0.0042022547257199	0.0153470028079423	0.784239215175136	0.784239215175136
PRSCSX	SCZ25_META	multi	full	primary	zanc	2025 SCZ AFR+EUR+EAS meta	global_slope	csx	8596	7198	1089552.0	-0.0201921265831322	0.0102933707666454	0.0498356215816754	0.0498356215816754
PRSCSX	SCZ25_META	multi	full	primary	zanc	2025 SCZ AFR+EUR+EAS meta	baseline_thickness	csx	8596	7198	1089552.0	-0.0084626830632277	0.0106707678192791	0.427758091256458	0.427758091256458
PRSCSX	SCZ25_MATCHED	matched	full	primary	raw	per-child ancestry-matched (EURlike<-EUR, cluster1<-AFR, cluster3<-EAS, cluster2<-META), z within cluster	global_slope	csx	8596	7198		-0.0218912283511223	0.0104697288216615	0.0365678664287116	0.0365678664287116
PRSCSX	SCZ25_MATCHED	matched	full	primary	raw	per-child ancestry-matched (EURlike<-EUR, cluster1<-AFR, cluster3<-EAS, cluster2<-META), z within cluster	baseline_thickness	csx	8596	7198		-0.0103375735739215	0.0109021767499797	0.343048607150546	0.343048607150546
PRSCSX	SCZ25_MATCHED	matched	EUR	n/a (composite read in EUR only = EUR weights)	raw	per-child ancestry-matched (EURlike<-EUR, cluster1<-AFR, cluster3<-EAS, cluster2<-META), z within cluster	global_slope	csx	4308	3601		-0.0333545937055065	0.0144890730722888	0.021383016318614	0.021383016318614
PRSCSX	SCZ25_MATCHED	matched	EUR	n/a (composite read in EUR only = EUR weights)	raw	per-child ancestry-matched (EURlike<-EUR, cluster1<-AFR, cluster3<-EAS, cluster2<-META), z within cluster	baseline_thickness	csx	4308	3601		0.0047417650285497	0.0154291319898984	0.758610586123245	0.758610586123245
