"label","region","view","x","y","group","subgroup"
"lh_43","43","lateral",204.718793790625,65.3177046875,1,1
"lh_43","43","lateral",204.626583790625,65.2520688125,1,1
"lh_43","43","lateral",204.447788540625,65.18563715625,1,1
"lh_43","43","lateral",204.182408040625,65.11840971875,1,1
"lh_43","43","lateral",203.830442290625,65.0503865,1,1
"lh_43","43","lateral",203.391891290625,64.9815675,1,1
"lh_43","43","lateral",203.007125144792,64.9265265,1,1
"lh_43","43","lateral",202.676143853125,64.8852635,1,1
"lh_43","43","lateral",202.398947415625,64.8577785,1,1
"lh_43","43","lateral",202.175535832292,64.8440715,1,1
"lh_43","43","lateral",201.996640228125,64.84029265625,1,1
"lh_43","43","lateral",201.862260603125,64.84644196875,1,1
"lh_43","43","lateral",201.772396957292,64.8625194375,1,1
"lh_43","43","lateral",201.727049290625,64.8885250625,1,1
"lh_43","43","lateral",201.628234259375,64.91242015625,1,1
"lh_43","43","lateral",201.475951863542,64.93420471875,1,1
"lh_43","43","lateral",201.270202103125,64.95387875,1,1
"lh_43","43","lateral",201.010984978125,64.97144225,1,1
"lh_43","43","lateral",200.751650696875,64.99153653125,1,1
"lh_43","43","lateral",200.492199259375,65.01416159375,1,1
"lh_43","43","lateral",200.232630665625,65.0393174375,1,1
"lh_43","43","lateral",199.972944915625,65.0670040625,1,1
"lh_43","43","lateral",199.712097946875,65.09532934375,1,1
"lh_43","43","lateral",199.450089759375,65.12429328125,1,1
"lh_43","43","lateral",199.186920353125,65.153895875,1,1
"lh_43","43","lateral",198.922589728125,65.184137125,1,1
"lh_43","43","lateral",198.668272759375,65.22090859375,1,1
"lh_43","43","lateral",198.423969446875,65.26421028125,1,1
"lh_43","43","lateral",198.189679790625,65.3140421875,1,1
"lh_43","43","lateral",197.965403790625,65.3704043125,1,1
"lh_43","43","lateral",197.746126603125,65.4272660625,1,1
"lh_43","43","lateral",197.531848228125,65.4846274375,1,1
"lh_43","43","lateral",197.322568665625,65.5424884375,1,1
"lh_43","43","lateral",197.118287915625,65.6008490625,1,1
"lh_43","43","lateral",196.911531696875,65.6639325,1,1
"lh_43","43","lateral",196.702300009375,65.73173875,1,1
"lh_43","43","lateral",196.490592853125,65.8042678125,1,1
"lh_43","43","lateral",196.276410228125,65.8815196875,1,1
"lh_43","43","lateral",196.153111915625,65.96046646875,1,1
"lh_43","43","lateral",196.120697915625,66.04110815625,1,1
"lh_43","43","lateral",196.179168228125,66.12344475,1,1
"lh_43","43","lateral",196.328522853125,66.20747625,1,1
"lh_43","43","lateral",196.472671853125,66.2916728125,1,1
"lh_43","43","lateral",196.611615228125,66.3760344375,1,1
"lh_43","43","lateral",196.745352978125,66.460561125,1,1
"lh_43","43","lateral",196.873885103125,66.545252875,1,1
"lh_43","43","lateral",196.919244321875,66.63101009375,1,1
"lh_43","43","lateral",196.881430634375,66.71783278125,1,1
"lh_43","43","lateral",196.760444040625,66.8057209375,1,1
"lh_AVI","AVI","lateral",161.247363728125,35.266634375,1,1
"lh_AVI","AVI","lateral",161.139253353125,35.447005625,1,1
"lh_AVI","AVI","lateral",161.070190884375,35.61304078125,1,1
"lh_AVI","AVI","lateral",161.040176321875,35.76473984375,1,1
"lh_AVI","AVI","lateral",161.049209665625,35.9021028125,1,1
"lh_AVI","AVI","lateral",161.097290915625,36.0251296875,1,1
"lh_AVI","AVI","lateral",161.179802259375,36.13200846875,1,1
"lh_AVI","AVI","lateral",161.296743696875,36.22273915625,1,1
"lh_AVI","AVI","lateral",161.448115228125,36.29732175,1,1
"lh_AVI","AVI","lateral",161.633916853125,36.35575625,1,1
"lh_AVI","AVI","lateral",161.828268384375,36.4389275,1,1
