readout	phenotype	arm	method	estimate	se	p	n	legacy_estimate	legacy_se	legacy_p	legacy_n	legacy_note
PRS within-family beta_W SCZ_pooled	baseline_thickness	full	CT	0.014967	0.039416	0.70421	1449	-0.0071737	0.040499	0.85943	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_pooled	baseline_thickness	full	PRSCS	0.038378	0.043321	0.37581	1449	0.021332	0.044808	0.63409	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_pooled	baseline_thickness	full	SBayesR	0.09784	0.056169	0.081737	1449	0.046944	0.058041	0.41877	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_pooled	baseline_thickness	full	SBayesRC	0.066103	0.042587	0.12083	1449	0.038845	0.044059	0.37812	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_pooled	global_slope	full	CT	-0.0042694	0.045248	0.92484	1449	0.0016794	0.049618	0.973	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_pooled	global_slope	full	PRSCS	-0.020533	0.05016	0.68234	1449	-0.03084	0.055352	0.5775	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_pooled	global_slope	full	SBayesR	-0.0011746	0.065066	0.9856	1449	0.017995	0.071699	0.80186	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_pooled	global_slope	full	SBayesRC	-0.026911	0.049338	0.58552	1449	-0.018551	0.054455	0.73341	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_pooled	slope_PC1	full	CT	-0.020313	0.044081	0.64499	1449	0.031657	0.051933	0.54224	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_pooled	slope_PC1	full	PRSCS	0.0027094	0.054857	0.96061	1449	0.018346	0.057932	0.75153	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_pooled	slope_PC1	full	SBayesR	-0.0056236	0.07116	0.93702	1449	0.011783	0.075069	0.87529	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_pooled	slope_PC1	full	SBayesRC	0.0010121	0.05396	0.98504	1449	-0.0087863	0.057007	0.87753	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_pooled	slope_PC2	full	CT	0.016454	0.049129	0.73773	1449	0.030898	0.051372	0.54763	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_pooled	slope_PC2	full	PRSCS	0.0162	0.054449	0.7661	1449	0.011593	0.057294	0.83967	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_pooled	slope_PC2	full	SBayesR	0.041761	0.07062	0.55437	1449	0.024221	0.074199	0.74414	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_pooled	slope_PC2	full	SBayesRC	0.026521	0.053556	0.62053	1449	0.019908	0.056353	0.72393	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_pooled	slope_PC3	full	CT	0.044226	0.047335	0.35028	1449	0.038779	0.050686	0.44435	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_pooled	slope_PC3	full	PRSCS	0.00070903	0.052044	0.98913	1449	0.027962	0.056571	0.62118	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_pooled	slope_PC3	full	SBayesR	0.01193	0.067503	0.85975	1449	0.075493	0.07324	0.30282	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_pooled	slope_PC3	full	SBayesRC	0.0088093	0.051192	0.86339	1449	0.059458	0.055635	0.28536	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
null model prop_kin	baseline_thickness	EUR	GENESIS	0.90417			4308	0.88447			4116	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
null model prop_kin	baseline_thickness	pooled	GENESIS	0.89977			8596	0.87929			8082	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
null model prop_kin	global_slope	EUR	GENESIS	0.59241			4308	0.3761			4116	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
null model prop_kin	global_slope	pooled	GENESIS	0.56072			8596	0.38571			8082	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
null model prop_kin	slope_PC1	EUR	GENESIS	0.32709			4308	0.28578			4116	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
null model prop_kin	slope_PC1	pooled	GENESIS	0.38201			8596	0.33682			8082	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
null model prop_kin	slope_PC2	EUR	GENESIS	0.42495			4308	0.35775			4116	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
null model prop_kin	slope_PC2	pooled	GENESIS	0.35512			8596	0.3556			8082	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
null model prop_kin	slope_PC3	EUR	GENESIS	0.65915			4308	0.44394			4116	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
null model prop_kin	slope_PC3	pooled	GENESIS	0.57641			8596	0.38747			8082	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
