entrez	set	symbol
2915	MDD_highconf	GRM5
2918	MDD_highconf	GRM8
29880	MDD_highconf	ALG5
30010	MDD_highconf	NXPH1
3064	MDD_highconf	HTT
338645	MDD_highconf	LUZP2
338707	MDD_highconf	B4GALNT4
346007	MDD_highconf	EYS
353274	MDD_highconf	ZNF445
3662	MDD_highconf	IRF4
374864	MDD_highconf	CCDC178
3831	MDD_highconf	KLC1
388336	MDD_highconf	SHISA6
389421	MDD_highconf	LIN28B
389432	MDD_highconf	SAMD5
3992	MDD_highconf	FADS1
40	MDD_highconf	ASIC2
4045	MDD_highconf	LSAMP
4189	MDD_highconf	DNAJB9
4208	MDD_highconf	MEF2C
4257	MDD_highconf	MGST1
463	MDD_highconf	ZFHX3
4661	MDD_highconf	MYT1
473	MDD_highconf	RERE
4774	MDD_highconf	NFIA
4842	MDD_highconf	NOS1
4850	MDD_highconf	CNOT4
4869	MDD_highconf	NPM1
4916	MDD_highconf	NTRK3
4976	MDD_highconf	OPA1
4978	MDD_highconf	OPCML
5045	MDD_highconf	FURIN
5079	MDD_highconf	PAX5
50863	MDD_highconf	NTM
5101	MDD_highconf	PCDH9
5110	MDD_highconf	PCMT1
51108	MDD_highconf	METTL9
51319	MDD_highconf	RSRC1
5142	MDD_highconf	PDE4B
51594	MDD_highconf	NBAS
51684	MDD_highconf	SUFU
51705	MDD_highconf	EMCN
51761	MDD_highconf	ATP8A2
53353	MDD_highconf	LRP1B
53942	MDD_highconf	CNTN5
54602	MDD_highconf	NDFIP2
54622	MDD_highconf	ARL15
54664	MDD_highconf	TMEM106B
547	MDD_highconf	KIF1A
54715	MDD_highconf	RBFOX1
54805	MDD_highconf	CNNM2
54877	MDD_highconf	ZCCHC2
54927	MDD_highconf	CHCHD3
54932	MDD_highconf	EXD3
55006	MDD_highconf	TRMT61B
55120	MDD_highconf	FANCL
55129	MDD_highconf	ANO10
5533	MDD_highconf	PPP3CC
55534	MDD_highconf	MAML3
55553	MDD_highconf	SOX6
55714	MDD_highconf	TENM3
55799	MDD_highconf	CACNA2D3
55843	MDD_highconf	ARHGAP15
55885	MDD_highconf	LMO3
5600	MDD_highconf	MAPK11
5664	MDD_highconf	PSEN2
57118	MDD_highconf	CAMK1D
57120	MDD_highconf	GOPC
57178	MDD_highconf	ZMIZ1
5727	MDD_highconf	PTCH1
57451	MDD_highconf	TENM2
57492	MDD_highconf	ARID1B
57624	MDD_highconf	NYAP2
57713	MDD_highconf	SFMBT2
5789	MDD_highconf	PTPRD
5793	MDD_highconf	PTPRG
5799	MDD_highconf	PTPRN2
5874	MDD_highconf	RAB27B
6092	MDD_highconf	ROBO2
64067	MDD_highconf	NPAS3
64405	MDD_highconf	CDH22
6444	MDD_highconf	SGCD
64478	MDD_highconf	CSMD1
64754	MDD_highconf	SMYD3
6489	MDD_highconf	ST8SIA1
6660	MDD_highconf	SOX5
6671	MDD_highconf	SP4
6925	MDD_highconf	TCF4
7067	MDD_highconf	THRA
729993	MDD_highconf	SHISA9
7399	MDD_highconf	USH2A
775	MDD_highconf	CACNA1C
777	MDD_highconf	CACNA1E
783	MDD_highconf	CACNB2
78991	MDD_highconf	PCYOX1L
79066	MDD_highconf	METTL16
79068	MDD_highconf	FTO
79776	MDD_highconf	ZFHX4
80031	MDD_highconf	SEMA6D
8019	MDD_highconf	BRD3
80333	MDD_highconf	KCNIP4
80731	MDD_highconf	THSD7B
8140	MDD_highconf	SLC7A5
83449	MDD_highconf	PMFBP1
83698	MDD_highconf	CALN1
8379	MDD_highconf	MAD1L1
83989	MDD_highconf	ARB2A
83992	MDD_highconf	CTTNBP2
8428	MDD_highconf	STK24
84465	MDD_highconf	MEGF11
84623	MDD_highconf	KIRREL3
84779	MDD_highconf	NAA11
84894	MDD_highconf	LINGO1
8604	MDD_highconf	SLC25A12
8701	MDD_highconf	DNAH11
874	MDD_highconf	CBR3
8816	MDD_highconf	DCAF5
89795	MDD_highconf	NAV3
89796	MDD_highconf	NAV1
89910	MDD_highconf	UBE3B
9079	MDD_highconf	LDB2
91752	MDD_highconf	ZNF804A
92017	MDD_highconf	SNX29
9202	MDD_highconf	ZMYM4
9223	MDD_highconf	MAGI1
9348	MDD_highconf	NDST3
93664	MDD_highconf	CADPS2
9378	MDD_highconf	NRXN1
93986	MDD_highconf	FOXP2
9420	MDD_highconf	CYP7B1
9522	MDD_highconf	SCAMP1
9541	MDD_highconf	CIRSR
9569	MDD_highconf	GTF2IRD1
958	MDD_highconf	CD40
9732	MDD_highconf	DOCK4
9783	MDD_highconf	RIMS3
9863	MDD_highconf	MAGI2
1007	MDD_hc_finemap	CDH9
10082	MDD_hc_finemap	GPC6
1012	MDD_hc_finemap	CDH13
1016	MDD_hc_finemap	CDH18
10242	MDD_hc_finemap	KCNMB2
10667	MDD_hc_finemap	FARS2
11069	MDD_hc_finemap	RAPGEF4
1137	MDD_hc_finemap	CHRNA4
114805	MDD_hc_finemap	GALNT13
123624	MDD_hc_finemap	AGBL1
129684	MDD_hc_finemap	CNTNAP5
135138	MDD_hc_finemap	PACRG
137868	MDD_hc_finemap	SGCZ
144402	MDD_hc_finemap	CPNE8
152330	MDD_hc_finemap	CNTN4
154075	MDD_hc_finemap	SAMD3
154215	MDD_hc_finemap	NKAIN2
154664	MDD_hc_finemap	ABCA13
158038	MDD_hc_finemap	LINGO2
1607	MDD_hc_finemap	DGKB
160851	MDD_hc_finemap	DGKH
1630	MDD_hc_finemap	DCC
1740	MDD_hc_finemap	DLG2
1993	MDD_hc_finemap	ELAVL2
2066	MDD_hc_finemap	ERBB4
2099	MDD_hc_finemap	ESR1
2104	MDD_hc_finemap	ESRRG
2115	MDD_hc_finemap	ETV1
2120	MDD_hc_finemap	ETV6
2186	MDD_hc_finemap	BPTF
2262	MDD_hc_finemap	GPC5
22941	MDD_hc_finemap	SHANK2
22986	MDD_hc_finemap	SORCS3
23051	MDD_hc_finemap	ZHX3
23090	MDD_hc_finemap	ZNF423
23228	MDD_hc_finemap	PLCL2
23245	MDD_hc_finemap	ASTN2
23413	MDD_hc_finemap	NCS1
23596	MDD_hc_finemap	OPN3
23608	MDD_hc_finemap	MKRN1
23613	MDD_hc_finemap	ZMYND8
23762	MDD_hc_finemap	OSBP2
2560	MDD_hc_finemap	GABRB1
26040	MDD_hc_finemap	SETBP1
26053	MDD_hc_finemap	AUTS2
26058	MDD_hc_finemap	GIGYF2
26137	MDD_hc_finemap	ZBTB20
27075	MDD_hc_finemap	TSPAN13
27086	MDD_hc_finemap	FOXP1
27156	MDD_hc_finemap	RSPH14
27445	MDD_hc_finemap	PCLO
2775	MDD_hc_finemap	GNAO1
2823	MDD_hc_finemap	GPM6A
29119	MDD_hc_finemap	CTNNA3
2915	MDD_hc_finemap	GRM5
2918	MDD_hc_finemap	GRM8
30010	MDD_hc_finemap	NXPH1
3064	MDD_hc_finemap	HTT
338645	MDD_hc_finemap	LUZP2
338707	MDD_hc_finemap	B4GALNT4
346007	MDD_hc_finemap	EYS
3662	MDD_hc_finemap	IRF4
374864	MDD_hc_finemap	CCDC178
3831	MDD_hc_finemap	KLC1
388336	MDD_hc_finemap	SHISA6
389432	MDD_hc_finemap	SAMD5
40	MDD_hc_finemap	ASIC2
4045	MDD_hc_finemap	LSAMP
4189	MDD_hc_finemap	DNAJB9
4208	MDD_hc_finemap	MEF2C
4257	MDD_hc_finemap	MGST1
463	MDD_hc_finemap	ZFHX3
4661	MDD_hc_finemap	MYT1
473	MDD_hc_finemap	RERE
4774	MDD_hc_finemap	NFIA
4842	MDD_hc_finemap	NOS1
4850	MDD_hc_finemap	CNOT4
4916	MDD_hc_finemap	NTRK3
4976	MDD_hc_finemap	OPA1
4978	MDD_hc_finemap	OPCML
5045	MDD_hc_finemap	FURIN
5079	MDD_hc_finemap	PAX5
50863	MDD_hc_finemap	NTM
5101	MDD_hc_finemap	PCDH9
51108	MDD_hc_finemap	METTL9
51319	MDD_hc_finemap	RSRC1
5142	MDD_hc_finemap	PDE4B
51594	MDD_hc_finemap	NBAS
51705	MDD_hc_finemap	EMCN
51761	MDD_hc_finemap	ATP8A2
53353	MDD_hc_finemap	LRP1B
53942	MDD_hc_finemap	CNTN5
54622	MDD_hc_finemap	ARL15
54664	MDD_hc_finemap	TMEM106B
547	MDD_hc_finemap	KIF1A
54715	MDD_hc_finemap	RBFOX1
54877	MDD_hc_finemap	ZCCHC2
54927	MDD_hc_finemap	CHCHD3
54932	MDD_hc_finemap	EXD3
55129	MDD_hc_finemap	ANO10
55534	MDD_hc_finemap	MAML3
55553	MDD_hc_finemap	SOX6
55714	MDD_hc_finemap	TENM3
55799	MDD_hc_finemap	CACNA2D3
55843	MDD_hc_finemap	ARHGAP15
55885	MDD_hc_finemap	LMO3
57118	MDD_hc_finemap	CAMK1D
57178	MDD_hc_finemap	ZMIZ1
5727	MDD_hc_finemap	PTCH1
57451	MDD_hc_finemap	TENM2
57492	MDD_hc_finemap	ARID1B
57624	MDD_hc_finemap	NYAP2
57713	MDD_hc_finemap	SFMBT2
5789	MDD_hc_finemap	PTPRD
5793	MDD_hc_finemap	PTPRG
5799	MDD_hc_finemap	PTPRN2
6092	MDD_hc_finemap	ROBO2
64067	MDD_hc_finemap	NPAS3
64405	MDD_hc_finemap	CDH22
64478	MDD_hc_finemap	CSMD1
64754	MDD_hc_finemap	SMYD3
6489	MDD_hc_finemap	ST8SIA1
6660	MDD_hc_finemap	SOX5
6671	MDD_hc_finemap	SP4
6925	MDD_hc_finemap	TCF4
729993	MDD_hc_finemap	SHISA9
7399	MDD_hc_finemap	USH2A
775	MDD_hc_finemap	CACNA1C
777	MDD_hc_finemap	CACNA1E
783	MDD_hc_finemap	CACNB2
78991	MDD_hc_finemap	PCYOX1L
79066	MDD_hc_finemap	METTL16
79068	MDD_hc_finemap	FTO
79776	MDD_hc_finemap	ZFHX4
80031	MDD_hc_finemap	SEMA6D
80333	MDD_hc_finemap	KCNIP4
80731	MDD_hc_finemap	THSD7B
8140	MDD_hc_finemap	SLC7A5
83698	MDD_hc_finemap	CALN1
8379	MDD_hc_finemap	MAD1L1
83989	MDD_hc_finemap	ARB2A
84465	MDD_hc_finemap	MEGF11
84623	MDD_hc_finemap	KIRREL3
84779	MDD_hc_finemap	NAA11
84894	MDD_hc_finemap	LINGO1
8701	MDD_hc_finemap	DNAH11
89795	MDD_hc_finemap	NAV3
89796	MDD_hc_finemap	NAV1
9079	MDD_hc_finemap	LDB2
92017	MDD_hc_finemap	SNX29
9202	MDD_hc_finemap	ZMYM4
9223	MDD_hc_finemap	MAGI1
93664	MDD_hc_finemap	CADPS2
9378	MDD_hc_finemap	NRXN1
93986	MDD_hc_finemap	FOXP2
9420	MDD_hc_finemap	CYP7B1
9541	MDD_hc_finemap	CIRSR
9569	MDD_hc_finemap	GTF2IRD1
9783	MDD_hc_finemap	RIMS3
9863	MDD_hc_finemap	MAGI2
10010	MDD_hc_expression	TANK
10198	MDD_hc_expression	MPHOSPH9
11014	MDD_hc_expression	KDELR2
11069	MDD_hc_expression	RAPGEF4
1137	MDD_hc_expression	CHRNA4
1164	MDD_hc_expression	CKS2
120892	MDD_hc_expression	LRRK2
121665	MDD_hc_expression	SPPL3
136332	MDD_hc_expression	LRGUK
1434	MDD_hc_expression	CSE1L
155185	MDD_hc_expression	AMZ1
1630	MDD_hc_expression	DCC
168451	MDD_hc_expression	THAP5
170384	MDD_hc_expression	FUT11
1743	MDD_hc_expression	DLST
1996	MDD_hc_expression	ELAVL4
217	MDD_hc_expression	ALDH2
221935	MDD_hc_expression	SDK1
22986	MDD_hc_expression	SORCS3
23080	MDD_hc_expression	AVL9
23596	MDD_hc_expression	OPN3
23637	MDD_hc_expression	RABGAP1
25921	MDD_hc_expression	ZDHHC5
2876	MDD_hc_expression	GPX1
29880	MDD_hc_expression	ALG5
353274	MDD_hc_expression	ZNF445
389421	MDD_hc_expression	LIN28B
3992	MDD_hc_expression	FADS1
4869	MDD_hc_expression	NPM1
4916	MDD_hc_expression	NTRK3
5045	MDD_hc_expression	FURIN
51684	MDD_hc_expression	SUFU
54602	MDD_hc_expression	NDFIP2
54664	MDD_hc_expression	TMEM106B
55120	MDD_hc_expression	FANCL
5600	MDD_hc_expression	MAPK11
5664	MDD_hc_expression	PSEN2
57120	MDD_hc_expression	GOPC
5727	MDD_hc_expression	PTCH1
5874	MDD_hc_expression	RAB27B
6444	MDD_hc_expression	SGCD
6671	MDD_hc_expression	SP4
7067	MDD_hc_expression	THRA
8019	MDD_hc_expression	BRD3
83449	MDD_hc_expression	PMFBP1
83992	MDD_hc_expression	CTTNBP2
8428	MDD_hc_expression	STK24
8816	MDD_hc_expression	DCAF5
89910	MDD_hc_expression	UBE3B
91752	MDD_hc_expression	ZNF804A
9348	MDD_hc_expression	NDST3
9420	MDD_hc_expression	CYP7B1
9522	MDD_hc_expression	SCAMP1
9541	MDD_hc_expression	CIRSR
958	MDD_hc_expression	CD40
9732	MDD_hc_expression	DOCK4
10102	MDD_hc_protein	TSFM
1012	MDD_hc_protein	CDH13
152518	MDD_hc_protein	NFXL1
2319	MDD_hc_protein	FLOT2
5110	MDD_hc_protein	PCMT1
54805	MDD_hc_protein	CNNM2
55006	MDD_hc_protein	TRMT61B
5533	MDD_hc_protein	PPP3CC
8604	MDD_hc_protein	SLC25A12
874	MDD_hc_protein	CBR3
10005	MDD_pool	ACOT8
10010	MDD_pool	TANK
100101267	MDD_pool	POM121C
10011	MDD_pool	SRA1
100127983	MDD_pool	C8orf88
100128327	MDD_pool	TRAPPC3L
100130733	MDD_pool	LRRC70
100130890	MDD_pool	TSTD3P
100131017	MDD_pool	ZNF316
100131390	MDD_pool	SP9
1002	MDD_pool	CDH4
10021	MDD_pool	HCN4
10023	MDD_pool	FRAT1
100271849	MDD_pool	MEF2B
1005	MDD_pool	CDH7
100506243	MDD_pool	KRBOX1
100507436	MDD_pool	MICA
100507679	MDD_pool	MUC22
100526664	MDD_pool	LY75-CD302
100526767	MDD_pool	RNF103-CHMP3
100529063	MDD_pool	BCL2L2-PABPN1
100529241	MDD_pool	HSPE1-MOB4
1006	MDD_pool	CDH8
10060	MDD_pool	ABCC9
10062	MDD_pool	NR1H3
1007	MDD_pool	CDH9
10076	MDD_pool	PTPRU
10079	MDD_pool	ATP9A
1008	MDD_pool	CDH10
10082	MDD_pool	GPC6
10098	MDD_pool	TSPAN5
10102	MDD_pool	TSFM
101059953	MDD_pool	NPIPA8
10106	MDD_pool	CTDSP2
10107	MDD_pool	TRIM10
1012	MDD_pool	CDH13
10121	MDD_pool	ACTR1A
10125	MDD_pool	RASGRP1
10128	MDD_pool	LRPPRC
10130	MDD_pool	PDIA6
10158	MDD_pool	PDZK1IP1
1016	MDD_pool	CDH18
10160	MDD_pool	FARP1
10164	MDD_pool	CHST4
10165	MDD_pool	SLC25A13
10168	MDD_pool	ZNF197
10180	MDD_pool	RBM6
10181	MDD_pool	RBM5
1019	MDD_pool	CDK4
10190	MDD_pool	TXNDC9
10198	MDD_pool	MPHOSPH9
10211	MDD_pool	FLOT1
10213	MDD_pool	PSMD14
10227	MDD_pool	MFSD10
10242	MDD_pool	KCNMB2
10244	MDD_pool	RABEPK
10246	MDD_pool	SLC17A2
10253	MDD_pool	SPRY2
10254	MDD_pool	STAM2
10261	MDD_pool	IGSF6
10279	MDD_pool	PRSS16
10293	MDD_pool	TRAIP
103	MDD_pool	ADAR
10307	MDD_pool	APBB3
1031	MDD_pool	CDKN2C
10344	MDD_pool	CCL26
10368	MDD_pool	CACNG3
10369	MDD_pool	CACNG2
10384	MDD_pool	BTN3A3
10385	MDD_pool	BTN2A2
10388	MDD_pool	SYCP2
10394	MDD_pool	PRG3
10395	MDD_pool	DLC1
104	MDD_pool	ADARB1
1041	MDD_pool	CDSN
10425	MDD_pool	ARIH2
10439	MDD_pool	OLFM1
10458	MDD_pool	BAIAP2
10463	MDD_pool	SLC30A9
10472	MDD_pool	ZBTB18
10473	MDD_pool	HMGN4
10475	MDD_pool	TRIM38
10478	MDD_pool	SLC25A17
105	MDD_pool	ADARB2
10507	MDD_pool	SEMA4D
10522	MDD_pool	DEAF1
10537	MDD_pool	UBD
10540	MDD_pool	DCTN2
10541	MDD_pool	ANP32B
10562	MDD_pool	OLFM4
10564	MDD_pool	ARFGEF2
10567	MDD_pool	RABAC1
10620	MDD_pool	ARID3B
10633	MDD_pool	RASL10A
10634	MDD_pool	GAS2L1
10641	MDD_pool	NPRL2
10642	MDD_pool	IGF2BP1
10645	MDD_pool	CAMKK2
10658	MDD_pool	CELF1
10667	MDD_pool	FARS2
10677	MDD_pool	AVIL
10716	MDD_pool	TBR1
10725	MDD_pool	NFAT5
10728	MDD_pool	PTGES3
1075	MDD_pool	CTSC
10766	MDD_pool	TOB2
10773	MDD_pool	ZBTB6
10786	MDD_pool	SLC17A3
108	MDD_pool	ADCY2
10806	MDD_pool	SDCCAG8
10811	MDD_pool	NOXA1
10827	MDD_pool	FAM114A2
10869	MDD_pool	USP19
10874	MDD_pool	NMU
10902	MDD_pool	BRD8
10905	MDD_pool	MAN1A2
10946	MDD_pool	SF3A3
10950	MDD_pool	BTG3
10956	MDD_pool	OS9
10959	MDD_pool	TMED2
10973	MDD_pool	ASCC3
10978	MDD_pool	CLP1
10991	MDD_pool	SLC38A3
11014	MDD_pool	KDELR2
11020	MDD_pool	IFT27
11023	MDD_pool	VAX1
11036	MDD_pool	GTF2A1L
11046	MDD_pool	SLC35D2
11051	MDD_pool	NUDT21
11059	MDD_pool	WWP1
11060	MDD_pool	WWP2
11066	MDD_pool	SNRNP35
11068	MDD_pool	CYB561D2
11069	MDD_pool	RAPGEF4
1107	MDD_pool	CHD3
11070	MDD_pool	TMEM115
11074	MDD_pool	TRIM31
11091	MDD_pool	WDR5
11118	MDD_pool	BTN3A2
11119	MDD_pool	BTN3A1
11120	MDD_pool	BTN2A1
11122	MDD_pool	PTPRT
11124	MDD_pool	FAF1
11148	MDD_pool	HHLA2
11164	MDD_pool	NUDT5
11180	MDD_pool	WDR6
11186	MDD_pool	RASSF1
11188	MDD_pool	NISCH
11200	MDD_pool	CHEK2
1122	MDD_pool	CHML
11252	MDD_pool	PACSIN2
11253	MDD_pool	MAN1B1
11270	MDD_pool	NRM
11274	MDD_pool	USP18
11277	MDD_pool	TREX1
112840	MDD_pool	WDR89
112939	MDD_pool	NACC1
11315	MDD_pool	PARK7
113189	MDD_pool	CHST14
1132	MDD_pool	CHRM4
11320	MDD_pool	MGAT4A
11334	MDD_pool	TUSC2
11340	MDD_pool	EXOSC8
11344	MDD_pool	TWF2
1137	MDD_pool	CHRNA4
113829	MDD_pool	SLC35A4
1141	MDD_pool	CHRNB2
114134	MDD_pool	SLC2A13
114294	MDD_pool	LACTB
114785	MDD_pool	MBD6
114788	MDD_pool	CSMD3
114793	MDD_pool	FMNL2
114805	MDD_pool	GALNT13
114818	MDD_pool	KLHL29
114821	MDD_pool	SCAND3
114881	MDD_pool	OSBPL7
114883	MDD_pool	OSBPL9
114900	MDD_pool	C1QTNF4
114905	MDD_pool	C1QTNF7
114971	MDD_pool	PTPMT1
115111	MDD_pool	SLC26A7
1152	MDD_pool	CKB
115294	MDD_pool	PCMTD1
1154	MDD_pool	CISH
115548	MDD_pool	FCHO2
115557	MDD_pool	ARHGEF25
115560	MDD_pool	ZNF501
115708	MDD_pool	TRMT61A
1158	MDD_pool	CKM
1159	MDD_pool	CKMT1B
116150	MDD_pool	NUS1
1164	MDD_pool	CKS2
116511	MDD_pool	MAS1L
116985	MDD_pool	ARAP1
116986	MDD_pool	AGAP2
117153	MDD_pool	
117155	MDD_pool	CATSPER2
117283	MDD_pool	IP6K3
118670	MDD_pool	FAM24A
1187	MDD_pool	CLCNKA
118788	MDD_pool	PIK3AP1
118881	MDD_pool	COMTD1
118980	MDD_pool	SFXN2
118987	MDD_pool	PDZD8
1192	MDD_pool	CLIC1
119587	MDD_pool	CPXM2
119764	MDD_pool	OR4X2
119765	MDD_pool	OR4B1
120526	MDD_pool	DNAJC24
120534	MDD_pool	ARL14EP
120892	MDD_pool	LRRK2
1213	MDD_pool	CLTC
121340	MDD_pool	SP7
121665	MDD_pool	SPPL3
122402	MDD_pool	TDRD9
123624	MDD_pool	AGBL1
124925	MDD_pool	SEZ6
124989	MDD_pool	EFCAB13
126364	MDD_pool	LRRC25
126668	MDD_pool	TDRD10
1270	MDD_pool	CNTF
127124	MDD_pool	ATP6V1G3
127254	MDD_pool	ERICH3
128025	MDD_pool	WDR64
128414	MDD_pool	NKAIN4
128553	MDD_pool	TSHZ2
1289	MDD_pool	COL5A1
128977	MDD_pool	C22orf39
1294	MDD_pool	COL7A1
129684	MDD_pool	CNTNAP5
130132	MDD_pool	RFTN2
1302	MDD_pool	COL11A2
130749	MDD_pool	CPO
1315	MDD_pool	COPB1
131616	MDD_pool	TMEM42
132	MDD_pool	ADK
132141	MDD_pool	IQCF1
132158	MDD_pool	GLYCTK
132160	MDD_pool	PPM1M
132228	MDD_pool	LSMEM2
132612	MDD_pool	ADAD1
132954	MDD_pool	PDCL2
1337	MDD_pool	COX6A1
134187	MDD_pool	POU5F2
134265	MDD_pool	AFAP1L1
134266	MDD_pool	GRPEL2
134637	MDD_pool	ADAT2
134957	MDD_pool	STXBP5
1351	MDD_pool	COX8A
135138	MDD_pool	PACRG
135644	MDD_pool	TRIM40
136332	MDD_pool	LRGUK
1365	MDD_pool	CLDN3
137868	MDD_pool	SGCZ
137902	MDD_pool	PXDNL
137994	MDD_pool	LETM2
1385	MDD_pool	CREB1
140609	MDD_pool	NEK7
140685	MDD_pool	ZBTB46
140688	MDD_pool	NOL4L
140701	MDD_pool	ABHD16B
140710	MDD_pool	MTCL2
140733	MDD_pool	MACROD2
1408	MDD_pool	CRY2
142	MDD_pool	PARP1
142680	MDD_pool	SLC34A3
1428	MDD_pool	CRYM
142891	MDD_pool	SAMD8
143379	MDD_pool	SPMIP5
1434	MDD_pool	CSE1L
143678	MDD_pool	FREY1
144100	MDD_pool	PLEKHA7
144165	MDD_pool	PRICKLE1
144245	MDD_pool	ALG10B
144402	MDD_pool	CPNE8
145376	MDD_pool	PPP1R36
145483	MDD_pool	FAM161B
145581	MDD_pool	LRFN5
145942	MDD_pool	TMCO5A
146050	MDD_pool	ZSCAN29
146177	MDD_pool	VWA3A
146183	MDD_pool	OTOA
146713	MDD_pool	RBFOX3
147645	MDD_pool	VSIG10L
147700	MDD_pool	KLC3
148545	MDD_pool	NBPF4
149041	MDD_pool	RC3H1
1496	MDD_pool	CTNNA2
1500	MDD_pool	CTNND1
150223	MDD_pool	YDJC
150353	MDD_pool	DNAJB7
150356	MDD_pool	CHADL
150365	MDD_pool	MEI1
150372	MDD_pool	NFAM1
150465	MDD_pool	TTL
151	MDD_pool	ADRA2B
151556	MDD_pool	GPR155
151963	MDD_pool	MB21D2
152185	MDD_pool	SPICE1
152330	MDD_pool	CNTN4
152485	MDD_pool	ZNF827
152518	MDD_pool	NFXL1
153396	MDD_pool	TMEM161B
153527	MDD_pool	ZMAT2
154075	MDD_pool	SAMD3
154215	MDD_pool	NKAIN2
154664	MDD_pool	ABCA13
155185	MDD_pool	AMZ1
1565	MDD_pool	CYP2D6
158	MDD_pool	ADSL
158038	MDD_pool	LINGO2
158293	MDD_pool	FAM120AOS
1594	MDD_pool	CYP27B1
1605	MDD_pool	DAG1
1607	MDD_pool	DGKB
160851	MDD_pool	DGKH
161497	MDD_pool	STRC
161514	MDD_pool	TBC1D21
1616	MDD_pool	DAXX
161742	MDD_pool	SPRED1
161823	MDD_pool	MAPDA
162	MDD_pool	AP1B1
1621	MDD_pool	DBH
1630	MDD_pool	DCC
163486	MDD_pool	DENND1B
164	MDD_pool	AP1G1
1642	MDD_pool	DDB1
1643	MDD_pool	DDB2
164592	MDD_pool	CCDC116
1649	MDD_pool	DDIT3
1653	MDD_pool	DDX1
165324	MDD_pool	UBXN2A
166647	MDD_pool	ADGRA3
168451	MDD_pool	THAP5
169841	MDD_pool	ZNF169
170384	MDD_pool	FUT11
170679	MDD_pool	PSORS1C1
170680	MDD_pool	PSORS1C2
170692	MDD_pool	ADAMTS18
170712	MDD_pool	COX7B2
170954	MDD_pool	PPP1R18
171023	MDD_pool	ASXL1
171024	MDD_pool	SYNPO2
171177	MDD_pool	RHOV
171568	MDD_pool	POLR3H
1723	MDD_pool	DHODH
1728	MDD_pool	NQO1
1729	MDD_pool	DIAPH1
1740	MDD_pool	DLG2
1743	MDD_pool	DLST
1745	MDD_pool	DLX1
1746	MDD_pool	DLX2
1749	MDD_pool	DLX5
1750	MDD_pool	DLX6
1781	MDD_pool	DYNC1I2
1794	MDD_pool	DOCK2
1797	MDD_pool	DXO
1803	MDD_pool	DPP4
1813	MDD_pool	DRD2
1837	MDD_pool	DTNA
1839	MDD_pool	HBEGF
1844	MDD_pool	DUSP2
1861	MDD_pool	TOR1A
189	MDD_pool	AGXT
1910	MDD_pool	EDNRB
191585	MDD_pool	PLAC4
1946	MDD_pool	EFNA5
1951	MDD_pool	CELSR3
1958	MDD_pool	EGR1
196074	MDD_pool	METTL15
1962	MDD_pool	EHHADH
196294	MDD_pool	IMMP1L
196383	MDD_pool	RILPL2
