set	gene
MDD_pool	GPX1
MDD_pool	GPX5
MDD_pool	GPX6
MDD_pool	GRB14
MDD_pool	GRHPR
MDD_pool	GRIA1
MDD_pool	GRID2IP
MDD_pool	GRIK2
MDD_pool	GRIK3
MDD_pool	GRIK5
MDD_pool	GRIN1
MDD_pool	GRIN2B
MDD_pool	GRK4
MDD_pool	GRM4
MDD_pool	GRM5
MDD_pool	GRM5-AS1
MDD_pool	GRM7
MDD_pool	GRM8
MDD_pool	GRPEL2
MDD_pool	GRPEL2-AS1
MDD_pool	GS1-251I9.3
MDD_pool	GSC2
MDD_pool	GSDME
MDD_pool	GSPT1
MDD_pool	GSTM5P1
MDD_pool	GTDC1
MDD_pool	GTF2A1L
MDD_pool	GTF2F2P2
MDD_pool	GTF2H4
MDD_pool	GTF2I
MDD_pool	GTF2I-AS1
MDD_pool	GTF2IP7
MDD_pool	GTF2IRD1
MDD_pool	GTF2IRD2
MDD_pool	GUSBP2
MDD_pool	H1-1
MDD_pool	H1-12P
MDD_pool	H1-2
MDD_pool	H1-4
MDD_pool	H1-5
MDD_pool	H1-6
MDD_pool	H2AC10P
MDD_pool	H2AC11
MDD_pool	H2AC12
MDD_pool	H2AC13
MDD_pool	H2AC14
MDD_pool	H2AC15
MDD_pool	H2AC16
MDD_pool	H2AC17
MDD_pool	H2AC3P
MDD_pool	H2AC5P
MDD_pool	H2AC6
MDD_pool	H2AC7
MDD_pool	H2BC11
MDD_pool	H2BC12
MDD_pool	H2BC13
MDD_pool	H2BC14
MDD_pool	H2BC15
MDD_pool	H2BC16P
MDD_pool	H2BC17
MDD_pool	H2BC3
MDD_pool	H2BC4
MDD_pool	H2BC5
MDD_pool	H2BC6
MDD_pool	H2BC9
MDD_pool	H2BP5
MDD_pool	H3C10
MDD_pool	H3C11
MDD_pool	H3C12
MDD_pool	H3C3
MDD_pool	H3C4
MDD_pool	H3C8
MDD_pool	H3C9P
MDD_pool	H3P14
MDD_pool	H3P26
MDD_pool	H3P27
MDD_pool	H3P9
MDD_pool	H4C1
MDD_pool	H4C10P
MDD_pool	H4C11
MDD_pool	H4C12
MDD_pool	H4C13
MDD_pool	H4C3
MDD_pool	H4C4
MDD_pool	H4C8
MDD_pool	H4C9
MDD_pool	HARBI1
MDD_pool	HARS1
MDD_pool	HARS2
MDD_pool	HAT1
MDD_pool	HAUS1P1
MDD_pool	HBEGF
MDD_pool	HCAR3
MDD_pool	HCG11
MDD_pool	HCG14
MDD_pool	HCG15
MDD_pool	HCG16
MDD_pool	HCG17
MDD_pool	HCG18
MDD_pool	HCG19P
MDD_pool	HCG20
MDD_pool	HCG21
MDD_pool	HCG22
MDD_pool	HCG24
MDD_pool	HCG25
MDD_pool	HCK
MDD_pool	HCN1
MDD_pool	HCN4
MDD_pool	HCP5
MDD_pool	HDAC10
MDD_pool	HDDC3
MDD_pool	HECTD4
MDD_pool	HELZ
MDD_pool	HEMK1
MDD_pool	HERC1
MDD_pool	HES1
MDD_pool	HES7
MDD_pool	HFE
MDD_pool	HHLA2
MDD_pool	HIGD2AP2
MDD_pool	HIP1
MDD_pool	HIP1R
MDD_pool	HIRA
MDD_pool	HIST1H2BF
MDD_pool	HIST1H2BG
MDD_pool	HIVEP2
MDD_pool	HLA-B
MDD_pool	HLA-DPA1
MDD_pool	HLA-DPA2
MDD_pool	HLA-DPA3
MDD_pool	HLA-DPB1
MDD_pool	HLA-DPB2
MDD_pool	HLA-DRB9
MDD_pool	HLA-E
MDD_pool	HLA-F
MDD_pool	HLA-L
MDD_pool	HLA-N
MDD_pool	HLA-S
MDD_pool	HLA-T
MDD_pool	HMGB1P28
MDD_pool	HMGB1P45
MDD_pool	HMGB3P24
MDD_pool	HMGB3P26
MDD_pool	HMGN1P14
MDD_pool	HMGN2P10
MDD_pool	HMGN2P11
MDD_pool	HMGN2P38
MDD_pool	HMGN4
MDD_pool	HNF1A-AS1
MDD_pool	HNRNPA1
MDD_pool	HNRNPA1P1
MDD_pool	HNRNPA1P17
MDD_pool	HNRNPA1P29
MDD_pool	HNRNPA1P38
MDD_pool	HNRNPA1P39
MDD_pool	HNRNPA1P46
MDD_pool	HNRNPRP1
MDD_pool	HNRNPRP2
MDD_pool	HOXB-AS3
MDD_pool	HOXB3
MDD_pool	HOXD10
MDD_pool	HOXD11
MDD_pool	HOXD12
MDD_pool	HOXD13
MDD_pool	HPD
MDD_pool	HPRT1P2
MDD_pool	HS2ST1
MDD_pool	HS3ST4
MDD_pool	HS6ST3
MDD_pool	HSD17B3
MDD_pool	HSD17B8
MDD_pool	HSP90AA2P
MDD_pool	HSPA12A
MDD_pool	HSPA12A-AS1
MDD_pool	HSPA2
MDD_pool	HSPA2-AS1
MDD_pool	HSPA5
MDD_pool	HSPA5-DT
MDD_pool	HSPA8P6
MDD_pool	HSPA9
MDD_pool	HSPA9P1
MDD_pool	HSPB8
MDD_pool	HSPD1
MDD_pool	HSPD1P8
MDD_pool	HSPE1
MDD_pool	HSPE1-MOB4
MDD_pool	HSPE1P28
MDD_pool	HTATSF1P1
MDD_pool	HTT
MDD_pool	HTT-AS
MDD_pool	HYAL1
MDD_pool	HYAL2
MDD_pool	HYAL3
MDD_pool	HYDIN
MDD_pool	ID2B
MDD_pool	IER3
MDD_pool	IER3-AS1
MDD_pool	IFITM3P8
MDD_pool	IFRD2
MDD_pool	IFT27
MDD_pool	IFT57
MDD_pool	IGF2BP1
MDD_pool	IGLON5
MDD_pool	IGSF21
MDD_pool	IGSF6
MDD_pool	IGSF9B
MDD_pool	IHO1
MDD_pool	IK
MDD_pool	IL2
MDD_pool	IL21
MDD_pool	IL21-AS1
MDD_pool	IMMP1L
MDD_pool	IMMP1LP3
MDD_pool	IMMP2L
MDD_pool	IMPDH2
MDD_pool	INAFM1
MDD_pool	INCENP
MDD_pool	INHBC
MDD_pool	INHBE
MDD_pool	INKA1
MDD_pool	INPP4A
MDD_pool	INPP4B
MDD_pool	INPP5A
MDD_pool	INPP5B
MDD_pool	INPP5D
MDD_pool	INSYN1
MDD_pool	INSYN1-AS1
MDD_pool	INSYN2B
MDD_pool	INTS3
MDD_pool	INVS
MDD_pool	IP6K1
MDD_pool	IP6K2
MDD_pool	IP6K3
MDD_pool	IPO11
MDD_pool	IPO9-AS1
MDD_pool	IPPK
MDD_pool	IQCB2P
MDD_pool	IQCE
MDD_pool	IQCF1
MDD_pool	IQCF2
MDD_pool	IQCF3
MDD_pool	IQCF4P
MDD_pool	IQCF5
MDD_pool	IQCF5-AS1
MDD_pool	IRF4
MDD_pool	IRX1
MDD_pool	ISCA1P1
MDD_pool	IST1
MDD_pool	ITGA5
MDD_pool	ITGA6
MDD_pool	ITGA9
MDD_pool	ITGA9-AS1
MDD_pool	ITGB2
MDD_pool	ITGB6
MDD_pool	ITGBL1
MDD_pool	ITIH1
MDD_pool	ITIH3
MDD_pool	ITIH4
MDD_pool	ITIH4-AS1
MDD_pool	ITPKB
MDD_pool	ITPKB-IT1
MDD_pool	ITPR3
MDD_pool	IVD
MDD_pool	JPH3
MDD_pool	JPT1P1
MDD_pool	JTBP1
MDD_pool	KANSL1
MDD_pool	KAT2B
MDD_pool	KAT6B
MDD_pool	KATNBL1P4
MDD_pool	KB-1440D3.13
MDD_pool	KB-1440D3.14
MDD_pool	KBTBD4
MDD_pool	KC6
MDD_pool	KCNA4
MDD_pool	KCNB1
MDD_pool	KCNB2
MDD_pool	KCNG2
MDD_pool	KCNIP4
MDD_pool	KCNIP4-IT1
MDD_pool	KCNJ11
MDD_pool	KCNJ13
MDD_pool	KCNJ3
MDD_pool	KCNK13
MDD_pool	KCNK4
MDD_pool	KCNK5
MDD_pool	KCNMB2
MDD_pool	KCNMB2-AS1
MDD_pool	KCNN3
MDD_pool	KCNQ2
MDD_pool	KCNQ3
MDD_pool	KCNQ4
MDD_pool	KCNT2
MDD_pool	KCTD10
MDD_pool	KCTD16
MDD_pool	KCTD9P3
MDD_pool	KDELR2
MDD_pool	KDM2B
MDD_pool	KDM2B-DT
MDD_pool	KDM3A
MDD_pool	KDM3B
MDD_pool	KDM6B
MDD_pool	KHDRBS2
MDD_pool	KIAA0825
MDD_pool	KIAA1143
MDD_pool	KIF15
MDD_pool	KIF18A
MDD_pool	KIF1A
MDD_pool	KIF26B
MDD_pool	KIF26B-AS1
MDD_pool	KIF2A
MDD_pool	KIF3B
MDD_pool	KIF4B
MDD_pool	KIF5A
MDD_pool	KIF6
MDD_pool	KIFC1
MDD_pool	KIRREL3
MDD_pool	KLC1
MDD_pool	KLC1-AS1
MDD_pool	KLC3
MDD_pool	KLF11
MDD_pool	KLF7
MDD_pool	KLF7-IT1
MDD_pool	KLHDC8B
MDD_pool	KLHL29
MDD_pool	KMT2E
MDD_pool	KMT2E-AS1
MDD_pool	KMT5A
MDD_pool	KNDC1
MDD_pool	KNL1
MDD_pool	KNTC1
MDD_pool	KPNA2
MDD_pool	KPNA5
MDD_pool	KRBOX1
MDD_pool	KRBOX1-AS1
MDD_pool	KRT18P1
MDD_pool	KRT18P46
MDD_pool	KRT18P62
MDD_pool	KRT18P67
MDD_pool	KRT8P11
MDD_pool	KRT8P21
MDD_pool	KRT8P44
MDD_pool	KRTAP10-4
MDD_pool	KRTAP10-8
MDD_pool	KRTAP12-1
MDD_pool	KSR2
MDD_pool	KXD1
MDD_pool	L3MBTL2
MDD_pool	L3MBTL2-AS1
MDD_pool	L3MBTL3
MDD_pool	LACTB
MDD_pool	LAMA2
MDD_pool	LAMA3
MDD_pool	LAMB2
MDD_pool	LAMB2P1
MDD_pool	LARGE2
MDD_pool	LARP1P1
MDD_pool	LBP
MDD_pool	LCMT2
MDD_pool	LCN10
MDD_pool	LDB2
MDD_pool	LEMD2
MDD_pool	LEPR
MDD_pool	LETM2
MDD_pool	LHCGR
MDD_pool	LHFPL3
MDD_pool	LHFPL3-AS2
MDD_pool	LHX2
MDD_pool	LHX9
MDD_pool	LIMK1
MDD_pool	LIN28B
MDD_pool	LIN28B-AS1
MDD_pool	LIN52
MDD_pool	LINC00163
MDD_pool	LINC00165
MDD_pool	LINC00205
MDD_pool	LINC00240
MDD_pool	LINC00243
MDD_pool	LINC00315
MDD_pool	LINC00323
MDD_pool	LINC00324
MDD_pool	LINC00334
MDD_pool	LINC00336
MDD_pool	LINC00359
MDD_pool	LINC00378
MDD_pool	LINC00382
MDD_pool	LINC00383
MDD_pool	LINC00461
MDD_pool	LINC00477
MDD_pool	LINC00489
MDD_pool	LINC00502
MDD_pool	LINC00533
MDD_pool	LINC00538
MDD_pool	LINC00561
MDD_pool	LINC00578
MDD_pool	LINC00595
MDD_pool	LINC00635
MDD_pool	LINC00636
MDD_pool	LINC00682
MDD_pool	LINC00867
MDD_pool	LINC00887
MDD_pool	LINC00899
MDD_pool	LINC00951
MDD_pool	LINC00970
MDD_pool	LINC00997
MDD_pool	LINC01001
MDD_pool	LINC01004
MDD_pool	LINC01012
MDD_pool	LINC01015
MDD_pool	LINC01019
MDD_pool	LINC01065
MDD_pool	LINC01068
MDD_pool	LINC01080
MDD_pool	LINC01088
MDD_pool	LINC01089
MDD_pool	LINC01102
MDD_pool	LINC01111
MDD_pool	LINC01122
MDD_pool	LINC01134
MDD_pool	LINC01140
MDD_pool	LINC01149
MDD_pool	LINC01215
MDD_pool	LINC01216
MDD_pool	LINC01235
MDD_pool	LINC01239
MDD_pool	LINC01243
MDD_pool	LINC01248
MDD_pool	LINC01277
MDD_pool	LINC01287
MDD_pool	LINC01288
MDD_pool	LINC01289
MDD_pool	LINC01299
MDD_pool	LINC01305
MDD_pool	LINC01311
MDD_pool	LINC01320
MDD_pool	LINC01322
MDD_pool	LINC01327
MDD_pool	LINC01347
MDD_pool	LINC01360
MDD_pool	LINC01362
MDD_pool	LINC01364
MDD_pool	LINC01378
MDD_pool	LINC01392
MDD_pool	LINC01393
MDD_pool	LINC01400
MDD_pool	LINC01414
MDD_pool	LINC01415
MDD_pool	LINC01416
MDD_pool	LINC01446
MDD_pool	LINC01449
MDD_pool	LINC01460
MDD_pool	LINC01470
MDD_pool	LINC01505
MDD_pool	LINC01524
MDD_pool	LINC01539
MDD_pool	LINC01556
MDD_pool	LINC01613
MDD_pool	LINC01616
MDD_pool	LINC01623
MDD_pool	LINC01627
MDD_pool	LINC01630
MDD_pool	LINC01645
MDD_pool	LINC01680
MDD_pool	LINC01712
MDD_pool	LINC01725
MDD_pool	LINC01746
MDD_pool	LINC01754
MDD_pool	LINC01776
MDD_pool	LINC01787
MDD_pool	LINC01795
MDD_pool	LINC01802
MDD_pool	LINC01806
MDD_pool	LINC01822
MDD_pool	LINC01830
MDD_pool	LINC01831
MDD_pool	LINC01857
MDD_pool	LINC01861
MDD_pool	LINC01872
MDD_pool	LINC01876
MDD_pool	LINC01884
MDD_pool	LINC01905
MDD_pool	LINC01917
MDD_pool	LINC01919
MDD_pool	LINC01923
MDD_pool	LINC01929
MDD_pool	LINC01938
MDD_pool	LINC01965
MDD_pool	LINC01966
MDD_pool	LINC01977
MDD_pool	LINC01988
MDD_pool	LINC01990
MDD_pool	LINC02008
MDD_pool	LINC02019
MDD_pool	LINC02024
MDD_pool	LINC02055
MDD_pool	LINC02058
MDD_pool	LINC02060
MDD_pool	LINC02064
MDD_pool	LINC02109
MDD_pool	LINC02118
MDD_pool	LINC02123
MDD_pool	LINC02142
MDD_pool	LINC02147
MDD_pool	LINC02162
MDD_pool	LINC02201
MDD_pool	LINC02208
MDD_pool	LINC02211
MDD_pool	LINC02236
MDD_pool	LINC02238
MDD_pool	LINC02240
MDD_pool	LINC02255
MDD_pool	LINC02267
MDD_pool	LINC02295
MDD_pool	LINC02306
MDD_pool	LINC02321
MDD_pool	LINC02323
MDD_pool	LINC02325
MDD_pool	LINC02328
MDD_pool	LINC02391
MDD_pool	LINC02394
MDD_pool	LINC02406
MDD_pool	LINC02429
MDD_pool	LINC02445
MDD_pool	LINC02450
MDD_pool	LINC02471
MDD_pool	LINC02472
MDD_pool	LINC02478
MDD_pool	LINC02489
MDD_pool	LINC02546
MDD_pool	LINC02555
MDD_pool	LINC02569
MDD_pool	LINC02570
MDD_pool	LINC02571
MDD_pool	LINC02585
MDD_pool	LINC02603
MDD_pool	LINC02607
MDD_pool	LINC02611
MDD_pool	LINC02619
MDD_pool	LINC02630
MDD_pool	LINC02690
MDD_pool	LINC02694
MDD_pool	LINC02696
MDD_pool	LINC02697
MDD_pool	LINC02710
MDD_pool	LINC02716
MDD_pool	LINC02730
MDD_pool	LINC02731
MDD_pool	LINC02742
MDD_pool	LINC02750
MDD_pool	LINC02751
MDD_pool	LINC02755
MDD_pool	LINC02758
MDD_pool	LINC02759
MDD_pool	LINC02762
MDD_pool	LINC02763
MDD_pool	LINC02764
MDD_pool	LINC02790
MDD_pool	LINC02796
MDD_pool	LINC02797
MDD_pool	LINC02808
MDD_pool	LINC02810
MDD_pool	LINC02829
MDD_pool	LINC02882
MDD_pool	LINC02899
MDD_pool	LINC02903
MDD_pool	LINC02924
MDD_pool	LINC02935
MDD_pool	LINC02939
MDD_pool	LINC02955
MDD_pool	LINC02959
MDD_pool	LINC02980
MDD_pool	LINC02985
MDD_pool	LINC03000
MDD_pool	LINC03003
MDD_pool	LINC03031
MDD_pool	LINC03041
MDD_pool	LINGO1
MDD_pool	LINGO1-AS1
MDD_pool	LINGO1-AS2
MDD_pool	LINGO2
MDD_pool	LMCD1-AS1
MDD_pool	LMO3
MDD_pool	LMO4
MDD_pool	LMX1B
MDD_pool	LNC-LBCS
MDD_pool	LNPK
MDD_pool	LOXL1
MDD_pool	LOXL1-AS1
MDD_pool	LPIN3
MDD_pool	LPXN
MDD_pool	LRATD1
MDD_pool	LRFN2
MDD_pool	LRFN5
MDD_pool	LRFN5-DT
MDD_pool	LRGUK
MDD_pool	LRMDA
MDD_pool	LRP1
MDD_pool	LRP1B
MDD_pool	LRP4
MDD_pool	LRP4-AS1
MDD_pool	LRPPRC
MDD_pool	LRRC10B
MDD_pool	LRRC25
MDD_pool	LRRC2P1
MDD_pool	LRRC34P2
MDD_pool	LRRC37A13P
MDD_pool	LRRC37A14P
MDD_pool	LRRC3B-AS1
MDD_pool	LRRC43
MDD_pool	LRRC45
MDD_pool	LRRC53
MDD_pool	LRRC70
MDD_pool	LRRK2
MDD_pool	LRRK2-DT
MDD_pool	LRRTM4
MDD_pool	LSAMP
MDD_pool	LSM1
MDD_pool	LSM12P1
MDD_pool	LSM4
MDD_pool	LSM5
MDD_pool	LSM8
MDD_pool	LSMEM2
MDD_pool	LST1
MDD_pool	LTA
MDD_pool	LTB
MDD_pool	LTBP2
MDD_pool	LUZP2
MDD_pool	LXN
MDD_pool	LY75
MDD_pool	LY75-CD302
MDD_pool	LYL1
MDD_pool	MAB21L4
MDD_pool	MACROD1
MDD_pool	MACROD2
MDD_pool	MAD1L1
MDD_pool	MADD
MDD_pool	MADD-AS1
MDD_pool	MAGI1
MDD_pool	MAGI2
MDD_pool	MAML3
MDD_pool	MAN1A2
MDD_pool	MAN1B1
MDD_pool	MAN2A2
MDD_pool	MAP1A
MDD_pool	MAP1LC3P
MDD_pool	MAP2
MDD_pool	MAP3K12
MDD_pool	MAP3K5-AS2
MDD_pool	MAP3K9
MDD_pool	MAP4
MDD_pool	MAPK11
MDD_pool	MAPK12
MDD_pool	MAPK8IP1
MDD_pool	MAPKAPK3
MDD_pool	MAPKAPK5
MDD_pool	MAPKAPK5-AS1
MDD_pool	MAPT
MDD_pool	MARCHF1
MDD_pool	MARCHF7
MDD_pool	MARCHF9
MDD_pool	MARF1
MDD_pool	MARK2
MDD_pool	MARK3
MDD_pool	MARK4
MDD_pool	MARS1
MDD_pool	MARS2
MDD_pool	MAS1L
MDD_pool	MAS1LP1
MDD_pool	MB21D2
MDD_pool	MBD5
MDD_pool	MBD6
MDD_pool	MBNL1
MDD_pool	MBNL1-AS1
MDD_pool	MCCD1
MDD_pool	MCEE
MDD_pool	MCFD2P1
MDD_pool	MCHR1
MDD_pool	MCHR2
MDD_pool	MDC1
MDD_pool	MDC1-AS1
MDD_pool	MDFIC
MDD_pool	MDFIC2
MDD_pool	MDGA1
MDD_pool	MDH1
MDD_pool	MDH2
MDD_pool	MDK
MDD_pool	MEAF6P1
MDD_pool	MED19
MDD_pool	MEF2B
MDD_pool	MEF2C
MDD_pool	MEF2C-AS2
MDD_pool	MEGF11
MDD_pool	MEI1
MDD_pool	MEIS2
MDD_pool	MELK
MDD_pool	MEP1B
MDD_pool	METAP1D
MDD_pool	METTL1
MDD_pool	METTL14-DT
MDD_pool	METTL15
MDD_pool	METTL16
MDD_pool	METTL9
MDD_pool	MFAP3
MDD_pool	MFSD10
MDD_pool	MFSD13A
MDD_pool	MFSD14B
MDD_pool	MGARP
MDD_pool	MGAT4A
MDD_pool	MGC32805
MDD_pool	MGMT
MDD_pool	MGST1
MDD_pool	MGST2
MDD_pool	MIA2
MDD_pool	MIA2-AS1
MDD_pool	MICA
MDD_pool	MICB
MDD_pool	MICB-DT
MDD_pool	MICC
MDD_pool	MIER1
MDD_pool	MIPEPP2
MDD_pool	MIR1183
MDD_pool	MIR1231
MDD_pool	MIR124-1HG
MDD_pool	MIR124-2
MDD_pool	MIR124-2HG
MDD_pool	MIR1255A
MDD_pool	MIR1269A
MDD_pool	MIR1275
MDD_pool	MIR1284
MDD_pool	MIR1302-4
MDD_pool	MIR130A
MDD_pool	MIR130AHG
MDD_pool	MIR130B
MDD_pool	MIR135A1
MDD_pool	MIR138-1
MDD_pool	MIR139
MDD_pool	MIR146B
MDD_pool	MIR148B
MDD_pool	MIR186
MDD_pool	MIR1908
MDD_pool	MIR191
MDD_pool	MIR1915
MDD_pool	MIR1915HG
MDD_pool	MIR219A1
MDD_pool	MIR2355
MDD_pool	MIR26A2
MDD_pool	MIR301B
MDD_pool	MIR30C1
MDD_pool	MIR3135A
MDD_pool	MIR3143
MDD_pool	MIR3160-1
MDD_pool	MIR3189
MDD_pool	MIR3197
MDD_pool	MIR3616
MDD_pool	MIR3619
MDD_pool	MIR3657
MDD_pool	MIR3663
MDD_pool	MIR3663HG
MDD_pool	MIR3664
MDD_pool	MIR3681HG
MDD_pool	MIR3912
MDD_pool	MIR3934
MDD_pool	MIR3976HG
MDD_pool	MIR422A
MDD_pool	MIR425
MDD_pool	MIR4254
MDD_pool	MIR4271
MDD_pool	MIR4301
MDD_pool	MIR4318
MDD_pool	MIR4421
MDD_pool	MIR4432HG
MDD_pool	MIR4443
MDD_pool	MIR4446
MDD_pool	MIR4454
MDD_pool	MIR4475
MDD_pool	MIR4487
MDD_pool	MIR4488
MDD_pool	MIR4497
MDD_pool	MIR4528
MDD_pool	MIR4529
MDD_pool	MIR4655
MDD_pool	MIR4688
MDD_pool	MIR4718
MDD_pool	MIR4735
MDD_pool	MIR4766
MDD_pool	MIR4787
MDD_pool	MIR548AI
MDD_pool	MIR548Q
MDD_pool	MIR550A2
MDD_pool	MIR5582
MDD_pool	MIR566
MDD_pool	MIR573
MDD_pool	MIR600HG
MDD_pool	MIR610
MDD_pool	MIR616
MDD_pool	MIR646HG
MDD_pool	MIR8485
MDD_pool	MIR877
MDD_pool	MIR924HG
MDD_pool	MIRLET7BHG
MDD_pool	MIRLET7G
MDD_pool	MIX23P5
MDD_pool	MKRN1
MDD_pool	MLEC
MDD_pool	MLF1
MDD_pool	MLF1-DT
MDD_pool	MLLT10
MDD_pool	MLN
MDD_pool	MMAB
MDD_pool	MMD2
MDD_pool	MMP9
MDD_pool	MMRN1
MDD_pool	MNT
MDD_pool	MOB4
MDD_pool	MOB4P2
MDD_pool	MOG
MDD_pool	MON1A
MDD_pool	MON1B
MDD_pool	MORC2
MDD_pool	MORF4L1P7
MDD_pool	MPHOSPH9
MDD_pool	MPPED2
MDD_pool	MPPED2-AS1
MDD_pool	MPRIPP1
MDD_pool	MRM2
MDD_pool	MRPL33
MDD_pool	MRPL35
MDD_pool	MRPL45P2
MDD_pool	MRPL46
MDD_pool	MRPL48
MDD_pool	MRPS11
MDD_pool	MRPS17P3
MDD_pool	MRPS18AP1
MDD_pool	MRPS18B
MDD_pool	MRPS21P7
MDD_pool	MRPS21P8
MDD_pool	MRPS31P4
MDD_pool	MRPS33
MDD_pool	MRPS33P4
MDD_pool	MRPS36P5
MDD_pool	MRTFA
MDD_pool	MRTFB
MDD_pool	MS4A15
MDD_pool	MSANTD1
MDD_pool	MSH5
MDD_pool	MSH5-SAPCD1
MDD_pool	MSI1
MDD_pool	MST1
MDD_pool	MST1R
MDD_pool	MT1P1
MDD_pool	MTAPP1
MDD_pool	MTATP6P17
MDD_pool	MTCH2
MDD_pool	MTCO1P17
MDD_pool	MTCO1P45
MDD_pool	MTCO1P46
MDD_pool	MTCO1P54
MDD_pool	MTCO2P1
MDD_pool	MTCO2P17
MDD_pool	MTCO3P17
MDD_pool	MTF1
MDD_pool	MTFR1
MDD_pool	MTFR2P1
MDD_pool	MTHFD1
MDD_pool	MTND2P23
MDD_pool	MTND2P29
MDD_pool	MTND2P8
MDD_pool	MTND3P17
MDD_pool	MTND4LP17
MDD_pool	MTND4P30
MDD_pool	MTRF1LP1
MDD_pool	MTRFR
MDD_pool	MUC21
MDD_pool	MUC22
MDD_pool	MUCL3
MDD_pool	MUSTN1
MDD_pool	MVK
MDD_pool	MXRA7P1
MDD_pool	MYBPC3
MDD_pool	MYH15
MDD_pool	MYH9
MDD_pool	MYL12AP1
MDD_pool	MYL6P3
MDD_pool	MYLK2
MDD_pool	MYO18A
MDD_pool	MYO6
MDD_pool	MYORG
MDD_pool	MYOSLID
MDD_pool	MYRF
MDD_pool	MYRF-AS1
MDD_pool	MYT1
MDD_pool	MYT1L
MDD_pool	NAA11
MDD_pool	NAA40
MDD_pool	NAA80
MDD_pool	NAALADL2
MDD_pool	NAB2
MDD_pool	NACA
MDD_pool	NACC1
MDD_pool	NAMA
MDD_pool	NAPGP2
MDD_pool	NARF-IT1
MDD_pool	NAV1
MDD_pool	NAV2
MDD_pool	NAV3
MDD_pool	NBAS
MDD_pool	NBPF4
MDD_pool	NCAM1
MDD_pool	NCAM1-AS1
MDD_pool	NCF1
MDD_pool	NCKIPSD
MDD_pool	NCOA5
MDD_pool	NCOR2
MDD_pool	NCR3
MDD_pool	NCR3LG1
MDD_pool	NCS1
MDD_pool	NDFIP2
MDD_pool	NDFIP2-AS1
MDD_pool	NDST2
MDD_pool	NDST3
MDD_pool	NDUFA2
MDD_pool	NDUFA6-DT
MDD_pool	NDUFAF3
MDD_pool	NDUFB4P5
MDD_pool	NDUFS3
MDD_pool	NDUFS5P2
MDD_pool	NDUFS5P4
MDD_pool	NDUFS5P5
MDD_pool	NEFH
MDD_pool	NEGR1
MDD_pool	NEGR1-IT1
MDD_pool	NEK4
MDD_pool	NEK4P3
MDD_pool	NEK7
MDD_pool	NEK9
MDD_pool	NELFB
MDD_pool	NELFE
MDD_pool	NEU2
MDD_pool	NEUROG2
MDD_pool	NEUROG2-AS1
MDD_pool	NF1P12
MDD_pool	NFAM1
MDD_pool	NFAT5
MDD_pool	NFE2
MDD_pool	NFIA
MDD_pool	NFIA-AS1
MDD_pool	NFIB
MDD_pool	NFIB-AS1
MDD_pool	NFIX
MDD_pool	NFKBIL1
MDD_pool	NFXL1
MDD_pool	NFYC
MDD_pool	NFYC-AS1
MDD_pool	NGEF
MDD_pool	NICN1
MDD_pool	NIHCOLE
MDD_pool	NINJ1
MDD_pool	NISCH
MDD_pool	NKAIN2
MDD_pool	NKAIN4
MDD_pool	NKAPL
MDD_pool	NLGN1
MDD_pool	NMU
MDD_pool	NOL4
MDD_pool	NOL4L
MDD_pool	NOLC1
MDD_pool	NOP56P1
MDD_pool	NOP56P2
MDD_pool	NOS1
MDD_pool	NOTCH4
MDD_pool	NOX4
MDD_pool	NOXA1
MDD_pool	NPAS3
MDD_pool	NPC1
MDD_pool	NPEPPS
MDD_pool	NPHP3
MDD_pool	NPHP3-AS1
MDD_pool	NPIPA8
MDD_pool	NPM1
MDD_pool	NPM1P27
MDD_pool	NPM1P46
MDD_pool	NPRL2
MDD_pool	NPTN
MDD_pool	NQO1
MDD_pool	NR1H3
MDD_pool	NR2F1
MDD_pool	NR2F1-AS1
MDD_pool	NR2F2
MDD_pool	NR4A2
MDD_pool	NRARP
MDD_pool	NRBF2P5
MDD_pool	NRBP1
MDD_pool	NRCAM
MDD_pool	NRDC
MDD_pool	NREP
MDD_pool	NREP-AS1
MDD_pool	NRG1
MDD_pool	NRG1-IT1
MDD_pool	NRM
MDD_pool	NRXN1
MDD_pool	NRXN3
MDD_pool	NSD3
MDD_pool	NSF
MDD_pool	NSFP1
MDD_pool	NT5C2
MDD_pool	NT5C3A
MDD_pool	NT5DC2
MDD_pool	NTM
MDD_pool	NTRK3
MDD_pool	NUCB2
MDD_pool	NUDCP1
MDD_pool	NUDT1
MDD_pool	NUDT21
MDD_pool	NUDT5
MDD_pool	NUP160
MDD_pool	NUP205
MDD_pool	NUP50P1
MDD_pool	NUS1
MDD_pool	NUS1P4
MDD_pool	NUTF2P8
MDD_pool	NUTM2F
MDD_pool	NXPH1
MDD_pool	NYAP2
MDD_pool	OASL
MDD_pool	OBI1
MDD_pool	OBI1-AS1
MDD_pool	OGFOD1
MDD_pool	OGFOD2
MDD_pool	OLFM1
MDD_pool	OLFM4
MDD_pool	OPA1
MDD_pool	OPA1-AS1
MDD_pool	OPALIN
MDD_pool	OPCML
MDD_pool	OPN3
MDD_pool	OR10C1
MDD_pool	OR10Q2P
MDD_pool	OR10W1
MDD_pool	OR11A1
MDD_pool	OR12D1
MDD_pool	OR12D2
MDD_pool	OR12D3
MDD_pool	OR14J1
MDD_pool	OR1F12P
MDD_pool	OR2AD1P
MDD_pool	OR2B2
MDD_pool	OR2B3
