set	gene
MDD_pool	AC016768.1
MDD_pool	AC018641.7
MDD_pool	AC018880.1
MDD_pool	AC020550.7
MDD_pool	AC024908.1
MDD_pool	AC025165.8
MDD_pool	AC062022.1
MDD_pool	AC062031.1
MDD_pool	AC064852.4
MDD_pool	AC067959.1
MDD_pool	AC068044.1
MDD_pool	AC068490.1
MDD_pool	AC068490.2
MDD_pool	AC068535.2
MDD_pool	AC068570.1
MDD_pool	AC068831.15
MDD_pool	AC069277.2
MDD_pool	AC072062.3
MDD_pool	AC073071.1
MDD_pool	AC073215.1
MDD_pool	AC073254.1
MDD_pool	AC073343.1
MDD_pool	AC073343.13
MDD_pool	AC073626.2
MDD_pool	AC073987.1
MDD_pool	AC073987.2
MDD_pool	AC074183.4
MDD_pool	AC079790.2
MDD_pool	AC079807.2
MDD_pool	AC079807.4
MDD_pool	AC090349.1
MDD_pool	AC091770.3
MDD_pool	AC091801.1
MDD_pool	AC092573.2
MDD_pool	AC092684.1
MDD_pool	AC092687.4
MDD_pool	AC093159.1
MDD_pool	AC093304.1
MDD_pool	AC093716.1
MDD_pool	AC096558.1
MDD_pool	AC096664.3
MDD_pool	AC098848.1
MDD_pool	AC099668.5
MDD_pool	AC099799.1
MDD_pool	AC104434.1
MDD_pool	AC104978.1
MDD_pool	AC107218.3
MDD_pool	AC108025.2
MDD_pool	AC108721.1
MDD_pool	AC109589.1
MDD_pool	AC110781.3
MDD_pool	AC132803.1
MDD_pool	AC133680.1
MDD_pool	ACA59
MDD_pool	ACADS
MDD_pool	ACAP1
MDD_pool	ACO1
MDD_pool	ACO2
MDD_pool	ACOT8
MDD_pool	ACP2
MDD_pool	ACTBP15
MDD_pool	ACTBP2
MDD_pool	ACTG1P12
MDD_pool	ACTG1P22
MDD_pool	ACTL11P
MDD_pool	ACTL8
MDD_pool	ACTN1-DT
MDD_pool	ACTR1A
MDD_pool	ACYP1
MDD_pool	ADAD1
MDD_pool	ADAL
MDD_pool	ADAM17
MDD_pool	ADAM1A
MDD_pool	ADAM1B
MDD_pool	ADAMTS18
MDD_pool	ADAMTS9
MDD_pool	ADAR
MDD_pool	ADARB1
MDD_pool	ADARB2
MDD_pool	ADAT2
MDD_pool	ADCK2
MDD_pool	ADCY2
MDD_pool	ADGRA1
MDD_pool	ADGRA3
MDD_pool	ADGRB1
MDD_pool	ADGRB2
MDD_pool	ADGRD1
MDD_pool	ADGRD1-AS1
MDD_pool	ADGRL3
MDD_pool	ADH5P4
MDD_pool	ADI1P1
MDD_pool	ADK
MDD_pool	ADRA2B
MDD_pool	ADSL
MDD_pool	AFAP1L1
MDD_pool	AFF3
MDD_pool	AGAP2
MDD_pool	AGAP2-AS1
MDD_pool	AGBL1
MDD_pool	AGBL2
MDD_pool	AGBL4
MDD_pool	AGBL4-AS1
MDD_pool	AGBL4-IT1
MDD_pool	AGK-DT
MDD_pool	AGXT
MDD_pool	AHCTF1P1
MDD_pool	AHCYP3
MDD_pool	AIF1
MDD_pool	AIG1
MDD_pool	AIMP2
MDD_pool	AIRE
MDD_pool	AK6P2
MDD_pool	AKAP5
MDD_pool	AKAP7
MDD_pool	AKAP8P1
MDD_pool	AL021917.1
MDD_pool	AL049840.1
MDD_pool	AL050316.1
MDD_pool	AL158155.1
MDD_pool	AL162151.4
MDD_pool	AL162381.1
MDD_pool	AL356270.1
MDD_pool	AL359987.1
MDD_pool	AL445675.1
MDD_pool	AL589947.1
MDD_pool	AL645730.2
MDD_pool	AL662890.3
MDD_pool	AL731568.1
MDD_pool	ALAS1
MDD_pool	ALDH2
MDD_pool	ALDH7A1P2
MDD_pool	ALDOAP1
MDD_pool	ALG10B
MDD_pool	ALG12
MDD_pool	ALG5
MDD_pool	ALOX15P2
MDD_pool	ALOXE3
MDD_pool	AMBRA1
MDD_pool	AMFR
MDD_pool	AMIGO3
MDD_pool	AMMECR1LP1
MDD_pool	AMN
MDD_pool	AMT
MDD_pool	AMZ1
MDD_pool	ANAPC5
MDD_pool	ANGPTL2
MDD_pool	ANKHD1
MDD_pool	ANKHD1-DT
MDD_pool	ANKHD1-EIF4EBP3
MDD_pool	ANKK1
MDD_pool	ANKMY1
MDD_pool	ANKRD16
MDD_pool	ANKRD44
MDD_pool	ANKRD44-DT
MDD_pool	ANKRD44-IT1
MDD_pool	ANKRD7
MDD_pool	ANO10
MDD_pool	ANP32B
MDD_pool	AP000362.1
MDD_pool	AP000721.4
MDD_pool	AP000860.2
MDD_pool	AP001062.9
MDD_pool	AP001271.3
MDD_pool	AP002856.5
MDD_pool	AP1B1
MDD_pool	AP1G1
MDD_pool	AP3M1
MDD_pool	APBA2
MDD_pool	APBB3
MDD_pool	APEH
MDD_pool	APH1B
MDD_pool	APTX
MDD_pool	ARAP1
MDD_pool	AREL1
MDD_pool	ARF1P2
MDD_pool	ARF4P1
MDD_pool	ARFGAP2
MDD_pool	ARFGEF2
MDD_pool	ARGFXP1
MDD_pool	ARHGAP1
MDD_pool	ARHGAP15
MDD_pool	ARHGAP19
MDD_pool	ARHGAP19-SLIT1
MDD_pool	ARHGAP9
MDD_pool	ARHGEF1
MDD_pool	ARHGEF17
MDD_pool	ARHGEF17-AS1
MDD_pool	ARHGEF25
MDD_pool	ARID1B
MDD_pool	ARID3B
MDD_pool	ARID5B
MDD_pool	ARIH2
MDD_pool	ARIH2OS
MDD_pool	ARIH2P1
MDD_pool	ARL14EP
MDD_pool	ARL14EP-DT
MDD_pool	ARL15
MDD_pool	ARL3
MDD_pool	ARL6IP4
MDD_pool	ARMC1
MDD_pool	ARPC3P1
MDD_pool	ARPC5L
MDD_pool	AS3MT
MDD_pool	ASCC3
MDD_pool	ASIC2
MDD_pool	ASPM
MDD_pool	ASPSCR1
MDD_pool	ASS1P10
MDD_pool	ASTL
MDD_pool	ASTN1
MDD_pool	ASTN2
MDD_pool	ASTN2-AS1
MDD_pool	ASXL1
MDD_pool	ASXL3
MDD_pool	ASXL3-DT
MDD_pool	ATAT1
MDD_pool	ATF4P4
MDD_pool	ATG13
MDD_pool	ATG16L1
MDD_pool	ATG16L2
MDD_pool	ATP13A4
MDD_pool	ATP13A4-AS1
MDD_pool	ATP13A5
MDD_pool	ATP1A3
MDD_pool	ATP1B1
MDD_pool	ATP1B1P1
MDD_pool	ATP23
MDD_pool	ATP2A2
MDD_pool	ATP5F1AP2
MDD_pool	ATP5MGP1
MDD_pool	ATP5MGP8
MDD_pool	ATP5MJ
MDD_pool	ATP5PDP2
MDD_pool	ATP5PDP3
MDD_pool	ATP6V0A2
MDD_pool	ATP6V1G2
MDD_pool	ATP6V1G2-DDX39B
MDD_pool	ATP6V1G3
MDD_pool	ATP8A2
MDD_pool	ATP9A
MDD_pool	ATRIP
MDD_pool	ATXN1
MDD_pool	ATXN1L
MDD_pool	AURKB
MDD_pool	AUTS2
MDD_pool	AVIL
MDD_pool	AVL9
MDD_pool	B3GAT1
MDD_pool	B3GAT1-DT
MDD_pool	B4GALNT1
MDD_pool	B4GALNT4
MDD_pool	BACE2
MDD_pool	BACE2-IT1
MDD_pool	BAG4
MDD_pool	BAG5
MDD_pool	BAG6
MDD_pool	BAHD1
MDD_pool	BAIAP2
MDD_pool	BAK1
MDD_pool	BANK1
MDD_pool	BAP1
MDD_pool	BAZ2B
MDD_pool	BAZ2B-AS1
MDD_pool	BBX
MDD_pool	BCHE
MDD_pool	BCL11A
MDD_pool	BCL2L2-PABPN1
MDD_pool	BCL7A
MDD_pool	BCO2
MDD_pool	BDNF
MDD_pool	BDNF-AS
MDD_pool	BEST1
MDD_pool	BHLHE22
MDD_pool	BHLHE22-AS1
MDD_pool	BLTP1
MDD_pool	BMAL1
MDD_pool	BMERB1
MDD_pool	BMPR2
MDD_pool	BMS1P4-AGAP5
MDD_pool	BOLL
MDD_pool	BORCS6
MDD_pool	BORCS7
MDD_pool	BORCS8-MEF2B
MDD_pool	BPTF
MDD_pool	BRAF
MDD_pool	BRD1
MDD_pool	BRD3
MDD_pool	BRD3OS
MDD_pool	BRD8
MDD_pool	BRINP2
MDD_pool	BRINP3
MDD_pool	BRWD1-IT1
MDD_pool	BSN
MDD_pool	BSN-AS1
MDD_pool	BSN-DT
MDD_pool	BTBD10P2
MDD_pool	BTBD18
MDD_pool	BTF3P1
MDD_pool	BTF3P3
MDD_pool	BTG3
MDD_pool	BTG3-AS1
MDD_pool	BTN1A1
MDD_pool	BTN1A1P1
MDD_pool	BTN2A1
MDD_pool	BTN2A2
MDD_pool	BTN2A3P
MDD_pool	BTN3A1
MDD_pool	BTN3A2
MDD_pool	BTN3A3
MDD_pool	BUB3P1
MDD_pool	C10orf82
MDD_pool	C10orf95
MDD_pool	C10orf95-AS1
MDD_pool	C11orf94
MDD_pool	C12orf42
MDD_pool	C12orf42-AS1
MDD_pool	C15orf62
MDD_pool	C17orf58
MDD_pool	C1QTNF4
MDD_pool	C1QTNF7
MDD_pool	C1QTNF7-AS1
MDD_pool	C1orf109
MDD_pool	C1orf185
MDD_pool	C1orf53
MDD_pool	C2-AS1
MDD_pool	C20ORF135
MDD_pool	C20orf181
MDD_pool	C20orf203
MDD_pool	C22orf39
MDD_pool	C2orf66
MDD_pool	C3orf62
MDD_pool	C3orf84
MDD_pool	C3orf86P
MDD_pool	C4A-AS1
MDD_pool	C5AR1
MDD_pool	C6orf15
MDD_pool	C6orf47-AS1
MDD_pool	C8orf88
MDD_pool	C9orf24
MDD_pool	C9orf72
MDD_pool	CA5A
MDD_pool	CA8
MDD_pool	CABP1
MDD_pool	CABP1-DT
MDD_pool	CACNA1C
MDD_pool	CACNA1C-AS4
MDD_pool	CACNA1C-IT3
MDD_pool	CACNA1E
MDD_pool	CACNA2D1
MDD_pool	CACNA2D3
MDD_pool	CACNB2
MDD_pool	CACNB4
MDD_pool	CACNG2
MDD_pool	CACNG2-DT
MDD_pool	CACNG3
MDD_pool	CADPS2
MDD_pool	CALHM4
MDD_pool	CALHM5
MDD_pool	CALN1
MDD_pool	CALR4P
MDD_pool	CAMK1D
MDD_pool	CAMK2G
MDD_pool	CAMK2G-AS1
MDD_pool	CAMK4
MDD_pool	CAMKK2
MDD_pool	CAMKV
MDD_pool	CAMP
MDD_pool	CAPZA1P2
MDD_pool	CAPZBP1
MDD_pool	CARD11
MDD_pool	CARD19
MDD_pool	CARM1P1
MDD_pool	CARS2
MDD_pool	CATSPER2
MDD_pool	CATSPER2P1
MDD_pool	CBR3
MDD_pool	CBX2
MDD_pool	CBX3P1
MDD_pool	CBX3P7
MDD_pool	CBX4
MDD_pool	CBX5
MDD_pool	CBX8
MDD_pool	CC2D2A
MDD_pool	CCDC116
MDD_pool	CCDC134
MDD_pool	CCDC178
MDD_pool	CCDC26
MDD_pool	CCDC51
MDD_pool	CCDC62
MDD_pool	CCDC68
MDD_pool	CCDC71
MDD_pool	CCDC81
MDD_pool	CCDC83
MDD_pool	CCDC88B
MDD_pool	CCDC9
MDD_pool	CCDC90B
MDD_pool	CCHCR1
MDD_pool	CCIN
MDD_pool	CCL26
MDD_pool	CCNC
MDD_pool	CCT4P1
MDD_pool	CCT7P2
MDD_pool	CCZ1
MDD_pool	CCZ1B
MDD_pool	CD14
MDD_pool	CD276
MDD_pool	CD302
MDD_pool	CD40
MDD_pool	CD47
MDD_pool	CD83P1
MDD_pool	CDC123
MDD_pool	CDC23
MDD_pool	CDC25A
MDD_pool	CDC25C
MDD_pool	CDC27
MDD_pool	CDC42BPB
MDD_pool	CDCA4P1
MDD_pool	CDCA7
MDD_pool	CDH10
MDD_pool	CDH13
MDD_pool	CDH18
MDD_pool	CDH22
MDD_pool	CDH4
MDD_pool	CDH7
MDD_pool	CDH8
MDD_pool	CDH9
MDD_pool	CDHR4
MDD_pool	CDK2AP1
MDD_pool	CDK4
MDD_pool	CDKN2C
MDD_pool	CDSN
MDD_pool	CDYL
MDD_pool	CELF1
MDD_pool	CELF4
MDD_pool	CELSR1
MDD_pool	CELSR3
MDD_pool	CENPL
MDD_pool	CENPX
MDD_pool	CEP112
MDD_pool	CEP170
MDD_pool	CEP170P1
MDD_pool	CER1
MDD_pool	CES5A
MDD_pool	CFAP410
MDD_pool	CFAP46
MDD_pool	CFB
MDD_pool	CFH
MDD_pool	CFHR1
MDD_pool	CFHR2
MDD_pool	CFL1P2
MDD_pool	CHADL
MDD_pool	CHCHD2P11
MDD_pool	CHCHD3
MDD_pool	CHCHD4P3
MDD_pool	CHD3
MDD_pool	CHD6
MDD_pool	CHD7
MDD_pool	CHEK2
MDD_pool	CHML
MDD_pool	CHMP3
MDD_pool	CHRM4
MDD_pool	CHRNA4
MDD_pool	CHRNB2
MDD_pool	CHST1
MDD_pool	CHST14
MDD_pool	CHST4
MDD_pool	CIAO2A
MDD_pool	CIBAR1
MDD_pool	CIBAR1-DT
MDD_pool	CIP2A
MDD_pool	CIR1
MDD_pool	CISH
MDD_pool	CITF22-92A6.1
MDD_pool	CKAP5
MDD_pool	CKB
MDD_pool	CKM
MDD_pool	CKMT1B
MDD_pool	CKS1BP3
MDD_pool	CKS1BP5
MDD_pool	CKS2
MDD_pool	CLCA3P
MDD_pool	CLCN3P1
MDD_pool	CLCNKA
MDD_pool	CLDN25
MDD_pool	CLDN3
MDD_pool	CLEC18A
MDD_pool	CLIC1
MDD_pool	CLIC1P1
MDD_pool	CLIC3
MDD_pool	CLIP1
MDD_pool	CLOCK
MDD_pool	CLP1
MDD_pool	CLRN1-AS1
MDD_pool	CLTC
MDD_pool	CLTCL1
MDD_pool	CLUHP8
MDD_pool	CMAS
MDD_pool	CMTR1
MDD_pool	CNGB3
MDD_pool	CNMD
MDD_pool	CNNM2
MDD_pool	CNOT4
MDD_pool	CNTF
MDD_pool	CNTLN
MDD_pool	CNTN4
MDD_pool	CNTN5
MDD_pool	CNTNAP2
MDD_pool	CNTNAP4
MDD_pool	CNTNAP5
MDD_pool	COA5
MDD_pool	COA8
MDD_pool	COG7
MDD_pool	COILP1
MDD_pool	COL11A2
MDD_pool	COL11A2P1
MDD_pool	COL20A1
MDD_pool	COL5A1
MDD_pool	COL7A1
MDD_pool	COMMD4P2
MDD_pool	COMTD1
MDD_pool	COP1
MDD_pool	COP1-DT
MDD_pool	COPB1
MDD_pool	COPS5P2
MDD_pool	COPS7B
MDD_pool	COPZ1
MDD_pool	COQ10B
MDD_pool	COQ5
MDD_pool	COQ8A
MDD_pool	COX11P1
MDD_pool	COX6A1
MDD_pool	COX6CP14
MDD_pool	COX6CP8
MDD_pool	COX7A2P2
MDD_pool	COX7B2
MDD_pool	COX8A
MDD_pool	CPNE8
MDD_pool	CPNE8-AS1
MDD_pool	CPO
MDD_pool	CPSF7
MDD_pool	CPXM2
MDD_pool	CRACDL
MDD_pool	CRB1
MDD_pool	CRB2
MDD_pool	CREB1
MDD_pool	CREB3L1
MDD_pool	CRLF3P1
MDD_pool	CRTAC1
MDD_pool	CRY2
MDD_pool	CRYGFP
MDD_pool	CRYM
MDD_pool	CRYZP2
MDD_pool	CSDC2
MDD_pool	CSE1L
MDD_pool	CSE1L-DT
MDD_pool	CSMD1
MDD_pool	CSMD3
MDD_pool	CSP1
MDD_pool	CSTPP1
MDD_pool	CTA-14H9.5
MDD_pool	CTA-21C21.1
MDD_pool	CTA-223H9.9
MDD_pool	CTA-298G8.2
MDD_pool	CTA-369K23.1
MDD_pool	CTA-481E9.4
MDD_pool	CTAGE16P
MDD_pool	CTB-152G17.4
MDD_pool	CTB-152G17.5
MDD_pool	CTB-152G17.6
MDD_pool	CTB-164L20.1
MDD_pool	CTB-178M22.1
MDD_pool	CTB-31N19.3
MDD_pool	CTB-32P11.1
MDD_pool	CTB-36H16.2
MDD_pool	CTB-73N10.1
MDD_pool	CTB-78F1.1
MDD_pool	CTB-78F1.2
MDD_pool	CTB-85P21.1
MDD_pool	CTB-95D12.1
MDD_pool	CTC-137K3.1
MDD_pool	CTC-218H9.1
MDD_pool	CTC-280C13.1
MDD_pool	CTC-329D1.3
MDD_pool	CTC-367F4.1
MDD_pool	CTC-394G3.1
MDD_pool	CTC-458G6.4
MDD_pool	CTC-467M3.2
MDD_pool	CTC-467M3.3
MDD_pool	CTC-498M16.4
MDD_pool	CTC-529L17.2
MDD_pool	CTC-806A22.1
MDD_pool	CTC1
MDD_pool	CTD-2008L17.1
MDD_pool	CTD-2008L17.2
MDD_pool	CTD-2008O4.1
MDD_pool	CTD-2027G2.1
MDD_pool	CTD-2050N2.1
MDD_pool	CTD-2062O1.1
MDD_pool	CTD-2071N1.1
MDD_pool	CTD-2091N23.1
MDD_pool	CTD-2127O16.2
MDD_pool	CTD-2132H18.3
MDD_pool	CTD-2134A5.4
MDD_pool	CTD-2207P18.2
MDD_pool	CTD-2210P24.1
MDD_pool	CTD-2210P24.2
MDD_pool	CTD-2210P24.6
MDD_pool	CTD-2244C20.2
MDD_pool	CTD-2251F13.1
MDD_pool	CTD-2252P21.1
MDD_pool	CTD-2296D1.1
MDD_pool	CTD-2296D1.3
MDD_pool	CTD-2296D1.4
MDD_pool	CTD-2298J14.1
MDD_pool	CTD-2307P3.1
MDD_pool	CTD-2308B18.3
MDD_pool	CTD-2312P21.1
MDD_pool	CTD-2330K9.2
MDD_pool	CTD-2330K9.3
MDD_pool	CTD-2331C18.5
MDD_pool	CTD-2334D19.1
MDD_pool	CTD-2339L15.3
MDD_pool	CTD-2347I17.1
MDD_pool	CTD-2374C24.1
MDD_pool	CTD-2384B9.1
MDD_pool	CTD-2503I6.1
MDD_pool	CTD-2555O16.2
MDD_pool	CTD-2555O16.4
MDD_pool	CTD-2560E9.3
MDD_pool	CTD-2576D5.2
MDD_pool	CTD-2583P5.1
MDD_pool	CTD-2589M5.5
MDD_pool	CTD-2616J11.9
MDD_pool	CTD-3025N20.3
MDD_pool	CTD-3046C4.1
MDD_pool	CTD-3094K11.1
MDD_pool	CTD-3138F19.1
MDD_pool	CTD-3187F8.2
MDD_pool	CTD-3229J4.1
MDD_pool	CTDSP2
MDD_pool	CTNNA2
MDD_pool	CTNNA3
MDD_pool	CTNNBL1
MDD_pool	CTNND1
MDD_pool	CTSC
MDD_pool	CTTNBP2
MDD_pool	CUEDC2
MDD_pool	CUPIN1P
MDD_pool	CUTA
MDD_pool	CYB561A3
MDD_pool	CYB561D2
MDD_pool	CYCSP25
MDD_pool	CYCSP26
MDD_pool	CYP27B1
MDD_pool	CYP2C56P
MDD_pool	CYP2D6
MDD_pool	CYP2D7
MDD_pool	CYP2W1
MDD_pool	CYP3A54P
MDD_pool	CYP7B1
MDD_pool	CYSRT1
MDD_pool	CYSTM1
MDD_pool	DAAM2
MDD_pool	DAG1
MDD_pool	DAGLA
MDD_pool	DALRD3
MDD_pool	DAPL1
MDD_pool	DARS2
MDD_pool	DAXX
MDD_pool	DBH
MDD_pool	DBIL5P2
MDD_pool	DCAF1
MDD_pool	DCAF10
MDD_pool	DCAF4L1
MDD_pool	DCAF5
MDD_pool	DCBLD1
MDD_pool	DCC
MDD_pool	DCDC1
MDD_pool	DCTN2
MDD_pool	DCXR
MDD_pool	DCXR-DT
MDD_pool	DDB1
MDD_pool	DDB2
MDD_pool	DDHD2
MDD_pool	DDIT3
MDD_pool	DDR1
MDD_pool	DDR1-DT
MDD_pool	DDX1
MDD_pool	DDX18P1
MDD_pool	DDX27
MDD_pool	DDX31
MDD_pool	DDX39B
MDD_pool	DDX39B-AS1
MDD_pool	DDX6P1
MDD_pool	DEAF1
MDD_pool	DENND1A
MDD_pool	DENND1B
MDD_pool	DENND2A
MDD_pool	DESI1
MDD_pool	DGKB
MDD_pool	DGKD
MDD_pool	DGKH
MDD_pool	DGKI
MDD_pool	DGKZ
MDD_pool	DHFRP2
MDD_pool	DHODH
MDD_pool	DHX16
MDD_pool	DHX40
MDD_pool	DHX40P1
MDD_pool	DIAPH1
MDD_pool	DIAPH3
MDD_pool	DIMT1
MDD_pool	DIPK2A
MDD_pool	DLC1
MDD_pool	DLG2
MDD_pool	DLG2-AS2
MDD_pool	DLGAP1
MDD_pool	DLGAP3
MDD_pool	DLL4
MDD_pool	DLST
MDD_pool	DLX1
MDD_pool	DLX2
MDD_pool	DLX2-DT
MDD_pool	DLX5
MDD_pool	DLX6
MDD_pool	DLX6-AS1
MDD_pool	DMRTA2
MDD_pool	DNAH1
MDD_pool	DNAH10
MDD_pool	DNAH11
MDD_pool	DNAJA1P2
MDD_pool	DNAJB7
MDD_pool	DNAJB9
MDD_pool	DNAJC1
MDD_pool	DNAJC17
MDD_pool	DNAJC24
MDD_pool	DNAJC5
MDD_pool	DND1
MDD_pool	DNMT3L
MDD_pool	DOCK2
MDD_pool	DOCK4
MDD_pool	DOCK9
MDD_pool	DPP4
MDD_pool	DPP6
MDD_pool	DPY19L1P1
MDD_pool	DPY19L1P2
MDD_pool	DPY19L2P3
MDD_pool	DRD2
MDD_pool	DTNA
MDD_pool	DTX3
MDD_pool	DUS1L
MDD_pool	DUSP13
MDD_pool	DUSP2
MDD_pool	DUSP28
MDD_pool	DUSP29
MDD_pool	DUSP8P5
MDD_pool	DUTP8
MDD_pool	DXO
MDD_pool	DYNAP
MDD_pool	DYNAPP1
MDD_pool	DYNAPP2
MDD_pool	DYNAPP3
MDD_pool	DYNC1I2
MDD_pool	DYNLL1
MDD_pool	DYNLT3P1
MDD_pool	DYTN
MDD_pool	DZIP3
MDD_pool	EBLN3P
MDD_pool	EDNRB
MDD_pool	EEF1A1P11
MDD_pool	EEF1A1P23
MDD_pool	EEF1A1P32
MDD_pool	EEF1AKMT3
MDD_pool	EEF1B2P7
MDD_pool	EFCAB13
MDD_pool	EFHD1
MDD_pool	EFNA5
MDD_pool	EGR1
MDD_pool	EHBP1
MDD_pool	EHBP1-AS1
MDD_pool	EHHADH
MDD_pool	EI24P3
MDD_pool	EIF3FP3
MDD_pool	EIF4A1P5
MDD_pool	EIF4A2P3
MDD_pool	EIF4BP3
MDD_pool	EIF4E2P2
MDD_pool	EIF4E3
MDD_pool	EIF4EBP3
MDD_pool	EIF4EP5
MDD_pool	EIF5
MDD_pool	EIF5-DT
MDD_pool	EIF5B
MDD_pool	ELAVL2
MDD_pool	ELAVL4
MDD_pool	ELAVL4-AS1
MDD_pool	ELFN1
MDD_pool	ELFN1-AS1
MDD_pool	ELL
MDD_pool	ELMO1-AS1
MDD_pool	ELMO2
MDD_pool	ELOBP3
MDD_pool	ELOCP23
MDD_pool	ELOCP32
MDD_pool	ELOCP33
MDD_pool	ELP4
MDD_pool	EMCN
MDD_pool	EMILIN3
MDD_pool	EMX2OS
MDD_pool	ENO1
MDD_pool	ENO4
MDD_pool	ENOX1
MDD_pool	ENPP7P14
MDD_pool	ENTREP2
MDD_pool	EP300
MDD_pool	EP300-AS1
MDD_pool	EPB41L2
MDD_pool	EPHA10
MDD_pool	EPHA4
MDD_pool	EPHA7
MDD_pool	EPIC1
MDD_pool	EPS15
MDD_pool	EPS15-AS1
MDD_pool	ERBB4
MDD_pool	ERC2
MDD_pool	ERFL
MDD_pool	ERICH3
MDD_pool	ERRFI1
MDD_pool	ERRFI1-DT
MDD_pool	ESR1
MDD_pool	ESR2
MDD_pool	ESRRG
MDD_pool	ESS2
MDD_pool	ETFB
MDD_pool	ETV1
MDD_pool	ETV5
MDD_pool	ETV5-AS1
MDD_pool	ETV6
MDD_pool	EVX2
MDD_pool	EWSR1
MDD_pool	EXD3
MDD_pool	EXOC3L4
MDD_pool	EXOC4
MDD_pool	EXOSC8
MDD_pool	EXTL2P1
MDD_pool	EYA2
MDD_pool	EYS
MDD_pool	F2
MDD_pool	FADS1
MDD_pool	FADS2
MDD_pool	FADS3
MDD_pool	FAF1
MDD_pool	FAF1-AS1
MDD_pool	FAM114A2
MDD_pool	FAM120A
MDD_pool	FAM120A2P
MDD_pool	FAM120AOS
MDD_pool	FAM135B
MDD_pool	FAM136CP
MDD_pool	FAM161B
MDD_pool	FAM162B
MDD_pool	FAM168A
MDD_pool	FAM172A
MDD_pool	FAM180B
MDD_pool	FAM193A
MDD_pool	FAM204BP
MDD_pool	FAM219A
MDD_pool	FAM222A
MDD_pool	FAM222A-AS1
MDD_pool	FAM228B
MDD_pool	FAM24A
MDD_pool	FAM32CP
MDD_pool	FAM53C
MDD_pool	FANCC
MDD_pool	FANCL
MDD_pool	FARP1
MDD_pool	FARP1-AS1
MDD_pool	FARS2
MDD_pool	FARS2-AS1
MDD_pool	FASN
MDD_pool	FBH1
MDD_pool	FBLIM1P2
MDD_pool	FBXL15
MDD_pool	FBXL17
MDD_pool	FBXL22
MDD_pool	FBXL5
MDD_pool	FBXO10
MDD_pool	FBXO11
MDD_pool	FBXO21
MDD_pool	FBXO33
MDD_pool	FBXW11
MDD_pool	FBXW12
MDD_pool	FCF1
MDD_pool	FCF1P6
MDD_pool	FCHO2
MDD_pool	FCN1
MDD_pool	FEN1
MDD_pool	FES
MDD_pool	FEZF1
MDD_pool	FEZF1-AS1
MDD_pool	FGD3
MDD_pool	FGF12
MDD_pool	FGF18
MDD_pool	FGFR1
MDD_pool	FGFR3P1
MDD_pool	FHIT
MDD_pool	FIGN
MDD_pool	FILIP1
MDD_pool	FKBP1BP1
MDD_pool	FKBP8
MDD_pool	FLJ20021
MDD_pool	FLJ20306
MDD_pool	FLJ46284
MDD_pool	FLOT1
MDD_pool	FLOT2
MDD_pool	FLRT1
MDD_pool	FMNL2
MDD_pool	FNBP4
MDD_pool	FOLH1
MDD_pool	FOLH1B
MDD_pool	FOSL2-AS1
MDD_pool	FOXP1
MDD_pool	FOXP1-IT1
MDD_pool	FOXP2
MDD_pool	FRAT1
MDD_pool	FRAT2
MDD_pool	FRMPD1
MDD_pool	FSHB
MDD_pool	FTH1P5
MDD_pool	FTLP1
MDD_pool	FTLP18
MDD_pool	FTO
MDD_pool	FURIN
MDD_pool	FUT11
MDD_pool	FXNP2
MDD_pool	G3BP2
MDD_pool	GABBR1
MDD_pool	GABBR2
MDD_pool	GABRA1
MDD_pool	GABRA2
MDD_pool	GABRA6
MDD_pool	GABRB1
MDD_pool	GABRB2
MDD_pool	GABRP
MDD_pool	GALNT10
MDD_pool	GALNT13
MDD_pool	GALNT16-AS1
MDD_pool	GAPDHP37
MDD_pool	GAPDHP41
MDD_pool	GAPDHP51
MDD_pool	GAPVD1
MDD_pool	GARNL3
MDD_pool	GAS2L1
MDD_pool	GAS5
MDD_pool	GAS5-AS1
MDD_pool	GASK1A
MDD_pool	GATAD2B
MDD_pool	GBF1
MDD_pool	GCHFR
MDD_pool	GDF15
MDD_pool	GDI2
MDD_pool	GDI2P2
MDD_pool	GFRA2
MDD_pool	GFRA3
MDD_pool	GGNBP1
MDD_pool	GHR
MDD_pool	GIGYF2
MDD_pool	GIHCG
MDD_pool	GLI1
MDD_pool	GLRX5P3
MDD_pool	GLRXP1
MDD_pool	GLS
MDD_pool	GLS2
MDD_pool	GLT8D1
MDD_pool	GLTP
MDD_pool	GLYCTK
MDD_pool	GLYCTK-AS1
MDD_pool	GMPPB
MDD_pool	GMPR
MDD_pool	GNA12
MDD_pool	GNAI2
MDD_pool	GNAO1
MDD_pool	GNAT1
MDD_pool	GNAZ
MDD_pool	GNL1
MDD_pool	GNL3
MDD_pool	GNPATP
MDD_pool	GOLGA1
MDD_pool	GOLGA2P1
MDD_pool	GOLGA2P8
MDD_pool	GOLGA6A
MDD_pool	GOLGA7B
MDD_pool	GOLGA8M
MDD_pool	GOPC
MDD_pool	GPC5
MDD_pool	GPC6
MDD_pool	GPM6A
MDD_pool	GPM6A-DT
MDD_pool	GPR107
MDD_pool	GPR155
MDD_pool	GPR155-DT
MDD_pool	GPR21
MDD_pool	GPR26
MDD_pool	GPR27
MDD_pool	GPR53P
MDD_pool	GPR84
MDD_pool	GPR84-AS1
MDD_pool	GPR89P
MDD_pool	GPRACR
MDD_pool	GPS1
