kind	disorder_result	phenotype	variable	type	n_genes	beta	beta_std	se	p	file
gene-set conditional on PGC3pool	gene sets	slope_PC3	PGC3_genesig	SET	704	-0.023736	-0.0045687	0.055476	0.66562	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	PGC3_locus_pool	SET	858	0.034201	0.0072355	0.051174	0.25197	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	SCZ25_genesig	SET	777	-0.016809	-0.0033919	0.048228	0.63628	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	PGC3_locus_pool	SET	858	0.027918	0.0059062	0.047037	0.27642	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	SCZ25_genesig_new	SET	214	-0.010109	-0.0010876	0.062541	0.5642	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	PGC3_locus_pool	SET	858	0.030607	0.0064752	0.064013	0.31628	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	SCZ25_locus_pool	SET	1103	-0.0050355	-0.0011993	0.056876	0.53527	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	PGC3_locus_pool	SET	858	0.027678	0.0058556	0.046739	0.27687	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	SCZ25_locus_pool_new	SET	302	0.011393	0.0014526	0.062245	0.42739	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	PGC3_locus_pool	SET	858	0.0090327	0.0019109	0.054387	0.43405	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	SCZ_locus_pool	SET	455	0.037423	0.0058317	0.059952	0.26625	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	PGC3_locus_pool	SET	858	0.013617	0.0028807	0.05039	0.3935	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	SCZ_pool_not_prio	SET	354	0.041704	0.0057486	0.062343	0.25177	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	PGC3_locus_pool	SET	858	0.036663	0.0077564	0.049023	0.22727	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	SCZ_prio_finemap	SET	61	-0.075039	-0.0043287	0.11843	0.73683	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	PGC3_locus_pool	SET	858	0.02161	0.0045718	0.046782	0.32207	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	SCZ_prio_rare	SET	7	0.34348	0.006722	0.38309	0.18497	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	PGC3_locus_pool	SET	858	0.024602	0.0052048	0.046603	0.29879	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	SCZ_prio_smr	SET	44	0.071721	0.0035154	0.13439	0.29679	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	PGC3_locus_pool	SET	858	0.027149	0.0057435	0.04875	0.2888	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	SCZ_prioritised	SET	101	-0.002794	-0.00020717	0.093695	0.51189	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	PGC3_locus_pool	SET	858	0.027149	0.0057435	0.04875	0.2888	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	SCZ_prioritised_pc	SET	101	-0.002794	-0.00020717	0.093695	0.51189	slope_PC3_sets_condPGC3pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ_locus_pool	SET	455	0.050776	0.0079126	0.054509	0.1758	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	PGC3_genesig	SET	704	-0.023	-0.004427	0.052755	0.66857	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ_locus_pool	SET	455	0.037423	0.0058317	0.059952	0.26625	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	PGC3_locus_pool	SET	858	0.0090327	0.0019109	0.054387	0.43405	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ_locus_pool	SET	455	0.049196	0.0076664	0.05421	0.18208	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ25_genesig	SET	777	-0.017112	-0.0034531	0.046347	0.64402	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ_locus_pool	SET	455	0.043455	0.0067718	0.051474	0.19928	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ25_genesig_new	SET	214	-0.0097187	-0.0010456	0.062087	0.56219	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ_locus_pool	SET	455	0.04349	0.0067772	0.056904	0.22236	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ25_locus_pool	SET	1103	-0.0016307	-0.00038839	0.045866	0.51418	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ_locus_pool	SET	455	0.042436	0.0066129	0.051228	0.20374	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ25_locus_pool_new	SET	302	0.0051576	0.0006576	0.06189	0.46679	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ_locus_pool	SET	455	0.02242	0.0034938	0.089898	0.40153	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ_pool_not_prio	SET	354	0.02756	0.0037989	0.1009	0.39237	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ_locus_pool	SET	455	0.065402	0.010192	0.057307	0.12689	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ_prio_finemap	SET	61	-0.1111	-0.0064087	0.12559	0.81181	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ_locus_pool	SET	455	0.036617	0.0057061	0.051664	0.23924	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ_prio_rare	SET	7	0.32809	0.0064209	0.3838	0.19632	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ_locus_pool	SET	455	0.037816	0.005893	0.052554	0.2359	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ_prio_smr	SET	44	0.055306	0.0027109	0.13748	0.34374	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ_locus_pool	SET	455	0.04998	0.0077885	0.05787	0.19389	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ_prioritised	SET	101	-0.02756	-0.0020435	0.1009	0.60763	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ_locus_pool	SET	455	0.04998	0.0077885	0.05787	0.19389	slope_PC3_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC3	SCZ_prioritised_pc	SET	101	-0.02756	-0.0020435	0.1009	0.60763	slope_PC3_sets_condST12pool.gsa.out
