readout	phenotype	arm	method	estimate	se	p	n	legacy_estimate	legacy_se	legacy_p	legacy_n	legacy_note
PRS between-family beta_B ALZ	global_slope	EUR	SBayesRC	-0.03139	0.015034	0.036881	726	-0.031187	0.015541	0.044856	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ	slope_PC1	EUR	CT	0.057159	0.015652	0.00026426	726	0.062708	0.016075	9.7748e-05	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ	slope_PC1	EUR	PRSCS	0.034749	0.015641	0.026374	726	0.04369	0.016108	0.0067146	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ	slope_PC1	EUR	SBayesR	0.030442	0.015627	0.051497	726	0.043096	0.016064	0.0073399	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ	slope_PC1	EUR	SBayesRC	0.035887	0.015602	0.021498	726	0.045586	0.01604	0.00451	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ	slope_PC2	EUR	CT	0.038187	0.01618	0.018324	726	0.046598	0.016594	0.0050119	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ	slope_PC2	EUR	PRSCS	0.026353	0.016152	0.10285	726	0.044092	0.016542	0.0077253	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ	slope_PC2	EUR	SBayesR	0.033666	0.016131	0.036952	726	0.049625	0.016496	0.002646	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ	slope_PC2	EUR	SBayesRC	0.033805	0.01611	0.035938	726	0.04922	0.016476	0.0028336	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ	slope_PC3	EUR	CT	-0.048586	0.016178	0.0026909	726	-0.050807	0.016428	0.0020004	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ	slope_PC3	EUR	PRSCS	-0.035946	0.016149	0.026092	726	-0.041615	0.016438	0.0114	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ	slope_PC3	EUR	SBayesR	-0.028076	0.016136	0.081965	726	-0.036667	0.016402	0.02545	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ	slope_PC3	EUR	SBayesRC	-0.028515	0.016117	0.076939	726	-0.035839	0.016383	0.028774	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP	baseline_thickness	EUR	CT	-0.023001	0.016586	0.1656	726	-0.021748	0.016978	0.20029	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP	baseline_thickness	EUR	PRSCS	0.00034799	0.017396	0.98404	726	-0.00039406	0.017755	0.98229	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP	baseline_thickness	EUR	SBayesR	-0.02111	0.016596	0.20347	726	-0.021814	0.016997	0.19945	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP	baseline_thickness	EUR	SBayesRC	-0.021168	0.016597	0.20225	726	-0.023297	0.016993	0.17048	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP	global_slope	EUR	CT	-0.045229	0.017023	0.007923	726	-0.043839	0.017419	0.011889	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP	global_slope	EUR	PRSCS	-0.038586	0.015794	0.014612	726	-0.035719	0.016266	0.028165	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP	global_slope	EUR	SBayesR	-0.02722	0.01508	0.071156	726	-0.029188	0.015575	0.061017	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP	global_slope	EUR	SBayesRC	-0.026229	0.015072	0.081899	726	-0.027637	0.015563	0.075864	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP	slope_PC1	EUR	CT	0.033459	0.01564	0.032485	726	0.042407	0.016068	0.0083511	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP	slope_PC1	EUR	PRSCS	0.03054	0.016401	0.062672	726	0.035356	0.016806	0.03547	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP	slope_PC1	EUR	SBayesR	0.036015	0.015652	0.021448	726	0.049059	0.016075	0.0022927	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP	slope_PC1	EUR	SBayesRC	0.037919	0.015638	0.015369	726	0.04885	0.01606	0.0023701	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP	slope_PC2	EUR	CT	0.024402	0.016798	0.14639	726	0.035772	0.01651	0.030323	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP	slope_PC2	EUR	PRSCS	0.0096874	0.01694	0.56744	726	0.016829	0.017271	0.32992	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP	slope_PC2	EUR	SBayesR	0.031967	0.01616	0.047988	726	0.046422	0.016515	0.0049685	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP	slope_PC2	EUR	SBayesRC	0.028118	0.01615	0.08176	726	0.039723	0.016506	0.016156	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP	slope_PC3	EUR	CT	-0.029845	0.01615	0.064687	726	-0.030378	0.016405	0.064153	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP	slope_PC3	EUR	PRSCS	-0.038633	0.016928	0.02254	726	-0.048109	0.017137	0.0050255	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP	slope_PC3	EUR	SBayesR	-0.035425	0.016159	0.028428	726	-0.04405	0.016412	0.0073107	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP	slope_PC3	EUR	SBayesRC	-0.034763	0.016151	0.03144	726	-0.043864	0.0164	0.007517	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP_noAPOE	baseline_thickness	EUR	CT	-0.039174	0.016656	0.018729	726	-0.040163	0.017061	0.018625	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP_noAPOE	baseline_thickness	EUR	PRSCS	0.011096	0.018057	0.53891	726	0.0077334	0.018404	0.67436	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP_noAPOE	baseline_thickness	EUR	SBayesR	-0.0044998	0.017276	0.79452	726	-0.0089902	0.017631	0.61015	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP_noAPOE	baseline_thickness	EUR	SBayesRC	-0.025981	0.017055	0.12776	726	-0.031531	0.017431	0.070548	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP_noAPOE	global_slope	EUR	CT	-0.043633	0.01712	0.010855	726	-0.041655	0.01751	0.01742	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP_noAPOE	global_slope	EUR	PRSCS	-0.035324	0.016369	0.031001	726	-0.029294	0.016837	0.081982	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP_noAPOE	global_slope	EUR	SBayesR	-0.029928	0.015672	0.056268	726	-0.015981	0.016141	0.32219	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP_noAPOE	global_slope	EUR	SBayesRC	-0.010648	0.015481	0.4916	726	-0.00025539	0.015964	0.98724	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC1	EUR	CT	0.019312	0.017794	0.27785	726	0.020976	0.016176	0.19482	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC1	EUR	PRSCS	0.019415	0.016992	0.25328	726	0.017862	0.017393	0.30452	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC1	EUR	SBayesR	0.022989	0.016268	0.15772	726	0.019973	0.016672	0.231	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC1	EUR	SBayesRC	0.026229	0.016065	0.10262	726	0.026967	0.016488	0.10203	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC2	EUR	CT	0.028389	0.016235	0.080445	726	0.03477	0.016607	0.036364	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC2	EUR	PRSCS	0.0018253	0.01755	0.91717	726	0.00059941	0.017876	0.97325	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC2	EUR	SBayesR	0.010696	0.0168	0.52439	726	0.0094511	0.017132	0.58121	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC2	EUR	SBayesRC	0.021212	0.016588	0.20105	726	0.02364	0.016941	0.16297	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC3	EUR	CT	-0.01608	0.016238	0.3221	726	-0.019371	0.016504	0.24061	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC3	EUR	PRSCS	-0.027446	0.017551	0.11797	726	-0.034334	0.017747	0.053125	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC3	EUR	SBayesR	-0.031906	0.016799	0.057624	726	-0.039873	0.017007	0.01911	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC3	EUR	SBayesRC	-0.031436	0.016591	0.058207	726	-0.03953	0.016822	0.018842	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_noAPOE	baseline_thickness	EUR	CT	-0.039	0.016696	0.019548	726	-0.045093	0.017125	0.0084971	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_noAPOE	baseline_thickness	EUR	PRSCS	0.0069674	0.01676	0.67763	726	-0.00048169	0.017197	0.97766	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_noAPOE	baseline_thickness	EUR	SBayesR	-0.0018546	0.016724	0.91171	726	-0.0094458	0.017167	0.58219	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_noAPOE	baseline_thickness	EUR	SBayesRC	-0.0085256	0.016731	0.61039	726	-0.014022	0.017148	0.41357	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_noAPOE	global_slope	EUR	CT	-0.033595	0.015223	0.027383	726	-0.041364	0.01571	0.0085012	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_noAPOE	global_slope	EUR	PRSCS	-0.021713	0.015216	0.15369	726	-0.013435	0.015771	0.39435	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_noAPOE	global_slope	EUR	SBayesR	-0.027836	0.015176	0.066707	726	-0.0136	0.015723	0.38711	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_noAPOE	global_slope	EUR	SBayesRC	-0.020262	0.015179	0.18202	726	-0.0048261	0.015699	0.75855	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_noAPOE	slope_PC1	EUR	CT	0.018088	0.015844	0.2537	726	0.019849	0.016248	0.22193	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_noAPOE	slope_PC1	EUR	PRSCS	0.011695	0.015801	0.45926	726	0.014636	0.016298	0.36924	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_noAPOE	slope_PC1	EUR	SBayesR	0.011078	0.015759	0.48215	726	0.011623	0.016245	0.47434	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_noAPOE	slope_PC1	EUR	SBayesRC	0.0096788	0.015759	0.53914	726	0.0108	0.016218	0.50552	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_noAPOE	slope_PC2	EUR	CT	0.020023	0.016261	0.21827	726	0.031326	0.016657	0.060108	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_noAPOE	slope_PC2	EUR	PRSCS	0.012985	0.016312	0.42609	726	0.023542	0.016734	0.15957	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_noAPOE	slope_PC2	EUR	SBayesR	0.014444	0.01627	0.37472	726	0.023505	0.016684	0.15897	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_noAPOE	slope_PC2	EUR	SBayesRC	0.025225	0.016266	0.12103	726	0.034832	0.016653	0.036547	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_noAPOE	slope_PC3	EUR	CT	-0.021255	0.016262	0.19129	726	-0.020849	0.016569	0.20836	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_noAPOE	slope_PC3	EUR	PRSCS	-0.0073857	0.016315	0.65079	726	-0.01512	0.016624	0.36314	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_noAPOE	slope_PC3	EUR	SBayesR	-0.014149	0.016273	0.38465	726	-0.020298	0.016576	0.22083	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ALZ_noAPOE	slope_PC3	EUR	SBayesRC	-0.010158	0.016276	0.53262	726	-0.014287	0.016554	0.38817	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ASD	baseline_thickness	EUR	CT	-0.046937	0.016692	0.0049502	726	-0.056483	0.019156	0.0032131	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ASD	baseline_thickness	EUR	PRSCS	-0.038724	0.016725	0.020652	726	-0.040115	0.017342	0.020769	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ASD	baseline_thickness	EUR	SBayesR	-0.011254	0.016782	0.5025	726	-0.011835	0.0172	0.49145	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ASD	baseline_thickness	EUR	SBayesRC	-0.014218	0.016699	0.39459	726	-0.016958	0.017216	0.32468	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ASD	global_slope	EUR	CT	0.039607	0.015171	0.0090742	726	0.037071	0.017692	0.036217	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ASD	global_slope	EUR	PRSCS	0.018249	0.015199	0.22997	726	0.015971	0.015916	0.31571	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ASD	global_slope	EUR	SBayesR	-0.0031982	0.015237	0.83376	726	-0.0066973	0.015762	0.67095	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ASD	global_slope	EUR	SBayesRC	0.0080042	0.015188	0.59822	726	-0.0023421	0.015812	0.88226	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ASD	slope_PC1	EUR	CT	0.022996	0.015731	0.14388	726	0.029818	0.016793	0.075891	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ASD	slope_PC1	EUR	PRSCS	0.010495	0.015784	0.50615	726	0.002713	0.016451	0.86902	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ASD	slope_PC1	EUR	SBayesR	0.0098305	0.01582	0.53437	726	0.0029641	0.016289	0.85561	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ASD	slope_PC1	EUR	SBayesRC	0.016972	0.015773	0.28198	726	0.012442	0.016344	0.44653	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ASD	slope_PC2	EUR	CT	0.019433	0.016197	0.23028	726	-0.014719	0.016962	0.38557	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ASD	slope_PC2	EUR	PRSCS	0.00086398	0.016296	0.95772	726	-0.001426	0.016895	0.93274	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ASD	slope_PC2	EUR	SBayesR	0.0029574	0.016333	0.85633	726	-0.0020732	0.016731	0.90139	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ASD	slope_PC2	EUR	SBayesRC	-0.020258	0.016282	0.21351	726	-0.016417	0.01678	0.32797	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ASD	slope_PC3	EUR	CT	-0.029641	0.016195	0.067296	726	-0.019742	0.01659	0.23414	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ASD	slope_PC3	EUR	PRSCS	-0.027829	0.016291	0.087671	726	-0.017321	0.01678	0.30205	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ASD	slope_PC3	EUR	SBayesR	-0.026384	0.016331	0.10628	726	-0.016259	0.016618	0.32796	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B ASD	slope_PC3	EUR	SBayesRC	-0.038309	0.016268	0.018581	726	-0.030475	0.016659	0.067434	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B EA	baseline_thickness	EUR	CT	0.029365	0.016982	0.083859	726	0.036927	0.017268	0.032551	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B EA	baseline_thickness	EUR	PRSCS	0.025533	0.01706	0.13458	726	0.032464	0.0174	0.062163	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B EA	baseline_thickness	EUR	SBayesR	0.02358	0.017092	0.16778	726	0.030711	0.017415	0.077912	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B EA	baseline_thickness	EUR	SBayesRC	0.011689	0.017117	0.49471	726	0.019516	0.017459	0.26372	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B EA	global_slope	EUR	CT	0.028326	0.015599	0.069478	726	0.032774	0.01581	0.038249	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B EA	global_slope	EUR	PRSCS	0.032246	0.015487	0.037406	726	0.032642	0.015951	0.0408	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B EA	global_slope	EUR	SBayesR	0.03013	0.015497	0.05195	726	0.028091	0.015933	0.077975	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B EA	global_slope	EUR	SBayesRC	0.02693	0.015515	0.082702	726	0.02355	0.015965	0.1403	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B EA	slope_PC1	EUR	CT	-0.015184	0.015816	0.3371	726	-0.027591	0.016343	0.091463	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B EA	slope_PC1	EUR	PRSCS	0.00038983	0.016092	0.98067	726	-0.010431	0.016496	0.52724	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B EA	slope_PC1	EUR	SBayesR	-0.0016413	0.016095	0.91879	726	-0.0091833	0.016467	0.57711	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B EA	slope_PC1	EUR	SBayesRC	0.0012546	0.016111	0.93793	726	-0.0034777	0.016498	0.83306	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B EA	slope_PC2	EUR	CT	0.027636	0.016717	0.098378	726	0.016637	0.016754	0.32076	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B EA	slope_PC2	EUR	PRSCS	0.022821	0.016609	0.16953	726	0.0083066	0.016942	0.62394	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B EA	slope_PC2	EUR	SBayesR	0.023118	0.016616	0.16421	726	0.010708	0.016921	0.52691	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B EA	slope_PC2	EUR	SBayesRC	0.02355	0.016633	0.15689	726	0.014522	0.016953	0.39173	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B EA	slope_PC3	EUR	CT	0.022176	0.01653	0.17984	726	0.049649	0.01667	0.0029193	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B EA	slope_PC3	EUR	PRSCS	0.0069896	0.016614	0.674	726	0.021282	0.016828	0.20609	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B EA	slope_PC3	EUR	SBayesR	0.0089443	0.016627	0.59066	726	0.023949	0.016811	0.15438	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B EA	slope_PC3	EUR	SBayesRC	0.0044279	0.016644	0.79023	726	0.01716	0.016845	0.30843	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_eur	baseline_thickness	EUR	CT	-0.030849	0.01673	0.065282	726	-0.024652	0.017228	0.15254	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_eur	baseline_thickness	EUR	PRSCS	-0.027569	0.016734	0.099546	726	-0.02539	0.01719	0.13975	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_eur	baseline_thickness	EUR	SBayesR	-0.024562	0.016953	0.14747	726	-0.019048	0.017355	0.27249	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_eur	baseline_thickness	EUR	SBayesRC	-0.025241	0.016822	0.13357	726	-0.021602	0.017224	0.20987	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_eur	global_slope	EUR	CT	-0.024608	0.015118	0.10367	726	-0.026153	0.015755	0.097013	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_eur	global_slope	EUR	PRSCS	-0.01626	0.015214	0.28526	726	-0.0091457	0.015771	0.56202	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_eur	global_slope	EUR	SBayesR	-0.029698	0.01538	0.053571	726	-0.021743	0.015882	0.17107	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_eur	global_slope	EUR	SBayesRC	-0.022673	0.015272	0.13773	726	-0.016102	0.015773	0.30739	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_eur	slope_PC1	EUR	CT	0.025504	0.015776	0.10604	726	0.018274	0.016281	0.26178	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_eur	slope_PC1	EUR	PRSCS	0.011767	0.015802	0.45651	726	-0.0016942	0.0163	0.91722	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_eur	slope_PC1	EUR	SBayesR	0.026235	0.015968	0.10048	726	0.01415	0.01641	0.38858	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_eur	slope_PC1	EUR	SBayesRC	0.021282	0.015856	0.17962	726	0.01067	0.016298	0.5127	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_eur	slope_PC2	EUR	CT	0.024649	0.016428	0.1336	726	0.02538	0.016817	0.13135	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_eur	slope_PC2	EUR	PRSCS	0.0063761	0.016312	0.69591	726	0.014237	0.016738	0.39508	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_eur	slope_PC2	EUR	SBayesR	0.0088468	0.016492	0.5917	726	0.01638	0.016861	0.33137	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_eur	slope_PC2	EUR	SBayesRC	0.013173	0.016372	0.4211	726	0.019908	0.016742	0.23447	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_eur	slope_PC3	EUR	CT	-0.032868	0.016226	0.042877	726	-0.026996	0.016611	0.10422	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_eur	slope_PC3	EUR	PRSCS	-0.016564	0.016308	0.30984	726	-0.004435	0.016627	0.78969	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_eur	slope_PC3	EUR	SBayesR	-0.028552	0.016492	0.083503	726	-0.019892	0.016751	0.23512	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_eur	slope_PC3	EUR	SBayesRC	-0.017092	0.016375	0.29665	726	-0.0091275	0.016635	0.58326	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_pooled	baseline_thickness	full	CT	-0.069354	0.023856	0.0036575	1449	-0.066235	0.02462	0.0071556	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_pooled	baseline_thickness	full	PRSCS	-0.04229	0.020897	0.043029	1449	-0.038888	0.021545	0.071116	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_pooled	baseline_thickness	full	SBayesR	-0.041315	0.026296	0.11619	1449	-0.038568	0.027147	0.15544	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_pooled	baseline_thickness	full	SBayesRC	-0.032687	0.021012	0.11985	1449	-0.030765	0.021663	0.15559	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_pooled	global_slope	full	CT	-0.023863	0.012151	0.049585	1449	-0.038581	0.022108	0.08101	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_pooled	global_slope	full	PRSCS	-0.037843	0.019662	0.054312	1449	-0.033057	0.020425	0.10561	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_pooled	global_slope	full	SBayesR	-0.072511	0.024757	0.003412	1449	-0.072878	0.025751	0.0046667	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_pooled	global_slope	full	SBayesRC	-0.041198	0.019749	0.037011	1449	-0.039123	0.020511	0.056513	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_pooled	slope_PC1	full	CT	0.044684	0.021922	0.041553	1449	0.041738	0.022816	0.067391	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_pooled	slope_PC1	full	PRSCS	0.035089	0.0203	0.083942	1449	0.026638	0.021082	0.20643	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_pooled	slope_PC1	full	SBayesR	0.057155	0.025565	0.025404	1449	0.057564	0.026582	0.030387	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_pooled	slope_PC1	full	SBayesRC	0.037594	0.020386	0.065208	1449	0.032462	0.021169	0.12519	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
