label,CT,dCT,PLS1,PLS2,C1,C3,system,cortex
lh_9m,3.09514,-0.0289288,-46.2262,22.2472,-0.895001,0.363464,association,Anterior_Cingulate_and_Medial_Prefrontal
lh_9p,2.81494,-0.0193836,-30.2738,1.22318,-0.398069,0.346828,association,Dorsolateral_Prefrontal
lh_A1,2.68638,-0.0206392,119.114,-36.884,1.65139,-2.01302,auditory,Early_Auditory
lh_A4,3.11443,-0.0163167,4.7825,6.0159,0.289165,1.33986,auditory,Auditory_Association
lh_A5,3.23819,-0.0203861,-16.5319,8.97398,-0.239209,1.06523,auditory,Auditory_Association
lh_AAIC,3.76303,-0.0157817,,,,,auditory,Insular_and_Frontal_Opercular
lh_AIP,2.43562,-0.022248,30.2393,1.97156,0.867618,0.712809,association,Superior_Parietal
lh_AVI,2.98901,-0.0203092,-39.6331,7.9709,-0.733992,0.361394,auditory,Insular_and_Frontal_Opercular
lh_DVT,2.42599,-0.0249859,77.8109,5.73297,1.16893,-0.46209,association,Posterior_Cingulate
lh_EC,2.44045,-0.00942134,-66.6396,-90.9461,-1.24921,-2.63237,association,Medial_Temporal
lh_FEF,2.71436,-0.00357333,0.544059,-36.0458,0.368128,-0.605317,sensorimotor,Premotor
lh_FFC,2.88755,-0.0183536,17.9059,-0.257335,0.242502,0.980555,visual,Ventral_Stream_Visual
lh_FOP1,3.05089,-0.0169773,,,,,sensorimotor,Posterior_Opercular
lh_FOP2,2.77795,-0.0193248,,,,,auditory,Insular_and_Frontal_Opercular
lh_FOP3,2.67358,-0.0140493,-38.3412,1.92776,-1.01572,-0.48484,auditory,Insular_and_Frontal_Opercular
lh_FOP4,2.943,-0.0155748,-52.9552,-9.84747,-0.94216,-0.0429287,auditory,Insular_and_Frontal_Opercular
lh_FOP5,2.64764,-0.0173669,,,,,auditory,Insular_and_Frontal_Opercular
lh_FST,2.56471,-0.0202854,61.0961,23.6541,1.03204,1.0996,visual,MT+_Complex_and_Neighboring_Visual_Areas
lh_IFJa,2.66666,-0.0163824,,,,,association,Inferior_Frontal
lh_IFJp,2.62906,-0.0121112,,,,,association,Inferior_Frontal
lh_IFSa,2.61544,-0.0231055,-21.3073,40.0089,-0.00776582,0.870521,association,Inferior_Frontal
lh_IFSp,2.64782,-0.0197344,13.2827,21.0705,0.512682,0.743701,association,Inferior_Frontal
lh_IP0,2.42674,-0.0223717,76.6644,26.182,1.14751,0.675677,association,Inferior_Parietal
lh_IP1,2.49155,-0.0234181,52.7147,-2.15862,1.18664,0.614343,association,Inferior_Parietal
lh_IP2,2.49221,-0.0225296,27.955,0.153678,0.784298,0.694965,association,Inferior_Parietal
lh_IPS1,2.34606,-0.0246,91.7481,-28.605,1.41622,-1.25222,visual,Dorsal_Stream_Visual
lh_Ig,2.88059,-0.0223589,-4.02579,39.1019,-0.105145,1.07906,auditory,Insular_and_Frontal_Opercular
lh_LBelt,2.62268,-0.0136122,,,,,auditory,Early_Auditory
lh_LIPd,2.37171,-0.0218024,,,,,association,Superior_Parietal
lh_LIPv,2.33006,-0.0182607,49.9797,-22.6609,1.15483,0.252415,association,Superior_Parietal
lh_LO1,2.30932,-0.017035,,,,,visual,MT+_Complex_and_Neighboring_Visual_Areas
lh_LO2,2.72968,-0.019828,,,,,visual,MT+_Complex_and_Neighboring_Visual_Areas
lh_LO3,2.53471,-0.02074,60.4974,13.9156,1.15882,0.92301,visual,MT+_Complex_and_Neighboring_Visual_Areas
lh_MBelt,2.75639,-0.0167452,72.791,-16.4526,1.1301,-0.442279,auditory,Early_Auditory
lh_MI,3.28206,-0.0243944,-109.182,29.1314,-1.80147,-0.582666,auditory,Insular_and_Frontal_Opercular
lh_MIP,2.35505,-0.0213063,59.3674,-3.85612,1.13342,-0.283009,association,Superior_Parietal
lh_MST,2.43535,-0.0162854,,,,,visual,MT+_Complex_and_Neighboring_Visual_Areas
lh_MT,2.50736,-0.0168827,,,,,visual,MT+_Complex_and_Neighboring_Visual_Areas
lh_OFC,2.43133,-0.0220834,-63.8776,29.1223,-1.38138,0.591579,association,Orbital_and_Polar_Frontal
lh_OP1,2.87705,-0.0196157,,,,,sensorimotor,Posterior_Opercular
lh_OP2-3,2.72335,-0.0204141,,,,,sensorimotor,Posterior_Opercular
lh_OP4,2.91002,-0.0215849,16.7595,-17.5774,0.385299,-0.106502,sensorimotor,Posterior_Opercular
lh_PBelt,2.69649,-0.0136744,75.1045,-35.0145,1.15985,-1.04465,auditory,Early_Auditory
lh_PCV,2.61698,-0.023896,37.6247,13.4412,0.699377,0.319168,association,Posterior_Cingulate
lh_PEF,2.63171,-0.00620241,,,,,sensorimotor,Premotor
lh_PF,2.88152,-0.020169,11.477,6.89578,0.319679,1.27399,association,Inferior_Parietal
lh_PFcm,2.7472,-0.0199354,,,,,auditory,Early_Auditory
lh_PFm,2.79754,-0.0231217,13.8163,10.1103,0.46308,1.39265,association,Inferior_Parietal
lh_PFop,2.92402,-0.0194776,-15.6731,3.4196,-0.0308032,1.14219,association,Inferior_Parietal
lh_PFt,2.62425,-0.0195228,17.1227,-28.3564,0.419426,-0.0675265,association,Inferior_Parietal
lh_PGi,2.68091,-0.02423,17.4733,11.8598,0.450138,0.824966,association,Inferior_Parietal
lh_PGp,2.81392,-0.0260028,53.257,10.9623,0.870767,0.339318,association,Inferior_Parietal
lh_PGs,2.85622,-0.0281114,48.3736,21.0515,0.926209,1.21282,association,Inferior_Parietal
lh_PH,2.68067,-0.0197046,38.502,18.3616,0.671717,0.872097,visual,MT+_Complex_and_Neighboring_Visual_Areas
lh_PHA1,2.98661,-0.0142352,-38.4456,-47.9376,-1.03757,-1.65863,association,Medial_Temporal
lh_PHA2,2.43599,-0.0184432,-60.2748,29.3516,-1.36733,0.57116,association,Medial_Temporal
lh_PHA3,2.70626,-0.0172839,-33.4341,11.5026,-1.06958,0.474079,association,Medial_Temporal
lh_PHT,2.97839,-0.020854,2.24208,4.97336,0.110119,1.02473,association,Lateral_Temporal
lh_PI,2.8304,-0.00938287,-56.2568,5.82736,-1.28296,-0.0446565,auditory,Insular_and_Frontal_Opercular
lh_PIT,2.70472,-0.0181499,,,,,visual,Ventral_Stream_Visual
lh_POS1,2.85339,-0.0246553,32.0037,18.9841,0.431601,0.949841,association,Posterior_Cingulate
lh_POS2,2.47092,-0.0226028,51.3468,28.7016,1.10881,1.10435,association,Posterior_Cingulate
lh_PSL,2.93249,-0.0187095,0.75874,21.4676,0.306398,1.44304,association,Temporo-Parieto_Occipital_Junction
lh_PeEc,3.07457,-0.00588949,-107.153,-45.1038,-1.89739,-1.79619,association,Medial_Temporal
lh_Pir,2.99625,-0.000382911,,,,,auditory,Insular_and_Frontal_Opercular
lh_PoI1,3.30892,-0.0173384,-91.1765,1.53658,-1.74616,-0.586551,auditory,Insular_and_Frontal_Opercular
lh_PoI2,3.59502,-0.020702,-102.993,-0.934044,-1.90057,-1.585,auditory,Insular_and_Frontal_Opercular
lh_PreS,1.71387,-0.0122032,-10.3417,-42.9814,-0.971794,-1.85018,association,Medial_Temporal
lh_ProS,2.36249,-0.027536,,,,,association,Posterior_Cingulate
lh_RI,2.58848,-0.0201434,,,,,auditory,Early_Auditory
lh_RSC,2.39017,-0.0148258,48.9489,-13.7042,0.721925,-0.611172,association,Posterior_Cingulate
lh_SCEF,3.07464,-0.0169091,-9.76916,-34.249,0.115468,-0.710137,sensorimotor,Paracentral_Lobular_and_Mid_Cingulate
lh_SFL,3.28585,-0.0196723,-24.1463,-46.7494,0.0286624,-0.799577,association,Dorsolateral_Prefrontal
lh_STGa,3.61665,-0.0127183,-93.6039,-0.648174,-1.67887,-0.112868,auditory,Auditory_Association
lh_STSda,2.95348,-0.0194582,,,,,auditory,Auditory_Association
lh_STSdp,2.71952,-0.0242898,10.7508,9.31614,0.313021,1.10998,auditory,Auditory_Association
lh_STSva,2.74275,-0.0178691,-35.1255,-6.22463,-0.956509,0.270337,auditory,Auditory_Association
lh_STSvp,2.86796,-0.0248754,-10.8009,-4.50768,-0.279481,0.48085,auditory,Auditory_Association
lh_STV,2.9096,-0.0203569,-16.735,12.7723,0.0656365,1.22222,association,Temporo-Parieto-Occipital_Junction
lh_TA2,3.0554,-0.00956376,-44.9652,7.93971,-1.10928,0.457959,auditory,Auditory_Association
lh_TE1a,3.38033,-0.0174836,-45.0733,-7.56676,-1.02731,0.0774407,association,Lateral_Temporal
lh_TE1m,3.08772,-0.0180893,-51.379,3.81045,-0.908639,0.810254,association,Lateral_Temporal
lh_TE1p,3.04035,-0.0188847,-21.9274,1.91154,-0.486758,1.25773,association,Lateral_Temporal
lh_TE2a,2.91218,-0.0181758,-48.6496,-1.63134,-1.14865,0.321337,association,Lateral_Temporal
lh_TE2p,2.77357,-0.0182196,-23.009,16.2791,-0.645703,1.3367,association,Lateral_Temporal
lh_TF,2.91368,-0.0171849,-57.249,2.67201,-1.23328,0.712786,association,Medial_Temporal
lh_TGd,3.4823,-0.0117828,-107.909,-19.6674,-1.91955,-0.963901,association,Lateral_Temporal
lh_TGv,3.35826,-0.013464,-72.9535,-9.14744,-1.53794,-0.0945557,association,Lateral_Temporal
lh_TPOJ1,2.74704,-0.0211634,10.18,14.5656,0.317889,1.22209,association,Temporo-Parieto-Occipital_Junction
lh_TPOJ2,2.69897,-0.0219262,23.4367,-10.9675,0.498947,0.760364,association,Temporo-Parieto-Occipital_Junction
lh_TPOJ3,2.52295,-0.0232161,,,,,association,Temporo-Parieto-Occipital_Junction
lh_V1,1.83674,-0.00919467,173.991,-20.062,2.12011,-1.90591,visual,Primary_Visual
lh_V2,2.03186,-0.0197938,140.903,-24.4048,2.04986,-1.48774,visual,Early_Visual
lh_V3,2.2418,-0.019677,146.147,-2.5685,2.03484,-1.29937,visual,Early_Visual
lh_V3A,2.25424,-0.0196771,131.208,-0.989141,1.92001,-0.46184,visual,Dorsal_Stream_Visual
lh_V3B,2.27406,-0.017952,,,,,visual,Dorsal_Stream_Visual
lh_V3CD,2.43751,-0.0208039,,,,,visual,MT+_Complex_and_Neighboring_Visual_Areas
lh_V4,2.34288,-0.0180068,103.485,-9.00693,1.62756,-0.480772,visual,Early_Visual
lh_V4t,2.69139,-0.0190505,,,,,visual,MT+_Complex_and_Neighboring_Visual_Areas
lh_V6,2.23104,-0.0193757,,,,,visual,Dorsal_Stream_Visual
lh_V6A,2.53049,-0.0232938,,,,,visual,Dorsal_Stream_Visual
lh_V7,2.42566,-0.0223922,,,,,visual,Dorsal_Stream_Visual
lh_V8,2.61015,-0.0173912,,,,,visual,Ventral_Stream_Visual
lh_VIP,2.60741,-0.0241941,50.439,-3.69623,0.994613,-0.243781,association,Superior_Parietal
lh_VMV1,2.56741,-0.0192869,77.0927,-1.3231,1.25355,0.27371,visual,Ventral_Stream_Visual
lh_VMV2,2.44376,-0.0195622,,,,,visual,Ventral_Stream_Visual
lh_VMV3,2.62653,-0.0211122,57.0594,-7.07755,0.790039,0.658477,visual,Ventral_Stream_Visual
lh_VVC,2.96972,-0.0207678,-14.8317,5.74772,-0.235584,1.32694,visual,Ventral_Stream_Visual
lh_a10p,2.46865,-0.0270605,,,,,association,Orbital_and_Polar_Frontal
lh_a24,2.95242,-0.022802,-81.4839,28.6951,-1.78344,-1.13557,association,Anterior_Cingulate_and_Medial_Prefrontal
lh_a24pr,3.06836,-0.0271829,-58.5033,-16.9942,-1.40209,-1.9079,association,Anterior_Cingulate_and_Medial_Prefrontal
lh_a32pr,2.89937,-0.0227771,-67.298,-8.49152,-1.28071,-1.40903,association,Anterior_Cingulate_and_Medial_Prefrontal
lh_a47r,2.82754,-0.0282817,-9.55318,20.1702,-0.295698,1.00363,association,Inferior_Frontal
lh_a9-46v,2.57107,-0.0274401,-0.23601,58.071,-0.059806,1.18985,association,Dorsolateral_Prefrontal
lh_d23ab,3.23603,-0.0314878,31.037,14.9853,0.275201,-0.533134,association,Posterior_Cingulate
lh_d32,3.00665,-0.0234559,-52.9204,19.0438,-1.14663,-0.251635,association,Anterior_Cingulate_and_Medial_Prefrontal
lh_i6-8,2.91405,-0.0144509,-0.439052,-33.6247,0.339133,-0.637269,association,Dorsolateral_Prefrontal
lh_p10p,2.44593,-0.0274797,,,,,association,Orbital_and_Polar_Frontal
lh_p24,3.20421,-0.0245201,,,,,association,Anterior_Cingulate_and_Medial_Prefrontal
lh_p24pr,3.01453,-0.0287699,-52.3054,-0.55715,-0.928579,-0.633267,association,Anterior_Cingulate_and_Medial_Prefrontal
lh_p32,2.61805,-0.026112,-76.3917,33.5164,-1.30067,-0.0990243,association,Anterior_Cingulate_and_Medial_Prefrontal
lh_p32pr,2.88067,-0.0204649,-39.6163,16.4032,-0.53642,-0.0325678,association,Anterior_Cingulate_and_Medial_Prefrontal
lh_p47r,2.54788,-0.0226926,-2.72527,20.5103,-0.110282,0.467724,association,Inferior_Frontal
lh_p9-46v,2.6387,-0.0227223,9.44377,16.0951,0.48793,0.552504,association,Dorsolateral_Prefrontal
lh_pOFC,2.82892,-0.00464698,-103.762,22.1882,-1.6328,0.300044,association,Anterior_Cingulate_and_Medial_Prefrontal
lh_s32,2.56108,-0.0284981,-69.5905,43.7869,-1.40622,-0.0767321,association,Anterior_Cingulate_and_Medial_Prefrontal
lh_s6-8,3.02453,-0.0160121,,,,,association,Dorsolateral_Prefrontal
lh_v23ab,3.06394,-0.0236412,,,,,association,Posterior_Cingulate
