outcome	map	label	r	t	p	n
withdep	relative_ct	lh_V3	0.0040656	0.36729	0.71341	8189
withdep	relative_ct	lh_V3A	0.0091143	0.82341	0.4103	8189
withdep	relative_ct	lh_V3B	-0.0028497	-0.25743	0.79685	8189
withdep	relative_ct	lh_V3CD	-0.0080055	-0.72322	0.46956	8189
withdep	relative_ct	lh_V4	-0.002202	-0.19893	0.84232	8189
withdep	relative_ct	lh_V4t	0.00073951	0.066806	0.94674	8189
withdep	relative_ct	lh_V6	0.029934	2.7054	0.0068372	8189
withdep	relative_ct	lh_V6A	-0.0052585	-0.47505	0.63476	8189
withdep	relative_ct	lh_V7	0.0017267	0.15599	0.87605	8189
withdep	relative_ct	lh_V8	-0.0060895	-0.55012	0.58225	8189
withdep	relative_ct	lh_VIP	-0.016658	-1.5051	0.13234	8189
withdep	relative_ct	lh_VMV1	0.0083176	0.75142	0.45242	8189
withdep	relative_ct	lh_VMV2	0.010958	0.98995	0.32223	8189
withdep	relative_ct	lh_VMV3	0.013337	1.205	0.22824	8189
withdep	relative_ct	lh_VVC	0.028643	2.5887	0.0096521	8189
withdep	relative_ct	lh_a10p	-0.0022172	-0.2003	0.84125	8189
withdep	relative_ct	lh_a24	0.010058	0.90869	0.36354	8189
withdep	relative_ct	lh_a24pr	0.011983	1.0826	0.27901	8189
withdep	relative_ct	lh_a32pr	0.01455	1.3146	0.18869	8189
withdep	relative_ct	lh_a47r	-0.0092587	-0.83645	0.40293	8189
withdep	relative_ct	lh_a9-46v	0.0022024	0.19896	0.8423	8189
withdep	relative_ct	lh_d23ab	-0.0016721	-0.15105	0.87994	8189
withdep	relative_ct	lh_d32	0.0068601	0.61975	0.53544	8189
withdep	relative_ct	lh_i6-8	0.0064859	0.58593	0.55794	8189
withdep	relative_ct	lh_p10p	0.010928	0.98724	0.32356	8189
withdep	relative_ct	lh_p24	0.011988	1.083	0.27883	8189
withdep	relative_ct	lh_p24pr	0.025009	2.26	0.023846	8189
withdep	relative_ct	lh_p32	-0.00011096	-0.010024	0.992	8189
withdep	relative_ct	lh_p32pr	0.017131	1.5478	0.1217	8189
withdep	relative_ct	lh_p47r	0.00166	0.14996	0.8808	8189
withdep	relative_ct	lh_p9-46v	0.0020828	0.18816	0.85076	8189
withdep	relative_ct	lh_pOFC	-0.022408	-2.0248	0.042919	8189
withdep	relative_ct	lh_s32	0.010777	0.97365	0.33026	8189
withdep	relative_ct	lh_s6-8	-0.015084	-1.3628	0.17297	8189
withdep	relative_ct	lh_v23ab	-0.0022936	-0.2072	0.83586	8189
internal	absolute	lh_1	0.017677	1.5973	0.11023	8189
internal	absolute	lh_10d	-0.0063996	-0.57821	0.56314	8189
internal	absolute	lh_10pp	-0.010433	-0.94269	0.34587	8189
internal	absolute	lh_10r	-0.00023626	-0.021346	0.98297	8189
internal	absolute	lh_10v	-0.001129	-0.10201	0.91875	8189
internal	absolute	lh_11l	-0.016846	-1.5223	0.12798	8189
internal	absolute	lh_13l	-0.0030712	-0.27748	0.78142	8189
internal	absolute	lh_2	0.031077	2.8092	0.0049786	8189
internal	absolute	lh_23c	0.00512	0.4626	0.64366	8189
internal	absolute	lh_23d	-0.0066014	-0.59644	0.5509	8189
internal	absolute	lh_24dd	0.02241	2.0253	0.042873	8189
internal	absolute	lh_24dv	0.030182	2.7282	0.0063819	8189
internal	absolute	lh_25	-0.01509	-1.3635	0.17276	8189
internal	absolute	lh_31a	-0.0049096	-0.44358	0.65736	8189
internal	absolute	lh_31pd	-0.007612	-0.68776	0.49162	8189
internal	absolute	lh_31pv	0.0017554	0.1586	0.87399	8189
internal	absolute	lh_33pr	-0.0068887	-0.6224	0.53369	8189
internal	absolute	lh_3a	0.0039191	0.35409	0.72328	8189
internal	absolute	lh_3b	0.017283	1.5617	0.1184	8189
internal	absolute	lh_4	-0.0049636	-0.44847	0.65383	8189
internal	absolute	lh_43	-0.0038866	-0.35116	0.72548	8189
internal	absolute	lh_44	0.00057854	0.052271	0.95831	8189
internal	absolute	lh_45	0.026394	2.3855	0.017076	8189
internal	absolute	lh_46	0.0040917	0.36969	0.71162	8189
internal	absolute	lh_47l	0.00062499	0.056468	0.95497	8189
internal	absolute	lh_47m	0.0085144	0.7693	0.44174	8189
internal	absolute	lh_47s	0.018353	1.6585	0.097263	8189
internal	absolute	lh_52	0.029107	2.631	0.0085305	8189
internal	absolute	lh_55b	0.018268	1.6508	0.09882	8189
internal	absolute	lh_5L	0.007071	0.63888	0.52292	8189
internal	absolute	lh_5m	0.033357	3.0154	0.002574	8189
internal	absolute	lh_5mv	0.021178	1.9138	0.055675	8189
internal	absolute	lh_6a	0.003691	0.33348	0.73878	8189
internal	absolute	lh_6d	0.0016497	0.14905	0.88152	8189
internal	absolute	lh_6ma	0.0037353	0.33749	0.73576	8189
internal	absolute	lh_6mp	0.0082087	0.74168	0.4583	8189
internal	absolute	lh_6r	0.0067728	0.61193	0.5406	8189
internal	absolute	lh_6v	0.012219	1.104	0.26962	8189
internal	absolute	lh_7AL	0.0046168	0.41713	0.6766	8189
internal	absolute	lh_7Am	-0.0098451	-0.88955	0.37374	8189
internal	absolute	lh_7PC	-0.0083289	-0.75254	0.45175	8189
internal	absolute	lh_7PL	-0.00082064	-0.074144	0.9409	8189
internal	absolute	lh_7Pm	0.0084711	0.76539	0.44406	8189
internal	absolute	lh_7m	0.031601	2.8566	0.004293	8189
internal	absolute	lh_8Ad	0.0093361	0.84355	0.39895	8189
internal	absolute	lh_8Av	-0.0017728	-0.16017	0.87275	8189
internal	absolute	lh_8BL	0.0054234	0.49001	0.62414	8189
internal	absolute	lh_8BM	0.011663	1.0538	0.29199	8189
internal	absolute	lh_8C	0.018393	1.6621	0.096528	8189
internal	absolute	lh_9-46d	-0.0063288	-0.57181	0.56747	8189
internal	absolute	lh_9a	-0.019012	-1.718	0.085834	8189
internal	absolute	lh_9m	0.0067494	0.60982	0.542	8189
internal	absolute	lh_9p	-0.0038977	-0.35216	0.72473	8189
internal	absolute	lh_A1	0.035048	3.1685	0.0015377	8189
internal	absolute	lh_A4	0.031704	2.8659	0.0041694	8189
internal	absolute	lh_A5	0.034187	3.0906	0.0020043	8189
internal	absolute	lh_AAIC	-0.014383	-1.2996	0.19376	8189
internal	absolute	lh_AIP	0.0054032	0.48818	0.62543	8189
internal	absolute	lh_AVI	0.010854	0.98069	0.32677	8189
internal	absolute	lh_DVT	0.025839	2.3353	0.019551	8189
internal	absolute	lh_EC	0.014441	1.3049	0.19198	8189
internal	absolute	lh_FEF	0.026384	2.3846	0.01712	8189
internal	absolute	lh_FFC	0.013489	1.2189	0.22293	8189
internal	absolute	lh_FOP1	0.0097582	0.88169	0.37797	8189
internal	absolute	lh_FOP2	0.011997	1.084	0.27838	8189
internal	absolute	lh_FOP3	0.020506	1.8531	0.063899	8189
internal	absolute	lh_FOP4	0.0063086	0.56999	0.5687	8189
internal	absolute	lh_FOP5	0.019709	1.781	0.07495	8189
internal	absolute	lh_FST	0.010132	0.91548	0.35997	8189
internal	absolute	lh_IFJa	0.013813	1.2481	0.21203	8189
internal	absolute	lh_IFJp	0.00079635	0.071949	0.94264	8189
internal	absolute	lh_IFSa	0.010181	0.91986	0.35767	8189
internal	absolute	lh_IFSp	0.015069	1.3616	0.17335	8189
internal	absolute	lh_IP0	0.0029258	0.26435	0.79152	8189
internal	absolute	lh_IP1	0.010425	0.94197	0.34624	8189
internal	absolute	lh_IP2	0.0081975	0.74067	0.45892	8189
internal	absolute	lh_IPS1	0.013186	1.1914	0.23352	8189
internal	absolute	lh_Ig	0.0028191	0.25471	0.79896	8189
internal	absolute	lh_LBelt	0.014455	1.3062	0.19153	8189
internal	absolute	lh_LIPd	0.013961	1.2615	0.20717	8189
internal	absolute	lh_LIPv	-0.0055753	-0.50373	0.61446	8189
internal	absolute	lh_LO1	0.013386	1.2095	0.2265	8189
internal	absolute	lh_LO2	0.019911	1.7993	0.072002	8189
internal	absolute	lh_LO3	0.017407	1.5729	0.11577	8189
internal	absolute	lh_MBelt	0.024094	2.1775	0.029469	8189
internal	absolute	lh_MI	0.017318	1.5649	0.11764	8189
internal	absolute	lh_MIP	0.0059751	0.53985	0.58931	8189
internal	absolute	lh_MST	0.024321	2.1981	0.027973	8189
internal	absolute	lh_MT	0.023873	2.1575	0.030996	8189
internal	absolute	lh_OFC	-0.031145	-2.8153	0.0048852	8189
internal	absolute	lh_OP1	-0.010744	-0.97079	0.33168	8189
internal	absolute	lh_OP2-3	0.0079086	0.71456	0.4749	8189
internal	absolute	lh_OP4	0.018766	1.6958	0.089956	8189
internal	absolute	lh_PBelt	0.026883	2.4297	0.015131	8189
internal	absolute	lh_PCV	0.017864	1.6142	0.10652	8189
internal	absolute	lh_PEF	0.0059341	0.53615	0.59187	8189
internal	absolute	lh_PF	0.024878	2.2484	0.024578	8189
internal	absolute	lh_PFcm	0.034398	3.1097	0.0018794	8189
internal	absolute	lh_PFm	0.012237	1.1057	0.2689	8189
internal	absolute	lh_PFop	0.0061351	0.55431	0.57938	8189
internal	absolute	lh_PFt	0.0053038	0.4792	0.63181	8189
internal	absolute	lh_PGi	0.012192	1.1016	0.27065	8189
internal	absolute	lh_PGp	0.016349	1.4773	0.13963	8189
internal	absolute	lh_PGs	0.013582	1.2273	0.21975	8189
internal	absolute	lh_PH	0.033878	3.0627	0.002201	8189
internal	absolute	lh_PHA1	0.0051721	0.46731	0.64029	8189
internal	absolute	lh_PHA2	0.022069	1.9944	0.046144	8189
internal	absolute	lh_PHA3	0.0091858	0.82997	0.40658	8189
internal	absolute	lh_PHT	0.0096412	0.87112	0.38371	8189
internal	absolute	lh_PI	0.018737	1.6931	0.090466	8189
internal	absolute	lh_PIT	0.0064384	0.58172	0.56077	8189
internal	absolute	lh_POS1	0.015944	1.4407	0.14971	8189
internal	absolute	lh_POS2	0.020137	1.8197	0.068839	8189
internal	absolute	lh_PSL	0.014141	1.2777	0.20137	8189
internal	absolute	lh_PeEc	0.024678	2.2303	0.025755	8189
internal	absolute	lh_Pir	-0.022305	-2.0157	0.043862	8189
internal	absolute	lh_PoI1	0.011037	0.99725	0.31867	8189
internal	absolute	lh_PoI2	-0.010853	-0.98065	0.3268	8189
internal	absolute	lh_PreS	0.01133	1.0237	0.30601	8189
internal	absolute	lh_ProS	0.023687	2.1407	0.032326	8189
internal	absolute	lh_RI	0.021835	1.9732	0.048501	8189
internal	absolute	lh_RSC	-0.0050985	-0.46065	0.64506	8189
internal	absolute	lh_SCEF	0.0073278	0.66208	0.50794	8189
internal	absolute	lh_SFL	-0.013808	-1.2476	0.2122	8189
internal	absolute	lh_STGa	0.016112	1.4559	0.14546	8189
internal	absolute	lh_STSda	0.023743	2.1458	0.031919	8189
internal	absolute	lh_STSdp	0.007349	0.66399	0.50671	8189
internal	absolute	lh_STSva	0.02418	2.1853	0.028895	8189
internal	absolute	lh_STSvp	0.0037288	0.3369	0.7362	8189
internal	absolute	lh_STV	0.019071	1.7234	0.08486	8189
internal	absolute	lh_TA2	0.026256	2.3731	0.017664	8189
internal	absolute	lh_TE1a	0.023095	2.0872	0.036901	8189
internal	absolute	lh_TE1m	0.0068775	0.62139	0.53436	8189
internal	absolute	lh_TE1p	-0.00065242	-0.058946	0.953	8189
internal	absolute	lh_TE2a	0.0079078	0.71449	0.47495	8189
internal	absolute	lh_TE2p	0.0079378	0.71719	0.47327	8189
internal	absolute	lh_TF	0.026664	2.4099	0.015978	8189
internal	absolute	lh_TGd	0.019083	1.7245	0.08466	8189
internal	absolute	lh_TGv	0.010338	0.93408	0.35029	8189
internal	absolute	lh_TPOJ1	0.014046	1.2692	0.2044	8189
internal	absolute	lh_TPOJ2	0.017501	1.5814	0.11382	8189
internal	absolute	lh_TPOJ3	0.027656	2.4997	0.01245	8189
internal	absolute	lh_V1	0.0060503	0.54665	0.58463	8189
internal	absolute	lh_V2	0.015966	1.4427	0.14914	8189
internal	absolute	lh_V3	0.02236	2.0207	0.04334	8189
internal	absolute	lh_V3A	0.028895	2.6118	0.0090239	8189
internal	absolute	lh_V3B	0.0080902	0.73097	0.46482	8189
internal	absolute	lh_V3CD	0.019573	1.7687	0.076976	8189
internal	absolute	lh_V4	0.02411	2.179	0.029361	8189
internal	absolute	lh_V4t	0.019168	1.7321	0.083286	8189
internal	absolute	lh_V6	0.038212	3.4549	0.0005532	8189
internal	absolute	lh_V6A	0.027801	2.5128	0.011997	8189
internal	absolute	lh_V7	0.028016	2.5322	0.011352	8189
internal	absolute	lh_V8	-0.0013418	-0.12123	0.90351	8189
internal	absolute	lh_VIP	-0.0051836	-0.46834	0.63955	8189
internal	absolute	lh_VMV1	0.046856	4.238	2.2797e-05	8189
internal	absolute	lh_VMV2	0.0029555	0.26702	0.78946	8189
internal	absolute	lh_VMV3	0.020273	1.832	0.066987	8189
internal	absolute	lh_VVC	0.035795	3.2362	0.0012164	8189
internal	absolute	lh_a10p	0.0016022	0.14476	0.8849	8189
internal	absolute	lh_a24	-0.0083479	-0.75425	0.45072	8189
internal	absolute	lh_a24pr	0.028909	2.613	0.0089925	8189
internal	absolute	lh_a32pr	0.010958	0.99011	0.32215	8189
internal	absolute	lh_a47r	-0.0041864	-0.37824	0.70526	8189
internal	absolute	lh_a9-46v	-0.0020732	-0.18731	0.85142	8189
internal	absolute	lh_d23ab	0.014298	1.2919	0.19641	8189
internal	absolute	lh_d32	0.019824	1.7914	0.073265	8189
internal	absolute	lh_i6-8	0.0098324	0.88839	0.37436	8189
internal	absolute	lh_p10p	0.0052615	0.47538	0.63453	8189
internal	absolute	lh_p24	0.0093381	0.84373	0.39885	8189
internal	absolute	lh_p24pr	0.025203	2.2778	0.022762	8189
internal	absolute	lh_p32	-0.013376	-1.2087	0.22683	8189
internal	absolute	lh_p32pr	0.01566	1.415	0.1571	8189
internal	absolute	lh_p47r	0.0071531	0.64629	0.51811	8189
internal	absolute	lh_p9-46v	0.0049226	0.44476	0.6565	8189
internal	absolute	lh_pOFC	-0.015544	-1.4046	0.16018	8189
internal	absolute	lh_s32	-0.0010825	-0.097804	0.92209	8189
internal	absolute	lh_s6-8	0.013095	1.1832	0.23677	8189
internal	absolute	lh_v23ab	0.026557	2.4002	0.016407	8189
internal	relative	lh_1	0.0062059	0.56067	0.57503	8189
internal	relative	lh_10d	-0.017128	-1.5476	0.12175	8189
internal	relative	lh_10pp	-0.01979	-1.7882	0.073777	8189
internal	relative	lh_10r	-0.0082286	-0.74343	0.45724	8189
internal	relative	lh_10v	-0.010157	-0.91767	0.35882	8189
internal	relative	lh_11l	-0.027901	-2.5217	0.011699	8189
internal	relative	lh_13l	-0.013241	-1.1964	0.23158	8189
internal	relative	lh_2	0.020895	1.8882	0.059038	8189
internal	relative	lh_23c	-0.0085952	-0.77655	0.43744	8189
internal	relative	lh_23d	-0.01391	-1.2568	0.20885	8189
internal	relative	lh_24dd	0.011723	1.0592	0.28954	8189
internal	relative	lh_24dv	0.021866	1.976	0.048194	8189
internal	relative	lh_25	-0.01864	-1.6843	0.09216	8189
internal	relative	lh_31a	-0.015352	-1.3871	0.16544	8189
internal	relative	lh_31pd	-0.021707	-1.9615	0.049852	8189
internal	relative	lh_31pv	-0.0104	-0.9396	0.34745	8189
internal	relative	lh_33pr	-0.0087466	-0.79023	0.42942	8189
internal	relative	lh_3a	-0.0042124	-0.38057	0.70353	8189
internal	relative	lh_3b	0.011683	1.0555	0.29121	8189
internal	relative	lh_4	-0.007337	-0.66287	0.50743	8189
internal	relative	lh_43	-0.014606	-1.3197	0.18696	8189
internal	relative	lh_44	-0.010896	-0.98444	0.32493	8189
internal	relative	lh_45	0.016404	1.4822	0.13833	8189
internal	relative	lh_46	-0.011754	-1.062	0.28829	8189
internal	relative	lh_47l	-0.011282	-1.0193	0.3081	8189
internal	relative	lh_47m	-0.000625	-0.056465	0.95497	8189
internal	relative	lh_47s	0.010502	0.94888	0.34271	8189
internal	relative	lh_52	0.022128	1.9996	0.045579	8189
internal	relative	lh_55b	0.0091348	0.8253	0.40922	8189
internal	relative	lh_5L	-0.0044718	-0.404	0.68622	8189
internal	relative	lh_5m	0.024229	2.1896	0.02858	8189
internal	relative	lh_5mv	0.0098086	0.88619	0.37554	8189
internal	relative	lh_6a	-0.01097	-0.99114	0.32165	8189
internal	relative	lh_6d	-0.0095608	-0.86379	0.38773	8189
internal	relative	lh_6ma	-0.0079326	-0.71668	0.47359	8189
internal	relative	lh_6mp	-0.0035985	-0.3251	0.74511	8189
internal	relative	lh_6r	-0.0063831	-0.57668	0.56417	8189
internal	relative	lh_6v	0.0024793	0.22399	0.82277	8189
internal	relative	lh_7AL	-0.0064862	-0.586	0.55789	8189
internal	relative	lh_7Am	-0.023566	-2.1296	0.033231	8189
internal	relative	lh_7PC	-0.023249	-2.101	0.035672	8189
internal	relative	lh_7PL	-0.012916	-1.167	0.24325	8189
internal	relative	lh_7Pm	-0.0014659	-0.13244	0.89464	8189
internal	relative	lh_7m	0.022088	1.996	0.04597	8189
internal	relative	lh_8Ad	-0.0044426	-0.40137	0.68816	8189
internal	relative	lh_8Av	-0.01071	-0.9676	0.33327	8189
internal	relative	lh_8BL	-0.0057511	-0.51958	0.60337	8189
internal	relative	lh_8BM	0.00019117	0.017271	0.98622	8189
internal	relative	lh_8C	0.0059925	0.54139	0.58825	8189
internal	relative	lh_9-46d	-0.021986	-1.9868	0.046978	8189
internal	relative	lh_9a	-0.032656	-2.9518	0.003168	8189
internal	relative	lh_9m	-0.0059924	-0.54138	0.58826	8189
internal	relative	lh_9p	-0.017488	-1.5802	0.1141	8189
internal	relative	lh_A1	0.027291	2.4665	0.013665	8189
internal	relative	lh_A4	0.021789	1.969	0.048988	8189
internal	relative	lh_A5	0.025016	2.2608	0.0238	8189
internal	relative	lh_AAIC	-0.017013	-1.5372	0.12428	8189
internal	relative	lh_AIP	-0.0094577	-0.85448	0.39286	8189
internal	relative	lh_AVI	0.0026658	0.24084	0.80968	8189
internal	relative	lh_DVT	0.015192	1.3727	0.1699	8189
internal	relative	lh_EC	0.011857	1.0713	0.28409	8189
internal	relative	lh_FEF	0.017354	1.5681	0.11691	8189
internal	relative	lh_FFC	0.00083049	0.075029	0.94019	8189
internal	relative	lh_FOP1	0.0017681	0.15974	0.87309	8189
internal	relative	lh_FOP2	0.0045837	0.41411	0.6788	8189
internal	relative	lh_FOP3	0.014144	1.2779	0.20131	8189
internal	relative	lh_FOP4	-0.0032008	-0.28918	0.77245	8189
internal	relative	lh_FOP5	0.011152	1.0076	0.31367	8189
internal	relative	lh_FST	-0.0017969	-0.16233	0.87105	8189
internal	relative	lh_IFJa	0.0041152	0.37178	0.71006	8189
internal	relative	lh_IFJp	-0.0077809	-0.70297	0.48209	8189
internal	relative	lh_IFSa	-0.0027459	-0.24808	0.80408	8189
internal	relative	lh_IFSp	0.0038572	0.34848	0.72749	8189
internal	relative	lh_IP0	-0.010731	-0.96956	0.33229	8189
internal	relative	lh_IP1	-0.0037605	-0.33974	0.73406	8189
internal	relative	lh_IP2	-0.0049891	-0.45074	0.65219	8189
internal	relative	lh_IPS1	0.0012889	0.11644	0.9073	8189
internal	relative	lh_Ig	-0.005749	-0.5194	0.6035	8189
internal	relative	lh_LBelt	0.0048941	0.44215	0.65839	8189
internal	relative	lh_LIPd	0.0030704	0.27739	0.78149	8189
internal	relative	lh_LIPv	-0.018372	-1.6601	0.09693	8189
internal	relative	lh_LO1	0.0027122	0.24504	0.80644	8189
internal	relative	lh_LO2	0.010249	0.92601	0.35447	8189
internal	relative	lh_LO3	0.0067941	0.61382	0.53935	8189
internal	relative	lh_MBelt	0.015044	1.3593	0.17408	8189
internal	relative	lh_MI	0.0099076	0.89514	0.37074	8189
internal	relative	lh_MIP	-0.0073045	-0.65993	0.50932	8189
internal	relative	lh_MST	0.014594	1.3186	0.18734	8189
internal	relative	lh_MT	0.013772	1.2443	0.21341	8189
internal	relative	lh_OFC	-0.038722	-3.5009	0.00046614	8189
internal	relative	lh_OP1	-0.020119	-1.818	0.069104	8189
internal	relative	lh_OP2-3	-0.0001134	-0.010245	0.99183	8189
internal	relative	lh_OP4	0.0079136	0.71497	0.47465	8189
internal	relative	lh_PBelt	0.017294	1.5627	0.11817	8189
internal	relative	lh_PCV	0.00595	0.53756	0.5909	8189
internal	relative	lh_PEF	-0.0025225	-0.22789	0.81974	8189
internal	relative	lh_PF	0.014268	1.2891	0.1974	8189
internal	relative	lh_PFcm	0.025809	2.3325	0.019701	8189
internal	relative	lh_PFm	-0.0028479	-0.25729	0.79696	8189
internal	relative	lh_PFop	-0.0042634	-0.38518	0.70012	8189
internal	relative	lh_PFt	-0.0064189	-0.57992	0.56199	8189
internal	relative	lh_PGi	-0.0037243	-0.33647	0.73653	8189
internal	relative	lh_PGp	0.0048968	0.4424	0.65821	8189
internal	relative	lh_PGs	0.00016105	0.01455	0.98839	8189
internal	relative	lh_PH	0.024583	2.2216	0.026335	8189
internal	relative	lh_PHA1	0.00063555	0.057418	0.95421	8189
internal	relative	lh_PHA2	0.015276	1.3802	0.16756	8189
internal	relative	lh_PHA3	0.00063001	0.056918	0.95461	8189
internal	relative	lh_PHT	-0.0030605	-0.2765	0.78217	8189
internal	relative	lh_PI	0.011541	1.0427	0.29711	8189
internal	relative	lh_PIT	-0.0043897	-0.39658	0.69169	8189
internal	relative	lh_POS1	0.0052451	0.47387	0.6356	8189
internal	relative	lh_POS2	0.0072304	0.65324	0.51362	8189
internal	relative	lh_PSL	0.003676	0.33211	0.73982	8189
internal	relative	lh_PeEc	0.01838	1.6608	0.096793	8189
internal	relative	lh_Pir	-0.02576	-2.328	0.019934	8189
internal	relative	lh_PoI1	0.0061621	0.55672	0.57774	8189
internal	relative	lh_PoI2	-0.015891	-1.4358	0.1511	8189
internal	relative	lh_PreS	0.0096857	0.87509	0.38155	8189
internal	relative	lh_ProS	0.018143	1.6394	0.10117	8189
internal	relative	lh_RI	0.012139	1.0967	0.27279	8189
internal	relative	lh_RSC	-0.0089786	-0.8112	0.41728	8189
internal	relative	lh_SCEF	-0.0048886	-0.44166	0.65875	8189
internal	relative	lh_SFL	-0.024334	-2.1991	0.027899	8189
internal	relative	lh_STGa	0.0076607	0.69212	0.48888	8189
internal	relative	lh_STSda	0.013539	1.2233	0.22126	8189
internal	relative	lh_STSdp	-0.0059731	-0.53964	0.58946	8189
internal	relative	lh_STSva	0.015081	1.3626	0.17303	8189
internal	relative	lh_STSvp	-0.0090701	-0.81946	0.41255	8189
internal	relative	lh_STV	0.008354	0.75476	0.45042	8189
internal	relative	lh_TA2	0.019212	1.736	0.082593	8189
internal	relative	lh_TE1a	0.013969	1.2622	0.20693	8189
internal	relative	lh_TE1m	-0.0029714	-0.26845	0.78836	8189
internal	relative	lh_TE1p	-0.013075	-1.1813	0.23752	8189
internal	relative	lh_TE2a	-0.0045844	-0.41418	0.67876	8189
internal	relative	lh_TE2p	-0.0025131	-0.22704	0.8204	8189
internal	relative	lh_TF	0.018706	1.6902	0.091022	8189
internal	relative	lh_TGd	0.011297	1.0206	0.30745	8189
internal	relative	lh_TGv	0.0016587	0.14986	0.88088	8189
internal	relative	lh_TPOJ1	9.7753e-05	0.0088314	0.99295	8189
internal	relative	lh_TPOJ2	0.0049674	0.44878	0.65361	8189
internal	relative	lh_TPOJ3	0.01778	1.6066	0.10819	8189
internal	relative	lh_V1	-0.0009698	-0.087615	0.93018	8189
internal	relative	lh_V2	0.0042267	0.38186	0.70258	8189
internal	relative	lh_V3	0.012097	1.093	0.27444	8189
internal	relative	lh_V3A	0.018694	1.6892	0.091225	8189
internal	relative	lh_V3B	-0.0031642	-0.28587	0.77499	8189
internal	relative	lh_V3CD	0.0091474	0.82645	0.40857	8189
internal	relative	lh_V4	0.011799	1.066	0.28645	8189
internal	relative	lh_V4t	0.0094228	0.85133	0.39461	8189
internal	relative	lh_V6	0.029724	2.6866	0.0072331	8189
internal	relative	lh_V6A	0.019366	1.7499	0.080174	8189
internal	relative	lh_V7	0.018583	1.6792	0.093158	8189
internal	relative	lh_V8	-0.014325	-1.2943	0.19559	8189
internal	relative	lh_VIP	-0.01772	-1.6012	0.10938	8189
internal	relative	lh_VMV1	0.041328	3.7369	0.00018755	8189
internal	relative	lh_VMV2	-0.0061535	-0.55594	0.57827	8189
internal	relative	lh_VMV3	0.011283	1.0194	0.30802	8189
internal	relative	lh_VVC	0.028895	2.6116	0.0090284	8189
internal	relative	lh_a10p	-0.0081254	-0.7341	0.46291	8189
internal	relative	lh_a24	-0.016408	-1.4826	0.13823	8189
internal	relative	lh_a24pr	0.021926	1.9813	0.047588	8189
internal	relative	lh_a32pr	0.001375	0.12422	0.90114	8189
internal	relative	lh_a47r	-0.019253	-1.7397	0.081944	8189
internal	relative	lh_a9-46v	-0.015677	-1.4165	0.15666	8189
internal	relative	lh_d23ab	0.0054758	0.49471	0.62082	8189
internal	relative	lh_d32	0.0099158	0.89588	0.37034	8189
internal	relative	lh_i6-8	-0.00099382	-0.089786	0.92846	8189
internal	relative	lh_p10p	-0.0056495	-0.51041	0.60978	8189
internal	relative	lh_p24	0.0024111	0.21782	0.82757	8189
internal	relative	lh_p24pr	0.017745	1.6034	0.10889	8189
internal	relative	lh_p32	-0.024469	-2.2113	0.027046	8189
internal	relative	lh_p32pr	0.0055414	0.50064	0.61664	8189
internal	relative	lh_p47r	-0.0037741	-0.34097	0.73314	8189
internal	relative	lh_p9-46v	-0.0089942	-0.81261	0.41647	8189
internal	relative	lh_pOFC	-0.019318	-1.7456	0.080916	8189
internal	relative	lh_s32	-0.0076036	-0.68696	0.49213	8189
internal	relative	lh_s6-8	0.0035034	0.31652	0.75162	8189
internal	relative	lh_v23ab	0.018724	1.6919	0.09071	8189
internal	absolute_ct	lh_1	-0.015027	-1.3577	0.17458	8189
internal	absolute_ct	lh_10d	0.0063742	0.57588	0.56471	8189
internal	absolute_ct	lh_10pp	-0.016937	-1.5303	0.12597	8189
internal	absolute_ct	lh_10r	-0.0065452	-0.59133	0.55432	8189
internal	absolute_ct	lh_10v	-0.0013893	-0.12552	0.90012	8189
internal	absolute_ct	lh_11l	-0.025121	-2.2702	0.023221	8189
internal	absolute_ct	lh_13l	0.0022084	0.19952	0.84186	8189
internal	absolute_ct	lh_2	0.017564	1.587	0.11255	8189
internal	absolute_ct	lh_23c	-0.0094793	-0.85644	0.39178	8189
internal	absolute_ct	lh_23d	-0.013753	-1.2426	0.21406	8189
internal	absolute_ct	lh_24dd	0.019142	1.7297	0.083722	8189
internal	absolute_ct	lh_24dv	0.040241	3.6385	0.00027597	8189
internal	absolute_ct	lh_25	-0.0083457	-0.754	0.45087	8189
internal	absolute_ct	lh_31a	-0.014548	-1.3145	0.18873	8189
internal	absolute_ct	lh_31pd	-0.020218	-1.8269	0.067744	8189
internal	absolute_ct	lh_31pv	-0.0096161	-0.8688	0.38498	8189
internal	absolute_ct	lh_33pr	-0.0093795	-0.84741	0.39679	8189
internal	absolute_ct	lh_3a	0.0031728	0.28664	0.77439	8189
internal	absolute_ct	lh_3b	-0.020896	-1.8883	0.059027	8189
internal	absolute_ct	lh_4	-0.00064475	-0.058249	0.95355	8189
internal	absolute_ct	lh_43	0.002816	0.25441	0.79918	8189
internal	absolute_ct	lh_44	0.0025591	0.2312	0.81717	8189
internal	absolute_ct	lh_45	0.023853	2.1556	0.031146	8189
internal	absolute_ct	lh_46	-0.0016651	-0.15043	0.88043	8189
internal	absolute_ct	lh_47l	-0.010513	-0.94981	0.34224	8189
internal	absolute_ct	lh_47m	-0.00034905	-0.031535	0.97484	8189
internal	absolute_ct	lh_47s	-0.0024506	-0.22139	0.82479	8189
internal	absolute_ct	lh_52	0.026457	2.3911	0.016821	8189
internal	absolute_ct	lh_55b	0.01609	1.4538	0.14603	8189
