outcome	map	label	r	t	p	n
rulebreak	absolute_ct	lh_IFSp	0.042288	3.8222	0.00013324	8182
rulebreak	absolute_ct	lh_IP0	0.03868	3.4957	0.00047542	8182
rulebreak	absolute_ct	lh_IP1	0.025903	2.34	0.019308	8182
rulebreak	absolute_ct	lh_IP2	0.026884	2.4287	0.015176	8182
rulebreak	absolute_ct	lh_IPS1	0.027291	2.4654	0.013707	8182
rulebreak	absolute_ct	lh_Ig	0.023875	2.1566	0.031065	8182
rulebreak	absolute_ct	lh_LBelt	0.012616	1.1393	0.25459	8182
rulebreak	absolute_ct	lh_LIPd	0.018417	1.6635	0.096259	8182
rulebreak	absolute_ct	lh_LIPv	-0.0014658	-0.13237	0.89469	8182
rulebreak	absolute_ct	lh_LO1	0.019583	1.7688	0.076973	8182
rulebreak	absolute_ct	lh_LO2	0.015627	1.4114	0.15817	8182
rulebreak	absolute_ct	lh_LO3	0.018098	1.6346	0.10218	8182
rulebreak	absolute_ct	lh_MBelt	0.03027	2.7348	0.0062559	8182
rulebreak	absolute_ct	lh_MI	0.014609	1.3194	0.18708	8182
rulebreak	absolute_ct	lh_MIP	0.029239	2.6416	0.0082682	8182
rulebreak	absolute_ct	lh_MST	0.02719	2.4563	0.014058	8182
rulebreak	absolute_ct	lh_MT	0.026849	2.4255	0.015308	8182
rulebreak	absolute_ct	lh_OFC	0.011216	1.0129	0.31114	8182
rulebreak	absolute_ct	lh_OP1	0.0045267	0.40879	0.6827	8182
rulebreak	absolute_ct	lh_OP2-3	0.025016	2.2598	0.023861	8182
rulebreak	absolute_ct	lh_OP4	0.018678	1.687	0.091633	8182
rulebreak	absolute_ct	lh_PBelt	0.026085	2.3564	0.018476	8182
rulebreak	absolute_ct	lh_PCV	0.014229	1.2851	0.1988	8182
rulebreak	absolute_ct	lh_PEF	0.018106	1.6353	0.10203	8182
rulebreak	absolute_ct	lh_PF	0.025907	2.3403	0.019293	8182
rulebreak	absolute_ct	lh_PFcm	0.026721	2.4139	0.015804	8182
rulebreak	absolute_ct	lh_PFm	0.019704	1.7797	0.075158	8182
rulebreak	absolute_ct	lh_PFop	0.026528	2.3965	0.016577	8182
rulebreak	absolute_ct	lh_PFt	0.020292	1.8329	0.066856	8182
rulebreak	absolute_ct	lh_PGi	0.029029	2.6226	0.0087422	8182
rulebreak	absolute_ct	lh_PGp	0.034747	3.1397	0.0016973	8182
rulebreak	absolute_ct	lh_PGs	0.030115	2.7208	0.0065261	8182
rulebreak	absolute_ct	lh_PH	0.023821	2.1517	0.031448	8182
rulebreak	absolute_ct	lh_PHA1	0.0060767	0.54877	0.58318	8182
rulebreak	absolute_ct	lh_PHA2	0.011083	1.0009	0.3169	8182
rulebreak	absolute_ct	lh_PHA3	0.017086	1.5432	0.12282	8182
rulebreak	absolute_ct	lh_PHT	0.023515	2.1241	0.033689	8182
rulebreak	absolute_ct	lh_PI	0.012579	1.136	0.25597	8182
rulebreak	absolute_ct	lh_PIT	0.01341	1.2111	0.2259	8182
rulebreak	absolute_ct	lh_POS1	0.029766	2.6892	0.0071768	8182
rulebreak	absolute_ct	lh_POS2	0.026282	2.3742	0.017609	8182
rulebreak	absolute_ct	lh_PSL	0.034461	3.1139	0.001853	8182
rulebreak	absolute_ct	lh_PeEc	0.018984	1.7147	0.086438	8182
rulebreak	absolute_ct	lh_Pir	-0.0052685	-0.47578	0.63424	8182
rulebreak	absolute_ct	lh_PoI1	-0.00017781	-0.016057	0.98719	8182
rulebreak	absolute_ct	lh_PoI2	-0.011206	-1.012	0.31155	8182
rulebreak	absolute_ct	lh_PreS	0.0050339	0.45459	0.64941	8182
rulebreak	absolute_ct	lh_ProS	0.031607	2.8557	0.0043053	8182
rulebreak	absolute_ct	lh_RI	0.027457	2.4804	0.013143	8182
rulebreak	absolute_ct	lh_RSC	-0.0048263	-0.43585	0.66296	8182
rulebreak	absolute_ct	lh_SCEF	0.029762	2.6888	0.0071846	8182
rulebreak	absolute_ct	lh_SFL	0.0093336	0.84291	0.3993	8182
rulebreak	absolute_ct	lh_STGa	0.017093	1.5438	0.12267	8182
rulebreak	absolute_ct	lh_STSda	0.039073	3.5312	0.00041604	8182
rulebreak	absolute_ct	lh_STSdp	0.04316	3.9012	9.6478e-05	8182
rulebreak	absolute_ct	lh_STSva	0.022008	1.9879	0.046855	8182
rulebreak	absolute_ct	lh_STSvp	0.027179	2.4553	0.014098	8182
rulebreak	absolute_ct	lh_STV	0.019307	1.7438	0.081224	8182
rulebreak	absolute_ct	lh_TA2	0.020877	1.8857	0.059374	8182
rulebreak	absolute_ct	lh_TE1a	0.0080726	0.72902	0.46601	8182
rulebreak	absolute_ct	lh_TE1m	0.014879	1.3438	0.17904	8182
rulebreak	absolute_ct	lh_TE1p	0.01474	1.3313	0.18314	8182
rulebreak	absolute_ct	lh_TE2a	0.022955	2.0735	0.038161	8182
rulebreak	absolute_ct	lh_TE2p	0.028861	2.6073	0.0091415	8182
rulebreak	absolute_ct	lh_TF	0.033696	3.0446	0.002337	8182
rulebreak	absolute_ct	lh_TGd	0.028473	2.5723	0.010119	8182
rulebreak	absolute_ct	lh_TGv	0.024066	2.1739	0.029744	8182
rulebreak	absolute_ct	lh_TPOJ1	0.034163	3.0869	0.0020293	8182
rulebreak	absolute_ct	lh_TPOJ2	0.031197	2.8186	0.0048349	8182
rulebreak	absolute_ct	lh_TPOJ3	0.024356	2.2002	0.027824	8182
rulebreak	absolute_ct	lh_V1	0.0083123	0.75067	0.45287	8182
rulebreak	absolute_ct	lh_V2	0.012482	1.1272	0.25968	8182
rulebreak	absolute_ct	lh_V3	0.021648	1.9554	0.050573	8182
rulebreak	absolute_ct	lh_V3A	0.0090497	0.81726	0.4138	8182
rulebreak	absolute_ct	lh_V3B	0.011514	1.0398	0.29845	8182
rulebreak	absolute_ct	lh_V3CD	0.037818	3.4176	0.00063484	8182
rulebreak	absolute_ct	lh_V4	0.023201	2.0957	0.036139	8182
rulebreak	absolute_ct	lh_V4t	0.02629	2.3749	0.017576	8182
rulebreak	absolute_ct	lh_V6	0.01266	1.1434	0.25291	8182
rulebreak	absolute_ct	lh_V6A	0.023856	2.1549	0.031195	8182
rulebreak	absolute_ct	lh_V7	0.024482	2.2116	0.027025	8182
rulebreak	absolute_ct	lh_V8	0.013493	1.2186	0.22305	8182
rulebreak	absolute_ct	lh_VIP	0.00077951	0.070393	0.94388	8182
rulebreak	absolute_ct	lh_VMV1	0.013411	1.2112	0.22587	8182
rulebreak	absolute_ct	lh_VMV2	0.029351	2.6517	0.0080253	8182
rulebreak	absolute_ct	lh_VMV3	0.037594	3.3973	0.0006837	8182
rulebreak	absolute_ct	lh_VVC	0.01987	1.7947	0.072732	8182
rulebreak	absolute_ct	lh_a10p	0.036466	3.2953	0.00098749	8182
rulebreak	absolute_ct	lh_a24	0.020409	1.8434	0.0653	8182
rulebreak	absolute_ct	lh_a24pr	0.010548	0.9526	0.34082	8182
rulebreak	absolute_ct	lh_a32pr	0.027662	2.499	0.012474	8182
rulebreak	absolute_ct	lh_a47r	0.035027	3.1651	0.0015561	8182
rulebreak	absolute_ct	lh_a9-46v	0.033136	2.994	0.0027621	8182
rulebreak	absolute_ct	lh_d23ab	0.024975	2.2561	0.02409	8182
rulebreak	absolute_ct	lh_d32	0.035575	3.2147	0.001311	8182
rulebreak	absolute_ct	lh_i6-8	0.0099982	0.90294	0.36659	8182
rulebreak	absolute_ct	lh_p10p	0.049163	4.445	8.9037e-06	8182
rulebreak	absolute_ct	lh_p24	0.023641	2.1355	0.032749	8182
rulebreak	absolute_ct	lh_p24pr	0.025129	2.27	0.023232	8182
rulebreak	absolute_ct	lh_p32	0.02622	2.3687	0.017876	8182
rulebreak	absolute_ct	lh_p32pr	0.027819	2.5131	0.011986	8182
rulebreak	absolute_ct	lh_p47r	0.036421	3.2912	0.0010019	8182
rulebreak	absolute_ct	lh_p9-46v	0.028902	2.6111	0.0090413	8182
rulebreak	absolute_ct	lh_pOFC	-0.0024889	-0.22476	0.82217	8182
rulebreak	absolute_ct	lh_s32	0.017533	1.5836	0.11332	8182
rulebreak	absolute_ct	lh_s6-8	0.0095949	0.8665	0.38624	8182
rulebreak	absolute_ct	lh_v23ab	0.016626	1.5017	0.13322	8182
rulebreak	relative_ct	lh_1	-0.0048293	-0.43609	0.66278	8182
rulebreak	relative_ct	lh_10d	0.021411	1.9338	0.053171	8182
rulebreak	relative_ct	lh_10pp	-0.00061143	-0.055212	0.95597	8182
rulebreak	relative_ct	lh_10r	0.018634	1.683	0.092421	8182
rulebreak	relative_ct	lh_10v	0.027189	2.456	0.014069	8182
rulebreak	relative_ct	lh_11l	0.0094587	0.85415	0.39305	8182
rulebreak	relative_ct	lh_13l	0.019974	1.804	0.071269	8182
rulebreak	relative_ct	lh_2	-4.839e-05	-0.0043696	0.99651	8182
rulebreak	relative_ct	lh_23c	0.0087275	0.78812	0.43065	8182
rulebreak	relative_ct	lh_23d	0.017604	1.5899	0.11189	8182
rulebreak	relative_ct	lh_24dd	0.030155	2.7243	0.0064584	8182
rulebreak	relative_ct	lh_24dv	0.031002	2.8008	0.00511	8182
rulebreak	relative_ct	lh_25	-0.0085845	-0.77521	0.43824	8182
rulebreak	relative_ct	lh_31a	-0.0014456	-0.13054	0.89614	8182
rulebreak	relative_ct	lh_31pd	0.002944	0.26585	0.79036	8182
rulebreak	relative_ct	lh_31pv	0.011991	1.0828	0.27892	8182
rulebreak	relative_ct	lh_33pr	0.017739	1.6021	0.10917	8182
rulebreak	relative_ct	lh_3a	0.019831	1.7911	0.073316	8182
rulebreak	relative_ct	lh_3b	-0.00019486	-0.017595	0.98596	8182
rulebreak	relative_ct	lh_4	0.016767	1.5143	0.13	8182
rulebreak	relative_ct	lh_43	0.018317	1.6543	0.098108	8182
rulebreak	relative_ct	lh_44	0.015533	1.4028	0.16073	8182
rulebreak	relative_ct	lh_45	0.027898	2.5201	0.011751	8182
rulebreak	relative_ct	lh_46	0.0046031	0.41566	0.67767	8182
rulebreak	relative_ct	lh_47l	0.0052345	0.47268	0.63645	8182
rulebreak	relative_ct	lh_47m	0.010619	0.95895	0.33761	8182
rulebreak	relative_ct	lh_47s	0.0042193	0.38101	0.70321	8182
rulebreak	relative_ct	lh_52	0.028558	2.5799	0.0099014	8182
rulebreak	relative_ct	lh_55b	0.016868	1.5234	0.1277	8182
rulebreak	relative_ct	lh_5L	-0.01496	-1.351	0.17673	8182
rulebreak	relative_ct	lh_5m	-0.00033846	-0.030562	0.97562	8182
rulebreak	relative_ct	lh_5mv	0.015379	1.3889	0.16492	8182
rulebreak	relative_ct	lh_6a	0.013615	1.2296	0.2189	8182
rulebreak	relative_ct	lh_6d	-0.0029319	-0.26475	0.79121	8182
rulebreak	relative_ct	lh_6ma	-0.0018242	-0.16472	0.86917	8182
rulebreak	relative_ct	lh_6mp	0.0065014	0.58709	0.55716	8182
rulebreak	relative_ct	lh_6r	0.019857	1.7934	0.07294	8182
rulebreak	relative_ct	lh_6v	0.015117	1.3652	0.17223	8182
rulebreak	relative_ct	lh_7AL	-0.022319	-2.0159	0.043847	8182
rulebreak	relative_ct	lh_7Am	-0.00083509	-0.075408	0.93989	8182
rulebreak	relative_ct	lh_7PC	-0.014547	-1.3137	0.18897	8182
rulebreak	relative_ct	lh_7PL	0.016207	1.4637	0.14332	8182
rulebreak	relative_ct	lh_7Pm	0.0074441	0.67222	0.50146	8182
rulebreak	relative_ct	lh_7m	0.015129	1.3663	0.17187	8182
rulebreak	relative_ct	lh_8Ad	0.0097524	0.88068	0.37852	8182
rulebreak	relative_ct	lh_8Av	-0.029299	-2.6468	0.0081412	8182
rulebreak	relative_ct	lh_8BL	0.018886	1.7057	0.088098	8182
rulebreak	relative_ct	lh_8BM	0.017991	1.6249	0.10423	8182
rulebreak	relative_ct	lh_8C	0.014771	1.334	0.18226	8182
rulebreak	relative_ct	lh_9-46d	0.0026256	0.2371	0.81259	8182
rulebreak	relative_ct	lh_9a	-0.0029918	-0.27016	0.78704	8182
rulebreak	relative_ct	lh_9m	0.017652	1.5942	0.11093	8182
rulebreak	relative_ct	lh_9p	0.012261	1.1072	0.26823	8182
rulebreak	relative_ct	lh_A1	0.0026614	0.24033	0.81008	8182
rulebreak	relative_ct	lh_A4	-0.0016085	-0.14524	0.88452	8182
rulebreak	relative_ct	lh_A5	0.014752	1.3322	0.18283	8182
rulebreak	relative_ct	lh_AAIC	-0.022732	-2.0532	0.040083	8182
rulebreak	relative_ct	lh_AIP	0.0036844	0.3327	0.73937	8182
rulebreak	relative_ct	lh_AVI	0.029775	2.6899	0.0071629	8182
rulebreak	relative_ct	lh_DVT	0.018201	1.6438	0.10026	8182
rulebreak	relative_ct	lh_EC	-0.014998	-1.3544	0.17564	8182
rulebreak	relative_ct	lh_FEF	0.0042755	0.38608	0.69945	8182
rulebreak	relative_ct	lh_FFC	0.026378	2.3828	0.017205	8182
rulebreak	relative_ct	lh_FOP1	0.02261	2.0422	0.041166	8182
rulebreak	relative_ct	lh_FOP2	0.04612	4.1691	3.0898e-05	8182
rulebreak	relative_ct	lh_FOP3	0.030239	2.7318	0.0063128	8182
rulebreak	relative_ct	lh_FOP4	0.01449	1.3086	0.19072	8182
rulebreak	relative_ct	lh_FOP5	0.029649	2.6785	0.0074103	8182
rulebreak	relative_ct	lh_FST	0.0025917	0.23403	0.81497	8182
rulebreak	relative_ct	lh_IFJa	0.028114	2.5397	0.011113	8182
rulebreak	relative_ct	lh_IFJp	0.017497	1.5803	0.11409	8182
rulebreak	relative_ct	lh_IFSa	0.028891	2.6099	0.0090732	8182
rulebreak	relative_ct	lh_IFSp	0.031478	2.8439	0.0044678	8182
rulebreak	relative_ct	lh_IP0	0.027996	2.529	0.011458	8182
rulebreak	relative_ct	lh_IP1	0.01018	0.91927	0.35798	8182
rulebreak	relative_ct	lh_IP2	0.013404	1.2105	0.22613	8182
rulebreak	relative_ct	lh_IPS1	0.012096	1.0923	0.27472	8182
rulebreak	relative_ct	lh_Ig	0.01726	1.5588	0.11909	8182
rulebreak	relative_ct	lh_LBelt	0.0041586	0.37552	0.70728	8182
rulebreak	relative_ct	lh_LIPd	0.005841	0.52745	0.5979	8182
rulebreak	relative_ct	lh_LIPv	-0.016303	-1.4724	0.14096	8182
rulebreak	relative_ct	lh_LO1	0.0083184	0.75117	0.45257	8182
rulebreak	relative_ct	lh_LO2	0.003905	0.35262	0.72438	8182
rulebreak	relative_ct	lh_LO3	0.0062373	0.56324	0.57329	8182
rulebreak	relative_ct	lh_MBelt	0.020424	1.8447	0.065121	8182
rulebreak	relative_ct	lh_MI	0.0083571	0.75467	0.45047	8182
rulebreak	relative_ct	lh_MIP	0.016157	1.4591	0.14457	8182
rulebreak	relative_ct	lh_MST	0.017022	1.5373	0.12427	8182
rulebreak	relative_ct	lh_MT	0.015622	1.4108	0.15834	8182
rulebreak	relative_ct	lh_OFC	0.0065233	0.58906	0.55584	8182
rulebreak	relative_ct	lh_OP1	-0.0019039	-0.17192	0.86351	8182
rulebreak	relative_ct	lh_OP2-3	0.017808	1.6083	0.10781	8182
rulebreak	relative_ct	lh_OP4	0.0088321	0.79757	0.42514	8182
rulebreak	relative_ct	lh_PBelt	0.016048	1.4493	0.14729	8182
rulebreak	relative_ct	lh_PCV	0.0030764	0.2778	0.78118	8182
rulebreak	relative_ct	lh_PEF	0.01024	0.92468	0.35516	8182
rulebreak	relative_ct	lh_PF	0.015737	1.4213	0.15528	8182
rulebreak	relative_ct	lh_PFcm	0.016069	1.4512	0.14677	8182
rulebreak	relative_ct	lh_PFm	0.0040038	0.36155	0.7177	8182
rulebreak	relative_ct	lh_PFop	0.018224	1.6459	0.099816	8182
rulebreak	relative_ct	lh_PFt	0.010106	0.91265	0.36145	8182
rulebreak	relative_ct	lh_PGi	0.014077	1.2712	0.20368	8182
rulebreak	relative_ct	lh_PGp	0.025052	2.2629	0.023666	8182
rulebreak	relative_ct	lh_PGs	0.018155	1.6396	0.10112	8182
rulebreak	relative_ct	lh_PH	0.012208	1.1025	0.27028	8182
rulebreak	relative_ct	lh_PHA1	0.00045972	0.041513	0.96689	8182
rulebreak	relative_ct	lh_PHA2	0.0049	0.44247	0.65816	8182
rulebreak	relative_ct	lh_PHA3	0.0091479	0.82609	0.40878	8182
rulebreak	relative_ct	lh_PHT	0.011601	1.0477	0.29482	8182
rulebreak	relative_ct	lh_PI	0.0057692	0.52096	0.60241	8182
rulebreak	relative_ct	lh_PIT	0.0018165	0.16403	0.86971	8182
rulebreak	relative_ct	lh_POS1	0.020593	1.8599	0.062935	8182
rulebreak	relative_ct	lh_POS2	0.0067158	0.60645	0.54423	8182
rulebreak	relative_ct	lh_PSL	0.026521	2.3957	0.016611	8182
rulebreak	relative_ct	lh_PeEc	0.01407	1.2706	0.2039	8182
rulebreak	relative_ct	lh_Pir	-0.0061397	-0.55443	0.5793	8182
rulebreak	relative_ct	lh_PoI1	-0.0037026	-0.33434	0.73813	8182
rulebreak	relative_ct	lh_PoI2	-0.011345	-1.0245	0.30563	8182
rulebreak	relative_ct	lh_PreS	0.0048244	0.43564	0.66311	8182
rulebreak	relative_ct	lh_ProS	0.026404	2.3851	0.017097	8182
rulebreak	relative_ct	lh_RI	0.016001	1.4451	0.14848	8182
rulebreak	relative_ct	lh_RSC	-0.0089581	-0.80894	0.41857	8182
rulebreak	relative_ct	lh_SCEF	0.019468	1.7583	0.078736	8182
rulebreak	relative_ct	lh_SFL	0.0045336	0.40938	0.68227	8182
rulebreak	relative_ct	lh_STGa	0.011228	1.0139	0.31065	8182
rulebreak	relative_ct	lh_STSda	0.029496	2.6646	0.0077226	8182
rulebreak	relative_ct	lh_STSdp	0.03241	2.9281	0.0034195	8182
rulebreak	relative_ct	lh_STSva	0.013835	1.2495	0.21154	8182
rulebreak	relative_ct	lh_STSvp	0.016236	1.4663	0.14259	8182
rulebreak	relative_ct	lh_STV	0.0085792	0.77472	0.43853	8182
rulebreak	relative_ct	lh_TA2	0.014855	1.3416	0.17977	8182
rulebreak	relative_ct	lh_TE1a	0.0018874	0.17043	0.86468	8182
rulebreak	relative_ct	lh_TE1m	0.0077819	0.70272	0.48225	8182
rulebreak	relative_ct	lh_TE1p	0.0062401	0.56349	0.57312	8182
rulebreak	relative_ct	lh_TE2a	0.011718	1.0582	0.28999	8182
rulebreak	relative_ct	lh_TE2p	0.018952	1.7117	0.086997	8182
rulebreak	relative_ct	lh_TF	0.023788	2.1486	0.031694	8182
rulebreak	relative_ct	lh_TGd	0.020642	1.8644	0.062308	8182
rulebreak	relative_ct	lh_TGv	0.018384	1.6604	0.096876	8182
rulebreak	relative_ct	lh_TPOJ1	0.021261	1.9203	0.054853	8182
rulebreak	relative_ct	lh_TPOJ2	0.018106	1.6353	0.10204	8182
rulebreak	relative_ct	lh_TPOJ3	0.012348	1.1151	0.26483	8182
rulebreak	relative_ct	lh_V1	0.0039499	0.35668	0.72134	8182
rulebreak	relative_ct	lh_V2	-0.002335	-0.21085	0.83301	8182
rulebreak	relative_ct	lh_V3	0.0037572	0.33928	0.73441	8182
rulebreak	relative_ct	lh_V3A	-0.0054065	-0.48821	0.62541	8182
rulebreak	relative_ct	lh_V3B	0.00070327	0.063505	0.94937	8182
rulebreak	relative_ct	lh_V3CD	0.030908	2.7923	0.0052455	8182
rulebreak	relative_ct	lh_V4	0.0049527	0.44723	0.65472	8182
rulebreak	relative_ct	lh_V4t	0.01372	1.239	0.21538	8182
rulebreak	relative_ct	lh_V6	-0.0033755	-0.30481	0.76052	8182
rulebreak	relative_ct	lh_V6A	0.01424	1.286	0.19847	8182
rulebreak	relative_ct	lh_V7	0.014219	1.2841	0.19915	8182
rulebreak	relative_ct	lh_V8	0.00077357	0.069853	0.94431	8182
rulebreak	relative_ct	lh_VIP	-0.011521	-1.0404	0.29819	8182
rulebreak	relative_ct	lh_VMV1	0.007262	0.65577	0.51199	8182
rulebreak	relative_ct	lh_VMV2	0.020674	1.8672	0.061908	8182
rulebreak	relative_ct	lh_VMV3	0.029415	2.6573	0.0078928	8182
rulebreak	relative_ct	lh_VVC	0.01249	1.128	0.25937	8182
rulebreak	relative_ct	lh_a10p	0.029424	2.6581	0.0078726	8182
rulebreak	relative_ct	lh_a24	0.016462	1.4867	0.13712	8182
rulebreak	relative_ct	lh_a24pr	0.0027142	0.24509	0.80639	8182
rulebreak	relative_ct	lh_a32pr	0.018716	1.6903	0.091009	8182
rulebreak	relative_ct	lh_a47r	0.025532	2.3063	0.021118	8182
rulebreak	relative_ct	lh_a9-46v	0.024043	2.1717	0.029909	8182
rulebreak	relative_ct	lh_d23ab	0.018408	1.6626	0.09644	8182
rulebreak	relative_ct	lh_d32	0.024982	2.2566	0.02406	8182
rulebreak	relative_ct	lh_i6-8	0.0010347	0.093435	0.92556	8182
rulebreak	relative_ct	lh_p10p	0.042824	3.8705	0.00010946	8182
rulebreak	relative_ct	lh_p24	0.017054	1.5402	0.12354	8182
rulebreak	relative_ct	lh_p24pr	0.018368	1.6589	0.097168	8182
rulebreak	relative_ct	lh_p32	0.018341	1.6564	0.097672	8182
rulebreak	relative_ct	lh_p32pr	0.017663	1.5952	0.11071	8182
rulebreak	relative_ct	lh_p47r	0.028449	2.57	0.010188	8182
rulebreak	relative_ct	lh_p9-46v	0.016134	1.4571	0.14513	8182
rulebreak	relative_ct	lh_pOFC	-0.0037316	-0.33696	0.73616	8182
rulebreak	relative_ct	lh_s32	0.012386	1.1186	0.26336	8182
rulebreak	relative_ct	lh_s6-8	0.0009468	0.085496	0.93187	8182
rulebreak	relative_ct	lh_v23ab	0.009907	0.89464	0.37101	8182
pfactor	absolute	lh_1	0.014079	1.27	0.20411	8162
pfactor	absolute	lh_10d	0.0030733	0.27721	0.78163	8162
pfactor	absolute	lh_10pp	-0.0042096	-0.37971	0.70417	8162
pfactor	absolute	lh_10r	0.003022	0.27258	0.78518	8162
pfactor	absolute	lh_10v	0.0029302	0.26431	0.79155	8162
pfactor	absolute	lh_11l	-0.016694	-1.506	0.13211	8162
pfactor	absolute	lh_13l	0.0001457	0.013142	0.98951	8162
pfactor	absolute	lh_2	0.019201	1.7322	0.083272	8162
pfactor	absolute	lh_23c	0.0023288	0.21006	0.83363	8162
pfactor	absolute	lh_23d	-0.0026399	-0.23812	0.8118	8162
pfactor	absolute	lh_24dd	0.017467	1.5757	0.11512	8162
pfactor	absolute	lh_24dv	0.026935	2.4304	0.015103	8162
pfactor	absolute	lh_25	-0.012349	-1.1139	0.26534	8162
pfactor	absolute	lh_31a	-0.012279	-1.1077	0.26804	8162
pfactor	absolute	lh_31pd	-0.0050691	-0.45724	0.64751	8162
pfactor	absolute	lh_31pv	0.0040364	0.36408	0.71581	8162
pfactor	absolute	lh_33pr	0.0009721	0.087684	0.93013	8162
pfactor	absolute	lh_3a	-0.0053757	-0.48489	0.62777	8162
pfactor	absolute	lh_3b	0.011888	1.0724	0.28358	8162
pfactor	absolute	lh_4	0.012225	1.1028	0.27016	8162
pfactor	absolute	lh_43	-0.00091178	-0.082242	0.93446	8162
pfactor	absolute	lh_44	0.0069507	0.62697	0.5307	8162
pfactor	absolute	lh_45	0.026654	2.405	0.016193	8162
pfactor	absolute	lh_46	0.0056502	0.50966	0.61031	8162
pfactor	absolute	lh_47l	-0.00044618	-0.040245	0.9679	8162
pfactor	absolute	lh_47m	0.0059519	0.53687	0.59137	8162
pfactor	absolute	lh_47s	0.022551	2.0346	0.041925	8162
pfactor	absolute	lh_52	0.026498	2.3909	0.016828	8162
pfactor	absolute	lh_55b	0.018259	1.6473	0.099543	8162
pfactor	absolute	lh_5L	-0.0028783	-0.25962	0.79516	8162
pfactor	absolute	lh_5m	0.019495	1.7588	0.078657	8162
pfactor	absolute	lh_5mv	0.01417	1.2783	0.2012	8162
pfactor	absolute	lh_6a	0.012609	1.1374	0.25539	8162
pfactor	absolute	lh_6d	0.0066583	0.60059	0.54813	8162
pfactor	absolute	lh_6ma	-0.0041699	-0.37613	0.70683	8162
pfactor	absolute	lh_6mp	0.010569	0.95339	0.34042	8162
pfactor	absolute	lh_6r	0.011672	1.0529	0.29242	8162
pfactor	absolute	lh_6v	0.020397	1.8402	0.065778	8162
pfactor	absolute	lh_7AL	0.0029161	0.26303	0.79253	8162
pfactor	absolute	lh_7Am	-0.011988	-1.0814	0.27956	8162
pfactor	absolute	lh_7PC	-0.0084656	-0.76362	0.44512	8162
pfactor	absolute	lh_7PL	0.0072361	0.65271	0.51396	8162
pfactor	absolute	lh_7Pm	0.0049024	0.4422	0.65836	8162
pfactor	absolute	lh_7m	0.029451	2.6576	0.0078844	8162
pfactor	absolute	lh_8Ad	0.0069336	0.62543	0.53171	8162
pfactor	absolute	lh_8Av	-0.0011749	-0.10598	0.9156	8162
pfactor	absolute	lh_8BL	0.0068484	0.61774	0.53676	8162
pfactor	absolute	lh_8BM	0.0088647	0.79962	0.42395	8162
pfactor	absolute	lh_8C	0.024048	2.1698	0.030051	8162
pfactor	absolute	lh_9-46d	-0.00077145	-0.069584	0.94453	8162
pfactor	absolute	lh_9a	-0.019214	-1.7335	0.083052	8162
pfactor	absolute	lh_9m	0.0065808	0.5936	0.5528	8162
pfactor	absolute	lh_9p	-0.00082449	-0.074369	0.94072	8162
pfactor	absolute	lh_A1	0.02669	2.4083	0.01605	8162
pfactor	absolute	lh_A4	0.023487	2.1191	0.03411	8162
pfactor	absolute	lh_A5	0.033968	3.0657	0.002179	8162
pfactor	absolute	lh_AAIC	-0.010915	-0.9846	0.32485	8162
pfactor	absolute	lh_AIP	-0.0015406	-0.13896	0.88948	8162
pfactor	absolute	lh_AVI	0.028246	2.5488	0.010829	8162
pfactor	absolute	lh_DVT	0.025255	2.2787	0.022708	8162
pfactor	absolute	lh_EC	0.01003	0.90477	0.36561	8162
pfactor	absolute	lh_FEF	0.025606	2.3104	0.020891	8162
pfactor	absolute	lh_FFC	0.016397	1.4792	0.13913	8162
pfactor	absolute	lh_FOP1	0.017936	1.6181	0.10567	8162
pfactor	absolute	lh_FOP2	0.02134	1.9253	0.054227	8162
pfactor	absolute	lh_FOP3	0.020253	1.8272	0.067707	8162
pfactor	absolute	lh_FOP4	0.012623	1.1387	0.25486	8162
pfactor	absolute	lh_FOP5	0.027926	2.5199	0.011757	8162
pfactor	absolute	lh_FST	0.01096	0.98862	0.32288	8162
pfactor	absolute	lh_IFJa	0.019189	1.7311	0.083466	8162
pfactor	absolute	lh_IFJp	-0.0024904	-0.22464	0.82227	8162
pfactor	absolute	lh_IFSa	0.012383	1.1171	0.264	8162
pfactor	absolute	lh_IFSp	0.013164	1.1875	0.23508	8162
pfactor	absolute	lh_IP0	0.017125	1.5449	0.1224	8162
pfactor	absolute	lh_IP1	0.0024324	0.2194	0.82634	8162
pfactor	absolute	lh_IP2	0.0089365	0.8061	0.42021	8162
pfactor	absolute	lh_IPS1	0.013221	1.1926	0.23305	8162
pfactor	absolute	lh_Ig	0.0035407	0.31937	0.74945	8162
pfactor	absolute	lh_LBelt	0.011877	1.0714	0.28404	8162
pfactor	absolute	lh_LIPd	0.0020125	0.18153	0.85596	8162
pfactor	absolute	lh_LIPv	-0.0082714	-0.7461	0.45563	8162
pfactor	absolute	lh_LO1	0.015767	1.4224	0.15496	8162
pfactor	absolute	lh_LO2	0.018183	1.6403	0.10097	8162
pfactor	absolute	lh_LO3	0.011449	1.0328	0.30174	8162
pfactor	absolute	lh_MBelt	0.020029	1.807	0.070803	8162
pfactor	absolute	lh_MI	0.016041	1.4471	0.14792	8162
pfactor	absolute	lh_MIP	0.0057082	0.51489	0.60664	8162
pfactor	absolute	lh_MST	0.027001	2.4364	0.014857	8162
pfactor	absolute	lh_MT	0.024902	2.2468	0.024679	8162
