gene	PLS1	PLS2	C1	C3
ADI1	-6.46916	-0.853858	-0.685683	-0.293342
ADIPOR1	-9.87695	-1.37815	-0.737748	-0.0788071
ADIRF	-6.31272	-0.285591	-0.820681	-0.289053
ADK	-7.60217	-2.16042	-0.461119	0.0146368
ADM	4.38227	-5.65666	0.71602	-0.248786
ADM5	-8.34227	0.696933	-0.78006	0.246115
ADNP	-2.36923	4.29124	-0.298227	0.531446
ADNP2	5.86214	2.44978	0.372812	0.196044
ADO	6.07139	0.158862	0.798408	0.160328
ADORA2B	-3.2457	2.29571	-0.599693	-0.199153
ADPRHL1	2.84771	2.98459	0.553551	0.207226
ADPRHL2	-4.50113	-0.360683	-0.432508	0.0477849
ADRA1A	0.404326	0.482736	-0.18281	-0.381319
ADRA1B	-12.6674	0.602165	-0.749232	0.0617279
ADRA1D	0.233746	0.861862	0.462747	0.366923
ADRA2A	1.09953	1.11962	0.100507	0.0149112
ADRA2C	-11.8242	-0.241764	-0.740683	0.00535739
ADRB1	6.86827	1.87446	0.585474	0.379999
ADRB2	-9.00493	-0.730586	-0.715454	-0.266261
ADSSL1	5.00878	-2.03683	0.627041	-0.346426
ADTRP	-10.1822	4.16506	-0.6488	0.290633
AEBP1	0.0374383	2.64491	-0.426058	-0.313069
AEBP2	9.67564	3.09233	0.526159	0.222586
AFAP1L1	2.24588	0.903382	0.504788	0.147837
AFAP1L2	1.45784	1.99907	0.100135	0.195606
AFDN	-2.08032	-0.639982	-0.412735	-0.530356
AFDN-DT	-1.38422	-4.81835	-0.216931	-0.619495
AFF1	5.9617	-2.09336	0.624139	-0.381911
AFF2	-3.36882	-1.68752	-0.492382	-0.0410934
AFTPH	11.8701	1.96797	0.737661	0.202639
AGA	-5.67209	-3.25539	-0.557012	-0.381225
AGAP1	0.418971	0.156875	-0.150597	-0.0674328
AGAP2	-7.78735	2.03119	-0.738333	0.0545471
AGAP3	-7.23784	-0.399931	-0.555546	0.0999883
AGFG2	-2.79497	-1.52288	-0.312469	-0.309244
AGK	1.87226	0.155044	0.232386	0.335367
AGMAT	-3.62502	-1.16122	-0.0895216	0.00570623
AGO1	23.8481	2.35839	0.929031	0.024454
AGO3	8.55943	-1.07014	0.467771	-0.358382
AGO4	6.12371	2.50917	0.303354	0.17865
AGPAT2	-7.74552	6.07045	-0.604241	0.353191
AGPAT3	2.99475	-1.98413	0.729551	0.0643142
AHCY	-7.16514	-3.1997	-0.621673	-0.0170414
AHI1	17.1572	0.672204	0.839257	0.11743
AHNAK	-6.23304	0.698391	-0.839231	-0.199723
AHNAK2	-3.02301	0.369816	-0.0938377	0.1262
AHR	-2.14356	1.22748	-0.488146	0.0359114
AHRR	-11.7319	3.86337	-0.844312	0.153513
AHSG	-2.542	2.71695	-0.297004	0.352333
AIF1	-10.1982	-3.04172	-0.717447	-0.182358
AIFM2	-6.1323	5.09635	-0.580932	0.23537
AIFM3	5.82742	-1.00076	0.793417	-0.198786
AIG1	-2.21567	4.56769	-0.430827	-0.0397723
AIM2	-0.107684	-2.07752	-0.296418	-0.278604
AIP	5.50988	0.364977	0.413721	0.0985757
AIRE	-0.727833	0.0823596	0.0443398	-0.335388
AJAP1	-1.8057	3.86554	-0.488595	0.153687
AK1	2.55923	-0.898466	0.542917	-0.127999
AK2	4.94887	-2.7615	0.708993	-0.303985
AK4	-6.05317	1.78907	-0.84871	-0.0869587
AK5	-5.77064	0.961557	-0.602879	0.229762
AK9	4.02681	1.35513	0.488096	-0.104404
AKAIN1	5.62901	-2.32603	0.698078	-0.0150688
AKAP1	3.32345	-0.205448	0.274563	-0.123807
AKAP10	5.17929	2.18254	0.332773	0.379003
AKAP12	1.26105	0.481345	0.419957	0.0514967
AKAP13	2.81628	0.88711	0.322857	0.219441
AKAP14	-11.6522	-3.28788	-0.865651	-0.0358035
AKAP17A	3.59502	0.705234	0.289488	-0.214552
AKAP5	-5.94858	0.667567	-0.698586	0.3096
AKAP7	4.60039	-0.14113	0.1569	-0.167028
AKAP8	-7.70718	1.00185	-0.468718	0.325915
AKIRIN2	-15.168	1.04908	-0.87636	0.254235
AKR1C1	-4.34252	-3.1623	-0.210721	-0.20712
AKR1C3	-6.08281	-1.77855	-0.377122	-0.123657
AKR1C4	-4.29077	-2.75499	-0.18918	-0.186256
AKR7A2	-9.68671	-2.01422	-0.692687	-0.244596
AKR7A2P1	-8.25777	-0.239358	-0.652679	-0.15931
AKR7A3	-11.2115	-1.70375	-0.694538	-0.195876
AKR7L	-10.5655	-0.725188	-0.744641	-0.209917
AKT1S1	4.81754	-3.53831	0.531974	-0.331913
AKT3	5.37704	0.172127	0.703083	0.0892405
ALCAM	-3.29356	-1.28331	-0.657369	-0.327435
ALDH1A1	3.44526	-0.129103	0.562508	0.0375563
ALDH1A3	13.2844	2.34429	0.918084	0.0597401
ALDH1B1	2.89668	-2.20517	0.583444	-0.10888
ALDH1L1	-3.31677	0.961094	-0.467787	-0.108813
ALDH2	-5.13476	1.3002	-0.690232	-0.155941
ALDH3A2	-4.15455	-0.188064	-0.41406	0.401558
ALDH4A1	-3.64199	0.914708	-0.475379	-0.133752
ALDH6A1	-2.97022	0.837288	-0.466107	-0.299169
ALDH7A1	-4.66978	-0.739523	-0.608584	-0.232547
ALDH9A1	-8.05058	-1.72213	-0.735741	-0.296128
ALDOC	1.74879	-0.513707	0.44353	-0.145576
ALG10	2.92662	3.02941	0.00845838	0.0945414
ALG10B	3.62064	4.48567	0.159625	0.258315
ALG2	6.21329	1.23207	0.53521	-0.192379
ALG3	2.31189	-1.51692	0.455028	-0.0526651
ALG5	-5.30273	-3.41373	-0.364872	-0.389578
ALG8	-6.78913	-3.0047	-0.645232	-0.196981
ALK	-3.18563	-1.31534	-0.511257	-0.275989
ALKAL2	-17.6278	-3.62512	-0.902123	-0.171009
ALKBH2	4.70934	0.833443	0.459854	0.104709
ALKBH7	-5.47222	-0.0250696	-0.535787	-0.102944
ALKBH8	6.16111	-0.313511	0.578039	0.124611
ALOX5	-6.84092	-3.57898	-0.677425	-0.264248
ALOX5AP	-5.84208	-3.7205	-0.551257	-0.261236
ALPK1	-1.36794	-7.96127	-0.024583	-0.373127
ALPL	-9.13834	0.886204	-0.627067	0.313377
ALS2	5.2142	3.00448	0.459665	0.291746
ALS2CL	1.49287	5.22782	0.299319	0.444439
ALS2CR12	1.61156	0.0443267	0.106348	-0.237452
ALX3	10.3686	-1.92505	0.757813	-0.163222
ALYREF	-6.2448	0.969772	-0.75907	-0.0885435
AMD1	9.58177	-1.21077	0.646305	-0.0842477
AMDHD1	-0.274123	0.770139	-0.0357811	0.0046631
AMER1	4.93228	0.959735	0.654106	0.0738989
AMH	6.13844	0.300315	0.547075	0.11079
AMIGO2	-15.8218	5.28764	-0.884532	0.124867
AMMECR1	13.585	0.44614	0.732492	-0.069065
AMN1	-12.8082	-0.706129	-0.660143	0.159617
AMPD3	4.11241	-2.93355	0.511665	-0.333184
AMT	5.19789	1.93245	0.406496	0.0400236
AMY2A	3.05466	1.09145	0.0733496	0.0216691
AMZ1	-10.4733	-4.23395	-0.718181	-0.260802
AMZ2P1	-6.6012	0.500915	-0.615574	0.254536
ANAPC1	5.51351	2.80493	0.462656	0.112846
ANAPC10	6.73664	1.60023	0.454638	-0.0324624
ANAPC11	-8.32324	1.11837	-0.592111	0.0698991
ANAPC4	6.20442	1.23956	0.251376	-0.0126403
ANG	-2.19828	1.15	-0.439029	-0.308869
ANGEL1	-1.23934	-1.03117	0.113537	-0.156629
ANGEL2	3.14054	0.858473	0.128377	0.0386017
ANGPT1	-2.50952	-1.06773	-0.447225	-0.496409
ANGPTL2	5.77556	-1.83633	0.487143	-0.265964
ANGPTL4	-4.45664	0.987484	-0.502777	-0.269987
ANGPTL8	4.03635	5.22534	0.54278	0.483104
ANK1	9.50997	-1.55426	0.953907	-0.0360068
ANK3	-6.34433	1.58147	-0.853882	0.0552266
ANKDD1A	-1.00749	1.03183	-0.584897	-0.24595
ANKH	11.0356	-0.185664	0.86554	0.0143802
ANKLE2	-9.09172	1.73711	-0.729887	0.101074
ANKRA2	-1.28934	-0.816684	-0.509012	-0.273997
ANKRD13A	8.56667	-4.17035	0.579354	-0.424524
ANKRD16	2.8612	-1.58981	0.359317	0.0499512
ANKRD18A	0.100316	-5.59988	0.0241172	-0.67073
ANKRD18B	0.938379	-1.41613	-0.0936889	-0.271382
ANKRD18CP	2.37537	-2.08429	0.301663	-0.27277
ANKRD18DP	3.63009	0.905758	0.267693	-0.377192
ANKRD19P	-7.15884	0.178873	-0.848269	-0.131093
ANKRD2	1.52132	-0.449496	0.568041	0.265358
ANKRD20A11P	-0.0575169	-2.5137	0.190547	0.10397
ANKRD20A12P	5.45669	-0.978653	0.537142	-0.166173
ANKRD20A4-ANKRD20A20P	7.02006	-1.13256	0.680017	-0.25747
ANKRD20A5P	-1.10439	-2.14567	0.00207738	0.161722
ANKRD20A8P	8.56694	1.81838	0.673641	-0.069631
ANKRD20A9P	5.59944	-0.86666	0.52196	-0.0787368
ANKRD24	6.91607	5.86943	0.59539	0.524849
ANKRD26	5.67468	1.01405	0.497368	0.170617
ANKRD27	0.310133	1.89128	0.211159	0.146572
ANKRD28	-1.29347	3.79125	-0.140291	0.429125
ANKRD29	6.12253	-3.17097	0.86019	-0.123824
ANKRD30B	-8.37718	6.08643	-0.596708	0.510045
ANKRD30BL	-3.5455	3.95291	-0.51889	0.233928
ANKRD30BP2	-4.55575	1.78957	-0.633627	0.190966
ANKRD33B	3.86136	2.08717	0.566475	0.445732
ANKRD34C	5.41723	2.65471	0.743273	0.192013
ANKRD36BP2	0.750412	0.582781	-0.23084	-0.227637
ANKRD37	6.42353	0.154264	0.710522	-0.0685296
ANKRD42	2.71584	-3.31927	0.589881	-0.129738
ANKRD45	1.78646	0.0524746	-0.155042	-0.26227
ANKRD49	4.00244	1.16014	0.164101	0.128306
ANKRD50	-7.53503	2.68479	-0.798823	0.113883
ANKRD54	-3.6337	-3.16499	-0.626417	-0.255787
ANKRD55	-3.36145	6.81145	-0.504321	0.316203
ANKRD6	-8.11851	3.12641	-0.946027	0.0365135
ANKRD62	10.6516	-5.58217	0.77958	-0.219912
ANKRD65	5.43272	-0.180056	0.587001	0.132235
ANKRD9	5.8112	-1.01313	0.727764	-0.175437
ANKS1A	5.6603	0.152474	0.698409	-0.093715
ANKS1B	3.85549	1.7497	0.216153	0.182035
ANKS3	6.88371	1.12	0.624555	0.0371258
ANKS6	13.7662	0.0868423	0.867907	-0.0971196
ANKZF1	8.19192	2.34566	0.509055	0.0507049
ANLN	1.90981	-3.39858	0.141166	-0.465432
ANO10	-1.65076	2.77994	-0.53401	-0.0244811
ANO2	-4.82632	1.60613	-0.608895	-0.110805
ANO3	-13.4654	1.50558	-0.795946	0.221192
ANO4	1.97804	-1.62163	0.392149	-0.365862
ANO5	2.41273	1.88827	0.687851	0.389102
ANO7	1.36472	1.53457	0.306998	-0.0704215
ANOS1	-3.12728	2.511	-0.717654	-0.11115
ANP32A	4.04121	-4.43046	0.198462	-0.438568
ANP32E	-4.93135	1.31394	-0.679442	-0.131911
ANTXR1	10.4177	0.642544	0.637668	-0.101867
ANTXR2	0.902736	-1.49748	0.191745	-0.29259
ANXA1	-2.66141	-1.24458	-0.36622	-0.150182
ANXA11	-5.00782	0.910002	-0.702691	0.0915278
ANXA2	-3.25304	-3.69926	-0.523594	-0.465605
ANXA2P3	6.63956	5.30691	0.490987	0.441135
ANXA3	1.96624	-0.643182	0.489906	-0.141747
ANXA4	-2.59279	-3.21116	-0.0823584	-0.449842
ANXA5	4.00953	-4.99531	0.424326	-0.644209
ANXA6	1.58089	-2.03737	0.63966	0.177305
AP1G2	5.77409	4.18372	0.197096	0.258331
AP1S1	-10.3522	-0.259744	-0.638146	0.209421
AP1S2	2.25761	-2.21859	0.610279	0.100678
AP2A2	-10.409	0.861742	-0.808146	0.220746
AP2B1	-11.4539	-1.06225	-0.765075	-0.0482028
AP2S1	-8.26898	-0.5645	-0.624964	0.147753
AP3B2	-8.87545	3.37548	-0.691123	0.407752
AP3M2	-11.6064	5.14134	-0.710804	0.441118
AP3S1	-15.5094	0.206164	-0.888908	0.0585442
AP4E1	6.90811	1.10158	0.605517	-0.104734
AP5M1	2.94535	-0.804427	0.47744	-0.0196716
AP5S1	-6.02371	-2.12671	-0.600008	-0.117037
APAF1	-4.2091	0.357161	-0.718628	-0.1226
APBA1	-4.25541	0.766401	-0.528439	0.238914
APBB1IP	-7.26589	-3.87484	-0.708552	-0.265941
APBB2	0.217024	-1.28035	0.24788	-0.240608
APCDD1	-3.94705	1.4561	-0.611146	-0.287675
APEH	-4.94587	1.97574	-0.40018	0.363193
APEX2	-4.66202	1.66648	-0.371624	0.180542
API5	3.60025	2.64536	0.391007	0.30293
APIP	10.8912	-4.06122	0.667742	-0.385826
APLN	-4.49722	-0.457668	-0.658189	-0.542016
APLNR	-2.73731	-0.937721	-0.637043	-0.439853
APMAP	-6.77518	3.95165	-0.642667	0.328032
APOC1	-5.34629	-2.21167	-0.649907	0.0314148
APOE	-4.25732	0.00974925	-0.666009	-0.154876
APOL1	2.9471	-0.273118	0.660375	0.201643
APOL2	4.49682	0.134153	0.851269	0.140472
APOLD1	1.92894	-1.7393	0.340226	-0.27159
APOM	-3.7135	0.329797	-0.650797	-0.300705
APOPT1	-14.3788	-2.95828	-0.767548	0.0342891
APPBP2	3.94854	0.479175	0.529786	0.089604
APRT	-6.41916	-0.325116	-0.530269	0.154105
APTR	-12.5198	-2.30154	-0.852728	-0.139327
AQP1	-0.720961	1.05924	-0.435247	-0.465295
AQP4	-4.96709	1.8916	-0.691544	-0.236719
AQP5	-4.47109	-3.61157	-0.518982	-0.3159
AQP9	-3.35357	4.88695	-0.532196	0.452395
AR	5.46551	-1.53878	0.809491	-0.109005
ARAP2	2.26555	2.23974	0.466291	0.256248
ARAP3	5.32746	5.80927	0.348548	0.423051
ARC	5.88421	0.253636	0.772787	0.167937
ARF3	-6.13058	3.16538	-0.584655	0.396547
ARFGAP3	-4.66855	1.81911	-0.602154	0.0545103
ARFGEF1	3.64092	-3.02732	0.386961	-0.0330814
ARFGEF2	5.43132	-0.521071	0.632196	-0.0675273
ARFGEF3	-8.13205	0.565976	-0.796965	0.0986598
ARG2	2.97791	0.533786	0.384214	0.0415825
ARHGAP10	2.24524	0.499311	0.246817	0.25274
ARHGAP12	-12.8692	5.1023	-0.823585	0.0828919
ARHGAP18	-4.72499	-2.0905	-0.667841	-0.10841
ARHGAP22	-3.77131	-4.84304	-0.360282	-0.519793
ARHGAP25	-2.72387	1.61742	-0.127331	-0.036309
ARHGAP26	6.44283	2.35052	0.744475	0.237941
ARHGAP27	1.76558	-1.91035	0.35858	-0.227982
ARHGAP27P1	4.86595	0.850288	0.406482	0.0663805
ARHGAP27P2	6.42252	5.03653	0.59162	0.161616
ARHGAP28	-9.9234	8.36294	-0.789663	0.329482
ARHGAP29	2.54213	5.89769	0.31299	0.659289
ARHGAP31	-2.34069	1.48188	-0.301394	-0.140775
ARHGAP32	5.79195	1.29197	0.445947	0.317
ARHGAP33	-12.3867	2.94661	-0.86779	0.0752119
ARHGAP36	-6.19687	0.0551695	-0.811169	-0.15256
ARHGAP39	10.1316	1.47377	0.786679	0.101765
ARHGAP4	-7.94293	0.501587	-0.829956	-0.272786
ARHGAP42	-1.28143	2.61384	-0.370855	-0.151945
ARHGAP44	2.99619	-1.61544	0.602966	-0.127915
ARHGAP45	-9.95299	-3.34898	-0.563984	-0.276423
ARHGAP5-AS1	-5.65368	1.38822	-0.719129	-0.0583746
ARHGAP6	-4.78176	-1.79396	-0.769039	-0.195561
ARHGAP9	5.19703	-1.29789	0.878494	0.0605615
ARHGDIA	-11.1748	0.264343	-0.819161	0.0975377
ARHGDIB	-5.61281	-0.477423	-0.365366	0.115813
ARHGDIG	-13.5397	3.5218	-0.720241	0.252485
ARHGEF10	2.94833	0.153108	0.295064	-0.361962
ARHGEF10L	5.69988	-1.11091	0.510938	-0.401064
ARHGEF11	6.97059	-0.308713	0.801871	0.0883167
ARHGEF12	9.59832	3.36007	0.701985	0.299345
ARHGEF16	1.91873	0.415911	0.306976	-0.275136
ARHGEF17	2.70802	0.778778	0.725054	0.0809384
ARHGEF18	5.07477	0.338331	0.74906	-0.00979046
ARHGEF2	1.55904	0.391072	0.429558	0.16049
ARHGEF26-AS1	-3.17997	1.3733	-0.65443	-0.169601
ARHGEF28	-14.6541	0.231136	-0.87526	-0.0168196
ARHGEF4	-2.50197	-0.328996	-0.176781	-0.0499029
ARHGEF40	-7.65293	-0.298589	-0.714689	-0.36692
ARHGEF6	0.583544	-2.18502	0.165166	-0.401568
ARHGEF7	11.0593	-1.10016	0.772367	-0.126108
ARID2	10.3139	2.0504	0.707515	0.0418654
ARID3B	4.78659	-3.00519	0.343682	-0.272533
ARID5A	0.533063	7.71311	0.0841907	0.612983
ARID5B	10.9773	0.0678009	0.667234	-0.127833
ARIH2	8.81105	-2.11119	0.786411	-0.120205
ARL10	-3.90488	1.72953	-0.757766	0.0998742
ARL13B	11.8686	-2.21641	0.601252	-0.306311
ARL15	-12.1254	1.42094	-0.761611	0.127675
ARL16	-11.6259	-1.92029	-0.830676	0.121977
ARL17A	2.66782	0.642539	0.0504879	-0.0427977
ARL2BP	10.1046	0.660006	0.734661	0.0966778
ARL3	-8.50497	0.123657	-0.62184	-0.0287523
ARL4A	0.0341104	0.398819	-0.0839841	0.267587
ARL4C	7.92042	6.05043	0.648098	0.128972
ARL4D	-0.921743	-0.0463454	0.167474	0.23771
ARL5A	3.27693	-3.23246	0.249037	-0.264532
ARL5B	5.54063	1.86912	0.736245	0.214722
ARL6	2.19283	-0.0701734	0.279976	0.0980415
ARL6IP5	2.11272	-0.422102	0.627681	0.299784
ARL9	0.935264	-0.190308	-0.034349	0.370524
ARMC10	-9.97111	0.703286	-0.856086	0.0568014
ARMC2	-1.57561	1.76249	-0.557315	0.0684177
ARMC8	1.58344	1.30762	0.596514	0.441335
ARMC9	5.0839	2.10884	0.353499	0.0989842
ARMCX1	-14.2907	4.38331	-0.811734	0.159275
ARMCX2	-11.8353	0.767243	-0.808107	0.161303
ARMCX4	11.0397	2.68566	0.619002	0.0369185
ARMCX6	1.27624	-0.795204	0.0787682	-0.529267
ARMT1	2.93462	-2.36875	0.685911	0.166513
ARNT2	-4.62611	3.83898	-0.506779	0.398662
ARNTL	4.53299	1.06699	0.643871	0.367781
ARNTL2	-2.17302	0.0477269	-0.405508	0.253917
ARPC2	-10.1063	0.0289136	-0.709649	0.100544
ARPC3	-10.932	-0.731391	-0.660038	0.0932284
ARPC5	-7.40542	-2.85686	-0.755633	-0.131542
ARPP19	-12.6111	3.19086	-0.757828	0.403586
ARPP21	14.3488	3.55677	0.66166	0.19027
ARRB1	-6.55012	1.05523	-0.701938	-0.205734
ARRB2	-9.17765	-0.304712	-0.714231	0.223405
ARRDC1-AS1	4.04263	-1.98676	0.407248	-0.0871918
ARSG	6.77398	0.687619	0.608583	0.332246
ARSJ	-1.92268	8.52216	-0.293667	0.380182
ART3	1.5112	-0.775721	0.381801	0.223554
ARVCF	-3.59976	2.01196	-0.486975	0.120736
ASAH1	-2.83126	-2.26959	-0.390254	-0.45344
ASAH2	7.48692	-2.50179	0.54411	-0.200093
ASAH2B	7.0255	-1.21041	0.541264	-0.166553
ASAP2	6.34906	-0.156374	0.685968	-0.0264051
ASAP3	-3.09181	-0.84956	-0.274441	-0.429671
