gene	dk_thinning_Z	hcp_thinning_Z
MDGA1	-0.481338	-1.68009
MDGA2	2.6178	2.56345
MDH1	1.53216	-0.244196
MDH1B	0.814128	
MDH2	1.05785	0.0804461
MDK	-1.21346	0.847826
MDM2	1.19718	
ME1	-1.8848	-1.81179
ME2	-2.17481	-1.43363
ME3	0.0988425	-0.483892
MEA1	0.741291	2.16382
MEAF6	0.612256	
MECOM	-0.358158	-1.82735
MECP2	1.23877	1.9159
MECR	-0.118269	-2.25002
MED10	-0.333614	
MED11	-0.166282	-1.34851
MED12L	5.69153	
MED13	-0.999036	
MED14OS	0.225125	
MED16	-0.103612	1.97745
MED17	2.02311	
MED19	0.394295	
MED20	3.64538	
MED21	4.01821	1.99114
MED22	0.950758	0.48265
MED23	2.30399	3.38883
MED24	-2.68629	
MED26	2.1301	
MED27	0.0157518	
MED29	-4.76746	
MED30	1.4665	
MED31	2.19589	
MED4	-0.319165	
MED7	1.28013	
MED8	-0.269929	
MED9	2.20935	3.54767
MEDAG	3.07865	1.62022
MEF2A	1.25875	2.78888
MEF2C	1.7492	3.69226
MEF2D	0.151168	
MEG3	-3.26238	
MEGF11	-3.58668	
MEGF6	3.24475	4.71603
MEGF8	5.01409	
MEGF9	-0.114036	
MEI1	0.629423	-2.06341
MEIG1	-1.68509	
MEIKIN	-0.630404	
MEIS1	-0.726762	-1.98
MEIS2	-1.46981	-1.73257
MEIS3	-0.619015	0.15362
MEIS3P1	0.757706	0.909501
MELTF	2.34795	4.48537
MELTF-AS1	0.278135	
MEPCE	1.53026	1.61945
MEPE	-0.0222208	-1.17439
MERTK	-1.73191	1.86803
MESD	-0.664963	-0.413682
MESP1	-0.336881	0.124815
MEST	-0.586305	0.723363
MET	0.461674	2.69833
METAP1	1.14207	
METAP2	1.20744	0.512581
METRN	-2.55524	
METRNL	-4.85797	-2.70697
METTL1	0.172499	-1.73073
METTL13	4.80703	2.92346
METTL14	0.310858	
METTL15	0.72927	-0.695327
METTL17	1.35658	1.70518
METTL18	-0.255125	
METTL21A	4.93796	3.29449
METTL21C	5.20786	9.91475
METTL24	2.38292	3.00402
METTL25	0.307377	
METTL2A	-0.90766	
METTL3	-2.07773	
METTL5	-1.61739	-1.38202
METTL6	-1.35064	-1.201
METTL7A	-1.61422	
METTL8	-1.01642	-3.51848
METTL9	-0.244798	2.30647
MEX3A	-1.7045	-0.605966
MEX3C	0.528302	
MEX3D	-1.50117	
MFAP1	0.882955	
MFAP3	2.98762	3.87267
MFAP3L	0.254179	-1.45729
MFAP4	-1.30639	-0.00545704
MFF	0.996132	-0.245225
MFGE8	2.10182	3.32004
MFHAS1	1.58627	1.43341
MFN1	0.222494	
MFN2	2.78504	0.601973
MFNG	-3.48227	
MFSD1	-2.24596	-2.13788
MFSD10	-0.436805	
MFSD12	0.24465	-0.579823
MFSD13A	0.49146	
MFSD14A	-0.188524	
MFSD14C	-0.788751	
MFSD2A	-0.874211	-2.3804
MFSD2B	-2.16681	
MFSD4A	1.56206	-0.219474
MFSD4B	0.598996	2.35028
MFSD6	0.167044	-3.65436
MFSD8	0.760504	
MFSD9	0.687266	-0.705641
MGA	3.51277	5.62094
MGARP	-0.91876	-2.06459
MGAT1	-0.685118	0.0299626
MGAT3	-0.336963	
MGAT4A	3.58158	7.73404
MGAT4B	-0.769062	-0.111693
MGAT4C	2.90336	2.21732
MGAT5	1.49605	-0.380593
MGAT5B	2.17024	4.47421
MGC16025	0.173441	-0.0362587
MGC16275	-3.41544	
MGC27345	2.28539	3.65346
MGC2889	-1.01087	
MGC34796	-0.243262	0.269624
MGC70870	-6.01728	
MGEA5	3.75423	3.39605
MGLL	-0.00186285	0.132127
MGMT	-1.9522	-2.09988
MGP	0.0979513	-1.34763
MGST1	-1.69371	-0.225154
MGST2	0.575758	-0.814398
MGST3	-1.8023	
MHENCR	-1.07683	
MIA3	1.92509	1.06155
MIAT	2.31408	3.59553
MIB1	-0.907861	
MIB2	1.42773	
MICA	-1.49886	-3.76029
MICAL1	1.34342	3.58234
MICAL2	4.06456	3.59103
MICAL3	0.189379	
MICALL1	-0.604832	
MICB	-1.8452	-3.76069
MICU2	-1.19758	-0.404477
MICU3	2.18375	1.05778
MID1	-4.87596	
MID2	1.47642	1.12697
MIEF1	0.0854165	
MIER1	1.37025	2.29273
MIER3	2.26736	
MIF	-0.27093	-1.61565
MIF-AS1	-0.705869	-1.87485
MIGA1	1.56127	-0.769457
MIGA2	1.194	
MIIP	-1.72526	
MILR1	-2.77672	-3.77259
MINDY1		-3.87299
MINDY2	-3.00754	
MINDY3	1.28716	0.317519
MINK1	-3.27531	-1.37223
MINOS1	-1.02988	-1.30453
MINPP1	0.104445	
MIOS	3.92625	5.03448
MIPEP	-1.37865	
MIPOL1	-2.12111	
MIR100HG	-0.78539	-3.33818
MIR124-2HG	2.82041	5.64342
MIR193BHG	2.18438	
MIR22HG	2.21601	-0.0518906
MIR29B2CHG	2.24955	1.82997
MIR31HG	1.47282	1.02123
MIR4435-2HG	-2.30342	-2.17192
MIR4453HG	0.665165	
MIR4697HG	3.24279	2.99043
MIR497HG	-0.197968	5.06882
MIR600HG	2.08823	1.25172
MIR7-3HG	0.364335	0.208986
MIR9-3HG	0.847527	1.22049
MIR99AHG	-0.60702	0.730856
MIRLET7BHG	-1.24197	-0.0541747
MIS18A	1.203	
MIS18BP1	-0.355348	-1.14954
MITF	-0.789806	-2.09516
MKKS	-1.16669	
MKL1	3.01088	
MKL2	1.33887	2.80835
MKLN1	0.921849	2.33262
MKNK1	-2.19294	-0.30791
MKNK2	1.26292	1.91568
MKRN1	1.93431	
MKRN2	4.03886	4.68857
MKRN9P	1.21084	
MKX	3.67801	2.67515
MLC1	-2.30231	
MLEC	-0.871141	
MLF1	-3.39348	0.172881
MLH1	-4.24416	-2.71802
MLH3	1.18586	
MLIP	1.86723	4.16198
MLKL	-3.25285	-4.90494
MLLT1	-3.23536	
MLLT10	1.92602	2.74801
MLLT11	1.11182	
MLLT3	-0.026055	
MLLT6	0.61339	
MLNR	-1.16564	0.800148
MLPH	-0.0486403	-1.86274
MLX	-1.57645	
MLXIP	0.482483	0.3373
MLXIPL	3.81419	
MLYCD	3.23922	
MMAA	0.26027	-0.201493
MMAB	-2.24233	-2.91177
MMACHC	-0.834381	-4.17027
MMD	-1.92849	-2.10751
MMGT1	0.828098	1.33719
MMP14	-0.208275	
MMP15	0.903231	-0.378249
MMP16	0.601995	2.62288
MMP17	2.11436	
MMP28	-2.27521	0.563252
MMRN2	-2.91992	
MMS19	-0.223636	
MMS22L	1.23148	-0.00104344
MNAT1	4.05582	
MND1	1.85639	0.636756
MNDA	-2.7097	-3.23021
MNS1	2.21312	3.39648
MNT	-1.26015	0.749931
MOAP1	3.20929	
MOB1B	-0.847912	0.370086
MOB2	3.16685	2.03271
MOB3A	-2.43521	
MOB3B	3.03277	1.55081
MOB3C	-2.84141	
MOBP	-2.96448	-4.44838
MOCS1	0.778597	0.995657
MOCS2	-2.60168	
MOG	-0.240459	-2.79758
MOGAT1	0.90352	1.60373
MOGAT2	-0.823907	0.524673
MOGAT3	0.702089	
MOGS	0.909972	
MOK	3.97506	8.22211
MON1A	0.626762	
MON2	1.61745	
MORC2-AS1	2.22876	1.85326
MORC4	-1.1623	
MORF4L1	-0.0759036	-0.646146
MORN2	-1.97681	
MORN3	1.95067	2.03359
MORN4	-0.105648	1.92181
MORN5	-1.71431	-3.05432
MOSPD1	3.61641	2.9954
MOSPD2	-1.5663	-2.91084
MOSPD3	-3.90049	
MOV10	-2.08789	
MOXD1	-2.14965	-4.15064
MPC1	-0.313266	-1.66319
MPC2	0.921923	
MPDU1	-1.74329	
MPDZ	-0.929937	-0.189107
MPEG1	-2.98641	-3.21532
MPHOSPH10	0.401484	
MPHOSPH6	-2.12394	-1.19952
MPHOSPH9	1.69398	4.13509
MPI	-0.538826	-2.82808
MPL	2.03813	2.25427
MPLKIP	1.0475	1.72223
MPND	0.819197	0.183573
MPO	-0.0336072	-0.132554
MPP1	1.8173	-0.187645
MPP2	1.71641	1.4645
MPP3	0.243699	-0.171143
MPP5	0.666744	-0.298469
MPP6	-0.477458	-0.57023
MPP7	1.69531	0.943195
MPPE1	0.310144	
MPPED1	3.05868	1.44268
MPRIP	1.29258	2.36416
MPST	-3.61537	
MPV17	-1.83212	
MPV17L	-1.2219	-0.19355
MPV17L2	-0.47324	-0.353689
MPZL1	-2.23227	-2.09759
MPZL3	0.254886	0.227523
MR1	-1.16664	-0.375287
MRAP	-0.327282	-2.05236
MRAP2	2.04728	0.72533
MRAS	-0.837639	1.27053
MRC1	-1.42346	-0.959954
MRE11	2.08157	
MREG	1.46298	-0.156275
MRFAP1	-0.321445	
MRGBP	1.6644	1.6252
MRGPRD	-1.9721	
MRGPRF	1.38998	0.62201
MRM1	1.78041	
MRM3	3.70654	1.78208
MRNIP	1.96456	2.93418
MRO	-1.64625	
MROH5	0.857669	-1.19031
MROH6	-0.2463	-0.2048
MROH7	-2.13996	
MROH8	2.78794	4.01524
MRPL1	-1.20475	
MRPL10	-0.943111	1.29259
MRPL12	0.00348228	-2.01098
MRPL14	-0.507281	-1.36222
MRPL15	0.978879	-0.581623
MRPL16	1.6173	1.00827
MRPL18	0.164225	
MRPL19	0.384639	0.137735
MRPL20	-1.33251	-1.41901
MRPL22	-0.856836	-2.81435
MRPL23	-1.98466	-1.48776
MRPL24	-1.37194	
MRPL27	3.0864	1.0194
MRPL28	-0.274243	-1.01989
MRPL30	0.0692627	0.354027
MRPL33	2.13439	2.90794
MRPL34	-0.627829	-1.05992
MRPL35	1.66869	
MRPL37	-0.0612621	-1.2888
MRPL39	1.19489	0.48101
MRPL4	0.926241	
MRPL41	2.88854	
MRPL42	1.37848	-2.63142
MRPL43	-3.07239	-2.08423
MRPL44	0.5781	
MRPL47	0.0991935	-1.56996
MRPL48	0.552952	-2.32726
MRPL49	-1.91667	-2.92894
MRPL50	-0.64625	
MRPL51	-1.24874	
MRPL52	0.88491	
MRPL53	-0.968544	
MRPL55	-0.110057	
MRPL58	0.00400017	-1.79743
MRPS10	-1.87197	
MRPS11	-1.22461	
MRPS12	1.36228	
MRPS14	-0.569211	
MRPS15	-1.77945	-3.12959
MRPS16	-1.69397	-2.06861
MRPS18A	0.473293	
MRPS18C	-0.353322	-0.656908
MRPS2	5.4868	
MRPS21	0.283376	1.81994
MRPS22	0.674047	-0.682652
MRPS25	-0.377789	
MRPS26	3.40163	3.24364
MRPS28	-1.37592	
MRPS30	3.8341	4.28582
MRPS30-DT	3.06901	0.894257
MRPS31	-0.0518401	
MRPS33	-2.71897	-2.5132
MRPS36	-0.000575113	-1.9567
MRPS5	-0.962809	
MRPS6	-2.06855	-1.13793
MRPS9	0.0262611	-1.75326
MRRF	0.613389	-0.991636
MRS2	1.83244	0.672379
MRTO4	-1.02321	
MRVI1	-3.44062	-0.624506
MRVI1-AS1	1.01713	0.820251
MS4A15	0.899898	-1.68786
MS4A4A	-2.85772	-2.00329
MS4A7	-3.231	-4.8614
MSANTD1	0.140051	1.23168
MSANTD2	2.52579	3.13859
MSANTD3	0.460736	-1.44204
MSANTD4	1.75468	3.43487
MSH2	1.7424	2.12312
MSH3	-2.55138	
MSI2	-1.23363	-0.0272984
MSL2	2.01118	3.47329
MSL3	1.56227	1.98775
MSLN	-1.569	
MSMO1	0.080598	-0.396795
MSN	-3.36478	-3.6067
MSRA	-1.50013	-2.08288
MSRB1	-1.73312	
MSRB2	-1.4623	0.323645
MSRB3	0.032303	1.45189
MST1P2	0.667678	
MST1R	0.905938	0.762872
MSTO2P	1.35588	
MSX1	0.133963	3.11791
MT1A	-1.621	0.286244
MT1B	-2.15697	0.506118
MT1E	-1.73781	1.19021
MT1F	-1.33121	1.23417
MT1G	-1.57266	0.911545
MT1JP	-1.41794	1.20054
MT1L	-1.99162	0.501918
MT1M	-1.67564	0.913824
MT1X	-2.16223	0.521162
MT2A	-2.4905	0.0112199
MT3	-1.05167	0.319979
MTA2	-1.84674	
MTA3	-0.0195527	1.07815
MTAP	1.5033	0.386861
MTBP	1.86362	2.73621
MTCH1	0.367263	-0.279797
MTCH2	-0.5947	
MTCL1	3.05016	2.24931
MTDH	1.92236	2.42137
MTERF1	0.405238	
MTERF2	-1.04112	0.693881
MTERF4	-0.808466	
MTF2	-0.0940446	
MTFP1	1.24014	-0.187023
MTFR1	-2.20974	-1.48454
MTG1	0.806768	
MTG2	0.218351	
MTHFD1	-1.41567	-0.827518
MTHFD1L	-1.28177	-1.37218
MTHFD2	-1.08475	-2.35764
MTHFD2L	-2.28053	-1.20882
MTIF2	1.10876	-0.773126
MTIF3	-2.72891	
MTM1	-5.07375	
MTMR1	-1.30626	
MTMR11	-0.494373	2.08146
MTMR12	0.66063	1.55778
MTMR14	2.60602	2.23003
MTMR2	2.20497	0.538661
MTMR3	-0.272299	-0.302108
MTMR4	2.37434	
MTMR6	0.0274749	
MTMR9	4.74672	
MTMR9LP	-3.19381	-2.39118
MTO1	0.586647	
MTPAP	2.00409	3.29303
MTR	1.20873	
MTRF1	0.236712	0.229023
MTRF1L	0.995563	0.24473
MTRR	1.00367	-0.917711
MTSS1	-0.982194	-1.61611
MTSS1L	-2.79007	-4.0357
MTTP	-0.607588	-3.17503
MTUS1		-1.27946
MTUS2	2.7458	1.95241
MTX2	1.39193	
MTX3	1.49803	
MUC1	-5.60069	
MUC20	1.30552	1.25422
MUC4	-3.76395	
MUCL1	3.28747	2.59803
MUL1	2.27641	2.36711
MUM1	3.22409	7.94566
MUM1L1	2.24512	3.7853
MUS81	-2.62615	
MUT	-1.37348	
MUTYH	0.482248	1.42104
MVB12B	-1.15225	
MVD	0.880901	-0.175427
MVK	1.06011	
MVP	-0.0751696	-1.95269
MX1	1.13656	0.425835
MX2	-1.41364	-0.92441
MXD1	3.12071	7.65611
MXD4	-1.65374	1.29384
MXI1	0.257688	2.05098
MXRA5	0.613311	
MXRA7	2.67083	1.82049
MXRA8	-1.47497	0.789084
MYADM	0.152746	-1.30382
MYADML2	2.52684	-0.0781291
MYB	-0.687439	-0.822934
MYBBP1A	3.41959	3.15634
MYBL1	0.998123	-0.0824233
MYBPC1	0.0238898	4.10064
MYBPC2	1.29062	2.00594
MYBPC3	-0.857248	
MYBPH	-2.91745	
MYBPHL	3.42153	3.11551
MYC	1.40143	0.0377128
MYCBP2	2.66686	
MYCBPAP	4.31003	5.81991
MYCN	-2.69632	-2.60966
MYCNOS	-1.65897	-2.19517
MYCT1	0.791777	-0.746416
MYD88	-5.51357	
MYDGF	-0.777481	-0.626464
MYH10	0.0622174	-1.78544
MYH15	-1.8424	-1.99839
MYH7	0.621568	1.87322
MYH7B	2.20439	0.924437
MYL12A	-3.55033	-3.32698
MYL12B	-2.36192	-3.63857
MYL3	-2.19522	-0.389822
MYL5	-1.4719	-1.07786
MYL6	-3.07534	-3.1099
MYL6B	-0.954312	-0.316056
MYLIP	-1.80831	-3.13981
MYLK	-1.35904	-1.44384
MYLK2	0.393138	-1.30522
MYLK4	0.408227	
MYMK	-2.24574	
MYMX	-1.35382	-0.107828
MYNN	0.382377	1.3999
MYO10	-1.34178	
MYO15A	3.77155	4.35741
MYO16	-3.20937	-2.32833
MYO19	1.12587	0.772142
MYO1B	3.04029	2.55243
MYO1D		-2.21219
MYO1E	0.772858	-0.583507
MYO1F	-3.36808	-6.04461
MYO5A	2.56215	
MYO5B	1.80841	0.425317
MYO5C	2.61249	3.89548
MYO7A	-0.404756	1.15859
MYO9A	1.41985	
MYO9B	-0.884119	-2.79185
MYOF	-3.55784	-5.03514
MYOM1	-3.07003	-1.49048
MYOM2	1.44197	-0.402877
MYOT		0.034382
MYOZ3	0.698254	-0.822762
MYPOP	0.395696	
MYRIP	-1.15822	-0.040087
MYSM1	2.55312	1.71774
MYT1	-2.1473	-0.909456
MYT1L	-0.0228346	-0.578171
MZF1	2.50917	
MZT1	0.229442	1.04059
MZT2A	-1.14528	-0.819264
MZT2B	-1.07218	-0.439967
N4BP1	2.51905	3.3001
N4BP2	1.25407	3.19051
N4BP2L1	1.75699	4.04087
N4BP2L2	1.50643	1.81293
N4BP3	3.31237	
N6AMT1	-0.712244	
NAA10	-1.23337	-1.62276
NAA11	-1.56536	
NAA15	5.58561	
NAA16	0.432766	1.673
NAA20	-0.0585583	
NAA30	-0.477427	-0.0956356
NAA35	0.448036	
NAA38	-0.596231	-0.331689
NAA40	-0.492103	
NAA50	3.04468	
NAAA	0.771798	-0.214448
NAALAD2	0.876209	0.425647
NAB1	1.04632	2.57002
NAB2	1.57891	
NABP1	-2.32719	-5.37328
NABP2	1.81427	
NACA	-3.09665	
NACA2	-3.25637	
NACAD	0.207377	
NACC1	-2.3619	-0.858756
NACC2	-3.44668	-4.22059
NADK2	-1.17784	0.971382
NAE1	2.1718	
NAGA	-3.49326	
NAGK	-1.57174	-1.36457
NAGLU	-0.993723	-2.05299
NAGPA	3.84315	4.48447
NAGS	-0.787686	
NALT1	-4.1063	
NAMPT	-0.315827	
NANOS1	-0.729363	0.54761
NANS	-1.76514	
NAP1L1	3.2841	1.96835
NAP1L2	1.91263	0.594841
NAP1L3	4.71004	7.13724
NAP1L5	5.25012	5.30423
NAPA	1.08498	-0.90486
NAPB	2.88054	0.867968
NAPEPLD	4.92695	5.07312
NAPG	0.109226	-3.1837
NAPSB	-4.39197	-3.48599
NARFL	1.97242	
NARS	0.383374	-0.652828
NAT10	-3.40813	
NAT14	-1.24377	
NAT6	3.55567	
NAT8L	1.38561	-0.148845
NAT9	1.24846	
NAV1	-2.06865	-0.757256
NAV2	-4.22056	-1.83546
NAV3	0.427998	2.02638
NAXD	-0.796873	
NAXE	-0.331735	-0.435806
NBAS	0.35352	-1.77722
NBDY	-1.65459	-0.699457
NBEA	2.71987	
NBEAL2	-1.07446	
NBPF1	-2.38964	
NBPF10	-1.35865	
NBPF11	-1.00406	
NBPF3	-2.15313	-0.46916
NBR1	-0.440633	
NCALD	3.40639	5.74145
NCAM1	-2.10785	-0.537929
NCAM2	-1.10991	-1.02885
NCAN	-1.20381	1.23133
NCAPD2	-0.139711	-2.43815
NCAPG2	-3.08563	
NCAPH2	1.1544	0.829657
NCBP2	-2.96695	-3.24816
NCDN	0.417954	
NCEH1	3.02578	2.1265
NCF1C	-5.90222	
NCK2	2.28159	5.02531
NCKAP1	1.28175	
NCKAP5	-4.84874	
NCKIPSD	0.993462	0.653032
NCLN	0.00318125	
NCOA2	3.52183	
NCOA3	0.917128	1.14367
NCOA6	0.15229	0.628959
NCOA7	0.189601	-1.2941
NCOR1	0.502844	
NCOR2	0.639063	-0.0563612
NCR2	-3.4131	
NCS1	-2.637	-1.58759
NDC1	0.453347	
NDE1	-0.0299291	-2.61592
NDEL1	4.74099	3.73118
NDFIP1	1.14104	1.80953
NDFIP2	3.00854	
NDN	-1.65174	-0.13979
NDP	-0.404488	3.27704
NDRG2	-2.56078	
NDRG3	0.832014	-1.16624
NDRG4	-2.22237	
NDST2	-2.43409	-3.12045
NDST3	4.4688	6.04394
NDUFA10	1.39417	1.47443
NDUFA11	-1.38555	-1.74958
NDUFA12	-0.710774	-1.67926
NDUFA13	-0.718192	
NDUFA3	-1.31866	
NDUFA4L2	-0.41635	0.152686
NDUFA5	-0.719325	
NDUFA6	-1.5474	-1.99618
NDUFA6-AS1	-2.79186	-0.981346
NDUFA7	-4.16916	
NDUFAB1	-0.767063	
NDUFAF1	-0.751792	
NDUFAF2	-3.56436	-3.53395
NDUFAF3	-1.49239	
NDUFAF4	1.62419	
NDUFAF4P1	-0.623411	-1.33108
NDUFAF5	2.02438	0.087998
NDUFAF6	-1.10546	
NDUFAF7	-0.312614	
NDUFAF8	-1.56852	-1.43528
NDUFB1	-2.07743	-2.32674
NDUFB10	-1.11841	
NDUFB2-AS1	-1.07937	-2.3874
NDUFB3	-1.49083	
NDUFB5	-0.994612	
NDUFB6	-2.43485	-4.73683
NDUFB8	-0.440431	0.115448
NDUFB9	-1.97079	-3.31803
NDUFC1	0.392552	
NDUFC2	-0.660857	-0.891399
NDUFS1	1.349	-0.263276
NDUFS2	0.0137774	
NDUFS4	-2.79857	
NDUFS6	-1.78374	
NDUFS7	1.67167	0.0894919
NDUFV1	2.30121	
NDUFV2	-0.488305	
NDUFV3	-3.97453	-4.77912
NEAT1	-0.554038	-1.6313
NEB	-0.461472	-2.9479
NEBL	-3.13875	
NEBL-AS1	-1.02285	0.26485
NECAB1	5.18812	5.12636
NECAB2	-0.719083	0.59134
NECAB3	1.11619	-1.12251
NECAP2	-5.1693	-2.08885
NECTIN1	2.5179	1.80062
NECTIN2	-0.990576	
NECTIN3	2.54622	1.78722
NEDD4	-4.60737	
NEDD4L	-0.246879	0.1592
NEDD8	0.0449524	
NEDD9	4.9823	4.66205
NEFH	1.36151	-0.436858
NEFL	0.819759	-1.39036
NEFM	0.688727	-1.60985
NEGR1	1.83192	3.02348
NEIL1	2.28313	4.06279
NEK1	-1.07706	
NEK10	0.037049	0.958471
NEK11	-1.1841	0.625222
NEK2	0.538878	1.4446
NEK4	2.09878	
NEK6	-1.26011	0.225471
NEK8	0.548432	
NELFA	0.927189	1.77676
NELFE	-0.84403	-0.721423
NELL1	1.37171	2.37537
NELL2	1.57981	1.17787
NEMF	2.71397	4.00223
NENF	-3.29735	
NEPRO	0.412184	-0.691209
NES	-4.16658	
NET1	0.403822	-1.23998
NETO1	1.22005	0.67545
NETO2	2.56104	3.33522
NEU1	5.50179	
NEU4	-0.129442	
NEURL1	-0.286546	1.8549
NEURL1B	-1.34327	0.342627
NEURL3	0.393221	
NEUROD1	2.29052	3.76198
NEUROD2	1.34338	0.113212
NEUROD6	2.01548	3.74551
NEXMIF	1.67047	3.40897
NEXN	-0.253536	-2.30398
NF1	3.08733	
NF2	-0.443182	0.418955
NFAT5	1.27778	
NFATC1	-1.309	
NFATC2IP	0.180751	-0.324808
NFATC3	0.424192	0.36817
NFE2L1	1.2079	
NFE2L2	-3.97529	
NFE2L3	-1.88901	-4.19877
NFIA	-2.69878	-0.371862
NFIB	-2.72121	-2.45016
NFIC	0.879699	-0.306679
NFIL3	2.66197	3.5175
NFIX	1.25976	1.67273
NFKB1	1.17053	0.393948
NFKBIA	1.22095	1.41497
NFKBIE	0.936144	2.22785
NFKBIL1	2.65965	
NFKBIZ	-1.25767	-1.41942
NFS1	1.1569	
NFU1	-0.885431	
NFX1	1.13949	
NFXL1	1.64184	
NFYB	0.623641	0.0203694
NFYC	2.25397	2.2826
NFYC-AS1	1.14053	
NGB	4.59543	9.6705
NGDN	2.66532	1.39428
NGEF	5.46414	4.4418
NGLY1	1.17377	0.248946
NHLRC1	-0.580341	-1.65018
NHLRC2	2.03506	4.19788
NHLRC3	3.40978	4.61842
NHLRC4	0.510803	1.40119
NHP2	-1.12837	-1.49468
NHS	-0.972392	
NHSL1	-2.59515	0.361565
NICN1	1.55942	0.0290767
NIF3L1	1.56691	
NIFK	-2.26124	
NIM1K	1.32021	1.48018
NIN	-3.20064	
NINJ1	-2.51114	
NINJ2	-1.42066	-2.55967
NINL	-2.04323	-0.321981
NIP7	-0.531689	-1.07724
NIPA1	0.448004	-1.22172
NIPA2	3.43354	
NIPAL2	2.97064	2.01756
NIPAL3	0.901315	-1.21995
NIPBL		2.08736
NIPBL-AS1	1.32425	1.76182
NIPSNAP1	-0.484936	-0.657879
NIPSNAP2	-1.17655	
NIPSNAP3A	-1.88874	-2.98987
NISCH	-0.710068	0.176347
NIT2	-1.46115	-1.33633
NKAIN1	1.40755	2.6078
NKAIN2	-0.763059	-1.64059
NKAIN3	-1.61996	-0.163445
NKAIN4	-1.78215	-0.598258
NKAPL	0.00611578	-1.05979
NKAPP1	-0.443072	
NKD1	-0.462511	-1.79892
NKD2	0.0301328	0.576628
NKG7	0.390813	-0.260968
NKRF	3.39972	
NKTR	0.861613	2.65284
NKX1-2	3.48424	2.17788
NKX3-1	-0.802426	-1.9621
NKX6-1	0.892684	
NKX6-2	0.444975	
NKX6-3	2.62242	2.92218
NLE1	-0.116595	0.259568
NLGN1	-1.62977	-0.876198
NLGN3	-1.34283	-0.113688
NLGN4X	-0.635141	
NLK	4.94269	3.16999
NLN	3.45929	1.8861
NLRX1	2.47626	2.00529
NMB	-4.56231	
NMBR	-0.436733	
NMD3	0.930178	
NME1	-1.48175	
NME3	0.561764	
NME4	-1.60497	0.67094
NME5	1.30349	0.82174
NME9	3.69038	
NMI	-2.90695	-2.55517
NMNAT1	1.61783	
NMNAT2	4.62402	
NMNAT3	-0.214049	-0.32988
NMRAL1	1.24332	
NMRK1	3.38821	
NMT1	0.938591	0.211766
NMT2	3.30857	
NMU	2.83367	5.32246
NNAT	-1.70739	-0.957393
NNMT	5.03529	2.72292
NOB1	0.252954	-2.27617
NOC2L	0.582236	
NOC3L	-1.28735	-1.29553
NOL10	1.53691	
NOL3	-3.60609	-5.61074
NOL4	1.06517	2.55539
NOL4L	-1.49625	-0.257684
NOL6		-2.56713
NOL8	-0.749167	
NOL9	-1.15491	-1.71122
NOM1	0.899486	0.304248
NONO	-0.124196	1.11487
NOP16	-0.563681	-2.90411
NOP2	2.00671	2.21861
NOP53	1.4437	1.6611
NOP56	1.32584	1.59391
NOP58	0.22983	
NOP9	1.25537	
NORAD	0.582882	
NOS1	-3.34515	-1.3444
NOS1AP	0.297659	-0.88457
NOS2	4.61758	3.09027
NOS3	-1.42429	0.264075
NOSTRIN	-0.483565	-0.945954
NOTCH4	1.14829	0.326703
NOV	0.942957	2.48967
NOVA1	4.23224	3.09483
NOVA2	-0.128832	0.450283
NOX4	0.955644	-0.954321
NOXA1	5.00769	
NOXO1	2.6477	4.5047
NPAS1	4.41058	
NPAS3	-1.98038	1.01745
NPAT	0.212148	0.64954
NPB	-1.20354	-1.10363
NPC1		-1.5714
NPC2	-5.16246	-5.35708
NPDC1	1.11241	0.926823
NPFFR2	-0.304262	-2.50819
NPHP1	0.0488372	1.08557
NPHP4	1.70382	
NPHS1	-1.28342	-2.73295
NPIPA8	0.618102	1.35972
NPIPB11	1.32561	
NPIPB15	0.666269	
NPIPB2	-1.80547	
NPL	-1.33069	-0.378591
NPM1	-3.86899	0.159066
NPM2	1.48527	3.10399
NPM3	-0.814258	-1.3172
NPNT	-2.48493	0.00969946
NPPA	0.367694	0.759201
NPPB	1.79315	
NPR2	0.583305	
NPR3	1.44277	3.64603
NPRL2	3.97467	
NPTN	2.03328	
NPTX1	-2.34456	-2.41774
NPTX2	-0.511692	-0.795229
NPTXR	-0.931181	-0.452982
NPY	-2.30276	-2.60725
NPY1R	1.14283	2.15846
NPY2R	-0.190907	
NPY5R	2.22718	2.76964
NQO1	-2.34799	-2.30657
NQO2	0.0376007	
NR0B1	-2.33903	-0.416313
NR1D1	1.51246	3.1921
NR1D2	2.55387	2.92756
NR1H2	1.92028	1.97719
NR1H3	-0.182728	0.712455
NR2C1	0.862671	1.11353
NR2C2	-1.02157	
NR2C2AP	0.511614	2.33447
NR2E1	-1.1018	1.00778
NR2F1	-0.777208	1.45627
NR2F1-AS1	1.87368	4.99278
NR2F2	-3.72654	-3.61509
NR2F2-AS1	-3.65656	-2.42834
NR2F6	4.47347	
NR3C1	2.71669	2.77036
NR3C2	2.50476	3.63481
NR4A1	2.29668	
NR4A2	-4.32059	-5.37551
NR4A3	0.902529	2.25635
NRAP	0.0703144	0.957032
NRAS	-1.67178	-1.19835
NRAV	2.82017	
NRBF2	1.07117	0.322057
NRCAM	2.42241	2.53448
NRDC	-0.364081	
NRDE2	0.915923	
NREP	3.01257	3.28286
NRF1	0.656686	
NRG1	1.60614	0.0209985
NRG2	-0.0393098	-0.0893179
NRG3	2.38469	2.06978
NRG4	-1.89691	1.69191
NRGN	2.77457	1.97149
