gene	dk_thinning_Z	hcp_thinning_Z
NRIP1	4.72147	3.53988
NRIP2	0.156882	-2.9276
NRIP3	-2.329	-6.65992
NRL	-1.538	-1.57775
NRN1	4.00019	2.23519
NRN1L	0.628815	0.149911
NRP1	-0.656695	-0.945415
NRP2	-2.22621	-0.848549
NRSN1	5.37475	
NRSN2-AS1	-1.12161	
NRXN1	4.2863	7.58154
NRXN2	-0.565577	-0.447234
NRXN3	2.81044	
NSA2	-1.46228	
NSD2	-1.8044	-2.71843
NSD3	4.10978	5.05956
NSDHL	-1.10016	-2.76656
NSF	0.802145	
NSFL1C	-0.822929	-0.489712
NSG1	1.89973	0.224918
NSG2	-1.11769	-0.135917
NSMAF	2.41193	4.13101
NSMCE1	-2.25304	-1.68507
NSMCE2	-0.201155	
NSMCE4A	-3.09182	-2.20413
NSMF	-1.54145	0.00453762
NSRP1	-1.14572	-1.92671
NSUN2	1.12493	
NSUN3	1.04279	1.34508
NSUN4	2.29674	
NSUN5	2.64726	3.5654
NSUN5P2	1.94451	3.01877
NSUN6	-0.584582	1.60124
NT5C	-0.175729	
NT5C3A	-3.38889	-1.33354
NT5DC1	0.916922	-0.847351
NT5DC2	0.715078	3.22872
NT5DC3	-0.547235	0.667011
NT5E	-2.52939	0.0304061
NT5M	1.99751	1.52473
NTAN1	-2.99665	
NTF4	1.99555	
NTHL1	2.24126	0.301245
NTM	2.72667	6.57135
NTMT1	0.498482	
NTN4	5.19272	5.76301
NTNG1	-0.664283	-0.0163701
NTNG2	-0.840275	-0.674871
NTRK2	-1.47635	1.54592
NTRK3	1.05939	0.526093
NTSR1	-1.02827	-0.488734
NTSR2	-2.02183	-0.0189109
NUAK1	6.6313	6.3058
NUB1	0.925394	1.45558
NUBP1	0.653323	-0.184854
NUCB2	-3.56342	-1.44461
NUDCD1	1.50932	1.9245
NUDCD3	0.840616	
NUDT1	-0.380837	-3.00852
NUDT10	-0.0084832	-0.685634
NUDT11	-0.498499	-0.196858
NUDT12	2.32012	0.985032
NUDT14	0.267296	0.573157
NUDT15	0.497948	-0.0364617
NUDT16	0.845452	0.77886
NUDT16L1	-0.680009	-0.793004
NUDT17	-1.50844	-0.688807
NUDT18	0.218836	-2.38287
NUDT2	-0.694509	-1.21696
NUDT21	-0.0925669	
NUDT22	1.74963	-0.262341
NUDT4	2.80033	3.19689
NUDT5	0.179948	-1.1175
NUDT6	0.264694	-0.0578928
NUDT7	-2.9211	
NUDT8	-0.0861941	-0.318675
NUDT9P1	4.41394	6.00416
NUMB	3.19663	3.73595
NUMBL	-2.19006	-0.873745
NUP107	1.86143	1.2898
NUP153	0.680361	0.776576
NUP155	0.291297	
NUP160	1.11796	
NUP188	0.950167	
NUP205	1.10136	1.49912
NUP210	1.45423	
NUP35	2.00555	1.94962
NUP50	6.19669	
NUP54	1.18946	1.15663
NUP58	0.400126	
NUP85	2.05845	1.75719
NUP88	-0.0400646	0.569363
NUP93	1.23241	-2.60039
NUP98	1.75874	
NUPL2	-0.0102629	0.126708
NUPR1	-3.03697	-1.32337
NUPR2	-1.76577	-0.622665
NUS1	-0.676773	0.668944
NUTF2	-1.39991	-2.2119
NUTM2B-AS1	1.01943	0.965476
NVL	0.728001	0.854975
NWD1	-1.7188	1.23108
NWD2	1.41569	2.43489
NXF5	-2.0756	
NXN	-1.81789	-0.256416
NXNL2	0.640347	
NXPE3	0.708869	-1.03849
NXPH1	-0.896305	0.367606
NXPH3	1.25882	2.15057
NXT2	-3.74115	
NYAP2	-0.0701402	1.81211
NYNRIN	-1.18645	1.34106
OAF	-1.36786	1.97401
OARD1	-0.0167021	
OAS3	-2.47801	
OAT	-0.0658853	
OAZ1	-1.07364	
OAZ2	-0.599604	-1.92595
OAZ3	-0.678155	-1.84114
OBSCN	-0.922643	0.625914
OBSL1	3.76158	4.53563
OCA2	1.1416	1.15078
OCEL1	2.28688	-0.295667
OCIAD1	1.4117	
OCLN		0.0528727
OCRL	2.56505	
ODC1	-1.01277	
ODF2	3.35757	4.03918
ODF2L	0.646352	1.68014
ODF3L2	-2.496	
OFD1	-0.587703	
OGDHL	2.89627	1.61938
OGFOD2	1.62876	-0.101069
OGFOD3	0.638741	0.0812208
OGFRL1	-0.458105	
OGG1	-1.33375	-0.171595
OGN	-3.09838	-1.31297
OGT	2.00774	2.20254
OIP5-AS1	2.12843	1.89459
OLFM1	2.32428	0.987894
OLFM2	-1.02435	
OLFM3	4.11501	3.92435
OLFM4	3.85527	3.47175
OLFML2A	-1.07356	-0.590967
OLFML2B	-0.186605	-0.27135
OLFML3	-1.98784	-1.82907
OLR1	-0.133903	-0.204526
OMA1	-0.0710176	0.5661
OMG	-0.886264	-0.978789
ONECUT1	-3.28701	-2.79418
ONECUT2	2.99189	1.34008
OPA1	2.09938	
OPA3	-0.465293	-2.68272
OPCML	5.45242	
OPHN1	-2.11657	-1.22499
OPN3	5.8675	4.95363
OPN4	-1.16707	-5.87284
OPRD1	1.21827	0.885833
OPRK1	-1.56041	-4.15302
OPRL1	1.39239	
OPRM1	1.05249	1.03107
OPTN	0.591002	-0.965999
OR10K1	2.85386	
OR13C5	-2.62639	-1.71966
OR14I1	2.84077	1.49133
OR1D5	-2.0929	
OR1E1	-0.122783	
OR2AK2	1.24895	1.6324
OR2H1	-1.69088	
OR2L13	2.82616	1.16221
OR2L2	-0.448889	-0.799297
OR2L3	4.14221	5.5177
OR2L8	2.99835	3.68065
OR2M1P	2.81807	
OR2M4	0.514906	0.166157
OR4D10	0.258321	
OR7E14P	-2.99339	
OR7E156P	-3.32491	-4.95429
OR7E24	-2.39845	-3.72536
OR7E47P	-0.647119	-0.969258
OR7E91P	1.0808	
OR8B8	-4.79931	
ORAI2	-4.84128	-5.41483
ORAI3	-2.27996	
ORAOV1	0.801589	
ORC3	-2.29236	
ORC4	0.0504649	0.975159
ORC5	-0.666444	
ORC6	-0.261422	0.172055
ORMDL1	0.195824	
ORMDL2	-2.14052	-3.90684
ORMDL3	0.833598	
OSBP2	1.2573	1.23561
OSBPL10	0.672393	
OSBPL11	-0.852945	1.07548
OSBPL1A	2.52575	1.2497
OSBPL2	0.456241	0.960896
OSBPL3	1.89649	0.662902
OSBPL5	2.2382	3.23376
OSBPL6	2.13141	1.44939
OSBPL8	1.65007	
OSBPL9	0.205603	0.0513042
OSCP1	3.01001	
OSGEP	1.46594	4.21422
OSGEPL1	1.04253	0.618304
OSGIN1	-1.21922	
OSGIN2	0.220466	
OSR1	0.515187	2.45387
OST4	-2.69092	-2.71843
OSTF1	5.36145	2.82855
OSTM1	1.84115	
OSTN	2.12181	1.9628
OTOF	-2.27399	
OTOS	-3.78726	
OTUB2	-0.584673	0.376752
OTUD1	0.271837	1.97634
OTUD3	5.57618	
OTUD5	-1.74067	
OTUD6A	-4.02147	
OTUD6B	-0.968304	
OTUD6B-AS1	4.32972	4.0407
OTUD7A	0.523981	
OTUD7B	-0.491703	
OTULIN	2.12657	
OVGP1	1.93979	2.22602
OVOL2	3.06792	3.81757
OXA1L	1.08096	
OXCT1	-1.20191	-0.33975
OXCT2	-0.267782	1.66386
OXER1	-4.7466	
OXGR1	-0.643411	-2.17274
OXNAD1	0.570958	-1.24176
OXR1	3.34951	2.32065
OXSR1	1.77494	1.70306
OXT	-1.48483	
OXTR	-2.86219	-0.947549
P2RX2	-2.53276	
P2RX4	-1.4506	-1.7874
P2RX5	0.672347	-0.603105
P2RX6	2.1402	2.14956
P2RX6P	2.24099	1.27869
P2RY1	-1.40899	
P2RY12	-2.46342	-3.42882
P2RY13	-2.23204	-2.91644
P2RY14	1.4135	2.293
P2RY6	-0.409006	-0.793412
P3H1	1.11737	1.07014
P3H2	-1.53487	0.159926
P3H3	2.08372	1.72987
P4HA2	-2.00238	-0.590294
P4HB	-0.976389	
P4HTM	1.79224	
PAAF1	-1.39552	-1.88442
PABPC1	-2.98855	
PABPC1L	-1.34004	-0.190325
PABPC1L2A	3.82879	
PABPC1L2B	3.25932	
PABPC3	-4.87096	
PABPC4	-0.955633	
PABPC5	0.890663	
PACRG	-0.85665	-0.0294705
PACRGL	0.198327	
PACS1	-0.445078	-0.475118
PACS2	-2.49644	-2.75985
PACSIN1	0.0677032	0.298869
PACSIN2	-1.3114	-1.62032
PACSIN3	-0.817194	0.544984
PADI2		-2.34994
PAFAH1B1	0.330643	
PAFAH1B2	2.19061	
PAFAH1B3	-1.92038	-0.598034
PAFAH2	-3.91365	
PAG1	1.74208	1.3185
PAGR1	1.351	1.74446
PAH	2.08894	4.30397
PAICS	-3.99419	
PAIP1	3.85521	4.54707
PAK1	2.27437	
PAK1IP1	-0.129392	
PAK2	0.545343	
PAK3	-0.275954	1.07646
PAK5	1.83264	
PALB2	1.32058	
PALD1	-3.2624	
PALLD	-1.88503	-0.453174
PALM	-1.3592	0.568698
PALM2	-0.325486	0.982448
PALMD	-4.76032	-3.45333
PAM	0.371694	1.35818
PAMR1	-1.14931	2.04095
PAN2	0.992344	0.597332
PANK1	1.45741	0.663222
PANK2	-1.85135	
PANK3	0.17627	-0.199601
PANX1	2.36446	2.43349
PANX2	0.569675	-0.91978
PAOX	-0.370828	-1.24597
PAPD4	2.49662	
PAPD7	4.29793	
PAPLN	-1.69638	
PAPOLA	-0.512171	
PAPOLG	4.26942	
PAPSS1	1.20323	
PAPSS2	1.73552	2.33959
PAQR3	3.29472	
PAQR4	0.353929	-2.61225
PAQR6	-2.56274	-4.09487
PAQR8	-0.673793	-0.44108
PAQR9	0.17746	-2.05053
PARD3	-2.63337	-1.50589
PARD3B	-2.19948	0.953582
PARD6A	1.93855	-0.219955
PARD6B	3.94257	4.13135
PARD6G	-0.586179	-0.154437
PARG	2.87204	4.62453
PARGP1	1.66749	
PARM1	2.77727	3.25766
PARN	3.78994	
PARP1	0.0435454	
PARP14	-5.4818	-3.98631
PARP16	1.67674	
PARP2	3.28753	3.95156
PARP3	0.242944	-0.714535
PARP4	-3.53067	-1.61953
PARP8	1.13375	1.91196
PARS2	1.30339	2.70534
PART1	4.49729	4.31539
PARVA	-2.31545	-2.93254
PARVB	-3.29873	-2.11082
PASK	1.45256	1.37994
PATE2	1.49039	2.00676
PATJ	-2.70667	-2.4146
PATL1	-0.182346	
PATZ1	-1.07436	
PAWR	-5.03967	-2.62027
PAX6	-1.61117	-0.537699
PAX8	-2.13414	-1.41411
PAX8-AS1	-2.50484	-1.87922
PAXBP1	-0.55789	
PAXBP1-AS1	-0.244712	1.728
PAXIP1	1.13684	0.953214
PAXIP1-AS1	0.187815	1.86086
PBLD	-3.89019	-2.49237
PBX1	5.58606	5.85825
PBX2	-0.852571	
PBX3	-0.483899	-3.10508
PBX4	-1.70551	-0.800517
PBXIP1	-1.82533	0.402204
PC	1.2745	0.0217972
PCAT19	-0.341857	-1.08868
PCBD1	-0.579622	1.12445
PCBD2	-3.78195	
PCBP1	0.374069	
PCBP2	-1.69019	
PCBP3	0.454726	1.28121
PCCA	-0.04524	-0.391727
PCCB	-1.59618	
PCDH1	0.630626	
PCDH10	3.91606	3.19632
PCDH11X	-1.06144	-0.312422
PCDH11Y	-1.89031	-1.16891
PCDH12	0.552764	-2.08883
PCDH15	-2.84363	-2.01033
PCDH17	-2.24834	-3.41535
PCDH18	0.443761	0.729212
PCDH19	0.187409	1.88332
PCDH20	0.753946	1.39533
PCDH7	-0.128298	-1.6921
PCDH8	2.74535	4.18158
PCDH9	2.13444	
PCDHA1	1.31193	
PCDHA11	1.48583	
PCDHA5	1.78481	
PCDHA9	0.184965	
PCDHAC2	2.74631	0.820268
PCDHB10	4.40028	5.94637
PCDHB11	2.57692	5.4398
PCDHB12	2.33343	1.40337
PCDHB14	2.50229	2.77484
PCDHB15	1.48621	
PCDHB16	2.86286	1.0695
PCDHB17P	5.53261	
PCDHB18P	2.86944	0.562651
PCDHB2	3.912	2.2517
PCDHB4	3.08847	
PCDHB5	0.148432	
PCDHB6	5.8693	3.01814
PCDHB8	2.64005	
PCDHB9	5.27035	3.08244
PCDHGA11	0.390018	
PCDHGA12	-2.99162	
PCDHGA3	-0.949497	0.277445
PCDHGA9	0.127472	
PCDHGB1	-0.335332	
PCDHGB2	0.38497	
PCDHGB3	0.700762	
PCDHGB4	0.137281	1.45576
PCDHGC3	-3.55837	
PCDHGC5	-2.42085	-1.48259
PCED1B	-1.34382	-0.699742
PCGF1	2.08016	0.297234
PCGF2	1.0039	
PCGF3	1.38595	-1.64606
PCGF5	5.03305	
PCGF6	3.23926	
PCID2	1.80243	
PCIF1	-0.91118	
PCK2	-3.37042	-1.467
PCLAF	-0.595689	-2.54336
PCLO	-0.567966	-0.30377
PCM1	-2.11757	
PCMT1	-0.283078	-1.67316
PCMTD1	-1.35108	
PCMTD2	1.43291	2.77192
PCNA	-0.232489	0.122665
PCNT	0.798681	-0.744562
PCNX2	3.18109	2.39267
PCNX4	1.50006	3.1888
PCOLCE2	-4.43711	-4.67799
PCP4	0.290699	-2.20297
PCP4L1	1.25898	0.514486
PCSK1	2.66587	3.42947
PCSK2	0.639076	-1.99086
PCSK5	-0.699019	0.171924
PCSK6	1.096	-1.14135
PCTP	-0.764989	-3.14194
PCYOX1L	2.79167	
PCYT1B	-3.11115	-4.40002
PCYT2	0.988447	-0.523077
PDAP1	-1.78406	
PDC	3.61966	
PDCD1	-0.716541	
PDCD10	0.114999	
PDCD11	0.337395	
PDCD2	-2.04515	
PDCD2L	0.902298	
PDCD4	0.476262	1.80617
PDCD5	-5.09515	
PDCD6IP	1.25533	0.520018
PDCD7	2.20414	1.85641
PDCL	-0.817501	-1.7419
PDCL3	4.25047	3.17241
PDCL3P4	1.94515	0.654918
PDE10A	3.02296	3.73111
PDE11A	-1.74862	-5.60643
PDE1A	-0.582203	0.347313
PDE1B	4.61421	2.55208
PDE2A	-1.15176	-0.64277
PDE3A	-3.20619	-2.00444
PDE4A	1.76255	1.42767
PDE4B	1.08177	2.15666
PDE4C	1.78146	2.30232
PDE4D	3.95513	5.98949
PDE4DIP	-3.01947	-0.991498
PDE4DIPP1	0.462603	1.69019
PDE5A	-2.98495	
PDE6H	0.687947	
PDE7A	2.24442	1.48154
PDE7B	2.3869	3.29905
PDE8B	1.82215	1.97673
PDE9A	-4.94908	
PDGFA	-0.319748	
PDGFB	0.181658	0.271133
PDGFC	-0.513075	1.77036
PDGFD	0.334677	0.260129
PDGFRA	-2.10066	-2.8591
PDGFRB	-1.3394	
PDGFRL	-1.91197	-2.06865
PDHA1	2.07097	
PDHB	-0.710118	-2.35243
PDHX	0.231603	
PDIA2	3.87994	
PDIA3	-3.97836	
PDIA3P1	-3.92198	-3.25163
PDIA5	2.3565	2.52698
PDIA6	-0.952506	
PDIK1L	4.13817	
PDK1	0.355813	2.07773
PDK2	0.0422927	-0.414057
PDK3	3.28263	1.81468
PDLIM2	0.0407832	-1.16218
PDLIM3	-1.12067	1.25277
PDLIM4	-4.29551	
PDLIM5	-1.62005	0.162527
PDLIM7	1.34944	0.664974
PDP1	2.53364	2.81705
PDP2	1.08336	0.0488971
PDPK1	-1.93258	-2.63074
PDPN	-2.10256	-1.20797
PDPR	0.270866	
PDRG1	-0.00883963	-2.97608
PDS5A	-0.323044	0.722307
PDS5B	1.54818	2.53221
PDSS1	1.89482	3.17554
PDXDC2P-NPIPB14P	1.74886	
PDXP	-0.569417	
PDYN	-2.58449	-1.13807
PDZD11	-1.5774	
PDZD2	1.68712	2.17134
PDZD7	0.219961	-2.42043
PDZD8	-0.214345	-1.59704
PDZRN3	1.92113	4.27241
PDZRN4	2.11219	2.58788
PEA15	-1.58495	-0.574783
PEBP4	1.18123	-0.742759
PECAM1	-1.84279	-2.27766
PECR	1.16502	-1.08438
PEG10	-5.13471	-4.99418
PEG3	1.82871	1.4792
PEG3-AS1	2.1966	
PELI1	-1.56069	-0.244528
PELI2	-3.61639	-0.613355
PELI3	2.48029	0.782149
PEMT	-0.496458	-0.868947
PENK	0.311283	-0.37286
PEPD	0.646782	-1.10941
PER1	2.73883	6.01328
PER2	5.21546	9.71321
PER3	1.51072	3.76181
PERM1	0.967275	1.20536
PERP	-1.95322	-0.81466
PES1	0.915992	
PET100	-1.29201	-0.925881
PEX1	0.601058	0.547057
PEX10	-1.52009	-1.34977
PEX11G	-0.786433	
PEX12	2.46256	1.32213
PEX14	3.72762	
PEX19	-1.19868	-0.91664
PEX2	-2.78156	-0.432596
PEX26	-1.63809	-1.30703
PEX5L	2.40538	0.0639633
PEX6	2.91488	2.86493
PFAS	3.12608	
PFDN1	1.7084	-0.00941022
PFDN2	0.0826358	
PFDN5	-1.71553	
PFDN6	-4.25438	
PFKFB2	2.54787	3.30373
PFKFB3	-1.5821	
PFKL	-1.98154	-1.95842
PFKM	1.68833	
PFKP	1.24577	-0.297482
PFN1	0.932533	-0.955303
PFN1P2	-1.11673	
PFN2	0.930445	
PFN4	1.65926	
PGAM1P5	-0.348364	
PGAM4	-0.590428	
PGAM5	0.785643	0.570114
PGAP1	-1.26425	-0.187523
PGAP3	1.68035	1.32111
PGBD1	2.42278	
PGBD2	3.18409	3.34203
PGBD4	1.96624	-1.09906
PGBD5	-1.21424	0.320103
PGC	3.1621	3.55327
PGD	0.198727	
PGGHG	-1.62618	
PGK1	1.9379	
PGLS	-3.83434	
PGM1	-0.886764	
PGM2L1	-0.297309	0.480502
PGM3	-0.106893	0.996683
PGP	1.92716	-0.595802
PGPEP1	-4.13249	
PGRMC1	-1.27089	-0.324029
PGRMC2	3.03875	3.63212
PHACTR1	-1.54506	
PHACTR2	-3.9222	-3.11695
PHACTR3	-0.494648	1.98684
PHACTR4	-0.982113	
PHAX	0.940506	1.57115
PHB	-1.05886	
PHC2	0.748316	-0.160145
PHC3	0.0411402	
PHF10	-2.13564	
PHF12	0.0331674	
PHF13	0.353282	0.520484
PHF14	-0.926326	1.26326
PHF19	0.147112	1.35492
PHF2	-0.167519	
PHF20L1	0.304271	1.47106
PHF21B	-2.8405	
PHF23	1.3035	-0.489826
PHF24	0.627887	-0.675251
PHF5A	0.168162	
PHF6	2.30988	
PHF8	1.97509	1.89901
PHGDH	-3.44762	-0.274862
PHGR1	-1.29816	
PHIP	1.03257	3.09433
PHKA1	-4.0675	
PHKA2	0.951897	0.962405
PHKB	1.93838	0.579632
PHKG2	2.93982	0.810087
PHLDA2	3.51431	2.39489
PHLDA3	0.914344	-1.40912
PHLDB2	2.39521	1.79543
PHLDB3	-2.65375	-3.34486
PHLPP2	4.0484	2.3455
PHOSPHO2		1.52294
PHPT1	-1.33069	0.163308
PHRF1	0.452366	
PHTF1	0.77586	
PHYH	1.5863	1.78293
PHYHD1	-2.61801	
PHYHIP	3.27874	0.456586
PHYHIPL	2.59613	1.83191
PI16	-0.196964	-1.93312
PI4K2A	-0.227851	-1.64394
PI4K2B	-3.27794	
PI4KA	3.27585	1.61595
PIANP	-0.95816	-0.118784
PIAS1	1.98382	1.67344
PIAS2	2.02289	3.08946
PIAS3	1.61125	2.32724
PIBF1	1.3729	
PICK1	3.08842	1.52085
PID1	-1.1798	-0.785868
PIDD1	3.20566	4.54885
PIEZO1	-2.42973	
PIEZO2	0.96929	
PIF1	1.17811	-0.319087
PIFO	-2.02772	-1.62335
PIGC	0.503963	-0.771417
PIGF	-2.13885	-1.98555
PIGK	1.69658	0.872762
PIGL	0.928316	0.987364
PIGN	0.707364	
PIGP	-2.20818	
PIGQ	2.70077	1.50211
PIGU	0.582654	
PIGV	0.115744	
PIGW	1.53162	
PIGX	-0.341107	
PIK3AP1	-4.30787	
PIK3C2A	-1.32103	
PIK3C3	1.21	
PIK3CA	1.78666	0.977621
PIK3CB	1.71864	0.683666
PIK3CD	-0.013908	2.10895
PIK3CG	-1.64758	-4.81848
PIK3IP1	-1.81452	
PIK3R1	5.76399	10.1288
PIK3R2	-2.32401	
PIK3R4	3.59099	
PIKFYVE	1.44003	1.48834
PILRA	2.07315	3.77669
PIM1	1.57935	0.822879
PIM2	0.063013	-0.236629
PIM3	1.49601	-0.135847
PIN1	0.109468	
PIN1P1	0.402327	
PIN4	-2.09175	
PIN4P1	1.37943	1.09295
PINK1	0.824734	-0.966625
PINLYP	-2.32147	-1.46556
PINX1	1.01133	0.0666838
PIP4K2A	-0.890958	-2.75173
PIP4K2B	1.04799	3.48984
PIP4K2C	3.32811	
PIP4P1	3.84822	
PIP4P2	2.39763	0.743416
PIP5K1B	4.63341	2.75614
PIP5K1C	0.380803	-0.292641
PIP5KL1	-0.9045	-1.28323
PIPSL	-1.65805	-0.536041
PIR	-3.37645	-2.57016
PIRT	-3.22674	-4.05746
PITHD1	1.06401	
PITPNA	1.61224	0.35921
PITPNB	0.603136	
PITPNC1	0.390968	2.48229
PITPNM2	-0.0383461	1.01413
PITRM1	-0.566802	
PIWIL4	-0.899356	1.31245
PJA1	0.158013	-0.875103
PJVK	2.22796	1.86594
PKD1	2.12323	1.65708
PKD1P6-NPIPP1	-2.78408	
PKD2		1.55708
PKD2L1	2.64413	7.00146
PKD2L2	2.02187	
PKDCC	4.83267	3.88103
PKIA	-0.872149	0.189413
PKIB	-0.307253	1.15349
PKIG	0.33432	1.9865
PKM	1.58587	0.871621
PKMYT1	-3.39551	
PKN1	-0.863929	
PKN2	-0.948295	
PKNOX1	-1.31687	-0.587223
PKNOX2	3.80474	7.39748
PKP2	-0.0684287	0.260116
PKP3	3.47517	3.71908
PLA1A		-2.75604
PLA2G4A	0.511238	-2.10347
PLA2G4C	2.4655	
PLA2G5	-0.651688	
PLA2G6	0.087944	
PLA2G7	-1.3994	-4.04882
PLA2R1	0.265456	-0.151339
PLAA	0.186362	
PLAC9	-1.73627	-0.4311
PLAC9P1	-2.21037	-0.914089
PLAG1	5.17979	4.85109
PLAGL1	0.875619	1.31358
PLAGL2	1.87361	4.42093
PLAT	-0.880894	-0.786073
PLAU	-1.55456	1.05515
PLAUR	-2.05106	
PLB1	-1.46562	-0.974474
PLBD1	-0.796104	-1.61399
PLBD2	-0.000453926	
PLCB1	1.72467	0.972629
PLCB2	-1.82962	-2.04344
PLCB4	1.4122	-0.223334
PLCD1	-3.98157	
PLCD3	-2.42517	-1.1113
PLCD4	-0.0351643	-2.13488
PLCE1	-2.97003	-3.97398
PLCG1	1.13154	
PLCG2	-5.98885	-4.57083
PLCH1	-0.40938	-0.630476
PLCH2	1.14913	2.32631
PLCL1	1.48805	0.736491
PLCXD1	0.715975	0.640609
PLCXD2	-2.74482	
PLCXD3	0.983745	2.87001
PLD1	0.0314482	
PLD3	-0.263988	
PLD4	-2.71257	
PLD6	-0.909627	0.103168
PLEC	-0.682513	
PLEK	-4.3832	
PLEKHA1	5.56323	5.29531
PLEKHA2	-2.9779	
PLEKHA3	-0.342815	
PLEKHA4	-5.06917	-3.95675
PLEKHA5	2.21827	4.48604
PLEKHA6	3.11835	4.29398
PLEKHA7	-2.06408	0.705916
PLEKHA8	-0.808505	-2.09358
PLEKHB1	-4.07632	
PLEKHF1	1.20664	0.562836
PLEKHF2	-1.32155	2.22982
PLEKHG1	1.90206	3.9442
PLEKHG4		-3.10619
PLEKHG4B	-4.26715	
PLEKHG5	5.53565	
PLEKHH2	-3.06997	-3.99984
PLEKHH3	1.93231	2.96974
PLEKHM1	0.397008	0.440013
PLEKHM1P1	-0.403101	
PLEKHM2	0.676962	1.10952
PLEKHM3	5.63792	
PLEKHO1	2.52574	3.02538
PLEKHO2	-2.70076	0.189386
PLG	-0.648045	
PLGLA	-0.0783072	
PLIN2	-4.65571	
PLIN3	-1.1107	
PLIN5	-2.04196	-0.0767116
PLK2	1.18943	2.30898
PLK3	0.0792857	
PLK5	-0.667029	0.477738
PLLP		-2.39324
PLOD2	-1.38043	
PLOD3	1.4484	-0.655272
PLP1	-0.705371	-3.22677
PLP2	-2.74909	
PLPBP	-0.71877	0.0180226
PLPP1	0.244404	-1.45754
PLPP2	0.546726	-1.81902
PLPP3	-2.05619	
PLPP4	-2.26643	-1.85142
PLPP5	0.471322	3.773
PLPP6	3.92707	
PLPP7	3.93726	2.8236
PLPPR1	-2.81284	-3.32629
PLPPR2	-1.76259	-1.49447
PLPPR3	-0.566158	0.186593
PLPPR4	-1.76482	-0.765426
PLPPR5	-1.4546	-0.209449
PLS1	2.26593	0.424215
PLS3	-0.244148	0.199572
PLSCR1	-1.00023	0.725311
PLSCR4	-1.37275	1.30888
PLTP	-1.40178	1.8001
PLXDC1	2.62836	1.80135
PLXDC2	-3.37194	-1.97645
PLXNA1	1.69124	4.46984
PLXNA2	1.41386	2.28239
PLXNA3	-0.456697	1.70642
PLXNA4	0.574909	-1.58046
PLXNC1	-0.528851	0.827571
PLXND1	-2.02123	
PM20D2	-0.204467	0.80358
PMAIP1	-0.0449799	-1.8089
PMEPA1	1.0181	-0.448919
PMF1	-2.67242	-1.68646
PMFBP1	-1.53355	
PMM1	0.0299792	0.227446
PMM2	-1.18818	-3.45866
PMP2	-3.4521	
PMPCA	-0.133136	
PMPCB	1.80851	0.297885
PMS2P3	-1.7844	
PMS2P4	-2.97751	
PMS2P5	-2.68304	
PMVK	-0.508715	0.814463
PNCK	-0.447772	0.309653
PNISR	1.67484	4.91944
PNKD	1.31245	-0.365255
PNLDC1	5.65876	6.96907
PNMA2	1.78783	
PNMA3	5.07469	
PNMA5	5.62905	
PNMA6E	3.89085	
PNMA8A	1.26343	1.88727
PNMA8B	2.61871	0.260234
PNMT	-0.31548	1.13529
PNN	-1.95875	
PNOC	1.52165	3.94693
PNP	-2.70035	-1.96976
PNPLA1	-4.88194	
PNPLA2	1.21542	
PNPLA3	-0.582245	-1.74619
PNPLA4	-1.54056	2.02393
PNPLA6	1.13577	
PNPLA7	3.18474	
PNPO	0.907628	
PNPT1	-0.728191	-0.738765
PNRC2	0.289523	0.966341
POC1A	0.340172	-1.02706
PODXL		1.11412
PODXL2	-0.207197	
POGK	0.689685	2.61079
POGLUT1	2.59293	0.940391
POGZ	0.692278	3.84469
POLB	-0.872457	-1.1073
POLD1	-0.593391	
POLD3	4.18615	4.96851
POLD4	-1.40506	-2.22928
POLDIP2	2.38879	1.34525
POLE4	-2.01571	-1.86048
POLG2	1.21091	
POLI	-0.75211	
POLN	3.65933	
POLR1A	3.13528	
POLR1B	1.14904	
POLR1D	-2.01515	-0.264077
POLR2A	-4.65548	
POLR2E	0.309887	
POLR2F	1.45615	
POLR2G	-2.01352	-1.56321
POLR2H	0.612383	
POLR2I	-2.06527	-4.67298
POLR2J	-3.02072	
POLR2J4	-3.5537	
POLR2K	-1.27999	
POLR2L	-1.9532	-1.56213
POLR3A	1.58757	
POLR3B	2.22552	-0.875482
POLR3C	-0.285103	0.444863
POLR3D	0.465661	
POLR3G	0.326412	-5.26952
POLR3GL	-0.714078	0.584852
POLR3H	-0.591743	
POLR3K	-0.324676	
POLRMT	1.67259	
POM121	0.825823	
POMC	-1.86127	-1.23575
POMGNT2	0.982566	0.00744834
POMP	-2.10276	
POMT1	-1.10268	-0.43391
POMT2	1.76314	
PON2	-1.70693	1.24244
PON3	-2.16025	0.250106
POP1	2.67034	
POP4	-0.838971	-1.61918
POP7	4.12337	
POPDC2	-1.13021	
POPDC3	2.45212	0.435794
POR	-0.402793	-0.815277
POSTN	1.6003	0.379221
POTEF	-3.11545	
POU2AF1	-0.289545	-3.76089
POU2F1	0.0664522	
POU2F2	2.38578	3.76474
POU3F1	0.953691	-0.451071
POU3F2	0.215224	1.09287
POU3F3	0.167699	-0.946024
POU3F4	-0.859628	-0.32937
POU5F1P3	0.462001	
POU6F1	2.39355	3.35849
POU6F2	2.13516	1.83062
PP12613	5.30108	4.09739
PP7080	0.496903	1.76195
PPA1	0.00268705	
PPARA	-2.52865	
PPARD	-0.718417	-2.54902
PPARG	1.26934	-0.173204
PPARGC1A	1.79009	0.950488
PPARGC1B	3.85098	3.64308
