gene	dCT + CT|DK	dCT alone|DK	CT + dCT + T1T2 + dT1T2|DK	dCT + CT|HCP	dCT alone|HCP
MOK	2.96463	3.97506	5.23289	6.83288	8.22211
MON1A	2.24208	0.626762	2.28097		
MON2	0.160736	1.61745	0.93601		
MORC2-AS1	0.401674	2.22876	-0.211902	1.12379	1.85326
MORC4	-0.577081	-1.1623	-0.63293		
MORF4L1	0.164257	-0.0759036	-0.298627	-0.467196	-0.646146
MORN2	-1.16013	-1.97681	-1.80829		
MORN3	3.87912	1.95067	4.35102	3.50798	2.03359
MORN4	4.04963	-0.105648	2.90223	6.47669	1.92181
MORN5	-0.433582	-1.71431	-1.35725	-2.45392	-3.05432
MOSPD1	2.51513	3.61641	2.90443	2.5643	2.9954
MOSPD2	-0.162344	-1.5663	-0.0272654	-2.2914	-2.91084
MOSPD3	-3.65865	-3.90049	-2.8654		
MOV10	-0.992152	-2.08789	-1.44011		
MOXD1	-0.474335	-2.14965	-1.78428	-2.72835	-4.15064
MPC1	-2.72248	-0.313266	-4.43787	-3.86907	-1.66319
MPC2	0.807739	0.921923	0.786178		
MPDU1	-2.97442	-1.74329	-5.67687		
MPDZ	0.786231	-0.929937	0.211787	0.446581	-0.189107
MPEG1	-2.15208	-2.98641	-2.37578	-2.76732	-3.21532
MPHOSPH10	-1.39154	0.401484	-1.54304		
MPHOSPH6	-1.22313	-2.12394	-1.53544	-0.364184	-1.19952
MPHOSPH9	-0.159971	1.69398	-0.243937	3.40237	4.13509
MPI	0.870923	-0.538826	1.21158	-1.9037	-2.82808
MPL	7.20473	2.03813	5.39308	2.74049	2.25427
MPLKIP	-1.19852	1.0475	0.56358	0.924399	1.72223
MPND	4.56093	0.819197	2.58459	1.21528	0.183573
MPO	2.01924	-0.0336072	1.70395	0.643857	-0.132554
MPP1	0.819169	1.8173	2.89957	-1.2322	-0.187645
MPP2	5.7589	1.71641	4.54262	2.83761	1.4645
MPP3	1.81423	0.243699	0.206244	0.686188	-0.171143
MPP5	-1.90147	0.666744	-0.937292	-1.47864	-0.298469
MPP6	1.54923	-0.477458	3.10205	0.341786	-0.57023
MPP7	0.911321	1.69531	-0.0694547	0.698444	0.943195
MPPE1	-0.70075	0.310144	-1.54855		
MPPED1	3.72108	3.05868	6.5707	1.82075	1.44268
MPRIP	-0.620787	1.29258	0.666637	1.27207	2.36416
MPST	-2.96197	-3.61537	-2.70698		
MPV17	-0.618735	-1.83212	-1.54827		
MPV17L	-2.51534	-1.2219	-2.52474	-0.641105	-0.19355
MPV17L2	2.27701	-0.47324	1.34861	1.40167	-0.353689
MPZL1	-1.20469	-2.23227	-1.35097	-1.41992	-2.09759
MPZL3	-2.71135	0.254886	-2.88314	-0.789301	0.227523
MR1	1.12414	-1.16664	1.0612	0.816869	-0.375287
MRAP	-0.404356	-0.327282	-1.2672	-2.35147	-2.05236
MRAP2	2.18284	2.04728	2.66929	0.837025	0.72533
MRAS	2.65343	-0.837639	1.94275	5.13209	1.27053
MRC1	0.530218	-1.42346	0.111194	-0.0196339	-0.959954
MRE11	2.53264	2.08157	2.82315		
MREG	0.796543	1.46298	1.71427	-0.615271	-0.156275
MRFAP1	1.99186	-0.321445	0.866622		
MRGBP	0.110163	1.6644	-0.351254	0.963435	1.6252
MRGPRD	-1.46749	-1.9721	-1.06773		
MRGPRF	-0.754868	1.38998	-0.0295007	-0.62147	0.62201
MRM1	0.914352	1.78041	1.24325		
MRM3	5.33689	3.70654	5.06283	2.5157	1.78208
MRNIP	0.712724	1.96456	1.12482	2.13036	2.93418
MRO	-0.930208	-1.64625	-1.15487		
MROH5	-0.253106	0.857669	-0.632484	-2.41881	-1.19031
MROH6	-3.88723	-0.2463	-2.35604	-0.787253	-0.2048
MROH7	-1.96016	-2.13996	-1.10484		
MROH8	1.75698	2.78794	1.94254	3.94875	4.01524
MRPL1	-3.66886	-1.20475	-3.09417		
MRPL10	2.06035	-0.943111	1.23373	3.11397	1.29259
MRPL12	-0.259654	0.00348228	-1.43165	-2.31401	-2.01098
MRPL14	1.53768	-0.507281	-0.688904	-0.558322	-1.36222
MRPL15	0.271478	0.978879	-0.248521	-1.07661	-0.581623
MRPL16	0.0418703	1.6173	-0.607708	0.27351	1.00827
MRPL18	0.85226	0.164225	0.780704		
MRPL19	-0.0712378	0.384639	-0.542116	-0.261697	0.137735
MRPL20	1.16842	-1.33251	-0.235495	-0.521085	-1.41901
MRPL22	-1.83915	-0.856836	-3.02607	-3.45728	-2.81435
MRPL23	-0.622942	-1.98466	-1.64558	-0.667607	-1.48776
MRPL24	0.0811727	-1.37194	-1.35097		
MRPL27	2.34248	3.0864	2.47281	0.707448	1.0194
MRPL28	2.75295	-0.274243	1.1341	-0.168124	-1.01989
MRPL30	4.60979	0.0692627	3.08148	1.56152	0.354027
MRPL33	0.421989	2.13439	-0.0496923	2.92128	2.90794
MRPL34	-2.93184	-0.627829	-4.73555	-2.24203	-1.05992
MRPL35	1.60597	1.66869	1.69738		
MRPL37	2.70451	-0.0612621	3.30094	-0.134517	-1.2888
MRPL39	-0.0408404	1.19489	-0.549174	-0.127385	0.48101
MRPL4	1.07313	0.926241	1.66042		
MRPL41	4.76	2.88854	3.77494		
MRPL42	1.69064	1.37848	2.72724	-2.92813	-2.63142
MRPL43	-2.37416	-3.07239	-2.88138	-1.54903	-2.08423
MRPL44	3.27351	0.5781	2.09056		
MRPL47	-0.578624	0.0991935	-1.39695	-1.69064	-1.56996
MRPL48	-1.07017	0.552952	-1.68915	-4.49789	-2.32726
MRPL49	-0.260615	-1.91667	-1.43243	-3.22383	-2.92894
MRPL50	-2.28244	-0.64625	-2.74109		
MRPL51	-0.0263799	-1.24874	-0.951107		
MRPL52	0.738144	0.88491	0.538089		
MRPL53	-0.238743	-0.968544	-1.13902		
MRPL55	1.62772	-0.110057	0.441512		
MRPL58	-0.887182	0.00400017	-2.61533	-2.89535	-1.79743
MRPS10	-0.621661	-1.87197	-1.54181		
MRPS11	0.0396376	-1.22461	-1.16209		
MRPS12	0.905387	1.36228	-0.195971		
MRPS14	0.0330119	-0.569211	-0.523714		
MRPS15	-0.826274	-1.77945	-2.33015	-2.46116	-3.12959
MRPS16	0.124232	-1.69397	-0.629254	-1.35548	-2.06861
MRPS18A	2.1379	0.473293	2.64097		
MRPS18C	1.10302	-0.353322	0.521551	-0.0724201	-0.656908
MRPS2	5.35654	5.4868	5.58075		
MRPS21	2.04355	0.283376	1.464	2.48755	1.81994
MRPS22	0.114119	0.674047	0.34993	-0.942504	-0.682652
MRPS25	2.26954	-0.377789	1.423		
MRPS26	2.87164	3.40163	2.83547	2.49126	3.24364
MRPS28	-0.605104	-1.37592	-1.33796		
MRPS30	3.5066	3.8341	4.30737	3.56653	4.28582
MRPS30-DT	2.01935	3.06901	2.59629	0.163072	0.894257
MRPS31	-2.38918	-0.0518401	-3.38941		
MRPS33	-2.20115	-2.71897	-3.2339	-2.33501	-2.5132
MRPS36	-1.13496	-0.000575113	-2.10782	-3.28609	-1.9567
MRPS5	-4.52356	-0.962809	-3.73834		
MRPS6	-1.10546	-2.06855	-3.11853	-0.713066	-1.13793
MRPS9	1.10853	0.0262611	0.544456	-1.10342	-1.75326
MRRF	-2.18318	0.613389	-2.2171	-2.95873	-0.991636
MRS2	0.0628733	1.83244	1.14306	-0.356653	0.672379
MRTO4	0.781657	-1.02321	-0.16561		
MRVI1	-2.90765	-3.44062	-2.69781	-0.248797	-0.624506
MRVI1-AS1	0.118313	1.01713	-1.48191	0.580083	0.820251
MS4A15	1.1159	0.899898	0.706919	-1.43702	-1.68786
MS4A4A	-1.78024	-2.85772	-2.65969	-1.4844	-2.00329
MS4A7	-2.45345	-3.231	-3.17102	-4.23142	-4.8614
MSANTD1	4.43155	0.140051	3.86058	4.42985	1.23168
MSANTD2	1.59086	2.52579	1.55633	2.63596	3.13859
MSANTD3	0.402948	0.460736	0.653447	-1.5593	-1.44204
MSANTD4	2.40354	1.75468	2.4665	3.15555	3.43487
MSH2	0.515036	1.7424	0.918421	1.26493	2.12312
MSH3	-1.91238	-2.55138	-2.21846		
MSI2	0.328854	-1.23363	0.384001	0.800947	-0.0272984
MSL2	0.722955	2.01118	1.25597	2.61066	3.47329
MSL3	1.84308	1.56227	0.916089	1.72635	1.98775
MSLN	-1.95126	-1.569	-1.79453		
MSMO1	2.12527	0.080598	2.13582	0.682195	-0.396795
MSN	-2.84639	-3.36478	-3.25019	-3.16018	-3.6067
MSRA	0.0554524	-1.50013	0.764456	-1.50443	-2.08288
MSRB1	-1.11929	-1.73312	-1.85638		
MSRB2	-0.487314	-1.4623	-0.347109	0.972006	0.323645
MSRB3	-4.02981	0.032303	-3.14385	0.312309	1.45189
MST1P2	-0.484763	0.667678	-0.0435518		
MST1R	0.277978	0.905938	-0.294315	0.466703	0.762872
MSTO2P	0.515958	1.35588	0.68799		
MSX1	0.711561	0.133963	0.479021	3.02273	3.11791
MT1A	-0.271762	-1.621	-0.614271	0.976279	0.286244
MT1B	-1.20085	-2.15697	-1.14851	1.53077	0.506118
MT1E	-0.60968	-1.73781	-0.274481	2.16923	1.19021
MT1F	-0.299824	-1.33121	0.60093	2.06108	1.23417
MT1G	-0.470569	-1.57266	-0.0701237	2.00615	0.911545
MT1JP	-0.454251	-1.41794	-0.130027	2.3825	1.20054
MT1L	-0.940898	-1.99162	-0.839294	1.32011	0.501918
MT1M	-0.653214	-1.67564	0.0203471	1.54612	0.913824
MT1X	-1.17565	-2.16223	-1.03786	1.37176	0.521162
MT2A	-1.73149	-2.4905	-2.03615	0.79095	0.0112199
MT3	1.18781	-1.05167	0.00667307	1.3896	0.319979
MTA2	-3.90838	-1.84674	-3.78217		
MTA3	4.1003	-0.0195527	3.62422	4.06619	1.07815
MTAP	-0.735327	1.5033	-0.714626	-1.02192	0.386861
MTBP	0.468351	1.86362	1.22582	1.79223	2.73621
MTCH1	5.25517	0.367263	4.25949	1.4078	-0.279797
MTCH2	0.625348	-0.5947	0.269987		
MTCL1	2.34207	3.05016	3.45794	2.00732	2.24931
MTDH	0.568763	1.92236	0.886907	1.975	2.42137
MTERF1	0.655036	0.405238	-0.994614		
MTERF2	-2.12209	-1.04112	-4.04451	0.156256	0.693881
MTERF4	-2.11022	-0.808466	-2.01412		
MTF2	-0.408176	-0.0940446	-0.713513		
MTFP1	-0.126655	1.24014	-0.779647	-1.04521	-0.187023
MTFR1	-6.46922	-2.20974	-6.15981	-2.78124	-1.48454
MTG1	-1.09049	0.806768	-0.575805		
MTG2	-2.99528	0.218351	-2.86852		
MTHFD1	0.921245	-1.41567	0.29693	0.0702809	-0.827518
MTHFD1L	1.75194	-1.28177	0.790415	-0.563156	-1.37218
MTHFD2	-2.39427	-1.08475	-3.83257	-3.29413	-2.35764
MTHFD2L	-3.13519	-2.28053	-4.56934	-1.66345	-1.20882
MTIF2	0.946866	1.10876	0.909298	-1.3325	-0.773126
MTIF3	-3.61667	-2.72891	-3.84778		
MTM1	-4.66586	-5.07375	-4.88881		
MTMR1	-1.83942	-1.30626	-1.59437		
MTMR11	-1.23265	-0.494373	0.0460749	1.80559	2.08146
MTMR12	1.07694	0.66063	0.706759	2.18994	1.55778
MTMR14	1.71115	2.60602	1.23606	1.8459	2.23003
MTMR2	1.50961	2.20497	3.90685	0.101065	0.538661
MTMR3	1.04682	-0.272299	0.879629	0.249235	-0.302108
MTMR4	1.71158	2.37434	2.7222		
MTMR6	0.755574	0.0274749	-0.0139044		
MTMR9	7.08469	4.74672	5.11508		
MTMR9LP	-2.97633	-3.19381	-2.84347	-1.83223	-2.39118
MTO1	0.208222	0.586647	-1.07677		
MTPAP	0.480863	2.00409	1.87968	2.85651	3.29303
MTR	-0.373327	1.20873	-0.0199462		
MTRF1	-2.49514	0.236712	-3.71802	-0.53534	0.229023
MTRF1L	0.0828532	0.995563	-0.270357	-0.342523	0.24473
MTRR	-0.185245	1.00367	0.142814	-2.10977	-0.917711
MTSS1	-0.153509	-0.982194	0.666315	-1.30527	-1.61611
MTSS1L	-1.86541	-2.79007	-1.76657	-4.51772	-4.0357
MTTP	-0.789169	-0.607588	-0.387419	-3.06317	-3.17503
MTUS1				-1.88923	-1.27946
MTUS2	1.95902	2.7458	2.21042	1.47764	1.95241
MTX2	1.74602	1.39193	1.66602		
MTX3	1.35199	1.49803	2.6482		
MUC1	-5.9373	-5.60069	-4.30809		
MUC20	-0.845209	1.30552	0.773516	0.341847	1.25422
MUC4	-2.92226	-3.76395	-3.03935		
MUCL1	3.33172	3.28747	8.72956	2.45264	2.59803
MUL1	2.52479	2.27641	2.64484	2.44108	2.36711
MUM1	2.13871	3.22409	2.28722	6.99286	7.94566
MUM1L1	6.29889	2.24512	6.21743	5.52	3.7853
MUS81	-3.43406	-2.62615	-3.49651		
MUT	-0.018097	-1.37348	-0.652262		
MUTYH	-1.19842	0.482248	-0.280721	0.73015	1.42104
MVB12B	-1.40748	-1.15225	-0.723039		
MVD	2.96528	0.880901	2.2878	0.916718	-0.175427
MVK	0.564654	1.06011	0.651781		
MVP	-1.12286	-0.0751696	-1.44482	-3.33903	-1.95269
MX1	-0.419631	1.13656	1.98562	-0.413988	0.425835
MX2	-2.09091	-1.41364	-1.89125	-1.02608	-0.92441
MXD1	2.10927	3.12071	4.29432	7.65042	7.65611
MXD4	-2.64553	-1.65374	-2.9029	0.652298	1.29384
MXI1	-2.60783	0.257688	-2.42496	1.20125	2.05098
MXRA5	0.322563	0.613311	1.33861		
MXRA7	3.98309	2.67083	6.34302	2.08902	1.82049
MXRA8	-0.755666	-1.47497	0.538537	0.815229	0.789084
MYADM	2.5679	0.152746	2.30762	-0.0556383	-1.30382
MYADML2	1.79252	2.52684	2.9349	-0.549669	-0.0781291
MYB	3.45537	-0.687439	0.893275	0.274005	-0.822934
MYBBP1A	2.55475	3.41959	1.66171	2.20019	3.15634
MYBL1	0.7021	0.998123	1.67835	-0.264105	-0.0824233
MYBPC1	1.97619	0.0238898	2.30722	6.12972	4.10064
MYBPC2	2.49112	1.29062	4.55064	2.53237	2.00594
MYBPC3	-1.44136	-0.857248	-1.62955		
MYBPH	-2.87042	-2.91745	-2.69208		
MYBPHL	2.27213	3.42153	1.95154	2.7552	3.11551
MYC	0.389192	1.40143	1.1082	-0.629991	0.0377128
MYCBP2	3.37736	2.66686	1.87088		
MYCBPAP	3.37371	4.31003	2.83877	4.94691	5.81991
MYCN	-1.14636	-2.69632	-1.17565	-2.07733	-2.60966
MYCNOS	0.123396	-1.65897	-1.37096	-1.70758	-2.19517
MYCT1	0.165685	0.791777	0.663683	-0.700636	-0.746416
MYD88	-5.77915	-5.51357	-4.83277		
MYDGF	3.73981	-0.777481	2.79779	0.554049	-0.626464
MYH10	1.37253	0.0622174	1.72073	-0.928307	-1.78544
MYH15	-0.535351	-1.8424	-1.02461	-1.46721	-1.99839
MYH7	4.09264	0.621568	4.6082	4.97566	1.87322
MYH7B	0.803903	2.20439	0.902297	-0.107541	0.924437
MYL12A	-5.90897	-3.55033	-5.87818	-4.61695	-3.32698
MYL12B	-0.549872	-2.36192	-1.59371	-4.51335	-3.63857
MYL3	-3.31791	-2.19522	-2.1043	-0.262276	-0.389822
MYL5	0.846267	-1.4719	1.04482	-0.0405079	-1.07786
MYL6	-1.90288	-3.07534	-4.15371	-2.51274	-3.1099
MYL6B	1.27702	-0.954312	-0.371509	0.625495	-0.316056
MYLIP	-0.855593	-1.80831	-0.769492	-2.63407	-3.13981
MYLK	-2.89963	-1.35904	-3.06456	-2.2887	-1.44384
MYLK2	-1.27386	0.393138	-1.25735	-2.10429	-1.30522
MYLK4	-0.0954826	0.408227	-0.491688		
MYMK	-1.51531	-2.24574	-1.21945		
MYMX	-2.74751	-1.35382	-2.32483	-1.09255	-0.107828
MYNN	-1.35577	0.382377	-1.65172	0.538698	1.3999
MYO10	-0.458547	-1.34178	-0.231118		
MYO15A	3.35293	3.77155	4.11907	4.56824	4.35741
MYO16	-2.35249	-3.20937	-4.31608	-1.85498	-2.32833
MYO19	-1.8558	1.12587	-1.23424	-0.619187	0.772142
MYO1B	1.9679	3.04029	2.18183	1.85156	2.55243
MYO1D				-2.90721	-2.21219
MYO1E	-1.09864	0.772858	0.0147297	-1.49346	-0.583507
MYO1F	-3.34275	-3.36808	-3.97532	-5.94824	-6.04461
MYO5A	1.86049	2.56215	2.52171		
MYO5B	2.02975	1.80841	2.26754	0.258967	0.425317
MYO5C	1.43538	2.61249	2.33336	2.90731	3.89548
MYO7A	0.55426	-0.404756	-0.485697	1.42437	1.15859
MYO9A	0.638482	1.41985	0.0630892		
MYO9B	-2.83654	-0.884119	-2.37833	-4.14831	-2.79185
MYOF	-3.82681	-3.55784	-4.15039	-4.70942	-5.03514
MYOM1	-2.58625	-3.07003	-2.62352	-1.21444	-1.49048
MYOM2	2.31343	1.44197	4.15178	-0.128947	-0.402877
MYOT				-0.501339	0.034382
MYOZ3	-0.418395	0.698254	-0.72163	-2.08391	-0.822762
MYPOP	-0.050852	0.395696	-2.07832		
MYRIP	0.483885	-1.15822	-0.171308	1.39285	-0.040087
MYSM1	1.60268	2.55312	2.15615	0.94429	1.71774
MYT1	-1.50825	-2.1473	-1.17854	-0.721504	-0.909456
MYT1L	-3.91053	-0.0228346	-3.82713	-1.14925	-0.578171
MZF1	1.78635	2.50917	1.9449		
MZT1	1.64941	0.229442	0.410022	1.7493	1.04059
MZT2A	0.870497	-1.14528	-0.217188	0.124034	-0.819264
MZT2B	1.03665	-1.07218	-0.171862	0.994175	-0.439967
N4BP1	1.87284	2.51905	2.89095	2.61678	3.3001
N4BP2	-0.0260846	1.25407	0.225476	2.24359	3.19051
N4BP2L1	0.312928	1.75699	1.14421	2.78975	4.04087
N4BP2L2	-0.562565	1.50643	0.00132786	0.975618	1.81293
N4BP3	2.68118	3.31237	1.71084		
N6AMT1	0.628803	-0.712244	0.198349		
NAA10	0.851016	-1.23337	-1.29131	-0.845666	-1.62276
NAA11	-0.00870328	-1.56536	-1.79895		
NAA15	5.00357	5.58561	4.64655		
NAA16	-4.46364	0.432766	-2.85169	0.8532	1.673
NAA20	0.441304	-0.0585583	-0.806038		
NAA30	4.16179	-0.477427	2.45173	1.51414	-0.0956356
NAA35	2.81088	0.448036	1.86849		
NAA38	1.36671	-0.596231	-0.150205	0.401196	-0.331689
NAA40	-2.53443	-0.492103	-1.94042		
NAA50	1.6534	3.04468	1.69206		
NAAA	-2.04307	0.771798	-0.197621	-1.56056	-0.214448
NAALAD2	-2.45407	0.876209	-1.99062	-1.23596	0.425647
NAB1	-0.341074	1.04632	0.778039	1.62729	2.57002
NAB2	0.714501	1.57891	0.747497		
NABP1	-0.861081	-2.32719	-1.27852	-7.02798	-5.37328
NABP2	0.81463	1.81427	-0.0150936		
NACA	-2.52878	-3.09665	-2.92575		
NACA2	-2.73779	-3.25637	-3.12604		
NACAD	0.52936	0.207377	0.736847		
NACC1	-1.51136	-2.3619	-1.66488	-0.0940018	-0.858756
NACC2	-8.19751	-3.44668	-5.66123	-5.86109	-4.22059
NADK2	1.03243	-1.17784	1.91482	2.74732	0.971382
NAE1	1.66146	2.1718	1.95221		
NAGA	-3.34398	-3.49326	-3.61829		
NAGK	0.952741	-1.57174	0.877929	-0.576107	-1.36457
NAGLU	-0.699424	-0.993723	-0.141539	-1.68852	-2.05299
NAGPA	4.4301	3.84315	5.3178	4.04266	4.48447
NAGS	-1.3107	-0.787686	-1.04065		
NALT1	-3.64894	-4.1063	-2.63631		
NAMPT	-0.318885	-0.315827	0.523391		
NANOS1	1.82041	-0.729363	2.28233	2.73044	0.54761
NANS	-1.54163	-1.76514	-2.3146		
NAP1L1	2.32096	3.2841	4.50144	1.57789	1.96835
NAP1L2	0.444217	1.91263	0.944586	-0.382712	0.594841
NAP1L3	3.8472	4.71004	5.23158	5.83212	7.13724
NAP1L5	5.6612	5.25012	7.46877	5.10586	5.30423
NAPA	0.111555	1.08498	0.121614	-1.44479	-0.90486
NAPB	3.79402	2.88054	4.12288	1.11001	0.867968
NAPEPLD	4.1908	4.92695	2.94158	4.54284	5.07312
NAPG	-0.535527	0.109226	-0.588447	-4.17406	-3.1837
NAPSB	-4.17182	-4.39197	-4.21026	-4.05769	-3.48599
NARFL	0.949416	1.97242	1.07		
NARS	-3.07329	0.383374	-4.01739	-2.66402	-0.652828
NAT10	-4.00323	-3.40813	-4.26406		
NAT14	-0.143975	-1.24377	-1.36716		
NAT6	4.65606	3.55567	4.00462		
NAT8L	0.0913372	1.38561	0.317782	-1.14089	-0.148845
NAT9	-0.240172	1.24846	0.413263		
NAV1	-1.34793	-2.06865	-1.30855	-0.211961	-0.757256
NAV2	-3.66232	-4.22056	-3.3112	-1.44143	-1.83546
NAV3	3.955	0.427998	4.60543	5.04378	2.02638
NAXD	-2.21586	-0.796873	-2.26351		
NAXE	1.70932	-0.331735	0.837268	0.545458	-0.435806
NBAS	2.1534	0.35352	1.63996	-0.784745	-1.77722
NBDY	0.219381	-1.65459	-0.416753	0.538897	-0.699457
NBEA	4.21646	2.71987	3.18689		
NBEAL2	-2.14946	-1.07446	-1.0495		
NBPF1	-5.4333	-2.38964	-5.08702		
NBPF10	-3.64585	-1.35865	-2.43603		
NBPF11	-3.44002	-1.00406	-2.11275		
NBPF3	-4.61743	-2.15313	-5.25303	-1.16369	-0.46916
NBR1	-1.90485	-0.440633	-1.03101		
NCALD	1.92084	3.40639	2.24834	4.60284	5.74145
NCAM1	-1.14867	-2.10785	-1.26506	-0.0927598	-0.537929
NCAM2	1.53656	-1.10991	0.188317	0.0481959	-1.02885
NCAN	0.145321	-1.20381	0.59119	3.09178	1.23133
NCAPD2	-2.35077	-0.139711	-1.77452	-4.71698	-2.43815
NCAPG2	-2.25625	-3.08563	-2.19104		
NCAPH2	3.84946	1.1544	2.47295	1.91512	0.829657
NCBP2	-1.85168	-2.96695	-2.00026	-2.69926	-3.24816
NCDN	-1.43317	0.417954	-1.2188		
NCEH1	2.6376	3.02578	5.5982	1.7739	2.1265
NCF1C	-5.69269	-5.90222	-6.32026		
NCK2	0.662471	2.28159	0.975613	5.3	5.02531
NCKAP1	4.30528	1.28175	3.57439		
NCKAP5	-6.58777	-4.84874	-5.58368		
NCKIPSD	-1.79316	0.993462	-1.08687	-0.530366	0.653032
NCLN	1.45247	0.00318125	0.90336		
NCOA2	1.68272	3.52183	2.24181		
NCOA3	-4.53474	0.917128	-3.13217	-0.468356	1.14367
NCOA6	-0.0176162	0.15229	0.0352544	0.817172	0.628959
NCOA7	0.968568	0.189601	1.7292	-0.884182	-1.2941
NCOR1	-0.580899	0.502844	0.238413		
NCOR2	-1.36297	0.639063	-2.39044	-0.567366	-0.0563612
NCR2	-3.03144	-3.4131	-2.54754		
NCS1	-2.71427	-2.637	-2.99413	-1.5686	-1.58759
NDC1	0.496861	0.453347	0.469473		
NDE1	-1.14809	-0.0299291	-0.600663	-3.63832	-2.61592
NDEL1	5.67475	4.74099	9.09454	3.41482	3.73118
NDFIP1	3.81581	1.14104	3.02543	4.07431	1.80953
NDFIP2	3.15599	3.00854	3.79208		
NDN	-1.02156	-1.65174	-2.50882	0.0867982	-0.13979
NDP	2.07097	-0.404488	1.86864	4.61782	3.27704
NDRG2	-2.06296	-2.56078	-2.09324		
NDRG3	-1.11122	0.832014	-1.57345	-2.80087	-1.16624
NDRG4	-1.30255	-2.22237	-1.97525		
NDST2	-0.723625	-2.43409	-2.32954	-1.95878	-3.12045
NDST3	7.59235	4.4688	9.3194	6.98812	6.04394
NDUFA10	-0.462063	1.39417	0.332282	0.55887	1.47443
NDUFA11	0.786199	-1.38555	-1.20208	-1.03225	-1.74958
NDUFA12	-0.524798	-0.710774	-1.87018	-1.62481	-1.67926
NDUFA13	1.21378	-0.718192	-0.536292		
NDUFA3	0.178241	-1.31866	-1.21664		
NDUFA4L2	-1.30563	-0.41635	-1.27201	-0.361387	0.152686
NDUFA5	0.81173	-0.719325	-0.36574		
NDUFA6	-0.59527	-1.5474	-2.11733	-1.48822	-1.99618
NDUFA6-AS1	-1.16805	-2.79186	-1.59264	-0.177661	-0.981346
NDUFA7	-3.59347	-4.16916	-4.53057		
NDUFAB1	0.709357	-0.767063	-0.296105		
NDUFAF1	0.953913	-0.751792	-0.408557		
NDUFAF2	-6.09226	-3.56436	-5.08232	-4.31682	-3.53395
NDUFAF3	-0.218842	-1.49239	-1.01321		
NDUFAF4	1.57256	1.62419	4.56129		
NDUFAF4P1	0.151943	-0.623411	0.78265	-0.811202	-1.33108
NDUFAF5	0.603297	2.02438	1.26347	-0.617593	0.087998
NDUFAF6	-2.54265	-1.10546	-2.55952		
NDUFAF7	-2.78876	-0.312614	-2.10731		
NDUFAF8	0.338955	-1.56852	-1.13714	-0.361461	-1.43528
NDUFB1	-1.25163	-2.07743	-2.73582	-2.06224	-2.32674
NDUFB10	-0.405184	-1.11841	-2.36528		
NDUFB2-AS1	1.37247	-1.07937	-0.960328	-1.5092	-2.3874
NDUFB3	-0.0930415	-1.49083	-2.18545		
NDUFB5	-1.01088	-0.994612	-1.5915		
NDUFB6	-1.30758	-2.43485	-3.27768	-4.02458	-4.73683
NDUFB8	1.30767	-0.440431	0.738611	0.935657	0.115448
NDUFB9	-2.2286	-1.97079	-3.61821	-3.62732	-3.31803
NDUFC1	-1.44298	0.392552	-3.51084		
NDUFC2	3.89358	-0.660857	2.25992	0.295766	-0.891399
NDUFS1	-0.187591	1.349	0.101828	-1.3926	-0.263276
NDUFS2	-0.564527	0.0137774	-0.927801		
NDUFS4	-6.06476	-2.79857	-6.88888		
NDUFS6	-0.474401	-1.78374	-1.52878		
NDUFS7	1.05545	1.67167	1.01623	-0.411317	0.0894919
NDUFV1	2.48467	2.30121	2.24084		
NDUFV2	-0.458394	-0.488305	-2.59156		
NDUFV3	-3.03124	-3.97453	-4.9014	-4.12015	-4.77912
NEAT1	-3.63783	-0.554038	-2.34327	-3.1879	-1.6313
NEB	-3.21751	-0.461472	-5.27178	-6.21102	-2.9479
NEBL	-3.06499	-3.13875	-2.82044		
NEBL-AS1	0.736456	-1.02285	1.93564	1.79357	0.26485
NECAB1	6.51698	5.18812	6.15111	4.30995	5.12636
NECAB2	1.83072	-0.719083	2.48335	3.10701	0.59134
NECAB3	-0.207512	1.11619	-1.43216	-1.83328	-1.12251
NECAP2	-5.49036	-5.1693	-3.78388	-1.89357	-2.08885
NECTIN1	5.2081	2.5179	3.09038	2.49408	1.80062
NECTIN2	0.342692	-0.990576	-0.270481		
NECTIN3	2.98296	2.54622	3.57987	2.35518	1.78722
NEDD4	-3.71849	-4.60737	-3.91129		
NEDD4L	4.51254	-0.246879	1.89913	1.58134	0.1592
NEDD8	2.3271	0.0449524	1.40208		
NEDD9	3.45787	4.9823	5.38968	4.06133	4.66205
NEFH	0.418533	1.36151	1.93612	-1.27068	-0.436858
NEFL	0.00991779	0.819759	0.100195	-2.48613	-1.39036
NEFM	-0.251036	0.688727	-0.837185	-2.96709	-1.60985
NEGR1	0.66739	1.83192	0.914327	2.38256	3.02348
NEIL1	1.26645	2.28313	2.59045	3.32976	4.06279
NEK1	-4.65627	-1.07706	-3.33412		
NEK10	-0.46597	0.037049	-1.50992	0.759397	0.958471
NEK11	-0.088252	-1.1841	0.0411606	1.29518	0.625222
NEK2	7.41844	0.538878	6.60467	4.36924	1.4446
NEK4	0.651807	2.09878	0.831902		
NEK6	-0.0291725	-1.26011	0.370424	0.895831	0.225471
NEK8	-0.666692	0.548432	-0.125762		
NELFA	-0.918351	0.927189	-1.41364	0.800506	1.77676
NELFE	2.05065	-0.84403	1.38405	0.416759	-0.721423
NELL1	0.863057	1.37171	-0.385418	2.0306	2.37537
NELL2	3.36067	1.57981	2.73162	2.71752	1.17787
NEMF	1.62261	2.71397	1.00144	3.07341	4.00223
