outcome	map	label	d	t	p	n_case	n_ctrl
depress	absolute	lh_1	0.094921	2.8163	0.0048746	1109	4572
depress	absolute	lh_10d	-0.035632	-1.0572	0.29046	1109	4572
depress	absolute	lh_10pp	-0.049449	-1.4672	0.14239	1109	4572
depress	absolute	lh_10r	0.0052872	0.15687	0.87535	1109	4572
depress	absolute	lh_10v	-0.025133	-0.74569	0.45588	1109	4572
depress	absolute	lh_11l	-0.050513	-1.4987	0.134	1109	4572
depress	absolute	lh_13l	0.027123	0.80475	0.421	1109	4572
depress	absolute	lh_2	0.10917	3.239	0.0012065	1109	4572
depress	absolute	lh_23c	0.015232	0.45194	0.65133	1109	4572
depress	absolute	lh_23d	0.0021117	0.062656	0.95004	1109	4572
depress	absolute	lh_24dd	0.12119	3.5956	0.00032643	1109	4572
depress	absolute	lh_24dv	0.091849	2.7252	0.0064465	1109	4572
depress	absolute	lh_25	-0.031006	-0.91996	0.35764	1109	4572
depress	absolute	lh_31a	-0.057974	-1.7201	0.085468	1109	4572
depress	absolute	lh_31pd	-0.0054472	-0.16162	0.87161	1109	4572
depress	absolute	lh_31pv	0.017428	0.51708	0.60512	1109	4572
depress	absolute	lh_33pr	-0.010623	-0.31519	0.75263	1109	4572
depress	absolute	lh_3a	0.10198	3.0258	0.0024913	1109	4572
depress	absolute	lh_3b	0.092664	2.7493	0.0059904	1109	4572
depress	absolute	lh_4	0.00088208	0.026171	0.97912	1109	4572
depress	absolute	lh_43	-0.0007956	-0.023605	0.98117	1109	4572
depress	absolute	lh_44	0.02198	0.65215	0.51433	1109	4572
depress	absolute	lh_45	0.066007	1.9584	0.050227	1109	4572
depress	absolute	lh_46	0.020235	0.60038	0.54828	1109	4572
depress	absolute	lh_47l	0.048086	1.4267	0.15372	1109	4572
depress	absolute	lh_47m	0.010168	0.3017	0.76289	1109	4572
depress	absolute	lh_47s	0.035852	1.0637	0.2875	1109	4572
depress	absolute	lh_52	0.066401	1.9701	0.048874	1109	4572
depress	absolute	lh_55b	0.022579	0.66993	0.50293	1109	4572
depress	absolute	lh_5L	0.049454	1.4673	0.14235	1109	4572
depress	absolute	lh_5m	0.10108	2.9991	0.0027194	1109	4572
depress	absolute	lh_5mv	0.089077	2.6429	0.0082423	1109	4572
depress	absolute	lh_6a	0.026052	0.77296	0.43958	1109	4572
depress	absolute	lh_6d	-0.026663	-0.7911	0.42892	1109	4572
depress	absolute	lh_6ma	-0.020887	-0.61972	0.53546	1109	4572
depress	absolute	lh_6mp	-0.034126	-1.0125	0.31133	1109	4572
depress	absolute	lh_6r	0.035927	1.066	0.28649	1109	4572
depress	absolute	lh_6v	-0.010328	-0.30643	0.75929	1109	4572
depress	absolute	lh_7AL	0.083544	2.4788	0.013213	1109	4572
depress	absolute	lh_7Am	-0.0371	-1.1008	0.27105	1109	4572
depress	absolute	lh_7PC	0.0086592	0.25692	0.79725	1109	4572
depress	absolute	lh_7PL	-0.018262	-0.54183	0.58796	1109	4572
depress	absolute	lh_7Pm	0.017915	0.53154	0.59507	1109	4572
depress	absolute	lh_7m	0.050688	1.5039	0.13266	1109	4572
depress	absolute	lh_8Ad	-0.02128	-0.63137	0.52782	1109	4572
depress	absolute	lh_8Av	-0.0098434	-0.29205	0.77026	1109	4572
depress	absolute	lh_8BL	-0.021068	-0.6251	0.53193	1109	4572
depress	absolute	lh_8BM	-0.0067061	-0.19897	0.84229	1109	4572
depress	absolute	lh_8C	0.035564	1.0552	0.29139	1109	4572
depress	absolute	lh_9-46d	0.0089555	0.26571	0.79047	1109	4572
depress	absolute	lh_9a	-0.019671	-0.58363	0.55949	1109	4572
depress	absolute	lh_9m	0.015812	0.46915	0.63898	1109	4572
depress	absolute	lh_9p	-0.029566	-0.87723	0.3804	1109	4572
depress	absolute	lh_A1	0.017753	0.52674	0.59839	1109	4572
depress	absolute	lh_A4	0.024109	0.71531	0.47445	1109	4572
depress	absolute	lh_A5	0.030905	0.91694	0.35921	1109	4572
depress	absolute	lh_AAIC	-0.075767	-2.248	0.024614	1109	4572
depress	absolute	lh_AIP	0.018159	0.53879	0.59005	1109	4572
depress	absolute	lh_AVI	0.045403	1.3471	0.178	1109	4572
depress	absolute	lh_DVT	0.095918	2.8459	0.0044446	1109	4572
depress	absolute	lh_EC	0.020671	0.61332	0.53969	1109	4572
depress	absolute	lh_FEF	0.023228	0.68917	0.49074	1109	4572
depress	absolute	lh_FFC	0.032012	0.9498	0.34225	1109	4572
depress	absolute	lh_FOP1	0.060501	1.7951	0.072696	1109	4572
depress	absolute	lh_FOP2	0.055758	1.6543	0.098115	1109	4572
depress	absolute	lh_FOP3	0.056043	1.6628	0.09641	1109	4572
depress	absolute	lh_FOP4	0.056442	1.6746	0.094063	1109	4572
depress	absolute	lh_FOP5	0.082778	2.456	0.014079	1109	4572
depress	absolute	lh_FST	0.040467	1.2006	0.22994	1109	4572
depress	absolute	lh_IFJa	0.072915	2.1634	0.030554	1109	4572
depress	absolute	lh_IFJp	-0.01564	-0.46405	0.64263	1109	4572
depress	absolute	lh_IFSa	0.0099234	0.29443	0.76844	1109	4572
depress	absolute	lh_IFSp	0.040251	1.1943	0.23243	1109	4572
depress	absolute	lh_IP0	0.033051	0.98062	0.32682	1109	4572
depress	absolute	lh_IP1	0.024359	0.72274	0.46987	1109	4572
depress	absolute	lh_IP2	0.031901	0.9465	0.34393	1109	4572
depress	absolute	lh_IPS1	0.048055	1.4258	0.15398	1109	4572
depress	absolute	lh_Ig	0.020767	0.61617	0.53781	1109	4572
depress	absolute	lh_LBelt	0.0061281	0.18182	0.85573	1109	4572
depress	absolute	lh_LIPd	0.03624	1.0752	0.28232	1109	4572
depress	absolute	lh_LIPv	0.041813	1.2406	0.2148	1109	4572
depress	absolute	lh_LO1	0.0036061	0.10699	0.9148	1109	4572
depress	absolute	lh_LO2	0.060735	1.802	0.071598	1109	4572
depress	absolute	lh_LO3	0.085553	2.5384	0.011164	1109	4572
depress	absolute	lh_MBelt	0.034533	1.0246	0.30559	1109	4572
depress	absolute	lh_MI	0.073697	2.1866	0.028813	1109	4572
depress	absolute	lh_MIP	-0.0097112	-0.28813	0.77326	1109	4572
depress	absolute	lh_MST	0.049979	1.4829	0.13816	1109	4572
depress	absolute	lh_MT	0.094228	2.7957	0.0051956	1109	4572
depress	absolute	lh_OFC	-0.053914	-1.5996	0.10974	1109	4572
depress	absolute	lh_OP1	0.0095421	0.28311	0.7771	1109	4572
depress	absolute	lh_OP2-3	0.089067	2.6426	0.0082492	1109	4572
depress	absolute	lh_OP4	0.046737	1.3867	0.16559	1109	4572
depress	absolute	lh_PBelt	0.089331	2.6505	0.0080606	1109	4572
depress	absolute	lh_PCV	0.044423	1.318	0.18755	1109	4572
depress	absolute	lh_PEF	-0.0050283	-0.14919	0.88141	1109	4572
depress	absolute	lh_PF	0.050476	1.4976	0.13429	1109	4572
depress	absolute	lh_PFcm	0.055483	1.6462	0.099784	1109	4572
depress	absolute	lh_PFm	0.066581	1.9755	0.048264	1109	4572
depress	absolute	lh_PFop	0.072448	2.1495	0.031635	1109	4572
depress	absolute	lh_PFt	0.078229	2.3211	0.020319	1109	4572
depress	absolute	lh_PGi	0.042204	1.2522	0.21055	1109	4572
depress	absolute	lh_PGp	0.041436	1.2294	0.21897	1109	4572
depress	absolute	lh_PGs	-0.0056908	-0.16885	0.86592	1109	4572
depress	absolute	lh_PH	0.1056	3.1333	0.0017376	1109	4572
depress	absolute	lh_PHA1	0.023308	0.69153	0.48926	1109	4572
depress	absolute	lh_PHA2	0.036166	1.073	0.28329	1109	4572
depress	absolute	lh_PHA3	0.026451	0.78479	0.43261	1109	4572
depress	absolute	lh_PHT	-0.059636	-1.7694	0.07688	1109	4572
depress	absolute	lh_PI	0.040914	1.2139	0.22483	1109	4572
depress	absolute	lh_PIT	0.014152	0.41988	0.67459	1109	4572
depress	absolute	lh_POS1	-0.0007221	-0.021425	0.98291	1109	4572
depress	absolute	lh_POS2	0.091648	2.7192	0.0065641	1109	4572
depress	absolute	lh_PSL	0.044393	1.3172	0.18784	1109	4572
depress	absolute	lh_PeEc	0.022935	0.68049	0.49622	1109	4572
depress	absolute	lh_Pir	-0.077358	-2.2952	0.021758	1109	4572
depress	absolute	lh_PoI1	0.01011	0.29996	0.76422	1109	4572
depress	absolute	lh_PoI2	-0.033723	-1.0006	0.31709	1109	4572
depress	absolute	lh_PreS	0.026565	0.78818	0.43062	1109	4572
depress	absolute	lh_ProS	0.064151	1.9034	0.057044	1109	4572
depress	absolute	lh_RI	0.065765	1.9512	0.051078	1109	4572
depress	absolute	lh_RSC	0.029631	0.87916	0.37935	1109	4572
depress	absolute	lh_SCEF	0.04234	1.2562	0.20908	1109	4572
depress	absolute	lh_SFL	-0.0029634	-0.087925	0.92994	1109	4572
depress	absolute	lh_STGa	0.044986	1.3347	0.18201	1109	4572
depress	absolute	lh_STSda	0.023583	0.6997	0.48414	1109	4572
depress	absolute	lh_STSdp	0.044654	1.3249	0.18526	1109	4572
depress	absolute	lh_STSva	0.04526	1.3429	0.17937	1109	4572
depress	absolute	lh_STSvp	0.027902	0.82785	0.40779	1109	4572
depress	absolute	lh_STV	0.018891	0.56051	0.57516	1109	4572
depress	absolute	lh_TA2	0.03156	0.93639	0.34911	1109	4572
depress	absolute	lh_TE1a	0.0008824	0.026181	0.97911	1109	4572
depress	absolute	lh_TE1m	0.014474	0.42943	0.66762	1109	4572
depress	absolute	lh_TE1p	-0.047543	-1.4106	0.15842	1109	4572
depress	absolute	lh_TE2a	0.026092	0.77415	0.43887	1109	4572
depress	absolute	lh_TE2p	0.032757	0.9719	0.33114	1109	4572
depress	absolute	lh_TF	0.097038	2.8791	0.0040029	1109	4572
depress	absolute	lh_TGd	0.055983	1.661	0.096768	1109	4572
depress	absolute	lh_TGv	-0.012893	-0.38253	0.70208	1109	4572
depress	absolute	lh_TPOJ1	0.031202	0.92575	0.35462	1109	4572
depress	absolute	lh_TPOJ2	0.046793	1.3883	0.16509	1109	4572
depress	absolute	lh_TPOJ3	0.066098	1.9611	0.049912	1109	4572
depress	absolute	lh_V1	0.05447	1.6161	0.10612	1109	4572
depress	absolute	lh_V2	0.052012	1.5432	0.12284	1109	4572
depress	absolute	lh_V3	0.064845	1.9239	0.054412	1109	4572
depress	absolute	lh_V3A	0.049249	1.4612	0.14401	1109	4572
depress	absolute	lh_V3B	0.047492	1.4091	0.15887	1109	4572
depress	absolute	lh_V3CD	0.050971	1.5123	0.13051	1109	4572
depress	absolute	lh_V4	0.068537	2.0335	0.042049	1109	4572
depress	absolute	lh_V4t	0.05352	1.5879	0.11236	1109	4572
depress	absolute	lh_V6	0.11937	3.5417	0.00040079	1109	4572
depress	absolute	lh_V6A	0.037918	1.125	0.26063	1109	4572
depress	absolute	lh_V7	0.051448	1.5265	0.12695	1109	4572
depress	absolute	lh_V8	-0.0068013	-0.20179	0.84009	1109	4572
depress	absolute	lh_VIP	0.033096	0.98195	0.32617	1109	4572
depress	absolute	lh_VMV1	0.063152	1.8737	0.061019	1109	4572
depress	absolute	lh_VMV2	0.026041	0.77263	0.43978	1109	4572
depress	absolute	lh_VMV3	0.043147	1.2802	0.20054	1109	4572
depress	absolute	lh_VVC	0.1659	4.9223	8.7941e-07	1109	4572
depress	absolute	lh_a10p	-0.011454	-0.33984	0.73399	1109	4572
depress	absolute	lh_a24	0.032678	0.96955	0.33231	1109	4572
depress	absolute	lh_a24pr	0.039788	1.1805	0.23784	1109	4572
depress	absolute	lh_a32pr	0.019607	0.58173	0.56077	1109	4572
depress	absolute	lh_a47r	-0.016945	-0.50276	0.61515	1109	4572
depress	absolute	lh_a9-46v	0.040471	1.2008	0.22989	1109	4572
depress	absolute	lh_d23ab	-0.0060554	-0.17966	0.85742	1109	4572
depress	absolute	lh_d32	0.017823	0.52882	0.59695	1109	4572
depress	absolute	lh_i6-8	0.04069	1.2073	0.22738	1109	4572
depress	absolute	lh_p10p	-0.011183	-0.33181	0.74005	1109	4572
depress	absolute	lh_p24	-0.024382	-0.7234	0.46946	1109	4572
depress	absolute	lh_p24pr	0.070934	2.1046	0.035368	1109	4572
depress	absolute	lh_p32	-0.025617	-0.76007	0.44725	1109	4572
depress	absolute	lh_p32pr	0.078791	2.3377	0.019437	1109	4572
depress	absolute	lh_p47r	0.001983	0.058835	0.95309	1109	4572
depress	absolute	lh_p9-46v	0.024351	0.72248	0.47003	1109	4572
depress	absolute	lh_pOFC	-0.017918	-0.53164	0.595	1109	4572
depress	absolute	lh_s32	0.038712	1.1486	0.25078	1109	4572
depress	absolute	lh_s6-8	0.010702	0.31753	0.75085	1109	4572
depress	absolute	lh_v23ab	0.059624	1.769	0.076939	1109	4572
depress	relative	lh_1	0.071369	2.1168	0.034321	1109	4572
depress	relative	lh_10d	-0.067906	-2.0141	0.044048	1109	4572
depress	relative	lh_10pp	-0.076183	-2.2596	0.023887	1109	4572
depress	relative	lh_10r	-0.016695	-0.49517	0.6205	1109	4572
depress	relative	lh_10v	-0.050761	-1.5056	0.13224	1109	4572
depress	relative	lh_11l	-0.081259	-2.4101	0.015979	1109	4572
depress	relative	lh_13l	0.002517	0.074654	0.94049	1109	4572
depress	relative	lh_2	0.086718	2.572	0.010135	1109	4572
depress	relative	lh_23c	-0.020417	-0.60557	0.54483	1109	4572
depress	relative	lh_23d	-0.017296	-0.51299	0.60798	1109	4572
depress	relative	lh_24dd	0.10161	3.0139	0.002591	1109	4572
depress	relative	lh_24dv	0.070691	2.0967	0.036067	1109	4572
depress	relative	lh_25	-0.039694	-1.1773	0.23912	1109	4572
depress	relative	lh_31a	-0.090059	-2.6711	0.0075815	1109	4572
depress	relative	lh_31pd	-0.041609	-1.2341	0.21722	1109	4572
depress	relative	lh_31pv	-0.013257	-0.39321	0.69418	1109	4572
depress	relative	lh_33pr	-0.01568	-0.46506	0.64191	1109	4572
depress	relative	lh_3a	0.085382	2.5324	0.011355	1109	4572
depress	relative	lh_3b	0.078991	2.3428	0.019172	1109	4572
depress	relative	lh_4	-0.0047135	-0.1398	0.88882	1109	4572
depress	relative	lh_43	-0.028823	-0.85488	0.39265	1109	4572
depress	relative	lh_44	-0.0062724	-0.18604	0.85242	1109	4572
depress	relative	lh_45	0.03815	1.1315	0.25788	1109	4572
depress	relative	lh_46	-0.021249	-0.63025	0.52856	1109	4572
depress	relative	lh_47l	0.021079	0.62521	0.53186	1109	4572
depress	relative	lh_47m	-0.0156	-0.4627	0.6436	1109	4572
depress	relative	lh_47s	0.013768	0.40836	0.68302	1109	4572
depress	relative	lh_52	0.047378	1.4052	0.16001	1109	4572
depress	relative	lh_55b	-0.0035238	-0.10452	0.91676	1109	4572
depress	relative	lh_5L	0.0218	0.64659	0.51792	1109	4572
depress	relative	lh_5m	0.078039	2.3146	0.02067	1109	4572
depress	relative	lh_5mv	0.063712	1.8897	0.058852	1109	4572
depress	relative	lh_6a	-0.0097795	-0.29006	0.77178	1109	4572
depress	relative	lh_6d	-0.059404	-1.7619	0.078139	1109	4572
depress	relative	lh_6ma	-0.055963	-1.6598	0.097002	1109	4572
depress	relative	lh_6mp	-0.071798	-2.1295	0.033255	1109	4572
depress	relative	lh_6r	0.0032823	0.097351	0.92245	1109	4572
depress	relative	lh_6v	-0.039487	-1.1712	0.24158	1109	4572
depress	relative	lh_7AL	0.061453	1.8227	0.068403	1109	4572
depress	relative	lh_7Am	-0.074242	-2.202	0.027705	1109	4572
depress	relative	lh_7PC	-0.02681	-0.79517	0.42655	1109	4572
depress	relative	lh_7PL	-0.052838	-1.5672	0.11713	1109	4572
depress	relative	lh_7Pm	-0.0098746	-0.29288	0.76963	1109	4572
depress	relative	lh_7m	0.020071	0.59531	0.55166	1109	4572
depress	relative	lh_8Ad	-0.066994	-1.987	0.046968	1109	4572
depress	relative	lh_8Av	-0.034572	-1.0254	0.30522	1109	4572
depress	relative	lh_8BL	-0.056267	-1.6689	0.095198	1109	4572
depress	relative	lh_8BM	-0.04453	-1.3207	0.18664	1109	4572
depress	relative	lh_8C	-0.0011963	-0.035481	0.9717	1109	4572
depress	relative	lh_9-46d	-0.029887	-0.88644	0.37542	1109	4572
depress	relative	lh_9a	-0.0543	-1.6105	0.10734	1109	4572
depress	relative	lh_9m	-0.020267	-0.60111	0.54779	1109	4572
depress	relative	lh_9p	-0.069696	-2.0672	0.038763	1109	4572
depress	relative	lh_A1	-0.009782	-0.29013	0.77173	1109	4572
depress	relative	lh_A4	-0.01379	-0.40901	0.68255	1109	4572
depress	relative	lh_A5	-0.0031981	-0.094855	0.92443	1109	4572
depress	relative	lh_AAIC	-0.082546	-2.4483	0.014384	1109	4572
depress	relative	lh_AIP	-0.020768	-0.61598	0.53793	1109	4572
depress	relative	lh_AVI	0.023859	0.70766	0.47918	1109	4572
depress	relative	lh_DVT	0.071725	2.1273	0.033435	1109	4572
depress	relative	lh_EC	0.014525	0.43081	0.66662	1109	4572
depress	relative	lh_FEF	-0.005819	-0.17259	0.86298	1109	4572
depress	relative	lh_FFC	-0.0019961	-0.059204	0.95279	1109	4572
depress	relative	lh_FOP1	0.041022	1.2167	0.22377	1109	4572
depress	relative	lh_FOP2	0.037365	1.1082	0.26781	1109	4572
depress	relative	lh_FOP3	0.039135	1.1607	0.2458	1109	4572
depress	relative	lh_FOP4	0.034061	1.0102	0.31242	1109	4572
depress	relative	lh_FOP5	0.061659	1.8288	0.067485	1109	4572
depress	relative	lh_FST	0.009754	0.2893	0.77236	1109	4572
depress	relative	lh_IFJa	0.049746	1.4754	0.14015	1109	4572
depress	relative	lh_IFJp	-0.039614	-1.1749	0.24007	1109	4572
depress	relative	lh_IFSa	-0.027902	-0.82756	0.40795	1109	4572
depress	relative	lh_IFSp	0.0088579	0.26272	0.79277	1109	4572
depress	relative	lh_IP0	0.00069973	0.020754	0.98344	1109	4572
depress	relative	lh_IP1	-0.014145	-0.41953	0.67485	1109	4572
depress	relative	lh_IP2	-0.0016205	-0.048063	0.96167	1109	4572
depress	relative	lh_IPS1	0.018313	0.54316	0.58704	1109	4572
depress	relative	lh_Ig	-0.0015162	-0.044971	0.96413	1109	4572
depress	relative	lh_LBelt	-0.022786	-0.67582	0.49918	1109	4572
depress	relative	lh_LIPd	0.0074399	0.22067	0.82536	1109	4572
depress	relative	lh_LIPv	0.013473	0.3996	0.68946	1109	4572
depress	relative	lh_LO1	-0.028786	-0.8538	0.39325	1109	4572
depress	relative	lh_LO2	0.035443	1.0512	0.2932	1109	4572
depress	relative	lh_LO3	0.06189	1.8357	0.066461	1109	4572
depress	relative	lh_MBelt	0.0073985	0.21944	0.82632	1109	4572
depress	relative	lh_MI	0.055903	1.6581	0.09736	1109	4572
depress	relative	lh_MIP	-0.049449	-1.4666	0.14253	1109	4572
depress	relative	lh_MST	0.022122	0.65612	0.51177	1109	4572
depress	relative	lh_MT	0.070954	2.1045	0.03538	1109	4572
depress	relative	lh_OFC	-0.073848	-2.1903	0.028543	1109	4572
depress	relative	lh_OP1	-0.014116	-0.41866	0.67548	1109	4572
depress	relative	lh_OP2-3	0.070991	2.1056	0.035285	1109	4572
depress	relative	lh_OP4	0.016589	0.49204	0.62271	1109	4572
depress	relative	lh_PBelt	0.065542	1.944	0.05195	1109	4572
depress	relative	lh_PCV	0.011876	0.35223	0.72468	1109	4572
depress	relative	lh_PEF	-0.028645	-0.84962	0.39557	1109	4572
depress	relative	lh_PF	0.019011	0.56386	0.57287	1109	4572
depress	relative	lh_PFcm	0.02767	0.82067	0.41187	1109	4572
depress	relative	lh_PFm	0.033907	1.0057	0.31462	1109	4572
depress	relative	lh_PFop	0.049151	1.4578	0.14495	1109	4572
depress	relative	lh_PFt	0.054484	1.616	0.10616	1109	4572
depress	relative	lh_PGi	0.0020867	0.061892	0.95065	1109	4572
depress	relative	lh_PGp	0.010089	0.29923	0.76478	1109	4572
depress	relative	lh_PGs	-0.049791	-1.4768	0.13979	1109	4572
depress	relative	lh_PH	0.083091	2.4645	0.013751	1109	4572
depress	relative	lh_PHA1	0.011949	0.35439	0.72306	1109	4572
depress	relative	lh_PHA2	0.016436	0.48749	0.62593	1109	4572
depress	relative	lh_PHA3	0.0040557	0.12029	0.90426	1109	4572
depress	relative	lh_PHT	-0.10447	-3.0986	0.0019538	1109	4572
depress	relative	lh_PI	0.021626	0.64142	0.52128	1109	4572
depress	relative	lh_PIT	-0.015213	-0.45121	0.65185	1109	4572
depress	relative	lh_POS1	-0.034861	-1.034	0.30119	1109	4572
depress	relative	lh_POS2	0.064989	1.9275	0.053962	1109	4572
depress	relative	lh_PSL	0.01742	0.51667	0.60541	1109	4572
depress	relative	lh_PeEc	0.0036005	0.10679	0.91496	1109	4572
depress	relative	lh_Pir	-0.086147	-2.5551	0.010641	1109	4572
depress	relative	lh_PoI1	-0.0030936	-0.091755	0.9269	1109	4572
depress	relative	lh_PoI2	-0.047483	-1.4083	0.15909	1109	4572
depress	relative	lh_PreS	0.022161	0.65729	0.51102	1109	4572
depress	relative	lh_ProS	0.049823	1.4777	0.13953	1109	4572
depress	relative	lh_RI	0.040627	1.205	0.22825	1109	4572
depress	relative	lh_RSC	0.019643	0.5826	0.56018	1109	4572
depress	relative	lh_SCEF	0.012354	0.36642	0.71406	1109	4572
depress	relative	lh_SFL	-0.029755	-0.88253	0.37753	1109	4572
depress	relative	lh_STGa	0.022646	0.67166	0.50183	1109	4572
depress	relative	lh_STSda	-0.0094783	-0.28112	0.77863	1109	4572
depress	relative	lh_STSdp	0.012697	0.37659	0.70649	1109	4572
depress	relative	lh_STSva	0.019044	0.56484	0.57221	1109	4572
depress	relative	lh_STSvp	-0.0037189	-0.1103	0.91217	1109	4572
depress	relative	lh_STV	-0.014223	-0.42185	0.67315	1109	4572
depress	relative	lh_TA2	0.010059	0.29833	0.76546	1109	4572
depress	relative	lh_TE1a	-0.029185	-0.86563	0.38673	1109	4572
depress	relative	lh_TE1m	-0.012204	-0.36197	0.71739	1109	4572
depress	relative	lh_TE1p	-0.085298	-2.5299	0.011435	1109	4572
depress	relative	lh_TE2a	-0.0065592	-0.19454	0.84576	1109	4572
depress	relative	lh_TE2p	0.0056825	0.16854	0.86616	1109	4572
depress	relative	lh_TF	0.077295	2.2925	0.021911	1109	4572
depress	relative	lh_TGd	0.035299	1.0469	0.29517	1109	4572
depress	relative	lh_TGv	-0.039261	-1.1645	0.24429	1109	4572
depress	relative	lh_TPOJ1	-0.0071454	-0.21193	0.83217	1109	4572
depress	relative	lh_TPOJ2	0.013678	0.40569	0.68499	1109	4572
depress	relative	lh_TPOJ3	0.038373	1.1381	0.25511	1109	4572
depress	relative	lh_V1	0.036841	1.0927	0.27457	1109	4572
depress	relative	lh_V2	0.022043	0.65379	0.51328	1109	4572
depress	relative	lh_V3	0.03847	1.141	0.25391	1109	4572
depress	relative	lh_V3A	0.017151	0.5087	0.61098	1109	4572
depress	relative	lh_V3B	0.019912	0.59057	0.55483	1109	4572
depress	relative	lh_V3CD	0.022836	0.67732	0.49823	1109	4572
depress	relative	lh_V4	0.036687	1.0881	0.27659	1109	4572
depress	relative	lh_V4t	0.027719	0.82213	0.41104	1109	4572
depress	relative	lh_V6	0.099232	2.9432	0.0032617	1109	4572
depress	relative	lh_V6A	0.012354	0.36642	0.71406	1109	4572
depress	relative	lh_V7	0.023413	0.69443	0.48744	1109	4572
depress	relative	lh_V8	-0.04075	-1.2086	0.22686	1109	4572
depress	relative	lh_VIP	0.0054151	0.16061	0.87241	1109	4572
depress	relative	lh_VMV1	0.045459	1.3483	0.17761	1109	4572
depress	relative	lh_VMV2	0.0025475	0.075559	0.93977	1109	4572
depress	relative	lh_VMV3	0.018103	0.53692	0.59134	1109	4572
depress	relative	lh_VVC	0.15221	4.5146	6.4738e-06	1109	4572
depress	relative	lh_a10p	-0.039352	-1.1672	0.24319	1109	4572
depress	relative	lh_a24	0.014123	0.4189	0.67531	1109	4572
depress	relative	lh_a24pr	0.019161	0.56832	0.56984	1109	4572
depress	relative	lh_a32pr	-0.0070915	-0.21033	0.83342	1109	4572
depress	relative	lh_a47r	-0.058993	-1.7497	0.080223	1109	4572
depress	relative	lh_a9-46v	0.0097922	0.29043	0.7715	1109	4572
depress	relative	lh_d23ab	-0.03316	-0.98351	0.3254	1109	4572
depress	relative	lh_d32	-0.013766	-0.40828	0.68308	1109	4572
depress	relative	lh_i6-8	0.012514	0.37117	0.71053	1109	4572
depress	relative	lh_p10p	-0.043175	-1.2806	0.2004	1109	4572
depress	relative	lh_p24	-0.044909	-1.332	0.18292	1109	4572
depress	relative	lh_p24pr	0.05129	1.5213	0.12825	1109	4572
depress	relative	lh_p32	-0.055433	-1.6441	0.10021	1109	4572
depress	relative	lh_p32pr	0.055306	1.6404	0.10098	1109	4572
depress	relative	lh_p47r	-0.029251	-0.86757	0.38566	1109	4572
depress	relative	lh_p9-46v	-0.012143	-0.36015	0.71875	1109	4572
depress	relative	lh_pOFC	-0.028094	-0.83327	0.40473	1109	4572
depress	relative	lh_s32	0.022499	0.66731	0.5046	1109	4572
depress	relative	lh_s6-8	-0.017387	-0.51568	0.6061	1109	4572
depress	relative	lh_v23ab	0.038092	1.1298	0.25861	1109	4572
withdep	absolute	lh_1	0.112	3.139	0.0017021	910	6160
withdep	absolute	lh_10d	0.054996	1.5414	0.12327	910	6160
withdep	absolute	lh_10pp	-0.0077108	-0.21611	0.82891	910	6160
withdep	absolute	lh_10r	0.069135	1.9377	0.052703	910	6160
withdep	absolute	lh_10v	0.038072	1.0671	0.28598	910	6160
withdep	absolute	lh_11l	-0.001868	-0.052355	0.95825	910	6160
withdep	absolute	lh_13l	0.065089	1.8243	0.068156	910	6160
withdep	absolute	lh_2	0.10229	2.867	0.0041563	910	6160
withdep	absolute	lh_23c	0.023419	0.65637	0.51161	910	6160
withdep	absolute	lh_23d	0.0017422	0.048829	0.96106	910	6160
withdep	absolute	lh_24dd	0.13893	3.8939	9.9575e-05	910	6160
withdep	absolute	lh_24dv	0.088798	2.4888	0.012841	910	6160
withdep	absolute	lh_25	-0.021087	-0.59101	0.55453	910	6160
withdep	absolute	lh_31a	0.0065315	0.18306	0.85476	910	6160
withdep	absolute	lh_31pd	0.0010146	0.028437	0.97731	910	6160
withdep	absolute	lh_31pv	0.025267	0.70817	0.47886	910	6160
withdep	absolute	lh_33pr	0.025214	0.70669	0.47978	910	6160
withdep	absolute	lh_3a	0.012986	0.36396	0.7159	910	6160
withdep	absolute	lh_3b	0.056063	1.5713	0.11616	910	6160
withdep	absolute	lh_4	0.043811	1.2279	0.21953	910	6160
withdep	absolute	lh_43	0.033944	0.95136	0.34146	910	6160
withdep	absolute	lh_44	0.035524	0.99563	0.31946	910	6160
withdep	absolute	lh_45	0.082653	2.3165	0.020558	910	6160
withdep	absolute	lh_46	0.058137	1.6294	0.10327	910	6160
withdep	absolute	lh_47l	0.056182	1.5746	0.11539	910	6160
withdep	absolute	lh_47m	0.022012	0.61692	0.5373	910	6160
withdep	absolute	lh_47s	0.070109	1.965	0.049459	910	6160
withdep	absolute	lh_52	0.052648	1.4756	0.1401	910	6160
withdep	absolute	lh_55b	0.084615	2.3715	0.017742	910	6160
withdep	absolute	lh_5L	0.10128	2.8387	0.0045424	910	6160
withdep	absolute	lh_5m	0.072626	2.0355	0.041838	910	6160
withdep	absolute	lh_5mv	0.10482	2.9379	0.003315	910	6160
withdep	absolute	lh_6a	0.04425	1.2402	0.21494	910	6160
withdep	absolute	lh_6d	-0.00093035	-0.026075	0.9792	910	6160
withdep	absolute	lh_6ma	0.0068114	0.19091	0.8486	910	6160
withdep	absolute	lh_6mp	0.029309	0.82144	0.41142	910	6160
withdep	absolute	lh_6r	0.054716	1.5335	0.12519	910	6160
withdep	absolute	lh_6v	0.039612	1.1102	0.26695	910	6160
