gene	thinning_Z_ds0	thinning_Z_ds25	thinning_Z_ds50	U_ds25_thinning	rank_ds25	decile_ds25
ASPRV1	-0.87095	-0.72056		-0.0025776	7823	4
TMEM161B-AS1	-0.7869	-0.7211		-0.0037182	7824	4
SMARCC2	-0.84174	-0.7216	-0.60518	-0.0031991	7825	4
PLGLA	-0.76154	-0.72176		-0.0052806	7826	4
OLFML3	-0.56052	-0.72187	-0.87335	-0.0024795	7827	4
AKR7A3	-0.58081	-0.72189	-0.85921	-0.0025392	7828	4
NUP153	-0.84186	-0.72189		-0.003518	7829	4
ZBED6CL	-0.64803	-0.72319		-0.0034716	7830	4
SLC25A27	-0.76561	-0.72325	-0.68177	-0.0046952	7831	4
NDST2	-0.58441	-0.72362	-0.8408	-0.0022555	7832	4
DCHS1	-0.67339	-0.7238	-0.78021	-0.0041968	7833	4
MFN1	-0.80402	-0.72426		-0.0040636	7834	4
NMD3	-0.88048	-0.72548		-0.0036907	7835	4
ANGPTL4	-0.62394	-0.72561		-0.0032526	7836	4
UNC119B	-0.75108	-0.72581		-0.0053808	7837	4
IFRD2	-0.92068	-0.72716	-0.5187	-0.0024618	7838	4
ZNF512	-0.83111	-0.72721		-0.0036017	7839	4
ZDHHC12	-0.53417	-0.72743	-0.92554	-0.0019521	7840	4
FAM234A	-0.82256	-0.72823		-0.0036391	7841	4
HTR1D	-0.71274	-0.72882	-0.75033	-0.005224	7842	4
PDPK1	-0.67169	-0.72889		-0.0031398	7843	4
ADIPOR1	-0.45742	-0.72905	-1.0661	-0.0017418	7844	4
SLC7A1	-0.736	-0.72933	-0.72505	-0.0056445	7845	4
METTL25	-0.81261	-0.72956	-0.64907	-0.0036429	7846	4
C1orf100	-0.79863	-0.72984		-0.0043949	7847	4
DPY19L2P3	-0.93935	-0.73067	-0.50901	-0.002327	7848	4
TPTE2P3	-0.57964	-0.731		-0.0025418	7849	4
SPECC1	-0.91525	-0.73191	-0.55045	-0.0023899	7850	4
GBP2	-0.79919	-0.73265	-0.67167	-0.0041516	7851	4
ORMDL3	-0.8594	-0.73306	-0.59939	-0.002582	7852	4
EXD2	-0.77922	-0.73321		-0.0046982	7853	4
ATP7B	-0.67832	-0.73483	-0.80319	-0.0037402	7854	4
MTAP	-0.98747	-0.73533	-0.44822	-0.0013342	7855	4
SLC44A3	-0.59809	-0.73566	-0.8871	-0.0027197	7856	4
ST3GAL5	-0.93034	-0.7362	-0.52586	-0.0020853	7857	4
EIF4E	-0.86312	-0.73739		-0.0035185	7858	4
FOPNL	-0.68271	-0.73789		-0.0043752	7859	4
RGPD4	-1.0448	-0.74142	-0.43168	-0.0016518	7860	4
LRRIQ1	-0.71089	-0.74155	-0.77545	-0.0051285	7861	4
CCDC122	-0.85116	-0.74306	-0.63344	-0.0034983	7862	4
UIMC1	-0.92927	-0.7436	-0.52686	-0.0021498	7863	4
DYDC2	-0.30697	-0.74586	-1.2593	-0.0010393	7864	4
PLEKHF2	-0.71155	-0.74594	-0.78751	-0.0050621	7865	4
SEZ6	-0.60926	-0.74607	-0.90658	-0.0027927	7866	4
SLC8A1	-0.92626	-0.74608	-0.56562	-0.0024285	7867	4
PAXIP1	-0.91992	-0.74629	-0.54931	-0.002239	7868	4
LAYN	-0.7866	-0.74639		-0.003833	7869	4
CHCHD7	-0.63787	-0.74771	-0.85846	-0.003419	7870	4
FLJ23867	-0.87122	-0.74898	-0.62511	-0.0027233	7871	4
NPY	-0.56272	-0.7497	-0.92322	-0.0019256	7872	4
ZNF569	-0.78272	-0.74994		-0.0053417	7873	4
CNTNAP3B	-0.73889	-0.75079	-0.76572	-0.0039065	7874	4
TAF13	-0.87704	-0.75219	-0.62911	-0.0029392	7875	4
SPIB	-0.91067	-0.75266	-0.59277	-0.0021001	7876	4
NOP58	-0.81637	-0.75279	-0.68534	-0.004749	7877	4
ZBTB5	-0.93618	-0.75292	-0.56379	-0.0024062	7878	4
HOXD1	-0.8246	-0.75305	-0.68651	-0.0042206	7879	4
CERS2	-0.79792	-0.75412		-0.005092	7880	4
ORMDL2	-0.67786	-0.75419	-0.81937	-0.0035608	7881	4
HILS1	-0.6374	-0.75436	-0.88832	-0.0031025	7882	4
DTWD1	-0.73603	-0.75443	-0.77528	-0.0052176	7883	4
MRGPRF	-0.91652	-0.75487	-0.58459	-0.0021584	7884	4
ZNF711	-0.85149	-0.75495	-0.64779	-0.0039219	7885	4
FGFR2	-0.84356	-0.75496	-0.67026	-0.0034731	7886	4
JUND	-0.7792	-0.75499		-0.004536	7887	4
ACTR3	-0.63329	-0.75552	-0.87704	-0.0034282	7888	4
MXRA8	-0.67801	-0.75567	-0.84155	-0.003265	7889	4
HIST1H4L	-0.81146	-0.75582		-0.0049988	7890	4
PRPS1L1	-0.6568	-0.75601		-0.003057	7891	4
CD163	-0.6324	-0.75618	-0.89324	-0.0029695	7892	4
CDK16	-0.67925	-0.75711		-0.0043113	7893	4
GSTM2	-0.56473	-0.75757	-0.97915	-0.00207	7894	4
SNAPIN	-0.70363	-0.75961		-0.0047675	7895	4
ZNF667-AS1	-0.63379	-0.75972		-0.002682	7896	4
MID2	-0.96236	-0.75982	-0.54767	-0.0019103	7897	4
ZNF586	-0.95065	-0.76116	-0.57027	-0.0029364	7898	4
BTAF1	-0.83474	-0.76122		-0.0052411	7899	4
SYNCRIP	-0.74751	-0.76123		-0.0052114	7900	4
DBP	-0.80839	-0.76227		-0.0048661	7901	4
SUFU	-0.67172	-0.76327	-0.87307	-0.0035852	7902	4
SBF1	-0.63318	-0.7638	-0.90516	-0.0029183	7903	4
TAF5L	-0.85829	-0.76384		-0.0041657	7904	4
HDAC4	-0.92345	-0.76397	-0.58879	-0.0027804	7905	4
C14orf119	-0.76562	-0.7643		-0.0043482	7906	4
DHX9	-0.88868	-0.76473	-0.63643	-0.0042755	7907	4
BRD3	-0.80079	-0.76519		-0.0059552	7908	4
SLC6A19	-0.68387	-0.76526		-0.0030399	7909	4
ZNF366	-0.85069	-0.76588	-0.68127	-0.0036401	7910	4
WASHC4	-0.89463	-0.76622	-0.63961	-0.0034618	7911	4
BCAS4	-0.98082	-0.76635	-0.55442	-0.0024716	7912	4
KLHL34	-0.8448	-0.76675		-0.0041746	7913	4
SPACA6	-0.94799	-0.76706	-0.5748	-0.0024123	7914	4
RNASEH2A	-0.54207	-0.76787	-1.0545	-0.0020104	7915	4
LINC02210	-0.93942	-0.76938	-0.58046	-0.0019802	7916	4
TF	-0.83345	-0.77015		-0.0043216	7917	4
MACROD1	-0.90379	-0.7713		-0.0029087	7918	4
TENM2	-0.85101	-0.77191	-0.68452	-0.004872	7919	4
PRIM1	-0.94547	-0.77235	-0.58294	-0.001795	7920	4
PRMT9	-0.92882	-0.7724	-0.60841	-0.0022547	7921	4
LOC100190986	-0.91933	-0.77262		-0.0036611	7922	4
ZNF575	-0.65297	-0.77271	-0.91124	-0.0028446	7923	4
RGS14	-0.60461	-0.77378	-0.9854	-0.0027388	7924	4
CPE	-0.47386	-0.77397	-1.1521	-0.0015649	7925	4
IRF3	-0.92961	-0.77497	-0.60563	-0.002332	7926	4
COPS5	-0.76558	-0.77502		-0.0053863	7927	4
ATP5F1A	-0.89349	-0.77509	-0.66093	-0.0034066	7928	4
FADS1	-0.66933	-0.77525		-0.0032393	7929	4
ALDH2	-0.58791	-0.77606	-0.98532	-0.0022725	7930	4
BCL7C	-0.55544	-0.77614	-1.0111	-0.0017613	7931	4
NRF1	-0.89832	-0.77614		-0.0035056	7932	4
FAM118B	-0.70903	-0.77646		-0.003851	7933	4
CCDC25	-0.84606	-0.77651	-0.71111	-0.0036987	7934	4
PPP4R3B	-0.88557	-0.77679		-0.0043932	7935	4
SPATA33	-0.43803	-0.77833	-1.247	-0.001445	7936	4
HSPD1	-0.69078	-0.77874		-0.0035578	7937	4
GEN1	-0.85686	-0.77875		-0.0046588	7938	4
ICAM2	-0.84466	-0.77884	-0.7165	-0.0039087	7939	4
SRP9	-0.60506	-0.77911	-0.94898	-0.0025723	7940	4
GRP	-0.61482	-0.77961	-0.97494	-0.002233	7941	4
STOX1	-0.60156	-0.77974	-0.95969	-0.0023698	7942	4
PAFAH1B3	-0.65278	-0.77991	-0.93143	-0.0028203	7943	4
EFHC1	-0.96392	-0.78051	-0.59563	-0.0031115	7944	4
CDK13	-0.93393	-0.78144	-0.60868	-0.0026942	7945	4
ABHD1	-0.65437	-0.7822	-0.93009	-0.0028388	7946	4
HYAL2	-0.78643	-0.78236		-0.0059376	7947	4
GPER1	-0.80024	-0.78244	-0.76919	-0.004862	7948	4
TTC3P1	-0.71203	-0.78253		-0.0043563	7949	4
LYRM2	-0.54223	-0.78287	-1.0808	-0.0021938	7950	4
PHF19	-0.84772	-0.78307	-0.71251	-0.0042355	7951	4
MACROD2	-0.45651	-0.78417	-1.224	-0.0015617	7952	4
RNPEP	-0.82541	-0.78555		-0.0040312	7953	4
KRTAP10-5	-0.88648	-0.78751		-0.0038517	7954	4
C19orf38	-0.69008	-0.78756		-0.003009	7955	4
CPT1A	-0.77313	-0.78762	-0.80163	-0.0055698	7956	4
MTTP	-0.80381	-0.78917	-0.7777	-0.0053474	7957	4
DSCR9	-0.82384	-0.78944	-0.75354	-0.0054382	7958	4
LDB3	-0.86394	-0.78967		-0.0039473	7959	4
EFEMP2	-0.60567	-0.78987	-1.006	-0.0024132	7960	4
CDS1	-0.92515	-0.7905	-0.65444	-0.0025783	7961	4
ALCAM	-0.68972	-0.79133	-0.91267	-0.003088	7962	4
PBXIP1	-0.64243	-0.79179	-0.95926	-0.002654	7963	4
DDX3X	-1.1609	-0.79189	-0.41393	-0.0014808	7964	4
RRS1	-0.85309	-0.7919	-0.73464	-0.0038	7965	4
SEPHS1	-0.88894	-0.792	-0.69473	-0.0032773	7966	4
LINC01089	-0.90319	-0.79212	-0.66771	-0.0037303	7967	4
TTC7B	-0.67043	-0.79397	-0.93188	-0.0029078	7968	4
POGZ	-0.92991	-0.79402		-0.0039666	7969	4
ZFAND1	-0.92832	-0.79457		-0.0033398	7970	4
COL19A1	-0.93396	-0.79472	-0.65234	-0.0031605	7971	4
STX18-AS1	-0.95259	-0.79593		-0.0029974	7972	4
VIPR2	-0.97559	-0.79622	-0.59764	-0.0020116	7973	4
TMEM132C	-0.83596	-0.79672	-0.76151	-0.0044892	7974	4
TRAPPC11	-0.83479	-0.79729		-0.0034416	7975	4
SYCE3	-0.7399	-0.79782		-0.0036892	7976	4
SPARCL1	-0.84339	-0.79796	-0.7575	-0.0042688	7977	4
HES1	-0.64335	-0.79868	-0.9675	-0.0024109	7978	4
RSPO3	-0.6205	-0.79907	-1.0216	-0.0024891	7979	4
AKR1C3	-0.70463	-0.80006	-0.87974	-0.0034178	7980	4
MFHAS1	-1.0979	-0.80011	-0.51841	-0.0022014	7981	4
CYTOR	-0.6065	-0.80035	-1.0262	-0.0024939	7982	4
VN1R1	-0.92729	-0.80035		-0.0039397	7983	4
DDIT3	-0.85482	-0.80095		-0.004068	7984	4
VPS39	-0.93042	-0.80156		-0.003314	7985	4
AP1S2	-0.81523	-0.8025	-0.79172	-0.0046153	7986	4
TMEM233	-0.76159	-0.8027	-0.85789	-0.0034759	7987	4
ST8SIA4	-0.80932	-0.80283	-0.79718	-0.0057609	7988	4
HNRNPA3	-1.0814	-0.80308	-0.51248	-0.0020809	7989	4
TMEM189	-0.80636	-0.80324		-0.0049983	7990	4
PPP1R14A	-0.85567	-0.80357		-0.0043213	7991	4
KLHL41	-0.83467	-0.80409		-0.0056139	7992	4
ALDOC	-0.82651	-0.80489	-0.78664	-0.0051785	7993	4
CAVIN1	-0.87503	-0.80526	-0.74124	-0.0049897	7994	4
AGFG2	-0.72757	-0.80564	-0.88552	-0.0035874	7995	4
SLC16A6	-0.92376	-0.80893	-0.6949	-0.002709	7996	4
SLIT2	-0.94747	-0.8091	-0.6586	-0.0022531	7997	4
LRP4	-0.706	-0.80914		-0.0034533	7998	4
LANCL1	-0.94154	-0.80978	-0.6842	-0.0040121	7999	4
ZC3HAV1	-0.56004	-0.80997	-1.1241	-0.0019514	8000	4
FCHSD2	-0.78197	-0.80999		-0.0061053	8001	4
SLC7A6	-0.88645	-0.81005		-0.0059395	8002	4
PHF5A	-0.89766	-0.81032		-0.0047431	8003	4
TTC1	-0.74378	-0.81083	-0.87336	-0.0045743	8004	4
RPS2	-0.64082	-0.81107	-0.98271	-0.0025443	8005	4
ROMO1	-0.64965	-0.81136	-0.96128	-0.0027662	8006	4
NOP53	-0.99079	-0.81145	-0.61262	-0.0023664	8007	4
SYT15	-0.94408	-0.81161	-0.68035	-0.0030903	8008	4
FAM86B3P	-0.62245	-0.81162	-0.99792	-0.0024614	8009	4
CSDE1	-0.84433	-0.81207		-0.0047617	8010	4
SH3D19	-0.78788	-0.81208	-0.83475	-0.0044222	8011	4
ATP6V0E2	-0.73526	-0.81245		-0.0043614	8012	4
ATP6V0E2-AS1	-0.65171	-0.81447		-0.0027977	8013	4
ZNF441	-0.91176	-0.81594		-0.0043241	8014	4
THAP2	-0.9624	-0.81597	-0.6546	-0.003163	8015	4
ANKRD26	-0.93122	-0.81613	-0.692	-0.0029343	8016	4
CDR2	-0.8995	-0.81698	-0.7376	-0.0038559	8017	4
SLC39A8	-0.90392	-0.81782	-0.73222	-0.0033539	8018	4
DCP1B	-1.0732	-0.81795	-0.54853	-0.0018966	8019	4
FER1L4	-0.93406	-0.81812	-0.70298	-0.003066	8020	4
POLR2I	-0.63703	-0.81861	-0.97374	-0.0024853	8021	4
TKFC	-0.5713	-0.81897	-1.1369	-0.0020305	8022	4
PCGF2	-1.0104	-0.81899	-0.62225	-0.0026183	8023	4
POM121	-0.94422	-0.81947		-0.002941	8024	4
TESC	-0.89458	-0.82229	-0.75404	-0.0037379	8025	4
ALDH1L2	-0.89129	-0.82291		-0.0042218	8026	4
JARID2-AS1	-0.70126	-0.82302	-0.95503	-0.0031929	8027	4
DAXX	-0.98012	-0.82307	-0.65177	-0.0026534	8028	4
SH3RF2	-1.0081	-0.82317	-0.61915	-0.0024932	8029	4
ATP5MF	-0.69173	-0.82327	-0.93098	-0.0031649	8030	4
ZNF225	-1.0383	-0.82345	-0.58956	-0.0022851	8031	4
CEP44	-1.0485	-0.82346	-0.57422	-0.0019408	8032	4
PHC3	-0.90205	-0.82373		-0.0054242	8033	4
SYF2	-0.70138	-0.82394		-0.0033227	8034	4
DIXDC1	-0.85371	-0.82414		-0.0052835	8035	4
SLC26A1	-0.80019	-0.82507		-0.00477	8036	4
DHRS9	-0.58402	-0.82561	-1.0791	-0.0019012	8037	4
WASF3	-0.77054	-0.82606	-0.88306	-0.0040835	8038	4
MRPS15	-0.76569	-0.82627	-0.88182	-0.0053081	8039	4
SCN4B	-0.90185	-0.8263	-0.75558	-0.004104	8040	4
STAG3L5P	-0.89049	-0.82684		-0.0057173	8041	4
TOP3B	-0.94198	-0.82692	-0.70347	-0.0031387	8042	4
RCCD1	-0.86616	-0.82719	-0.79199	-0.0056756	8043	4
RPF1	-1.0364	-0.82772		-0.0027277	8044	4
FAM210B	-0.99537	-0.82868	-0.6594	-0.0038357	8045	4
AURKA	-1.0848	-0.82892	-0.57204	-0.0022502	8046	4
KIAA0355	-0.94768	-0.82913		-0.0040942	8047	4
ALDH4A1	-0.70246	-0.83002	-0.97196	-0.003043	8048	4
CHMP7	-0.97082	-0.8302		-0.0034471	8049	4
CROCCP2	-1.0291	-0.83073	-0.60528	-0.0017515	8050	4
FAM161B	-0.83063	-0.83076		-0.0054493	8051	4
SGCG	-1.0354	-0.83146	-0.59735	-0.0019508	8052	4
NXPH3	-0.97239	-0.83152	-0.68422	-0.0025364	8053	4
LINC00687	-0.79288	-0.8317		-0.0051554	8054	4
ACTA2	-0.71075	-0.83225		-0.0027246	8055	4
LOC100130331	-0.73009	-0.83227	-0.94353	-0.003754	8056	4
XPOT	-0.80258	-0.83284		-0.0051391	8057	4
TMEM176B	-0.53319	-0.83287	-1.1628	-0.0017644	8058	4
RPS10	-0.56309	-0.83389	-1.1396	-0.001829	8059	4
OPN4	-0.83497	-0.83407	-0.83735	-0.0062545	8060	4
FANCC	-1.0063	-0.83441		-0.0029466	8061	4
RNF157	-0.96424	-0.83499	-0.70837	-0.002933	8062	4
CEP131	-0.87862	-0.83528		-0.0065838	8063	4
PATZ1	-0.82966	-0.8354		-0.005392	8064	4
TOMM22	-0.7703	-0.83623		-0.0047073	8065	4
KRTAP5-7	-0.9523	-0.8367	-0.71933	-0.0034352	8066	4
SYPL2	-0.795	-0.83679		-0.00428	8067	4
HNRNPR	-0.76619	-0.83688	-0.92521	-0.0044795	8068	4
EZR	-0.71665	-0.83729	-0.97828	-0.0032335	8069	4
KLHL20	-0.98936	-0.83739	-0.68217	-0.0024229	8070	4
GREB1	-1.0619	-0.83824	-0.59756	-0.001908	8071	4
ST6GALNAC6	-0.61037	-0.83826	-1.1158	-0.0023206	8072	4
UBE2Q2	-0.93816	-0.83849		-0.0054733	8073	4
KLF7	-0.82015	-0.83851		-0.003742	8074	4
ANAPC7	-0.88768	-0.83904		-0.0036249	8075	4
STK17B	-0.68867	-0.83936	-1.0122	-0.0027527	8076	4
ZMYM1	-0.74148	-0.84001		-0.0034627	8077	4
TULP3	-0.80942	-0.84103		-0.0053241	8078	4
GTF2I	-0.9333	-0.84188		-0.0051113	8079	4
BCL10	-1.0175	-0.8423	-0.64886	-0.0023412	8080	4
RCC1	-0.96901	-0.84274	-0.70208	-0.0026753	8081	4
FAM178B	-0.99435	-0.84297	-0.69338	-0.0029326	8082	4
STOX2	-0.92662	-0.84351	-0.75077	-0.0037017	8083	4
RHOT1	-0.95975	-0.84413		-0.0044009	8084	4
FAM71F2	-0.7488	-0.84495		-0.0036125	8085	4
MUC20	-1.0711	-0.84521	-0.58467	-0.002076	8086	4
STK36	-0.94687	-0.84553	-0.74082	-0.004307	8087	4
UBA2	-0.91646	-0.84565		-0.0046115	8088	4
SDC4	-0.72586	-0.84633		-0.0033507	8089	4
TRIM14	-0.88947	-0.84656	-0.80029	-0.0046562	8090	4
DOCK7	-0.6858	-0.84677	-1.0327	-0.0030906	8091	4
RFC5	-0.85367	-0.84766		-0.0050473	8092	4
MAIP1	-0.90198	-0.84777		-0.0037846	8093	4
HPN	-0.92444	-0.84802		-0.0035532	8094	4
EVI5L	-0.82234	-0.84839		-0.0046963	8095	4
PPP1R3B	-0.897	-0.84849	-0.80459	-0.0046108	8096	4
GGTA1P	-0.70529	-0.84851	-0.98213	-0.0027591	8097	4
KIAA0513	-0.89797	-0.84874		-0.0040322	8098	4
DDX39A	-0.98157	-0.84894	-0.71588	-0.0036852	8099	4
ACO2	-0.74537	-0.84958	-0.9513	-0.0034659	8100	4
RPS18	-0.66764	-0.85128	-1.0633	-0.0027525	8101	4
LLGL1	-0.90025	-0.85163		-0.0049253	8102	4
POLD4	-0.82928	-0.85165		-0.0053717	8103	4
BORA	-0.99883	-0.85225		-0.0034282	8104	4
KMT2D	-0.85915	-0.85269		-0.0052222	8105	4
LHFPL6	-0.79789	-0.8528	-0.90986	-0.0048369	8106	4
CEP70	-0.76198	-0.85294		-0.0039751	8107	4
UBE2Q2L	-0.92873	-0.8532		-0.005823	8108	4
PPA1	-0.9058	-0.85398		-0.0042473	8109	4
TMEM184A	-0.91038	-0.85438		-0.0055139	8110	4
SEMA3D	-0.69225	-0.85513	-1.0578	-0.0031312	8111	4
ZBTB7A	-1.028	-0.85549	-0.66112	-0.0020751	8112	4
MYLIP	-0.77295	-0.85559	-0.94727	-0.0042883	8113	4
SIGLEC6	-0.87245	-0.8557		-0.0044535	8114	4
KIF27	-1.1146	-0.8565	-0.60252	-0.0024882	8115	4
ZDHHC3	-0.95924	-0.85719	-0.75966	-0.0045013	8116	4
SLC2A13	-0.91894	-0.85766		-0.0054354	8117	4
MBOAT1	-0.89881	-0.85825	-0.82197	-0.005323	8118	4
CLNS1A	-0.71077	-0.85954	-1.0156	-0.0027295	8119	4
PLA2G6	-0.93226	-0.85968		-0.004816	8120	4
AFDN	-0.81121	-0.85971	-0.91371	-0.003269	8121	4
RNPC3	-0.94604	-0.85984		-0.0052644	8122	4
CHCHD2	-0.74757	-0.86014		-0.0037306	8123	4
PRKAG1	-0.71883	-0.86052		-0.0029386	8124	4
PRR12	-0.88919	-0.86099		-0.0069368	8125	4
NABP1	-0.67373	-0.86108	-1.0369	-0.0025979	8126	4
KDR	-0.88304	-0.86231		-0.0052651	8127	4
SLC12A9	-0.89571	-0.86241		-0.0041181	8128	4
MEF2D	-0.94876	-0.86243		-0.0054068	8129	4
RBL2	-0.96415	-0.86244		-0.0052617	8130	4
ZNF608	-0.83103	-0.86286	-0.90428	-0.005818	8131	4
NUP54	-1.0539	-0.86313	-0.64932	-0.0022951	8132	4
WDR26	-0.69097	-0.86366	-1.0793	-0.0029331	8133	4
CLEC4A	-0.61491	-0.86372	-1.1019	-0.0018231	8134	4
CHCHD3	-0.99698	-0.86386	-0.73411	-0.0035567	8135	4
DSCC1	-1.0757	-0.86427	-0.63513	-0.0019822	8136	4
NOC3L	-0.84843	-0.86472		-0.0049019	8137	4
NPR2	-0.98737	-0.86506	-0.73924	-0.003455	8138	4
GDPD1	-0.98536	-0.86594	-0.74752	-0.0027839	8139	4
NHLRC4	-0.94504	-0.86615		-0.0044446	8140	4
RORA	-1.2277	-0.86727	-0.47687	-0.001489	8141	4
NF2	-0.90466	-0.86837	-0.83628	-0.0052479	8142	4
LGALS2	-0.79611	-0.86859	-0.92742	-0.0043725	8143	4
ADGRA3	-0.72209	-0.86973	-1.0371	-0.0027768	8144	4
RGL3	-0.75793	-0.87028		-0.003553	8145	4
TRIM47	-0.94539	-0.87055		-0.0048065	8146	4
C2CD3	-1.2236	-0.87076	-0.5162	-0.0017816	8147	4
UPK1A-AS1	-0.90891	-0.87098		-0.0049088	8148	4
CYYR1	-0.90862	-0.8715		-0.0070121	8149	4
GPC4	-0.56451	-0.87248	-1.2843	-0.0017533	8150	4
DRC3	-0.96872	-0.87292	-0.77982	-0.0048276	8151	4
PAPLN	-0.7758	-0.87349		-0.004117	8152	4
STK35	-0.95324	-0.87365		-0.0051119	8153	4
LOC646626	-0.98086	-0.87372		-0.0040408	8154	4
AHSA1	-0.91515	-0.87447		-0.0047188	8155	4
LIFR-AS1	-0.92018	-0.87502	-0.8244	-0.0057752	8156	4
ACAP2	-1.0332	-0.87528		-0.0042069	8157	4
CMPK2	-0.98522	-0.8755		-0.0034942	8158	4
CFAP206	-0.87903	-0.87774		-0.0064617	8159	4
ADAD2	-0.86619	-0.87803	-0.89466	-0.0048449	8160	4
ZNF41	-1.0574	-0.8787		-0.0032524	8161	4
INTU	-0.77563	-0.87905	-1.0005	-0.0036728	8162	4
TRIO	-0.94382	-0.8794	-0.80645	-0.0054129	8163	4
DOCK5	-0.94908	-0.88045		-0.0047468	8164	4
ZBTB7B	-0.92452	-0.88095	-0.84263	-0.0051023	8165	4
CNIH1	-0.95353	-0.88098		-0.0036721	8166	4
TMCO3	-1.0016	-0.88163		-0.0049071	8167	4
RIPK1	-0.99667	-0.88201	-0.75565	-0.0033849	8168	4
KDM5C	-1.0277	-0.88246	-0.72008	-0.0032774	8169	4
IRAK1	-0.97215	-0.88266	-0.79674	-0.004002	8170	4
BTF3P11	-0.82525	-0.88359		-0.004282	8171	4
STX1B	-1.0888	-0.8836	-0.64434	-0.0019654	8172	4
EXOC1	-0.83168	-0.88385		-0.0043597	8173	4
BCDIN3D	-0.98015	-0.88389		-0.0048059	8174	4
IGDCC3	-1.0122	-0.88391	-0.74147	-0.0039828	8175	4
MAMLD1	-0.81383	-0.88411	-0.96773	-0.0043797	8176	4
JHY	-0.96594	-0.8844	-0.80582	-0.0038463	8177	4
SCAND2P	-1.0085	-0.88532	-0.75274	-0.004516	8178	4
CYP20A1	-0.98023	-0.8871		-0.0056415	8179	4
MRPL58	-0.93766	-0.88718	-0.84116	-0.0043102	8180	4
SLC46A3	-1.0158	-0.88863	-0.76896	-0.0047265	8181	4
STARD3NL	-0.71874	-0.88886	-1.0349	-0.002675	8182	4
PLEKHF1	-1.0861	-0.88977	-0.67656	-0.0021684	8183	4
GTF3C6	-0.57541	-0.89061	-1.2502	-0.0016986	8184	4
PM20D2	-0.93867	-0.89153	-0.83613	-0.0051306	8185	4
TNRC6B	-1.0433	-0.89233	-0.72601	-0.0034581	8186	4
ZDHHC8P1	-0.86808	-0.89288		-0.0054172	8187	4
VPS54	-1.2364	-0.89391	-0.53852	-0.0019209	8188	4
FAM95A	-1.0063	-0.89405	-0.77139	-0.0039517	8189	4
ZNF800	-1.0329	-0.89463		-0.0047724	8190	4
CD2	-0.88675	-0.89509		-0.0044274	8191	4
MOG	-0.96006	-0.89592		-0.0052277	8192	4
IFT81	-0.9321	-0.89595		-0.0055582	8193	4
NFYC-AS1	-1.0711	-0.89653		-0.0032933	8194	4
ULK1	-0.97961	-0.89668	-0.80598	-0.0040403	8195	4
CCNI2	-1.0802	-0.89672	-0.69197	-0.002904	8196	4
SYPL1	-0.98646	-0.89712		-0.0049455	8197	4
ODF2L	-1.0296	-0.89819	-0.75477	-0.0042039	8198	4
DCAF7	-0.70821	-0.89871	-1.1249	-0.0028837	8199	4
SLC12A4	-0.81371	-0.89878	-0.99213	-0.0039459	8200	4
FAM3C	-1.0027	-0.89947	-0.78575	-0.0038824	8201	4
IVNS1ABP	-1.0244	-0.89972	-0.77531	-0.0032047	8202	4
TKT	-0.93632	-0.90041		-0.0056449	8203	4
FLYWCH1	-1.0903	-0.90052	-0.70887	-0.0030895	8204	4
SLC15A2	-0.77831	-0.90214	-1.0429	-0.0035018	8205	4
SOX6	-0.90598	-0.9028		-0.0063986	8206	4
FBXL6	-1.0116	-0.90321		-0.0041468	8207	4
PTX3	-1.019	-0.90339	-0.79066	-0.003438	8208	4
PLBD1	-0.9203	-0.90349	-0.89155	-0.0058494	8209	4
RPL17	-0.85437	-0.90363		-0.0039024	8210	4
COMMD6	-0.76267	-0.90436		-0.0032477	8211	4
ZNF561	-1.0622	-0.9045		-0.0028106	8212	4
DEPTOR	-1.0402	-0.90545	-0.77326	-0.0036896	8213	4
EIF5B	-0.83069	-0.90577		-0.0041068	8214	4
WWC1	-0.72323	-0.9058	-1.1199	-0.0029154	8215	4
USF1	-0.9786	-0.90593		-0.0045195	8216	4
SLC38A11	-1.1535	-0.90616	-0.63825	-0.0018996	8217	4
ZNF334	-0.96376	-0.90695		-0.0054878	8218	4
CCDC160	-0.91833	-0.90701	-0.89753	-0.0064345	8219	4
BCL2A1	-0.77073	-0.90735	-1.0699	-0.0033911	8220	4
ADARB2-AS1	-0.93336	-0.90743	-0.88437	-0.0053116	8221	4
LOC389831	-0.84102	-0.90876		-0.0047912	8222	4
LZIC	-0.80912	-0.90973		-0.0034783	8223	4
PIP5K1C	-0.982	-0.9098		-0.0037021	8224	4
UMPS	-0.62466	-0.91011	-1.2758	-0.0019876	8225	4
DDHD2	-1.1054	-0.91163	-0.70827	-0.0022694	8226	4
SLC31A1	-0.95783	-0.9117		-0.0058086	8227	4
RIDA	-0.81876	-0.91181	-1.0037	-0.0042497	8228	4
SOX15	-0.9782	-0.9126	-0.84715	-0.0053394	8229	4
CNDP2	-0.73848	-0.91264		-0.0027386	8230	4
DOK7	-0.90127	-0.91418	-0.93059	-0.0051399	8231	4
SOGA3	-1.105	-0.9145	-0.72563	-0.0031146	8232	4
NSMCE1	-0.71266	-0.915	-1.0826	-0.0022533	8233	4
DLGAP1	-1.1214	-0.91536	-0.69518	-0.0031912	8234	4
ADGRV1	-0.71086	-0.91683	-1.1706	-0.0026129	8235	4
PHF10	-0.79175	-0.91701	-1.0391	-0.0027092	8236	4
