label,Astro,Endo,Micro,Neuro-Ex,Neuro-In,OPC,Oligo,Per,L1,L2,L3,L4,L5,L6,WM,SCZ top 250,SCZ top 500,SCZ top 1000,MDD top 250,MDD top 500,MDD top 1000,PLS2,C3,normative_thinning_um_yr,tier
lh_V7,-1.659,0.5721,-0.8978,1.08,1.405,-0.7932,-0.04675,0.6138,-1.323,-0.2815,-0.02905,1.699,-0.0491,-0.6053,-0.735,1.275,1.108,1.176,0.5739,0.9345,1.001,0.375,,22.39,mid
lh_IPS1,-0.07621,0.3506,-0.9959,-1.087,-1.061,-0.59,1.744,1.639,-0.1575,-1.175,-0.785,0.008731,-1.733,-1.893,1.13,-0.02082,-0.3316,-0.142,-1.533,-1.035,-0.5381,-0.9717,-1.248,24.6,fast
lh_FFC,-0.5743,-0.5174,-0.7656,-0.03021,-0.2201,-0.4051,0.4784,-0.4012,-0.6484,0.3214,-0.0218,-0.3987,-0.413,-0.1331,-0.0004488,-0.1049,-0.1001,-0.1979,-0.1727,-0.3107,-0.2358,0.06715,0.977,18.35,mid
lh_V3B,-1.005,0.3885,-1.371,-3.268,-3.3,-0.6932,3.504,1.063,-0.7258,-2.927,-2.441,-1.613,-3.887,-2.892,2.594,-1.449,-1.812,-1.782,-2.844,-2.512,-2.238,-2.162,,17.95,slow
lh_LO1,-0.8886,0.1637,-1.433,-0.3096,-0.2708,-0.3776,1.898,0.6096,-0.9928,-1.508,-2.067,-0.01763,-0.819,-0.7667,0.968,0.2691,-0.01418,0.287,-1.013,-0.5489,-0.1147,-0.6022,,17.03,slow
lh_LO2,-1.104,-1.131,-0.1997,-0.3192,-0.6212,-1.553,0.2329,-1.221,-1.156,-1.147,-1.201,0.6796,-0.7042,-0.8656,0.4498,1.004,0.8814,0.7152,-0.1065,0.1654,0.3447,-0.5642,,19.83,mid
lh_PIT,-0.4984,-1.984,-0.9168,1.105,0.9528,-0.4545,0.4255,-1.665,-1.534,-0.509,-0.7858,0.5741,1.039,1.162,-0.5535,-0.4037,0.01488,0.1718,-0.5407,-0.3039,-0.07685,-0.01753,,18.15,slow
lh_MT,0.6362,1.608,-2.833,-3.278,-2.955,-0.2213,1.444,2.045,0.6108,-2.561,-3.144,-2.037,-4.251,-3.288,0.9121,-1.612,-2.085,-1.911,-2.447,-2.34,-2.279,-1.917,,16.88,slow
lh_A1,-1.481,2.088,0.9769,0.5441,1.064,-0.4542,1.93,1.463,-0.5627,-1.185,-1.899,1.113,-0.376,0.02163,1.603,2.209,1.781,1.67,0.4377,0.9671,1.296,-1.416,-2.006,20.64,mid
lh_PSL,-0.6851,-1.401,-0.5029,0.6339,0.161,-0.6916,-0.5742,-1.062,-1.162,0.4597,0.5318,0.2875,0.5835,0.3078,-1.011,-0.4155,-0.2776,-0.3308,-0.5659,-0.3151,-0.2628,0.7111,1.438,18.71,mid
lh_SFL,0.3877,-0.03211,0.3694,-0.479,-0.8011,-0.3244,-0.3881,0.4828,0.2183,-1.209,-0.3675,0.845,0.6621,-0.0669,-0.5558,-1.119,-1.171,-0.9097,-1.279,-1.276,-1.245,-1.375,-0.7967,19.67,mid
lh_PCV,0.4651,0.2792,-0.4907,-0.04772,-0.2105,-0.2077,0.3576,0.4914,0.2154,-0.1155,-0.08608,0.2024,-0.294,-0.4655,0.3485,0.2384,0.2686,0.3558,0.06663,0.0963,0.2507,0.5114,0.318,23.9,fast
lh_STV,-0.2447,-0.1849,0.236,0.4367,-0.04781,-0.4119,-0.7127,-0.4972,-0.3315,0.0791,-0.0913,0.4347,1.074,0.6432,-0.4787,0.2412,0.4449,0.2884,0.2021,0.2518,0.1932,0.5174,1.218,20.36,mid
lh_7Pm,-1.538,-1.299,-1.069,1.015,0.4372,-1.751,-0.5678,-1.371,-1.987,-0.1941,0.4837,1.462,0.998,0.1568,-1.428,0.3537,0.2626,0.0798,-0.2554,-0.008874,0.004631,1.087,0.9955,28.98,fast
lh_7m,-0.6836,0.2277,-1.699,-0.7285,-0.794,-1.208,0.3582,0.4358,-0.4971,-0.8161,-0.1337,0.1307,-1.299,-1.536,-0.2463,-0.3927,-0.7523,-0.8275,-1.009,-1.019,-0.9114,0.08563,-0.26,27,fast
lh_POS1,-0.8373,-0.9253,-1.528,1,0.9735,-0.4399,-0.51,-1.108,-1.363,0.2028,0.1681,0.4354,0.8941,0.4511,-1.182,-0.305,-0.089,-0.1522,-0.3425,0.01759,0.007343,0.9367,0.9464,24.66,fast
lh_23d,0.8222,0.0173,-1.112,0.07168,0.206,0.03469,-1.818,0.8548,0.6593,0.01375,0.2178,-0.03739,0.6622,0.3079,-1.468,-0.9005,-0.8053,-0.807,-0.4886,-0.4827,-0.5735,0.45,0.2308,32.05,fast
lh_v23ab,0.3187,1.291,0.2382,-0.8988,-1.491,-0.3232,0.6747,0.212,0.7924,-1.14,-0.8713,-0.1956,-0.2009,-0.07211,1.135,0.2837,-0.1222,-0.0532,-0.6472,-0.4332,-0.2685,-0.4696,,23.64,fast
lh_d23ab,1.487,0.5487,-0.957,-0.44,-0.283,0.9114,0.2771,1.358,1.268,-0.2721,-0.3832,-0.5325,-0.8402,-0.7242,0.5086,0.05402,0.1725,0.05063,0.1266,-0.03471,0.02149,0.3787,-0.5312,31.49,fast
lh_31pv,-1.015,-1.27,-2.779,0.644,0.2212,-1.668,-2.932,-1.474,-1.533,-0.4523,0.336,0.8645,0.9398,-0.4614,-3.644,-1.699,-1.688,-1.937,-0.992,-1.101,-1.525,1.195,0.978,26.81,fast
lh_5m,-1.694,-0.772,-1.975,-0.4692,-0.1783,-1.699,-0.4883,-0.9951,-1.939,-1.572,-1.372,1.144,-0.5164,-0.5796,-1.378,-0.8713,-1.185,-1.272,-1.741,-1.522,-1.231,-0.7524,,26.59,fast
lh_5mv,0.5743,0.9876,-0.8008,0.8988,1.148,0.414,0.5131,1.055,0.2584,0.7818,0.536,0.2229,-0.007263,0.2753,0.3076,1.056,1.106,1.227,0.9143,0.8821,1.053,0.6461,0.0007263,26.87,fast
lh_23c,0.4605,0.2496,-0.01447,-0.01178,0.2731,-0.001448,-0.3876,0.8174,0.4532,0.1171,0.1291,-0.004128,0.5184,0.3779,-0.2113,-0.6064,-0.4302,-0.1683,-0.1297,-0.03294,-0.03668,0.2315,-0.102,25.68,fast
lh_5L,0.3918,-0.943,-0.2624,-0.7615,-0.8576,-0.5251,0.05465,-0.596,-0.06828,-1.087,-1.365,0.1936,-0.34,-0.4642,0.3281,-0.1837,-0.3598,-0.2914,-0.5922,-0.6046,-0.4332,-0.1384,-0.377,27.13,fast
lh_24dd,0.03031,2.166,0.0389,-0.1523,0.05904,0.005834,1.289,1.582,0.5052,-0.7349,-0.8252,0.8482,0.3985,0.5772,1.185,0.7003,0.7101,0.975,-0.01479,0.1672,0.392,-1.358,-1.227,18.13,slow
lh_24dv,0.855,0.5679,-0.5095,-0.1136,-0.03539,0.6082,0.09135,0.2441,0.8866,-0.02776,-0.7794,-0.5875,0.5434,0.968,0.3731,-0.6965,-0.6455,-0.4826,-0.2284,-0.2872,-0.3092,-0.271,-1.022,20.62,mid
lh_7AL,0.06428,-1.042,-0.06676,-0.7097,-0.8269,-0.8234,-0.4717,-0.6201,-0.05461,-0.2034,0.1397,0.1285,-1.039,-1.285,-0.1409,-0.3457,-0.3739,-0.3826,-0.5294,-0.6473,-0.5032,0.1405,0.2987,22.47,mid
lh_SCEF,-0.067,0.6742,-0.4018,0.271,0.1727,-0.4599,-0.1245,0.2028,-0.07082,-1.029,-0.6326,1.128,1.505,1.126,-0.6558,-0.6067,-0.5696,-0.1729,-0.7256,-0.6287,-0.5436,-1.182,-0.7075,16.91,slow
lh_6ma,-0.3512,-0.3931,0.2375,1.245,0.631,0.5825,0.7043,-0.2789,-1.078,-0.2767,-0.2001,0.867,1.926,2.253,-0.09539,-0.2409,0.134,0.5449,0.2544,0.3752,0.3982,-0.8205,-0.1946,15.01,slow
lh_7Am,1.016,-0.7887,-0.484,0.3928,0.139,-0.3625,0.5581,0.01477,-0.1192,-0.4738,-0.4412,0.638,0.3581,-0.1204,0.6352,0.3627,0.6778,1.042,0.416,0.6021,0.7651,0.2361,0.002917,27.7,fast
lh_7PL,-0.08421,-1.424,-0.2804,1.812,2.076,-0.04452,-1.222,-0.3457,-1.192,0.6858,1.24,1.798,1.407,0.01613,-1.356,0.7913,1.043,1.255,0.6509,0.9656,1.103,1.621,,29.94,fast
lh_7PC,-0.258,-0.7533,0.06798,-0.8671,-1.243,-0.7737,0.6349,-0.5966,-0.3605,-1.486,-1.759,0.5389,-0.04533,-0.6069,0.856,0.04916,-0.1059,0.2202,-0.4538,-0.3372,-0.2565,-0.7371,-0.6643,19.81,mid
lh_LIPv,-1.582,-2.425,-1.279,-0.7926,-1.187,-1.8,-0.6102,-1.997,-1.962,-1.193,-0.3501,0.6205,-0.5789,-1.283,-1.732,-2.239,-2.165,-2.12,-1.956,-2.15,-2.27,-0.4309,0.2515,18.26,mid
lh_VIP,0.699,0.2336,0.4453,0.08311,0.05626,-0.1541,0.9342,0.8816,0.2185,-0.5952,-0.1773,0.6974,0.0603,-0.5558,0.9528,0.9226,1.007,1.289,0.2065,0.5835,0.8173,-0.04493,-0.2429,24.19,fast
lh_MIP,0.2694,0.3184,0.2165,-0.3993,-0.1666,-0.1108,0.6937,1.481,0.3465,-0.4492,0.2059,0.5636,-1.136,-1.631,0.6748,0.6763,0.4576,0.506,-0.3169,-0.04043,0.2497,-0.06704,-0.282,21.31,mid
lh_1,-1.116,-0.3026,0.8043,-0.2178,-0.1867,-1.255,0.6471,-0.1885,-0.9906,-1.563,-1.186,1.63,0.2511,-0.7623,0.3563,0.4371,0.3319,0.4642,-0.6321,-0.2071,-0.07488,-1.326,-0.9438,16.33,slow
lh_2,0.4813,0.1816,-0.3478,0.4379,0.2454,-0.1993,-0.3808,1.071,0.1796,0.248,0.5729,0.726,-0.05585,-0.8061,-0.2932,0.3102,0.4507,0.4816,0.19,0.2169,0.3528,0.205,0.5989,20.78,mid
lh_3a,-1.028,1.543,0.4816,-0.8553,-0.4213,-1.04,1.926,1.578,-0.2489,-1.702,-1.699,1.143,-1.187,-1.029,1.396,0.7025,0.3418,0.4637,-1.03,-0.4172,-0.05603,-2.378,-2.437,17.18,slow
lh_6d,-0.0571,0.8688,0.1545,-1.542,-1.656,-0.6777,1.791,0.7267,-0.1206,-2.379,-1.935,0.9086,0.09524,-0.2044,1.328,-0.6794,-0.6762,-0.1772,-1.848,-1.408,-1.08,-2.86,-2.124,0.1359,slow
lh_6mp,-0.3066,0.526,0.07337,-1.46,-1.78,-0.8675,0.3063,0.0417,-0.1284,-2.114,-1.754,0.8178,0.4801,0.1261,0.05483,-1.394,-1.344,-1.009,-1.728,-1.527,-1.561,-2.407,-1.728,10.08,slow
lh_6v,0.1034,0.831,0.7832,-0.2822,-0.9499,-0.2441,0.2873,-0.2702,0.09354,-0.6358,-0.9401,0.7077,0.9204,1.437,0.5652,0.4092,0.3359,0.5014,-0.1677,-0.04439,0.173,-1.567,,7.299,slow
lh_p24pr,0.1769,-1.022,-1.14,-0.626,-0.6716,-0.1398,-0.9081,-1.255,-0.1539,-0.4103,-0.4925,-0.4367,0.8988,0.7768,-1.021,-1.565,-1.602,-1.53,-0.7606,-1.001,-1.277,-0.2102,-0.631,28.77,fast
lh_33pr,2.05,-0.05845,1.796,-2.577,-1.584,1.835,0.6592,0.6702,2.302,-0.882,-1.672,-2.082,-1.194,-0.3815,1.908,-1.307,-1.357,-1.214,-0.8258,-1.281,-1.225,-1.698,-2.775,11.02,slow
lh_a24pr,1.524,-0.04173,0.2527,-0.9359,-0.4343,1.297,0.2068,0.05402,1.338,-0.131,-0.9778,-1.307,0.177,0.8347,0.7692,-1.046,-0.9264,-0.6488,0.003423,-0.3483,-0.4831,-0.7471,-1.901,27.18,fast
lh_p32pr,0.3172,0.276,-0.9918,1.073,0.9936,0.7164,-0.8943,0.0717,-0.06918,0.2334,0.4612,0.4394,1.562,1.635,-1.312,-0.8893,-0.5619,-0.366,0.283,0.09558,-0.199,0.2125,-0.03245,20.46,mid
lh_a24,1.823,-0.3225,0.1247,-0.6728,-0.2199,1.576,-1.847,-1.03,1.652,0.8894,0.1477,-1.83,-0.1391,0.3378,-0.4151,-0.7408,-0.7337,-0.8237,0.5774,0.2111,-0.1666,1.092,-1.131,22.8,fast
lh_d32,1.394,0.9508,1.102,0.5725,1.004,2.067,0.03818,0.5679,1.385,1.247,1.339,-0.3648,0.447,0.701,0.6082,0.9285,1.095,1.098,1.65,1.519,1.345,0.7047,-0.2507,23.46,fast
lh_8BM,-0.1885,0.7235,-0.1444,0.7705,0.6903,0.03842,-0.3909,-0.1205,-0.2191,0.06696,0.7494,0.7974,1.265,1.133,-0.5466,-0.174,0.07878,0.1735,0.4726,0.4675,0.4235,0.1646,0.2752,24.13,fast
lh_p32,2.53,1.232,1.319,1.192,1.384,1.952,-0.7907,1.053,2.314,1.715,1.14,-0.3584,1.371,1.003,0.8183,2.072,2.197,2.277,2.52,2.54,2.375,1.435,-0.09866,26.11,fast
lh_10r,0.04881,-1.054,-0.6022,0.8908,0.8126,0.3524,-0.8847,-1.497,-0.5458,0.7688,0.5177,-0.1631,0.9788,0.8082,-0.8295,-0.05217,-0.09822,-0.1778,0.8041,0.781,0.4646,1.944,1.099,31.45,fast
lh_47m,-0.08894,0.5776,-0.1078,1.493,1.703,1.026,1.133,0.9641,-0.1895,0.02222,0.1337,0.3936,0.6903,1.277,0.5736,0.7118,0.686,0.8288,0.588,0.6762,0.7318,0.3566,,24.96,fast
lh_8Av,0.3905,1.289,1.306,0.008627,-0.1121,-0.008478,0.2227,1.311,0.653,-0.5439,0.6065,1.134,0.5136,-0.2247,0.3773,0.1408,0.2722,0.5198,-0.03456,0.1359,0.2405,-0.68,-0.2918,19.74,mid
lh_8Ad,-0.2243,-0.1733,-0.406,-0.2415,-0.4686,-0.1838,0.5136,-0.2603,-0.4461,-0.2519,0.9393,0.4912,-0.04446,-0.287,-0.05863,-0.5899,-0.5903,-0.5263,-0.3432,-0.3848,-0.4242,-0.08049,0.3,15.15,slow
lh_9m,0.7823,0.3196,0.7493,0.3217,0.3146,0.8924,-0.1698,-0.0426,0.7138,0.7022,1.107,-0.1245,0.4709,0.4687,0.2594,0.2568,0.3803,0.3415,0.6094,0.6252,0.517,0.7713,0.3621,28.93,fast
lh_8BL,-0.6809,-0.06847,0.7643,-1.022,-1.457,0.002194,0.7097,-0.2209,-0.492,-0.9007,0.01048,0.03876,0.102,0.007509,0.5794,-0.6495,-0.7137,-0.5668,-0.6611,-0.6253,-0.8657,-0.6589,-0.2629,25.4,fast
lh_9p,0.2404,0.5846,-0.04932,-0.5747,-0.8927,-0.6766,-0.646,-0.06562,0.5657,0.009501,1.078,0.2052,-0.3289,-0.6048,-0.4425,-0.6763,-0.6829,-0.8525,-0.7431,-0.8413,-0.8849,0.3044,0.3456,19.38,mid
lh_10d,1.1,0.9168,1.828,0.08675,0.534,0.8269,0.5231,0.6689,1.267,0.9969,1.546,-0.1132,-0.2726,-0.4865,1.459,1.614,1.573,1.435,1.584,1.635,1.623,1.281,,32.03,fast
lh_8C,-0.09087,2.087,1.156,0.5667,0.3436,-0.0906,-0.6138,1.772,0.8246,0.0456,1.054,1.241,0.6694,0.3225,-0.03051,1.07,0.9602,0.81,0.444,0.6487,0.6691,0.2308,0.3863,16.74,slow
lh_44,-0.9959,2.15,2.082,0.3593,-0.03892,-0.1536,-1.469,1.584,0.5025,1.253,1.709,-0.1104,-0.1384,0.5791,-0.8682,-0.0792,0.267,-0.1995,0.07165,-0.02289,-0.07169,0.2122,0.5895,14.8,slow
lh_45,-0.7669,0.2114,0.6003,0.7742,0.5715,-0.1361,0.1931,0.3064,-0.7823,0.1125,0.9992,0.6977,1.047,0.9221,-0.09191,0.3065,0.3566,0.3046,0.331,0.4437,0.387,0.456,1.065,21.9,mid
lh_47l,-0.56,-0.08758,0.4444,0.688,0.4583,-0.1008,0.04008,-0.02698,-0.5074,-0.1784,0.3172,0.4889,1.099,1.115,-0.03457,0.01819,0.05503,0.1406,0.5395,0.5127,0.2471,0.4954,0.7801,23.1,fast
lh_a47r,-0.2273,-0.5585,-0.1351,-0.3289,-0.3762,0.001425,-0.2967,-0.5407,-0.1881,-0.1264,0.3385,-0.4426,-0.3063,-0.01341,-0.4956,-0.8936,-1.015,-1.131,-0.4138,-0.6371,-0.8345,0.7681,1,28.28,fast
lh_6r,0.03302,1.588,1.467,1.43,1.458,0.8798,0.2123,0.9994,0.4545,0.8814,1.084,1.107,1.388,1.377,0.4977,1.447,1.647,1.753,1.593,1.698,1.689,-0.2267,,11.31,slow
lh_IFJa,0.2875,0.965,-0.2693,0.448,-0.2291,0.1828,1.09,0.003081,-0.1389,-0.3389,-0.2191,0.832,1.295,1.226,0.9325,0.8812,1.136,1.077,0.1133,0.5231,0.5894,-0.2051,,16.38,slow
lh_IFJp,0.1139,1.813,1.762,-0.2754,-0.3504,-0.05573,0.273,1.346,0.9981,0.3253,1.116,0.5968,-0.07181,0.1991,0.6331,0.6538,0.7524,0.6195,0.5224,0.4198,0.4725,-0.8533,,12.11,slow
lh_IFSp,-0.8526,1.72,1.364,1.254,1.063,0.09557,0.1651,1.505,-0.1056,0.4173,1.093,1.238,0.978,0.863,0.04791,1.203,1.243,1.273,0.8395,1.014,1.084,0.5601,0.741,19.73,mid
lh_IFSa,0.2397,1.721,1.11,1.005,1.157,0.1699,-0.3137,1.254,0.8038,0.9432,1.692,1.21,1.191,0.4332,0.4423,2.291,2.143,1.85,1.332,1.749,1.872,1.272,0.8673,23.11,fast
lh_p9-46v,0.4447,0.9752,0.6565,0.836,0.7091,0.1498,0.3336,1.301,0.3317,-0.1749,0.9722,1.103,0.8337,0.3513,0.4842,1.078,1.125,1.314,0.4412,0.9225,1.129,0.59,0.5505,22.72,fast
lh_46,0.3125,0.5854,0.196,0.9542,0.3705,0.2406,-0.03261,0.346,0.1629,0.3808,1.15,0.6795,1.163,1.043,0.1043,0.897,0.9507,0.9053,0.9425,1.088,0.9766,1.169,1.112,22.32,mid
lh_a9-46v,0.5292,0.8119,0.4955,1.31,1.438,1.13,-0.1883,0.7068,0.5217,1.324,1.968,0.7036,0.598,0.1401,0.1117,1.622,1.574,1.714,2.095,2.154,2.059,1.909,1.185,27.44,fast
lh_9-46d,0.7799,-0.3017,-0.2586,-0.3567,-0.6085,0.3272,0.8071,-0.1487,0.3878,0.1282,0.5837,-0.5235,-0.524,-0.1865,0.7402,-0.01292,-0.1783,0.01298,0.1998,0.09144,0.01229,0.5707,0.3493,22.67,fast
lh_9a,0.8502,-0.3702,0.06934,1.276,1.318,0.539,-1.102,0.3128,0.2631,1.208,1.818,0.3635,0.4979,-0.02628,-0.9945,0.3546,0.5532,0.5429,1.03,1.034,0.8635,1.727,1.468,23.2,fast
lh_10v,0.9483,-0.07235,1.066,-0.3174,0.04268,1.178,-0.1579,0.5938,1.104,0.5964,0.8131,-0.6647,0.127,-0.2004,0.5074,0.25,0.2102,0.1444,0.7303,0.4987,0.3662,1.114,0.1679,30.59,fast
lh_a10p,0.7077,0.07452,0.3636,0.7677,0.9621,0.2306,-0.3262,0.5016,0.316,0.7736,1.206,0.1815,0.3675,0.2092,-0.211,0.4766,0.5373,0.5522,0.7752,0.8613,0.8578,1.536,,27.06,fast
lh_10pp,0.6898,0.2436,1.487,-0.8597,-0.4523,0.6492,0.6248,0.8908,0.9893,0.5728,1.294,-1.006,-1.462,-1.176,1.188,0.3892,0.2402,-0.03087,0.6912,0.4277,0.2996,0.868,,30.26,fast
lh_11l,0.8959,1.033,1.073,0.9487,1.171,1.088,0.8472,1.179,0.9181,1.106,1.306,0.03296,0.3446,0.3977,1.161,1.591,1.51,1.543,1.735,1.785,1.748,1.283,0.8475,32.52,fast
lh_13l,-0.04619,-0.06981,0.5666,1.026,0.8603,0.6428,0.993,-0.4001,-0.3838,0.8012,0.9223,-0.129,1.459,1.602,0.844,0.9204,0.9911,0.9918,1.308,1.281,1.2,1.109,0.8284,24.13,fast
lh_OFC,0.6926,-0.3391,0.6117,0.4538,0.5803,0.8243,-0.7442,-0.4526,0.5734,1.471,1.597,-0.9236,0.5201,0.4111,-0.289,0.04357,0.1616,0.07821,1.053,0.7948,0.5372,1.371,0.5894,22.08,mid
lh_47s,-0.3979,0.1168,1.38,0.6173,0.4984,0.9243,0.07135,-1.509,-0.2028,1.366,1.064,-0.6895,1.294,2.001,0.3158,0.6778,1.016,0.8974,1.537,1.396,1.103,0.7362,0.3286,20.65,mid
lh_LIPd,1.327,1.013,0.2532,-0.2606,-0.3519,0.1077,1.925,1.377,1.109,-0.3391,-0.1807,0.2182,-0.5227,-0.268,1.901,1.187,1.191,1.414,0.2845,0.5935,0.8265,-0.5082,,21.8,mid
lh_6a,0.07669,0.9428,0.01212,-0.4729,-0.643,-0.03002,0.3972,0.2564,0.2798,-0.3277,0.227,0.7786,0.2985,0.04326,0.15,-0.1058,-0.06087,0.1132,-0.169,-0.1106,-0.07292,-0.9069,-0.3979,8.62,slow
lh_i6-8,0.1508,0.748,0.1248,-0.3121,-0.4664,0.2144,0.6281,0.8908,0.166,-0.9454,-0.04911,0.8946,0.347,0.1189,0.2397,-0.4345,-0.2773,-0.01918,-0.5008,-0.4588,-0.4234,-1.18,-0.6349,14.45,slow
lh_s6-8,0.3645,0.4381,-0.7055,0.8407,0.7533,0.6702,-1.325,-0.5547,0.0753,1.265,2.144,1.402,1.348,-0.0007204,-1.244,1.051,1.222,1.208,0.9748,1.175,1.12,0.633,,16.01,slow
lh_43,-0.7068,-0.138,0.3547,0.4881,0.1612,-0.8151,-0.5931,-0.8483,-0.589,0.005375,-0.1027,0.6057,0.8429,0.9989,-0.6764,-0.1605,-0.06825,-0.1317,-0.07334,-0.07375,-0.1458,-0.2242,0.4548,15.15,slow
lh_OP4,-0.7024,-0.8677,0.4178,-0.468,-0.6654,-0.3966,0.7245,-1.246,-0.7219,-0.9136,-1.141,-0.001286,0.1414,0.2365,0.3615,-0.236,-0.4803,-0.3898,-0.3949,-0.4151,-0.4774,-0.6607,-0.1061,21.58,mid
lh_OP1,-0.8132,0.07883,1.061,-2.372,-2.274,-1.361,0.7368,-1.116,-0.1814,-0.9021,-0.7494,-0.5999,-1.66,-1.312,0.8384,-1.024,-1.075,-1.229,-0.772,-0.9961,-1.107,-0.9111,,19.62,mid
lh_OP2-3,-0.5412,0.7373,0.2979,1.314,1.83,0.4856,1.271,-0.1325,-0.3788,1.206,0.3548,0.3282,0.2463,0.5153,0.9571,1.872,1.849,1.738,1.506,1.673,1.905,0.3304,,20.41,mid
lh_52,0.5415,0.5354,0.4359,0.523,0.7379,0.5617,0.3958,0.0317,0.8106,1.593,0.5371,-1.025,-0.5148,0.5152,0.5611,0.6267,0.666,0.344,0.8171,0.6911,0.5878,0.3466,0.05902,17.49,slow
lh_RI,-0.7942,1.474,0.6021,1.051,1.898,-0.3065,1.638,2.644,0.2044,0.4257,0.6761,0.8846,-0.7114,-1.273,0.7774,1.47,0.9826,1.041,0.231,0.468,0.6612,-0.7063,,20.14,mid
lh_PFcm,-1.428,-1.961,-1.58,-0.1763,0.04429,-0.3989,1.511,0.02051,-2.009,-0.88,-0.9236,-0.2368,-0.7114,-0.1068,-0.0783,-2.095,-1.697,-1.22,-1.462,-1.397,-1.292,-0.1616,,19.94,mid
