arm	map	level	region	cortex	r	t	p	n
PRSCS_SCZ25_META	relative_ct	parcel	lh_47l		0.0095249	0.88231	0.37763	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_47m		-0.0071176	-0.65931	0.50972	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_47s		0.002927	0.27113	0.7863	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_52		0.0076425	0.70793	0.47901	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_55b		0.0098856	0.91573	0.35984	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_5L		0.018938	1.7545	0.079374	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_5m		-0.0015121	-0.14006	0.88862	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_5mv		0.017193	1.5928	0.11125	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_6a		0.026962	2.4983	0.012497	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_6d		0.007346	0.68046	0.49623	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_6ma		-0.0017159	-0.15895	0.87372	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_6mp		0.014098	1.306	0.19157	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_6r		-0.0063152	-0.58498	0.55858	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_6v		0.016019	1.484	0.13783	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_7AL		0.019631	1.8188	0.068981	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_7Am		0.0030108	0.27888	0.78034	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_7PC		-0.0069352	-0.64241	0.52062	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_7PL		0.0010639	0.098544	0.9215	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_7Pm		0.01821	1.687	0.091632	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_7m		0.011537	1.0687	0.28524	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_8Ad		0.025015	2.3178	0.020481	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_8Av		-0.0089852	-0.83232	0.40525	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_8BL		0.0025043	0.23197	0.81657	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_8BM		0.0093364	0.86486	0.38714	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_8C		0.030233	2.8017	0.005094	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_9-46d		0.015864	1.4696	0.1417	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_9a		0.0076556	0.70915	0.47825	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_9m		0.0079015	0.73192	0.46424	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_9p		0.0074355	0.68876	0.49099	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_A1		0.001335	0.12366	0.90159	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_A4		0.0075984	0.70384	0.48155	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_A5		0.017276	1.6005	0.10952	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_AAIC		0.0086357	0.79994	0.42377	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_AIP		0.020289	1.8797	0.060178	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_AVI		0.016393	1.5187	0.12888	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_DVT		0.011864	1.099	0.27178	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_EC		-0.0026469	-0.24518	0.80632	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_FEF		0.011222	1.0395	0.29859	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_FFC		0.00040187	0.037225	0.97031	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_FOP1		-0.012845	-1.1899	0.23413	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_FOP2		0.0099671	0.92328	0.35589	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_FOP3		0.0059197	0.54835	0.58347	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_FOP4		-0.00039735	-0.036806	0.97064	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_FOP5		0.0053668	0.49712	0.61912	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_FST		0.012539	1.1616	0.24543	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_IFJa		0.024298	2.2513	0.024389	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_IFJp		0.016398	1.5191	0.12877	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_IFSa		0.016033	1.4853	0.1375	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_IFSp		0.020235	1.8747	0.060863	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_IP0		0.014477	1.3411	0.17991	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_IP1		0.020254	1.8765	0.060622	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_IP2		0.02575	2.386	0.017056	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_IPS1		-0.00010999	-0.010188	0.99187	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_Ig		-0.013296	-1.2317	0.21809	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_LBelt		0.013311	1.2331	0.21757	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_LIPd		0.024083	2.2314	0.025677	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_LIPv		0.0018406	0.17049	0.86463	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_LO1		0.0026475	0.24523	0.80628	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_LO2		-0.016807	-1.557	0.1195	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_LO3		0.0089369	0.82784	0.40778	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_MBelt		0.008242	0.76347	0.4452	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_MI		-0.0056422	-0.52263	0.60124	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_MIP		0.021002	1.9458	0.05171	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_MST		0.026244	2.4318	0.015045	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_MT		0.0099813	0.9246	0.3552	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_OFC		0.0075196	0.69654	0.48611	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_OP1		-0.0066948	-0.62014	0.53518	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_OP2-3		0.0096901	0.89762	0.36941	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_OP4		-0.0093754	-0.86846	0.38517	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PBelt		0.026371	2.4436	0.014562	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PCV		0.022658	2.0993	0.035817	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PEF		0.0088879	0.8233	0.41036	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PF		0.00050512	0.046789	0.96268	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PFcm		0.01636	1.5156	0.12966	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PFm		0.010491	0.97183	0.33116	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PFop		0.00081538	0.075527	0.9398	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PFt		0.014259	1.3209	0.18656	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PGi		-0.0027547	-0.25516	0.7986	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PGp		0.015761	1.4601	0.14431	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PGs		-0.0091104	-0.84392	0.39874	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PH		-4.6733e-05	-0.0043288	0.99655	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PHA1		0.0064583	0.59823	0.5497	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PHA2		0.0045975	0.42586	0.67022	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PHA3		0.019024	1.7625	0.07802	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PHT		-0.0019431	-0.17999	0.85716	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PI		0.0034587	0.32038	0.74869	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PIT		0.011827	1.0956	0.27328	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_POS1		-0.01504	-1.3933	0.16358	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_POS2		-0.0062266	-0.57677	0.56411	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PSL		0.0026708	0.24739	0.80461	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PeEc		0.011174	1.0351	0.30066	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_Pir		0.0073186	0.67793	0.49783	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PoI1		-0.011327	-1.0492	0.2941	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PoI2		-0.010089	-0.93457	0.35003	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_PreS		-0.011535	-1.0686	0.28529	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_ProS		0.00025671	0.023779	0.98103	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_RI		0.012979	1.2023	0.22928	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_RSC		-0.0026885	-0.24903	0.80335	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_SCEF		0.019869	1.8408	0.06568	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_SFL		-0.0057616	-0.5337	0.59356	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_STGa		-0.002053	-0.19016	0.84918	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_STSda		0.020204	1.8718	0.061264	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_STSdp		0.025961	2.4056	0.016169	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_STSva		0.019621	1.8178	0.069122	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_STSvp		0.0013635	0.1263	0.8995	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_STV		0.0012303	0.11396	0.90927	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_TA2		-0.011649	-1.0791	0.28056	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_TE1a		-0.0097886	-0.90675	0.36457	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_TE1m		0.0011718	0.10855	0.91357	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_TE1p		-0.012367	-1.1456	0.25198	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_TE2a		0.0063503	0.58823	0.55639	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_TE2p		0.012189	1.1291	0.25888	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_TF		0.001796	0.16636	0.86788	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_TGd		0.0059008	0.54659	0.58468	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_TGv		0.019675	1.8228	0.068367	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_TPOJ1		0.02766	2.5631	0.010392	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_TPOJ2		0.016645	1.542	0.12311	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_TPOJ3		0.029834	2.7647	0.0057094	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_V1		-0.0018843	-0.17454	0.86144	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_V2		0.0068735	0.6367	0.52434	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_V3		-0.0016503	-0.15286	0.87851	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_V3A		0.0079969	0.74076	0.45886	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_V3B		0.016852	1.5612	0.11852	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_V3CD		0.020292	1.88	0.06014	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_V4		0.01956	1.8122	0.069995	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_V4t		0.014837	1.3745	0.16933	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_V6		0.013348	1.2365	0.2163	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_V6A		-0.011064	-1.0249	0.30545	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_V7		-0.0090442	-0.83779	0.40217	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_V8		-0.017818	-1.6507	0.098836	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_VIP		-0.00092958	-0.086106	0.93138	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_VMV1		0.0085773	0.79453	0.42691	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_VMV2		0.015541	1.4398	0.14997	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_VMV3		0.020544	1.9034	0.057025	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_VVC		0.0016896	0.1565	0.87564	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_a10p		0.0023023	0.21326	0.83113	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_a24		0.008121	0.75226	0.45192	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_a24pr		-0.0023391	-0.21667	0.82847	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_a32pr		0.017714	1.6411	0.10081	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_a47r		0.0050048	0.46359	0.64295	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_a9-46v		0.0090698	0.84015	0.40085	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_d23ab		0.020551	1.904	0.056939	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_d32		0.0084505	0.78279	0.43377	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_i6-8		0.0054761	0.50725	0.61199	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_p10p		0.0053943	0.49968	0.61732	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_p24		0.0092433	0.85623	0.3919	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_p24pr		0.0012182	0.11284	0.91016	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_p32		0.0091846	0.85079	0.39491	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_p32pr		0.02098	1.9438	0.051951	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_p47r		0.0080928	0.74964	0.45349	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_p9-46v		0.032436	3.0061	0.0026538	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_pOFC		-0.0086621	-0.80239	0.42235	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_s32		0.011992	1.1109	0.26664	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_s6-8		0.012102	1.121	0.2623	8596
PRSCS_SCZ25_META	relative_ct	parcel	lh_v23ab		0.0023047	0.21348	0.83096	8596
PRSCS_SCZ25_EUR	absolute	cortex	1	Primary_Visual	0.0024534	0.16077	0.87228	4308
PRSCS_SCZ25_EUR	absolute	cortex	2	Early_Visual	0.022165	1.4528	0.14635	4308
PRSCS_SCZ25_EUR	absolute	cortex	3	Dorsal_Stream_Visual	0.038218	2.5062	0.012241	4308
PRSCS_SCZ25_EUR	absolute	cortex	4	Ventral_Stream_Visual	0.020894	1.3695	0.17092	4308
PRSCS_SCZ25_EUR	absolute	cortex	5	MT+_Complex_and_Neighboring_Visual_Areas	0.043732	2.8684	0.004145	4308
PRSCS_SCZ25_EUR	absolute	cortex	6	Somatosensory_and_Motor	0.014923	0.97798	0.32814	4308
PRSCS_SCZ25_EUR	absolute	cortex	7	Paracentral_Lobular_and_Mid_Cingulate	0.044862	2.9427	0.0032712	4308
PRSCS_SCZ25_EUR	absolute	cortex	8	Premotor	0.043865	2.8772	0.0040318	4308
PRSCS_SCZ25_EUR	absolute	cortex	9	Posterior_Opercular	0.013767	0.9022	0.367	4308
PRSCS_SCZ25_EUR	absolute	cortex	10	Early_Auditory	0.048411	3.176	0.0015036	4308
PRSCS_SCZ25_EUR	absolute	cortex	11	Auditory_Association	0.042766	2.805	0.0050546	4308
PRSCS_SCZ25_EUR	absolute	cortex	12	Insular_and_Frontal_Opercular	-0.014488	-0.9495	0.34242	4308
PRSCS_SCZ25_EUR	absolute	cortex	13	Medial_Temporal	0.012448	0.81574	0.41469	4308
PRSCS_SCZ25_EUR	absolute	cortex	14	Lateral_Temporal	0.02436	1.5967	0.1104	4308
PRSCS_SCZ25_EUR	absolute	cortex	15	Temporo-Parieto_Occipital_Junction	0.040019	2.6245	0.0087085	4308
PRSCS_SCZ25_EUR	absolute	cortex	16	Superior_Parietal	0.02406	1.5771	0.11485	4308
PRSCS_SCZ25_EUR	absolute	cortex	17	Inferior_Parietal	0.033088	2.1694	0.030105	4308
PRSCS_SCZ25_EUR	absolute	cortex	18	Posterior_Cingulate	0.038766	2.5422	0.011051	4308
PRSCS_SCZ25_EUR	absolute	cortex	19	Anterior_Cingulate_and_Medial_Prefrontal	0.024898	1.632	0.10274	4308
PRSCS_SCZ25_EUR	absolute	cortex	20	Orbital_and_Polar_Frontal	0.010658	0.69841	0.48496	4308
PRSCS_SCZ25_EUR	absolute	cortex	21	Inferior_Frontal	0.024983	1.6376	0.10157	4308
PRSCS_SCZ25_EUR	absolute	cortex	22	Dorsolateral_Prefrontal	0.034473	2.2603	0.023851	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_1		0.027048	1.773	0.076294	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_10d		0.018114	1.1872	0.23521	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_10pp		0.0087282	0.57197	0.56737	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_10r		0.045812	3.0052	0.0026696	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_10v		0.0034076	0.2233	0.82332	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_11l		-0.004151	-0.27201	0.78563	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_13l		0.019746	1.2942	0.19568	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_2		0.018817	1.2333	0.21755	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_23c		0.03496	2.2923	0.021938	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_23d		0.038306	2.512	0.012041	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_24dd		0.049977	3.279	0.00105	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_24dv		0.020975	1.3747	0.16928	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_25		-0.015622	-1.0238	0.30597	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_31a		0.0031138	0.20405	0.83833	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_31pd		0.021073	1.3812	0.16729	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_31pv		0.025203	1.652	0.098599	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_33pr		0.026137	1.7133	0.086728	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_3a		0.0068156	0.44663	0.65517	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_3b		-0.0058233	-0.3816	0.70278	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_4		0.0034847	0.22835	0.81939	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_43		0.013647	0.89434	0.37119	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_44		0.022826	1.4961	0.13469	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_45		0.015692	1.0284	0.30383	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_46		0.022119	1.4498	0.14719	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_47l		0.0082424	0.54013	0.58914	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_47m		0.00035387	0.023188	0.9815	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_47s		0.00098577	0.064596	0.9485	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_52		0.034218	2.2436	0.024911	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_55b		0.03723	2.4413	0.014674	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_5L		0.010505	0.68844	0.49121	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_5m		0.01795	1.1764	0.2395	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_5mv		0.034239	2.2449	0.024823	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_6a		0.043702	2.8665	0.0041712	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_6d		0.035802	2.3476	0.018942	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_6ma		0.022285	1.4607	0.14418	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_6mp		0.033124	2.1718	0.029929	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_6r		0.013029	0.85386	0.39323	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_6v		0.029663	1.9446	0.051888	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_7AL		0.013623	0.89278	0.37203	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_7Am		0.024149	1.5829	0.11352	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_7PC		0.0094129	0.61684	0.53737	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_7PL		0.025756	1.6883	0.091428	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_7Pm		0.0021785	0.14275	0.88649	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_7m		0.026149	1.7141	0.086586	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_8Ad		0.032912	2.1579	0.030993	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_8Av		0.02225	1.4584	0.1448	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_8BL		0.022549	1.478	0.13949	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_8BM		0.020983	1.3753	0.16911	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_8C		0.022937	1.5034	0.1328	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_9-46d		0.019606	1.285	0.19886	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_9a		0.013308	0.87215	0.38318	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_9m		0.027543	1.8055	0.071062	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_9p		0.024272	1.591	0.11169	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_A1		0.026872	1.7615	0.078223	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_A4		0.050265	3.298	0.00098179	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_A5		0.029418	1.9285	0.053853	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_AAIC		-0.016071	-1.0533	0.29228	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_AIP		0.01987	1.3023	0.19288	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_AVI		0.0067442	0.44195	0.65855	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_DVT		0.026635	1.746	0.080886	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_EC		-0.0082731	-0.54214	0.58775	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_FEF		0.013612	0.89207	0.37241	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_FFC		0.016103	1.0554	0.29132	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_FOP1		0.013416	0.87921	0.37933	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_FOP2		0.012149	0.79615	0.42599	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_FOP3		0.010325	0.67664	0.49867	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_FOP4		0.008726	0.57183	0.56747	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_FOP5		0.0069109	0.45287	0.65067	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_FST		0.034214	2.2433	0.024927	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_IFJa		0.027261	1.7871	0.073998	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_IFJp		0.010972	0.71901	0.47217	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_IFSa		0.024756	1.6227	0.10473	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_IFSp		0.025172	1.65	0.099019	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_IP0		0.0089159	0.58427	0.55907	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_IP1		0.03503	2.2969	0.021675	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_IP2		0.033819	2.2173	0.026651	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_IPS1		0.020612	1.351	0.17678	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_Ig		-0.015857	-1.0392	0.29876	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_LBelt		0.037714	2.4731	0.013433	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_LIPd		0.028054	1.8391	0.06597	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_LIPv		0.017911	1.1739	0.2405	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_LO1		0.010375	0.67987	0.49662	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_LO2		0.021045	1.3793	0.16786	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_LO3		0.025194	1.6515	0.098716	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_MBelt		0.0079926	0.52376	0.60047	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_MI		0.0070184	0.45992	0.6456	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_MIP		0.029423	1.9289	0.053808	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_MST		0.034863	2.2859	0.022309	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_MT		0.035944	2.3569	0.018472	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_OFC		0.013034	0.85418	0.39305	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_OP1		0.0048604	0.3185	0.75012	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_OP2-3		0.020481	1.3424	0.17954	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_OP4		-0.0062605	-0.41025	0.68164	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PBelt		0.057577	3.7792	0.00015946	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PCV		0.035783	2.3463	0.019005	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PEF		0.02764	1.8119	0.070072	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PF		0.0235	1.5403	0.12355	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PFcm		0.020217	1.325	0.18523	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PFm		0.034547	2.2652	0.02355	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PFop		0.0066222	0.43396	0.66434	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PFt		0.017556	1.1506	0.24995	4308
