arm	map	level	region	cortex	r	t	p	n
PRSCS_SCZ25_EUR	absolute	parcel	lh_PGi		0.0033472	0.21934	0.82639	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PGp		0.019671	1.2893	0.19738	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PGs		0.023896	1.5663	0.11735	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PH		0.020555	1.3472	0.17799	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PHA1		0.020285	1.3295	0.18376	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PHA2		-0.0045839	-0.30038	0.7639	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PHA3		0.048922	3.2096	0.0013389	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PHT		0.0023392	0.15328	0.87818	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PI		0.016616	1.089	0.27621	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PIT		0.017077	1.1192	0.26313	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_POS1		0.017682	1.1589	0.24657	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_POS2		0.0096908	0.63505	0.52543	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PSL		0.016249	1.0649	0.28698	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PeEc		0.017875	1.1715	0.24146	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_Pir		-0.038722	-2.5393	0.011143	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PoI1		-0.0021364	-0.14	0.88867	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PoI2		-0.017095	-1.1204	0.26263	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_PreS		-0.023454	-1.5373	0.12428	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_ProS		0.015819	1.0367	0.29993	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_RI		0.031298	2.0519	0.040241	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_RSC		0.017818	1.1678	0.24297	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_SCEF		0.039498	2.5903	0.0096219	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_SFL		0.024036	1.5755	0.11521	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_STGa		0.022039	1.4445	0.14866	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_STSda		0.018099	1.1862	0.2356	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_STSdp		0.043808	2.8735	0.0040799	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_STSva		0.036998	2.4261	0.015303	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_STSvp		0.03382	2.2175	0.026643	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_STV		0.037514	2.46	0.013933	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_TA2		0.0049603	0.32504	0.74516	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_TE1a		0.026174	1.7157	0.086281	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_TE1m		0.021843	1.4317	0.15231	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_TE1p		-0.0083147	-0.54487	0.58587	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_TE2a		0.0015092	0.098893	0.92123	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_TE2p		0.024255	1.5899	0.11194	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_TF		0.017892	1.1727	0.241	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_TGd		0.014421	0.94508	0.34467	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_TGv		0.04696	3.0806	0.0020787	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_TPOJ1		0.049737	3.2633	0.00111	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_TPOJ2		0.016432	1.0769	0.28157	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_TPOJ3		0.025547	1.6746	0.094089	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_V1		0.0024534	0.16077	0.87228	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_V2		0.023349	1.5305	0.12598	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_V3		0.0027564	0.18063	0.85667	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_V3A		0.034331	2.251	0.024437	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_V3B		0.040577	2.6611	0.0078164	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_V3CD		0.031035	2.0347	0.041944	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_V4		0.029017	1.9023	0.057204	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_V4t		0.024895	1.6319	0.10278	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_V6		0.028707	1.8819	0.059917	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_V6A		0.022411	1.4689	0.14192	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_V7		0.025277	1.6569	0.097619	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_V8		-0.0032273	-0.21148	0.83252	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_VIP		0.00041798	0.02739	0.97815	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_VMV1		0.0022229	0.14567	0.88419	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_VMV2		0.024964	1.6364	0.10183	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_VMV3		0.041744	2.7378	0.0062109	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_VVC		-0.0013065	-0.085611	0.93178	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_a10p		-0.012199	-0.79942	0.42409	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_a24		0.00191	0.12516	0.9004	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_a24pr		-0.002364	-0.15491	0.8769	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_a32pr		0.041182	2.7009	0.0069422	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_a47r		0.011146	0.7304	0.46518	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_a9-46v		0.0073797	0.4836	0.6287	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_d23ab		0.019099	1.2518	0.21072	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_d32		0.025409	1.6655	0.095881	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_i6-8		0.015038	0.98553	0.32442	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_p10p		0.0065086	0.42651	0.66976	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_p24		0.017521	1.1483	0.2509	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_p24pr		0.0037848	0.24801	0.80414	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_p32		0.019949	1.3075	0.19113	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_p32pr		0.040302	2.6431	0.0082454	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_p47r		0.0015749	0.1032	0.91781	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_p9-46v		0.026114	1.7118	0.087001	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_pOFC		-0.015451	-1.0126	0.31132	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_s32		0.016346	1.0713	0.28411	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_s6-8		0.033102	2.1703	0.03004	4308
PRSCS_SCZ25_EUR	absolute	parcel	lh_v23ab		0.010715	0.7022	0.48259	4308
PRSCS_SCZ25_EUR	relative	cortex	1	Primary_Visual	-0.0091492	-0.59949	0.54888	4308
PRSCS_SCZ25_EUR	relative	cortex	2	Early_Visual	-0.0042113	-0.27593	0.78262	4308
PRSCS_SCZ25_EUR	relative	cortex	3	Dorsal_Stream_Visual	0.014343	0.93985	0.34735	4308
PRSCS_SCZ25_EUR	relative	cortex	4	Ventral_Stream_Visual	-0.007993	-0.52372	0.6005	4308
PRSCS_SCZ25_EUR	relative	cortex	5	MT+_Complex_and_Neighboring_Visual_Areas	0.018199	1.1926	0.2331	4308
PRSCS_SCZ25_EUR	relative	cortex	6	Somatosensory_and_Motor	-0.0064168	-0.42044	0.67418	4308
PRSCS_SCZ25_EUR	relative	cortex	7	Paracentral_Lobular_and_Mid_Cingulate	0.019583	1.2834	0.19944	4308
PRSCS_SCZ25_EUR	relative	cortex	8	Premotor	0.022859	1.4982	0.13417	4308
PRSCS_SCZ25_EUR	relative	cortex	9	Posterior_Opercular	-0.012162	-0.79691	0.42555	4308
PRSCS_SCZ25_EUR	relative	cortex	10	Early_Auditory	0.027155	1.7799	0.075171	4308
PRSCS_SCZ25_EUR	relative	cortex	11	Auditory_Association	0.018467	1.2102	0.22628	4308
PRSCS_SCZ25_EUR	relative	cortex	12	Insular_and_Frontal_Opercular	-0.036114	-2.3678	0.01794	4308
PRSCS_SCZ25_EUR	relative	cortex	13	Medial_Temporal	-0.005372	-0.35199	0.72487	4308
PRSCS_SCZ25_EUR	relative	cortex	14	Lateral_Temporal	-0.0055799	-0.3656	0.71468	4308
PRSCS_SCZ25_EUR	relative	cortex	15	Temporo-Parieto_Occipital_Junction	0.014852	0.9732	0.33051	4308
PRSCS_SCZ25_EUR	relative	cortex	16	Superior_Parietal	-0.0061424	-0.40246	0.68736	4308
PRSCS_SCZ25_EUR	relative	cortex	17	Inferior_Parietal	0.00049026	0.032122	0.97438	4308
PRSCS_SCZ25_EUR	relative	cortex	18	Posterior_Cingulate	0.010042	0.65802	0.51056	4308
PRSCS_SCZ25_EUR	relative	cortex	19	Anterior_Cingulate_and_Medial_Prefrontal	-0.0032073	-0.21014	0.83357	4308
PRSCS_SCZ25_EUR	relative	cortex	20	Orbital_and_Polar_Frontal	-0.020246	-1.3268	0.18464	4308
PRSCS_SCZ25_EUR	relative	cortex	21	Inferior_Frontal	-0.0082931	-0.54339	0.58689	4308
PRSCS_SCZ25_EUR	relative	cortex	22	Dorsolateral_Prefrontal	0.0053174	0.34841	0.72755	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_1		0.0064067	0.41978	0.67467	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_10d		0.00052073	0.034119	0.97278	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_10pp		-0.0064045	-0.41964	0.67477	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_10r		0.033531	2.1982	0.027986	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_10v		-0.012573	-0.82383	0.41008	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_11l		-0.022851	-1.4976	0.13431	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_13l		0.0042209	0.27656	0.78213	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_2		-0.0041735	-0.27346	0.78452	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_23c		0.016579	1.0865	0.27734	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_23d		0.027293	1.7889	0.073697	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_24dd		0.033562	2.2002	0.027842	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_24dv		0.0043432	0.28457	0.77599	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_25		-0.022436	-1.4704	0.14152	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_31a		-0.012923	-0.84677	0.39717	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_31pd		0.0012267	0.080372	0.93595	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_31pv		0.0070469	0.46173	0.6443	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_33pr		0.022559	1.4785	0.13936	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_3a		-0.006738	-0.44149	0.65888	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_3b		-0.018091	-1.1855	0.23587	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_4		0.0010088	0.066097	0.9473	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_43		-0.0041679	-0.27309	0.7848	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_44		0.0041063	0.26905	0.7879	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_45		-0.0066871	-0.43816	0.66129	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_46		-0.0027911	-0.18288	0.8549	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_47l		-0.012536	-0.82144	0.41144	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_47m		-0.017221	-1.1285	0.25918	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_47s		-0.01462	-0.95805	0.33809	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_52		0.021585	1.4146	0.15726	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_55b		0.022247	1.458	0.14491	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_5L		-0.0095101	-0.62314	0.53323	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_5m		-0.0027757	-0.18187	0.8557	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_5mv		0.015368	1.007	0.31398	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_6a		0.026002	1.7043	0.088406	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_6d		0.020095	1.3169	0.18794	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_6ma		0.0045762	0.29984	0.76431	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_6mp		0.015364	1.0068	0.31408	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_6r		-0.0091805	-0.60154	0.54751	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_6v		0.013638	0.89367	0.37155	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_7AL		-0.0042846	-0.28073	0.77893	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_7Am		0.0058893	0.38588	0.6996	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_7PC		-0.010923	-0.71571	0.47421	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_7PL		0.0088581	0.58042	0.56166	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_7Pm		-0.01544	-1.0118	0.3117	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_7m		0.0059725	0.39133	0.69557	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_8Ad		0.012278	0.80454	0.42113	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_8Av		0.0076642	0.50218	0.61557	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_8BL		0.0036267	0.23763	0.81218	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_8BM		0.00057754	0.037841	0.96982	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_8C		2.3241e-05	0.0015228	0.99879	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_9-46d		-0.0039197	-0.25682	0.79733	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_9a		-0.0077018	-0.50465	0.61383	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_9m		0.0056545	0.37049	0.71103	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_9p		0.0036208	0.23724	0.81248	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_A1		0.010813	0.7085	0.47867	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_A4		0.032502	2.1307	0.033171	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_A5		0.0085478	0.56008	0.57546	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_AAIC		-0.02163	-1.4176	0.15639	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_AIP		-0.0019091	-0.12509	0.90046	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_AVI		-0.0084638	-0.55458	0.57921	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_DVT		0.0057822	0.37886	0.70481	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_EC		-0.012864	-0.84293	0.39932	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_FEF		-0.0048593	-0.31839	0.75021	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_FFC		-0.0060129	-0.39398	0.69362	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_FOP1		-0.00075419	-0.049416	0.96059	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_FOP2		-0.00084415	-0.05531	0.95589	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_FOP3		-0.001398	-0.091596	0.92702	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_FOP4		-0.0077381	-0.50702	0.61216	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_FOP5		-0.010576	-0.69297	0.48836	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_FST		0.015824	1.0369	0.29982	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_IFJa		0.010501	0.68805	0.49146	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_IFJp		-0.0030588	-0.20042	0.84116	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_IFSa		0.003358	0.22002	0.82586	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_IFSp		0.0041796	0.27385	0.78421	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_IP0		-0.012748	-0.83536	0.40356	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_IP1		0.014955	0.97996	0.32716	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_IP2		0.015006	0.9833	0.32551	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_IPS1		0.00074839	0.049035	0.96089	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_Ig		-0.031434	-2.0606	0.039404	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_LBelt		0.022331	1.4635	0.14341	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_LIPd		0.010789	0.70695	0.47964	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_LIPv		0.0006335	0.041507	0.96689	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_LO1		-0.0096775	-0.63411	0.52605	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_LO2		0.0034816	0.22812	0.81957	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_LO3		0.0070545	0.46223	0.64394	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_MBelt		-0.010894	-0.71385	0.47536	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_MI		-0.0073036	-0.47855	0.63228	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_MIP		0.010904	0.7145	0.47496	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_MST		0.017762	1.164	0.2445	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_MT		0.018823	1.2335	0.21745	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_OFC		0.0017544	0.11495	0.90849	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_OP1		-0.010035	-0.65752	0.51088	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_OP2-3		0.0078641	0.51528	0.60639	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_OP4		-0.031158	-2.0425	0.041166	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PBelt		0.042928	2.8153	0.0048959	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PCV		0.016761	1.0984	0.2721	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PEF		0.013763	0.90183	0.3672	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PF		0.0034098	0.22341	0.82322	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PFcm		2.6911e-05	0.0017632	0.99859	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PFm		0.013298	0.87137	0.3836	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PFop		-0.010904	-0.71451	0.47495	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PFt		-0.0011828	-0.077498	0.93823	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PGi		-0.026572	-1.7416	0.081643	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PGp		-0.00093167	-0.061044	0.95133	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PGs		0.0018594	0.12183	0.90304	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PH		-0.0010988	-0.071991	0.94261	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PHA1		0.01338	0.87674	0.38068	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PHA2		-0.017925	-1.1747	0.2402	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PHA3		0.036687	2.4054	0.016199	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PHT		-0.020486	-1.3426	0.17949	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PI		0.003135	0.20541	0.83726	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PIT		-0.00087834	-0.057549	0.95411	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_POS1		-0.0026742	-0.17522	0.86092	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_POS2		-0.017061	-1.118	0.26361	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PSL		-0.0025953	-0.17005	0.86498	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PeEc		0.005793	0.37957	0.70428	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_Pir		-0.044115	-2.8933	0.0038315	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PoI1		-0.01073	-0.70311	0.48203	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PoI2		-0.026227	-1.719	0.085679	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_PreS		-0.025372	-1.663	0.096395	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_ProS		0.0046551	0.30501	0.76037	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_RI		0.014602	0.95684	0.3387	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_RSC		0.011302	0.74059	0.45898	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_SCEF		0.022373	1.4662	0.14266	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_SFL		0.0084974	0.55678	0.57771	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_STGa		0.006312	0.41358	0.67921	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_STSda		-0.002984	-0.19552	0.845	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_STSdp		0.026302	1.7239	0.084798	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_STSva		0.020742	1.3593	0.17411	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_STSvp		0.01515	0.99275	0.32089	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_STV		0.020194	1.3234	0.18578	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_TA2		-0.010366	-0.6792	0.49705	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_TE1a		0.0091612	0.60028	0.54835	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_TE1m		0.0050273	0.3294	0.74187	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_TE1p		-0.031	-2.0321	0.042204	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_TE2a		-0.021176	-1.3878	0.16528	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_TE2p		0.007922	0.51907	0.60374	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_TF		0.0031655	0.20741	0.8357	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_TGd		0.00043284	0.02836	0.97738	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_TGv		0.034541	2.2645	0.023594	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_TPOJ1		0.03123	2.0472	0.040698	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_TPOJ2		-0.0064835	-0.42482	0.67099	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_TPOJ3		0.006178	0.4048	0.68565	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_V1		-0.0091492	-0.59949	0.54888	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_V2		0.0028596	0.18737	0.85138	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_V3		-0.019061	-1.2491	0.2117	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_V3A		0.015092	0.98898	0.32273	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_V3B		0.023958	1.5702	0.11644	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_V3CD		0.013058	0.85564	0.39224	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_V4		0.0048181	0.31569	0.75225	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_V4t		0.0086222	0.56496	0.57213	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_V6		0.0089323	0.58527	0.55839	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_V6A		0.0054697	0.35839	0.72007	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_V7		0.0061386	0.40222	0.68755	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_V8		-0.024653	-1.6158	0.10621	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_VIP		-0.019152	-1.2551	0.20952	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_VMV1		-0.010525	-0.68968	0.49043	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_VMV2		0.010081	0.66055	0.50894	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_VMV3		0.02694	1.7658	0.077505	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_VVC		-0.016198	-1.0615	0.28854	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_a10p		-0.031675	-2.0764	0.037917	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_a24		-0.012604	-0.82588	0.40892	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_a24pr		-0.016653	-1.0913	0.27521	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_a32pr		0.026466	1.7347	0.082865	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_a47r		-0.013161	-0.86239	0.38852	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_a9-46v		-0.015502	-1.0159	0.30976	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_d23ab		0.0039523	0.25896	0.79568	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_d32		0.0072072	0.47224	0.63678	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_i6-8		-0.0038206	-0.25033	0.80234	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_p10p		-0.013438	-0.88056	0.37861	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_p24		0.0063088	0.41337	0.67936	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_p24pr		-0.011195	-0.73353	0.46328	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_p32		0.0027833	0.18237	0.8553	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_p32pr		0.02383	1.5618	0.1184	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_p47r		-0.019133	-1.2538	0.20997	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_p9-46v		0.0044851	0.29387	0.76887	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_pOFC		-0.020516	-1.3445	0.17886	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_s32		0.0034854	0.22837	0.81937	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_s6-8		0.017946	1.176	0.23965	4308
PRSCS_SCZ25_EUR	relative	parcel	lh_v23ab		-0.0045713	-0.29952	0.76456	4308
