gene	DK_PLS2_matchedX	DK_PLS1_dCTonly_matchedX
MAN2A1	1.63662	1.46924
MAN2A2	-1.87198	0.48368
MAN2B2	0.879902	-1.05305
MANEAL	0.978523	-1.04267
MANF	1.11553	-0.650181
MAOA	-0.930605	-1.6803
MAOB	3.45383	0.0124467
MAP1A	-1.80234	-0.857932
MAP1B	1.35936	1.33527
MAP1LC3A	0.403019	-1.18827
MAP1LC3B	0.262633	1.72497
MAP1LC3B2	-2.14516	-0.228533
MAP2	-0.508583	-1.56138
MAP2K1	1.22496	-0.527671
MAP2K2	1.32635	1.74766
MAP2K3	-0.0206942	1.13606
MAP2K4	3.06861	2.65773
MAP2K5	0.371572	-0.200678
MAP2K6	-0.785038	0.808016
MAP2K7	-1.09129	0.916532
MAP3K10	-2.39078	-1.51008
MAP3K12	-1.56098	0.409107
MAP3K13	3.77175	3.27959
MAP3K14	0.400857	1.39217
MAP3K20	-1.23368	-1.11694
MAP3K21	1.47267	2.54083
MAP3K3	-1.71197	0.676043
MAP3K4	-1.02691	-1.03018
MAP3K5	-1.60349	-1.59472
MAP3K6	-1.28304	1.38819
MAP3K8	-4.35546	-1.29797
MAP3K9	-0.832433	0.657338
MAP4	4.79269	1.46767
MAP4K2	-2.85475	0.178962
MAP6D1	-0.128421	0.978469
MAP7D2	0.346709	1.09255
MAP9	1.34523	2.17778
MAPK1	-0.390301	-1.86071
MAPK10	3.16604	3.51453
MAPK11	3.2383	1.26441
MAPK13	4.81494	3.9913
MAPK1IP1L	2.49626	-0.270294
MAPK3	1.10831	-1.2061
MAPK4	6.48865	3.5516
MAPK6	1.0245	1.79213
MAPK8IP1	-1.56727	-2.38963
MAPK8IP1P2	-1.53637	-2.52467
MAPK9	1.36895	2.06887
MAPKAPK2	-2.87537	-2.93575
MAPKAPK3	-0.442995	-1.32784
MAPKAPK5-AS1	-2.42742	-2.76473
MAPKBP1	-0.391206	1.08666
MAPRE1	-1.93608	-2.98132
MARC1	6.53538	2.13795
MARCH1	4.58053	0.914039
MARCH2	0.237703	1.03203
MARCH3	-1.76281	-2.20001
MARCH4	0.406225	-1.06978
MARCH6	5.09639	4.98622
MARCH8	0.593888	-0.992177
MARCKS	1.93426	-0.305613
MARCO	-0.0513177	-1.21116
MARF1	4.18443	4.946
MARK1	3.17842	1.73134
MASP1	-3.59986	-3.81212
MASP2	-0.873602	1.08186
MAST3	5.66025	0.899693
MAST4	2.39727	2.73655
MAT2B	5.1596	5.87677
MATK	-0.325995	1.01736
MATN1-AS1	-0.868295	0.138568
MATN2	-2.86956	-3.66141
MATN3	-4.11529	-1.88396
MAX	0.671482	2.23265
MAZ	1.3347	0.45205
MB21D2	3.26223	1.4058
MBD2	1.75978	2.60679
MBD3	-0.457343	1.37044
MBD5	1.90605	2.70958
MBL1P	-1.77822	0.0698935
MBLAC2	0.627409	-0.89286
MBNL2	2.4726	2.61714
MBNL3	-4.5395	-4.05101
MBOAT1	-1.31974	-0.628655
MBOAT2	0.24104	-1.55214
MBOAT7	5.00252	0.289555
MBP	-0.986875	-0.162176
MBTD1	-0.109397	1.2839
MC1R	-3.14384	0.352285
MCAM	-2.00991	-0.735018
MCF2	-2.50267	0.104988
MCF2L	0.719257	1.76309
MCF2L-AS1	0.228845	1.60422
MCF2L2	0.316817	1.77933
MCFD2	1.70486	-0.623029
MCHR2	8.99707	4.90322
MCM3	-4.33079	-3.8305
MCM3AP-AS1	-3.80524	-0.0354824
MCM5	-5.20743	-2.2784
MCM6	2.06789	0.894779
MCM7	-4.63389	-1.4629
MCRS1	0.63401	1.93125
MCTP1	5.05052	0.956562
MCTP2	3.50441	3.03197
MCTS1	1.80992	-0.650668
MCU	0.0686488	1.36161
MCUB	3.08347	-0.40782
MCUR1	0.978873	-1.21039
MDC1	0.960462	1.94618
MDFIC	2.54739	0.375479
MDGA1	1.13831	-0.7038
MDGA2	2.70646	3.21497
MDH1	1.22908	1.81152
MDH2	2.58519	1.36721
MDK	-0.0190346	-1.52359
ME1	0.92761	-1.37855
ME2	-0.517621	-1.6436
ME3	3.13472	0.250153
MEA1	7.53635	1.12474
MECOM	-2.58513	-0.403558
MECP2	0.156674	1.80506
MECR	1.47184	0.072815
MED11	-2.5131	0.0967596
MED16	3.57911	0.53828
MED21	3.99379	4.22741
MED22	-2.99054	0.57764
MED23	1.23377	2.34382
MED9	1.61073	3.05051
MEDAG	4.35233	2.92396
MEF2A	-0.396977	1.0975
MEF2C	0.835277	1.92652
MEGF6	3.22381	3.68693
MEI1	1.36798	0.835176
MEIS1	-0.0489342	-0.485453
MEIS2	-1.52999	-1.223
MEIS3	4.99053	-0.618825
MEIS3P1	0.724822	0.555107
MELTF	2.13841	2.31538
MEPCE	0.488629	1.79727
MEPE	2.37963	0.186808
MERTK	-1.44205	-1.75108
MESD	1.09396	-0.716696
MESP1	3.60732	-0.35132
MEST	2.58023	-0.422057
MET	-0.0670154	0.417413
METAP2	0.262916	1.3833
METRNL	-4.81938	-4.49877
METTL1	1.8125	0.12771
METTL13	4.38391	4.35801
METTL15	-1.23132	0.8414
METTL17	-0.192958	1.37764
METTL21A	3.96342	4.51161
METTL21C	5.57654	4.80338
METTL24	0.677242	2.24432
METTL5	0.844156	-0.974717
METTL6	0.979661	-1.21847
METTL8	-0.161621	-1.10099
METTL9	2.38562	0.25924
MEX3A	-1.40692	-2.17642
MFAP3	3.53083	3.63552
MFAP3L	-2.11532	-0.0900325
MFAP4	-1.11791	-2.13939
MFF	0.652129	1.44396
MFGE8	2.59554	2.42419
MFHAS1	-0.283049	1.58365
MFN2	2.37719	2.4765
MFSD1	-6.68689	-4.17878
MFSD12	1.7368	0.227629
MFSD2A	-2.92953	-0.960967
MFSD4A	3.03914	1.25342
MFSD4B	1.46992	0.335513
MFSD6	0.596265	0.0671313
MFSD9	-1.7622	0.474371
MGA	3.32534	3.4919
MGARP	-5.01857	-0.887301
MGAT1	-2.38136	-0.349105
MGAT4A	2.49944	3.14422
MGAT4B	3.13582	-0.363561
MGAT4C	2.4078	2.83031
MGAT5	0.941586	1.53406
MGAT5B	2.14352	1.94439
MGC16025	-2.17039	0.348002
MGC27345	0.594939	2.02983
MGC34796	0.72501	0.453014
MGEA5	5.35124	3.47995
MGLL	1.24084	0.749433
MGMT	-0.39877	-1.6643
MGP	0.28939	-0.537211
MGST1	-0.110652	-1.50191
MGST2	-1.22966	0.605601
MIA3	0.733883	1.93271
MIAT	1.32089	2.21412
MICA	-6.18509	-1.95508
MICAL1	0.443369	1.13274
MICAL2	4.00924	4.01393
MICB	-6.3139	-1.75019
MICU2	-2.6704	-0.976966
MICU3	1.56022	2.19337
MID2	-0.244836	1.57342
MIER1	0.419114	1.67725
MIF	2.2185	0.146379
MIF-AS1	1.03847	-0.802705
MIGA1	1.90792	1.86469
MILR1	-3.7022	-3.10632
MINDY1	-4.31187	-3.15831
MINDY3	0.176855	1.43533
MINK1	-1.72081	-2.67445
MINOS1	1.22882	-0.566203
MIOS	3.49084	4.56352
MIR100HG	1.04649	-0.998908
MIR124-2HG	1.49092	2.61961
MIR22HG	1.74536	2.01931
MIR29B2CHG	1.44689	2.12496
MIR31HG	0.600805	1.80229
MIR4435-2HG	-1.21816	-2.23862
MIR4697HG	1.83997	2.51548
MIR497HG	-0.338173	-0.257039
MIR600HG	1.14023	2.16476
MIR7-3HG	3.44179	0.902854
MIR9-3HG	-0.16293	0.99837
MIR99AHG	0.533112	-0.653171
MIRLET7BHG	-4.30786	-1.14814
MIS18BP1	-2.98976	-0.213861
MITF	-3.44799	-0.745482
MKL2	5.63082	1.29873
MKLN1	-1.41077	1.02583
MKNK1	-2.49629	-2.15346
MKNK2	-3.00925	0.343212
MKRN2	3.70127	3.88562
MKX	3.18445	3.84643
MLF1	-0.864042	-1.49417
MLH1	-3.06813	-3.92558
MLIP	4.19222	1.69579
MLKL	-4.20133	-2.94232
MLLT10	-0.0320248	1.74322
MLNR	0.202356	-1.17962
MLPH	-3.51144	-0.73555
MLXIP	-2.39218	0.490683
MMAA	2.00212	0.223404
MMAB	-0.395795	-2.28875
MMACHC	-1.28527	-0.843581
MMD	-0.247826	-1.87042
MMGT1	2.83064	1.46509
MMP15	-0.276779	0.852054
MMP16	1.16181	1.02753
MMP28	-1.60217	-2.21629
MMS22L	-1.66551	0.92397
MND1	3.29672	1.31828
MNDA	-4.40235	-3.69962
MNS1	0.764025	2.03927
MNT	-1.38361	-1.53991
MOB1B	1.85274	-0.848795
MOB2	2.52046	3.13053
MOB3B	2.93581	3.07355
MOBP	-3.85379	-2.75339
MOCS1	0.21084	1.22231
MOG	-1.1148	-0.281927
MOGAT1	-1.30781	1.07163
MOGAT2	-4.36641	-0.560492
MOK	2.48732	3.58226
MORC2-AS1	0.799555	2.16303
MORF4L1	0.957835	0.559033
MORN3	4.32015	1.90906
MORN4	4.4398	0.333514
MORN5	-0.661177	-1.74648
MOSPD1	3.59246	3.93799
MOSPD2	-0.857805	-2.61086
MOXD1	-0.475785	-1.9961
MPC1	-2.48996	0.0145312
MPDZ	0.383335	-0.974759
MPEG1	-2.82451	-3.25126
MPHOSPH6	-0.428479	-1.6018
MPHOSPH9	0.248469	1.84507
MPI	1.04694	-0.0845991
MPL	5.34332	2.01047
MPLKIP	-1.21287	0.675637
MPND	3.61916	0.942296
MPO	2.24249	0.0818375
MPP1	0.985931	1.78577
MPP2	5.44473	1.6266
MPP3	1.76678	0.214719
MPP5	-1.24762	0.84664
MPP6	1.38327	-0.464382
MPP7	0.954452	1.60817
MPPED1	3.47176	2.88497
MPRIP	-0.573772	1.18327
MPV17L	-1.96384	-1.08668
MPV17L2	2.13318	-0.295943
MPZL1	-1.51037	-2.34563
MPZL3	-4.39836	-0.291734
MR1	0.420702	-1.30181
MRAP	-0.584022	-0.19963
MRAP2	2.21307	2.03088
MRAS	2.94849	-0.699707
MRC1	0.266032	-1.44922
MREG	1.13367	1.6829
MRGBP	1.52016	2.29695
MRGPRF	-0.600849	1.37094
MRM3	4.55773	3.19632
MRNIP	0.868145	1.93906
MROH5	-0.393074	0.761605
MROH6	-5.0108	-0.455719
MROH8	1.82078	2.60103
MRPL10	3.32055	-0.337891
MRPL12	0.0027612	0.354059
MRPL14	1.26679	-0.34608
MRPL15	0.961743	1.55775
MRPL16	0.696433	1.96062
MRPL19	0.178807	0.681341
MRPL20	2.10673	-0.760713
MRPL22	-2.1138	-0.943048
MRPL23	-0.182927	-1.50552
MRPL27	2.13895	2.74816
MRPL28	2.7169	0.130486
MRPL30	3.57612	-0.114198
MRPL33	1.31122	2.46005
MRPL34	-2.5412	-0.174484
MRPL37	2.13988	0.472108
MRPL39	0.899696	1.80154
MRPL42	-1.80235	-0.662732
MRPL43	-2.61273	-3.02815
MRPL47	0.471104	0.703502
MRPL48	-0.652154	0.720806
MRPL49	-0.369074	-1.82453
MRPL58	-0.878341	0.151915
MRPS15	-0.637059	-1.42199
MRPS16	0.0742242	-1.58004
MRPS18C	1.32449	-0.02765
MRPS21	3.05708	1.42785
MRPS22	0.524894	0.958698
MRPS26	3.0924	3.4561
MRPS30	4.4766	4.6677
MRPS30-DT	1.80873	2.59083
MRPS33	-2.20366	-2.54675
MRPS36	-1.50799	-0.0596221
MRPS6	-1.19667	-1.98857
MRPS9	1.5157	0.616081
MRRF	-2.43529	0.521165
MRS2	1.15445	2.37361
MRVI1	-2.56387	-2.97207
MRVI1-AS1	-0.0453725	0.801991
MS4A15	1.14064	0.968551
MS4A4A	-2.7836	-3.2585
MS4A7	-2.60203	-3.14675
MSANTD1	4.31825	-0.00210811
MSANTD2	1.43834	2.33697
MSANTD3	0.424743	0.534495
MSANTD4	3.21763	2.45267
MSH2	0.4198	1.44396
MSI2	-0.320135	-1.48143
MSL2	0.132359	1.41884
MSL3	3.15768	3.18162
MSMO1	2.37273	0.339438
MSN	-3.03817	-3.49488
MSRA	-0.357175	-1.64093
MSRB2	0.0317381	-0.944958
MSRB3	-3.79994	-0.192458
MST1R	0.134438	0.645212
MSX1	0.581517	0.105132
MT1A	-1.58441	-2.15276
MT1B	-1.17112	-1.97
MT1E	-0.453977	-1.46076
MT1F	-0.19385	-1.08661
MT1G	-0.3451	-1.33647
MT1JP	-0.430093	-1.28251
MT1L	-1.07487	-1.92868
MT1M	-0.625017	-1.49742
MT1X	-1.16154	-1.98434
MT2A	-1.96967	-2.51695
MT3	0.859536	-1.07728
MTA3	3.2275	-0.157674
MTAP	0.184552	1.70306
MTBP	0.623296	1.84761
MTCH1	4.07628	0.78954
MTCL1	2.71176	2.84543
MTDH	0.752668	1.8625
MTERF2	-1.67927	-1.01895
MTFP1	0.235603	1.34073
MTFR1	-4.79523	-1.19317
MTHFD1	0.393045	-1.85292
MTHFD1L	1.04475	-1.3949
MTHFD2	-1.81433	-0.993306
MTHFD2L	-2.73851	-2.25687
MTIF2	0.241507	0.753347
MTMR11	-1.2831	-0.728246
MTMR12	0.716358	0.155882
MTMR14	1.17619	2.09354
MTMR2	1.6566	2.26773
MTMR3	0.505978	-0.754673
MTMR9LP	-3.32509	-3.84492
MTPAP	1.15542	2.25586
MTRF1	-2.43856	0.397768
MTRF1L	0.910513	1.62729
MTRR	-0.310906	0.910021
MTSS1	-0.410243	-1.0573
MTSS1L	-2.39976	-3.04088
MTTP	-1.17162	-1.01436
MTUS1	-2.32471	-0.725293
MTUS2	2.07885	2.50894
MUC20	-0.098823	1.4961
MUCL1	3.23269	3.13134
MUL1	2.95219	2.54599
MUM1	2.31048	3.57267
MUM1L1	5.89651	2.49158
MUTYH	-1.30082	0.0612542
MVD	2.70087	0.886694
MVP	-1.47783	-0.363765
MX1	-0.374388	1.07185
MX2	-2.49598	-2.30947
MXD1	2.169	3.16229
MXD4	-2.30949	-1.55286
MXI1	-1.52132	0.579856
MXRA7	3.55024	2.77325
MXRA8	-1.40277	-1.92343
MYADM	2.28292	0.39903
MYADML2	1.79255	2.38631
MYB	2.2733	-0.989088
MYBBP1A	2.7793	3.33652
MYBL1	0.757092	1.08086
MYBPC1	1.80411	0.169868
MYBPC2	2.76456	0.771553
MYBPHL	2.21003	3.10004
MYC	0.519633	1.36802
MYCBPAP	2.79203	3.58249
MYCN	-1.28404	-2.85313
MYCNOS	0.274361	-1.52065
MYCT1	-0.0780127	0.487111
MYDGF	4.07387	-0.437982
MYH10	1.41172	0.285393
MYH15	-0.748362	-1.90596
MYH7	3.84809	0.548236
MYH7B	1.15213	2.23577
MYL12A	-5.6839	-3.24897
MYL12B	-0.116205	-1.9649
MYL3	-3.41697	-2.38028
MYL5	0.28272	-1.54426
MYL6	-1.08821	-2.31975
MYL6B	1.62207	-0.71896
MYLIP	-0.84563	-1.79825
MYLK	-2.96492	-1.18874
MYLK2	-1.42312	0.3185
MYMX	-3.37603	-1.34026
MYNN	-0.798968	0.583281
MYO15A	4.12298	3.81777
MYO16	-2.35642	-3.16467
MYO19	-1.49239	0.986109
MYO1B	1.97983	2.86048
MYO1D	-0.74437	-0.076193
MYO1E	-1.11394	0.661239
MYO1F	-4.2044	-3.91973
MYO5B	2.00418	1.97751
MYO5C	1.14616	2.14423
MYO7A	0.28432	-0.471983
MYO9B	-3.13042	-1.05049
MYOF	-4.11402	-3.38671
MYOM1	-3.60535	-3.82456
MYOM2	2.42724	1.77728
MYOT	-1.12507	0.151975
MYOZ3	-0.456285	0.652536
MYRIP	0.393553	-1.13225
MYSM1	1.5195	2.46066
MYT1	-1.61448	-2.13062
MYT1L	-2.77814	-0.0855367
MZT1	1.55278	0.325529
MZT2A	1.27409	-1.0502
MZT2B	1.86404	-0.824506
N4BP1	2.11985	2.67671
N4BP2	0.0283232	1.16143
N4BP2L1	0.421749	1.6908
N4BP2L2	-0.917365	1.11893
NAA10	0.831581	-1.06938
NAA16	-0.673236	1.35332
NAA30	4.27691	0.192866
NAA38	1.12919	-0.471534
NAAA	-1.99524	0.555548
NAALAD2	-1.30916	1.03357
NAB1	-0.178175	1.04281
NABP1	-0.790206	-2.09036
NACC1	-2.26371	-2.71222
NACC2	-8.08538	-3.40715
NADK2	0.356048	-1.34981
NAGK	1.6739	-1.0772
NAGLU	-1.39761	-1.63891
NAGPA	4.66855	3.71077
NANOS1	1.18132	-0.925985
NAP1L1	2.66734	3.4161
NAP1L2	0.713238	1.90264
NAP1L3	4.11264	4.61483
NAP1L5	6.1113	4.74535
NAPA	0.529253	1.31654
NAPB	3.52861	2.62218
NAPEPLD	4.09322	4.7233
NAPG	-0.373103	0.21983
NAPSB	-3.88718	-3.94704
NARS	-2.70768	0.568633
NAT8L	0.16946	1.31792
NAV1	-1.54907	-2.20439
NAV2	-3.64002	-3.97103
NAV3	4.77475	0.717896
NAXE	2.0001	0.259359
NBAS	2.18458	0.625243
NBDY	0.122326	-1.58977
NBPF3	-3.4612	-1.87403
NCALD	2.28932	3.64484
NCAM1	-1.17056	-1.99515
NCAM2	1.36832	-1.03204
NCAN	0.0556502	-1.14149
NCAPD2	-2.91142	-0.307126
NCAPH2	3.78754	1.14254
NCBP2	-2.0429	-2.96307
NCEH1	2.91504	3.12612
NCK2	0.412658	1.97949
NCKIPSD	-0.783156	1.30393
NCOA3	-3.40264	0.867068
NCOA6	0.298688	0.329184
NCOA7	1.4567	0.736083
NCOR2	-1.49695	0.418539
NCS1	-2.92457	-2.69467
NDE1	-1.88398	-0.374913
NDEL1	5.40391	4.33747
NDFIP1	3.82983	1.32869
NDN	-0.877704	-1.46385
NDP	2.23861	-0.150359
NDRG3	-0.770509	0.848081
NDST2	-1.21054	-2.72151
NDST3	7.46072	4.25081
NDUFA10	0.0985931	1.52475
NDUFA11	1.26286	-0.777922
NDUFA12	-0.025511	-0.0132832
NDUFA4L2	-1.06761	-0.125615
NDUFA6	-0.144981	-0.955902
NDUFA6-AS1	-1.84153	-3.48145
NDUFAF2	-6.30771	-3.24122
NDUFAF4P1	0.628106	-0.0763839
NDUFAF5	0.880997	1.97605
NDUFAF8	0.322693	-1.48787
NDUFB1	-1.07664	-1.91947
NDUFB2-AS1	-0.217544	-2.11791
NDUFB6	-0.855524	-2.02533
NDUFB8	1.78156	0.256119
NDUFB9	-2.08113	-1.54928
NDUFC2	3.92102	-0.735525
NDUFS1	0.353311	1.48654
NDUFS7	1.15533	1.71374
NDUFV3	-2.74884	-3.44905
NEAT1	-4.74867	-1.17076
NEB	-3.12588	-0.530635
NEBL-AS1	0.239627	-1.15051
NECAB1	6.96021	4.69394
NECAB2	1.70242	-0.758692
NECAB3	-0.100578	1.07524
NECAP2	-4.89496	-4.61116
NECTIN1	4.31893	2.36627
NECTIN3	2.52149	1.9484
NEDD4L	4.51948	-0.189017
NEDD9	3.99032	4.98441
NEFH	0.550109	1.37591
NEFL	0.408256	1.08499
NEFM	-0.211735	0.661679
NEGR1	0.901327	1.88286
NEIL1	1.06656	2.07215
NEK10	-0.568374	-0.254779
NEK11	-0.262629	-1.15896
NEK2	7.28903	0.361683
NEK6	-0.533179	-1.43128
NELFA	-1.3238	0.765611
NELFE	1.35219	-1.08227
NELL1	1.29082	1.67695
NELL2	3.86966	1.47668
NEMF	2.67218	3.84261
NEPRO	3.34453	0.26167
NET1	-0.966017	0.026354
NETO1	3.9996	1.57681
NETO2	6.3151	2.41605
NEURL1	0.615576	-0.479697
NEURL1B	-0.754725	-1.35637
NEUROD1	2.0211	1.86241
NEUROD2	2.26772	1.12596
NEUROD6	6.57889	2.00216
NEXMIF	5.19665	1.40421
NEXN	-3.30969	-0.324188
NF2	-0.937662	-0.313052
NFATC2IP	-2.68183	0.132713
NFATC3	-1.52004	0.520033
NFE2L3	-2.9903	-2.14626
NFIA	-2.37318	-2.78089
NFIB	-1.74344	-2.76404
NFIC	-1.62304	0.812264
NFIL3	1.97292	2.61614
NFIX	-0.965557	1.10602
NFKB1	-0.399185	1.4647
NFKBIA	-0.906	0.949059
NFKBIE	5.91314	0.891701
NFKBIZ	-5.42331	-1.44165
NFYB	-0.561991	0.61986
NFYC	1.19706	2.20039
NGB	7.01467	4.24059
NGDN	2.93815	3.37339
NGEF	6.19673	5.32767
NGLY1	-0.167178	1.45944
NHLRC1	2.32173	-0.843301
NHLRC2	-0.0584958	1.79075
NHLRC3	3.99754	3.47502
NHLRC4	-1.29301	0.659354
NHP2	2.00295	-0.643673
NHSL1	-2.14855	-2.60831
NICN1	3.68334	1.58902
NIM1K	-0.00816948	1.16111
NINJ2	-2.03622	-1.0505
NINL	-2.29539	-2.70458
NIP7	1.74896	-0.00704524
NIPA1	-1.45725	0.464511
NIPAL2	3.5031	3.23302
NIPAL3	-0.039208	0.901545
NIPBL	-0.279057	0.942303
NIPBL-AS1	0.365363	1.37288
NIPSNAP1	2.45949	-0.302754
NIPSNAP3A	-0.0952468	-1.74147
NISCH	3.60787	-0.679808
NIT2	0.631821	-1.57726
NKAIN1	1.17861	1.08022
NKAIN2	0.496811	-0.890446
NKAIN3	-0.334202	-1.54707
NKAIN4	-0.571456	-1.72843
NKAPL	-3.37826	-0.147501
NKD1	-2.60146	-0.673748
NKD2	2.7352	0.296073
NKG7	-0.309243	0.00787352
NKTR	-0.196547	0.866617
NKX1-2	1.96408	3.25467
NKX3-1	-3.86394	-0.604179
NKX6-3	1.92039	2.6692
NLE1	2.06016	-0.0231179
NLGN1	-2.01312	-1.4924
NLGN3	0.151167	-1.18933
NLK	4.87022	4.76431
NLN	3.34887	3.37187
NLRX1	1.71156	2.53672
NME4	-0.11099	-1.27784
NME5	-0.441212	1.20974
NMI	-2.40643	-2.94855
NMNAT3	1.90901	-0.00595049
NMT1	2.19662	0.984436
NMU	6.84013	3.29276
NNAT	-0.546063	-1.59636
NNMT	4.89336	4.84014
NOB1	-1.53398	0.327688
NOC3L	-1.04355	-1.39935
NOL3	-3.72325	-3.50454
NOL4	5.15314	0.878737
NOL4L	0.622634	-1.31876
NOL6	-3.41966	-2.50988
NOL9	-0.113282	-1.15636
NOM1	-1.09662	0.836044
NONO	-1.76154	-0.0828725
NOP16	1.06444	-0.578494
NOP2	1.45349	2.14158
NOP53	-0.9471	1.34948
NOP56	3.26803	1.23401
NOS1	-2.48237	-2.87734
NOS1AP	0.268341	0.693527
NOS2	4.53948	4.37156
NOS3	-2.01665	-0.833313
NOSTRIN	-2.17709	-0.380684
NOTCH4	0.0249535	0.991415
NOV	5.98791	0.850382
NOVA1	4.24796	4.5849
NOVA2	2.48693	-0.517597
NOX4	0.431068	1.08775
NOXO1	0.621213	2.21231
NPAS3	-1.08491	-1.69698
NPAT	-1.38045	-0.0272866
NPB	0.0410777	-0.703467
NPC1	-1.96128	-0.842835
NPC2	-5.01822	-5.28462
NPDC1	3.59907	1.8456
NPFFR2	0.476149	0.0707986
NPHP1	1.12926	0.116343
NPHS1	0.815048	-1.22238
NPIPA8	-1.68117	0.660868
NPL	-0.767331	-1.45111
NPM1	0.851401	-0.874075
NPM2	0.306731	1.8353
NPM3	1.04769	-0.732593
NPNT	-2.06322	-2.39781
NPPA	2.71838	0.221114
NPR3	0.333912	1.1312
NPTX1	-0.264081	-1.96403
NPTX2	1.77104	-0.543473
NPTXR	1.1815	-1.054
NPY	-0.816029	-2.14845
NPY1R	5.24642	1.52883
NPY5R	7.04766	2.27891
NQO1	-1.27473	-2.33492
NR0B1	-0.747538	-1.61334
NR1D1	0.263817	1.64076
NR1D2	1.89181	2.74381
NR1H2	0.570534	1.97951
NR1H3	2.74115	0.358836
NR2C1	-1.53607	0.669482
NR2C2AP	0.283537	0.573028
NR2E1	-0.110382	-1.11504
NR2F1	-0.886322	-0.731075
NR2F1-AS1	1.41445	2.29099
NR2F2	-2.78981	-3.78419
NR2F2-AS1	-3.15329	-3.64655
NR3C1	2.9364	2.9913
NR3C2	2.80718	2.82431
NR4A2	-2.90519	-4.34045
NR4A3	3.05334	0.933976
NRAP	0.587044	-0.0786312
NRAS	0.101448	-0.855387
NRBF2	0.816564	1.60415
NRCAM	5.02556	2.23219
NREP	3.63163	3.37597
NRG1	0.896176	1.65979
NRG2	-3.22895	-0.482359
NRG3	3.61104	2.35765
NRG4	-1.80948	-1.74015
NRGN	4.40574	4.25379
NRIP1	5.10584	4.67979
NRIP2	-1.7577	-0.150016
NRIP3	-1.73505	-1.76862
NRL	-0.914333	-1.81134
NRN1	3.73465	4.22535
NRN1L	0.729639	0.471109
NRP1	0.0483608	-0.567028
NRP2	-1.6414	-2.2924
NRXN1	5.26994	3.9402
NRXN2	0.104029	-0.315735
NSD2	-0.694284	-1.96717
NSD3	6.16521	3.85242
NSDHL	0.768723	-0.690629
NSFL1C	5.11757	-0.60741
NSG1	1.73355	2.02657
NSG2	0.816022	-1.01447
NSMAF	0.834092	2.00677
NSMCE1	0.511616	-1.15679
NSMCE4A	-7.84236	-3.24873
NSMF	-0.450882	-1.33165
NSRP1	-2.27582	-0.654906
NSUN3	-0.332663	1.30844
NSUN5	2.86896	3.11109
NSUN5P2	1.30368	2.11616
NSUN6	-0.0493169	-0.695546
NT5C3A	-1.06304	-2.32505
NT5DC1	-0.186852	1.00395
NT5DC2	5.33563	1.11789
NT5DC3	4.04212	-0.466524
NT5E	-1.57916	-2.25982
NT5M	0.805167	1.91086
NTHL1	2.02597	2.4452
NTM	1.17364	2.21557
NTN4	4.3718	4.8629
NTNG1	-1.76973	-0.687482
NTNG2	0.748762	-0.739514
NTRK2	-0.396545	-1.33986
NTRK3	3.37919	1.02037
NTSR1	0.758828	-1.08414
NTSR2	-1.17345	-1.92295
NUAK1	7.13387	5.9953
NUB1	-1.42612	1.30414
NUBP1	0.948218	1.12564
NUCB2	-2.24284	-2.85072
NUDCD1	4.24666	1.59156
NUDT1	-0.316863	-0.214125
NUDT10	2.65092	0.0408892
NUDT11	3.59663	-0.576513
NUDT12	1.0875	2.39933
NUDT14	3.49653	0.292999
NUDT15	-1.21651	0.5546
NUDT16	5.57032	0.845679
NUDT16L1	1.93033	-0.516439
NUDT17	0.266028	-1.20715
NUDT18	1.91897	0.110389
NUDT2	3.08069	-0.301079
NUDT22	0.688072	1.5529
NUDT4	6.52964	2.89963
NUDT5	-1.56287	0.428241
NUDT6	-0.177475	0.879183
NUDT8	-1.94599	-0.278332
NUDT9P1	4.54923	3.65963
NUMB	3.78181	4.2661
NUMBL	-1.20201	-2.08406
NUP107	-0.532749	1.22344
NUP153	-0.0844597	1.01227
NUP205	-1.5962	0.411369
NUP35	1.11472	2.00069
NUP54	-0.616993	1.2042
NUP85	4.23078	2.34061
NUP88	-0.0798386	-0.222723
NUP93	0.621608	0.923563
NUPL2	-2.025	-0.238075
NUPR1	-2.98425	-3.40369
NUPR2	-0.738319	-1.69427
NUS1	2.67887	-0.402545
NUTF2	0.333679	-1.1385
NUTM2B-AS1	-1.15426	0.849847
NVL	-0.627009	0.607071
NWD1	-0.562749	-1.44556
NWD2	4.07068	1.34799
NXN	0.313002	-1.39129
NXPE3	-0.839624	0.706714
NXPH1	1.03719	-0.524026
NXPH3	-0.181253	1.59482
NYAP2	0.0552273	-0.231085
NYNRIN	0.893779	-0.633744
OAF	-0.337313	-1.33978
OAZ2	1.41792	-0.169707
OAZ3	1.26031	-0.398707
OBSCN	0.63161	-0.910012
OBSL1	1.83423	2.97934
OCA2	4.56567	0.801629
OCEL1	1.38226	1.97634
OCLN	0.632766	1.20852
ODF2	2.9726	2.90663
ODF2L	-0.560748	0.650298
OGDHL	2.04473	2.75365
OGFOD2	0.268272	1.70695
OGFOD3	-1.08102	0.416462
OGG1	0.0291104	-1.39159
OGN	-2.80065	-3.63996
OGT	0.465494	1.57428
OIP5-AS1	1.33979	2.27395
OLFM1	1.56673	2.26324
OLFM3	7.02863	3.87835
OLFM4	3.40062	3.45242
OLFML2A	-3.52378	-1.37568
OLFML2B	0.946285	0.0518394
OLFML3	-1.51653	-2.47824
OLR1	-1.55907	0.130255
