gene	dCT + CT|DK	dCT alone|DK	NSPN PLS2	AHBA C3	AHBA C1	snRNAseq PC1	snRNAseq PC1 (U01)	dCT + CT|HCP	dCT alone|HCP
KDR	-0.862309	-0.517123	-0.324561	-0.22067	0.480467	-0.000173101	7.0379e-05	-1.77467	-1.18531
KDSR			-6.29545			-0.00212033	0.00182273		
KEAP1	-1.75189	-0.261685	-0.592305			-0.00134287	0.000592845		
KEL			1.97083						
KERA			-0.59752			5.78435e-07	1.5838e-06		
KHDC1	2.40441	1.69269	7.06764			0.00431178	0.00576994		
KHDC1L	1.19409	0.915644				-0	-0		
KHDC3L						4.48377e-05	4.89263e-05		
KHDC4	-2.36611	0.231797	-4.03196	-0.066355	0.519626			-0.511358	0.433857
KHDRBS1	-0.685367	-1.267	-2.27548			0.00523389	0.00427511		
KHDRBS2	2.71439	1.95708	0.578975	0.520966	-0.367713	0.057939	0.0569976	3.61394	3.04414
KHDRBS3	3.0739	3.54333	1.09193			0.0397454	0.0383771		
KHK	4.67687	4.19268	4.83245			0.000798982	0.000610491		
KHNYN	0.698295	1.84546	-0.843607	-0.0958543	0.307441	-0.000744405	-1.99134e-05	4.33002	4.89546
KHSRP	-1.10221	-1.1362	-6.63598			0.0013274	0.00186907		
KIAA0040			0.891071			8.19667e-05	9.52827e-06		
KIAA0087	-1.87829	-1.21304	-1.30598			1.35418e-05	1.94713e-05		
KIAA0100	0.967894	-0.505598	-1.47491						
KIAA0125			0.695166						
KIAA0141			-5.54891						
KIAA0232	1.91011	2.41819	7.03865			0.0036441	0.0143788		
KIAA0319	-0.409875	-0.821806	-4.50787	0.0727343	-0.518653	0.0161865	0.0197296	2.05254	1.65256
KIAA0319L			3.12406			-0.000805041	0.0105764		
KIAA0355	-0.829129	0.512403	-1.31991	-0.488114	0.390165			-1.04578	-0.242723
KIAA0368	1.19903	2.23015	-1.64485	0.169228	0.589665			0.889802	1.45279
KIAA0391	-0.204991	1.4444	-2.54281						
KIAA0408			6.6298			-0	-0		
KIAA0467			-3.69894						
KIAA0513	-0.848738	-0.115981	-4.72183	0.15011	-0.0834925	0.00968116	0.00934944	-0.505866	-0.479152
KIAA0556			0.323924						
KIAA0586	-1.36368	0.65061	-4.44104			0.00126552	0.00591752		
KIAA0664			-3.3913						
KIAA0753	-0.699039	-0.274886	-0.556948			0.00594381	0.00693595		
KIAA0754			-3.45101						
KIAA0825	0.30253	0.987209	-1.10493	0.119084	-0.1058	0.0194659	0.0211838	2.64226	3.17666
KIAA0895	-3.7855	-1.57412	-1.48266	-0.114878	0.212377			-0.200559	0.243809
KIAA0895L	-0.45508	0.455485	-5.50042	-0.0935518	0.00780313			2.14797	2.99098
KIAA0922			4.00642						
KIAA0930	-2.27352	-2.98627	-0.859923			-0.00453921	0.00936548		
KIAA1024	4.02169	0.253839	1.2736	0.0148033	-0.773261			4.38334	1.91825
KIAA1024L			3.67034						
KIAA1045			4.69541						
KIAA1107	1.68893	2.93042	6.96476	0.222021	0.783835			1.69499	2.49557
KIAA1109	-3.98253	-0.867378	-5.43578						
KIAA1143			-4.8209						
KIAA1147	-1.67594	-2.54112	-3.79774	-0.304883	-0.609604			-0.184957	-0.768387
KIAA1191	-0.653204	-1.74025	-5.26413	0.0751402	-0.535776	0.00233715	0.00263042	-0.0501869	-0.762144
KIAA1210			-0.921008			1.61911e-05	0.00017536		
KIAA1211	-5.2328	-5.27273	-5.30381	-0.438653	-0.354762			-3.39501	-3.81387
KIAA1211L	1.95307	1.83631		0.63313	0.0568805			1.35712	1.35132
KIAA1217	-0.130721	1.24716	-1.39981	-0.17059	0.0668868	0.028901	0.0301345	1.00869	1.74268
KIAA1257	-2.37126	-1.93036	-5.1345	0.0816137	0.0368641			-0.627647	-0.465399
KIAA1279			2.74094						
KIAA1324	-1.20325	-0.63387	-4.54241	0.0865191	-0.0368874			0.204249	0.4677
KIAA1324L	-0.41748	1.30174	1.78133	-0.0920999	0.370774			0.0622716	0.685355
KIAA1328	1.83858	-0.329086	-1.00379	-0.00382318	-0.662616	0.00429722	0.0147069	1.79981	0.655988
KIAA1370			-0.552778						
KIAA1468	1.32731	1.67971	-2.56481						
KIAA1522	0.25709	-0.0844688	-2.46871	0.514089	0.0723897			3.31277	3.2554
KIAA1530			-0.308924						
KIAA1539			-3.19879						
KIAA1549	9.40786	4.93846	-3.04396	0.710271	-0.373137	0.0189007	0.0135417	8.32699	5.9388
KIAA1549L	9.57454	5.43894	6.62682	0.793104	0.0800557	0.026044	0.0211005	6.45461	6.57062
KIAA1551	0.737243	2.28392		-0.0832704	0.671695			2.3264	2.95062
KIAA1586	-0.68382	1.12849	-1.89586	0.019392	0.62879	0.00203097	0.00245274	0.355171	0.981804
KIAA1609			-2.76777						
KIAA1614	1.34099	2.76084	-0.797214	0.0120549	0.668206	-0.000876077	0.000537312	2.16067	2.73932
KIAA1656	0.76629	1.26374		0.204218	0.560731			-1.45738	-1.26632
KIAA1671	-0.0602959	1.19064	-1.08556			0.00794708	0.00923832		
KIAA1755			0.611388			-0.0211696	-0.00202971		
KIAA1841	-1.98153	0.479443	-3.20997	-0.265272	0.781718			-4.32978	-1.45303
KIAA1919			-0.897408						
KIAA1958			-0.5037			-0.0110948	0.00670571		
KIAA1984			4.60232						
KIAA2013			-2.70505			-6.08393e-06	0.00222233		
KIAA2026			-4.04052						
KIDINS220	0.419935	-1.54351	-2.8115	-0.0587254	-0.60828	0.00210883	0.0120428	0.0287415	-0.698765
KIF11	-0.0165547	1.10348	3.89596			-2.91932e-05	0.000318444		
KIF12	-0.322992	-2.02286	-5.65065	0.014074	-0.880579	0.000843476	0.00096789	-1.49012	-1.85253
KIF13A			-0.243939			-0.0315331	0.00332582		
KIF13B			-1.73266	-0.481497	0.259473	-0.0251752	0.000121116	-3.34987	-2.60609
KIF14			-0.138243			0.000150771	0.000917095		
KIF15	-1.71446	-0.450843	0.00154	0.138347	0.347343			0.107154	0.717665
KIF16B	-0.968692	0.842929	0.476626	-0.167356	0.475317	0.00509477	0.0103853	-1.20714	-0.274231
KIF17	6.56382	3.92418	10.8188	0.658398	-0.0445497	0.0037026	0.00266313	4.25995	3.95642
KIF18A			-2.34222			-0.000160639	7.06027e-05		
KIF18B			0.506446			-3.79095e-05	0.000166089		
KIF19			0.030633			-0.00110354	-0.000114455		
KIF1A			-3.24996			0.0116015	0.0161511		
KIF1B	1.7952	-0.724925	-4.10457	0.10166	-0.64969	-0.00893372	0.0232918	1.65056	0.500852
KIF1BP	1.87706	0.144389							
KIF1C	-2.48036	-3.08706	-2.11294			0.00248804	0.00205978		
KIF20A			-4.76351			-6.49742e-06	-4.425e-05		
KIF20B			-0.579747			0.000633278	0.00143241		
KIF21A	0.359014	1.25008	-2.61659	-0.0100491	0.470689	0.01083	0.0185251	-0.63775	-0.159957
KIF21B	1.32522	-1.01927	1.06229	0.200446	-0.901957	0.0152757	0.00722237	1.76701	-0.137355
KIF22	1.37512	0.199452	0.03809	0.0389686	-0.592	0.000694796	0.00126293	1.73068	1.09871
KIF23	-0.343943	0.368952	1.34921			0.000166853	0.00030983		
KIF24			1.3758			-0.000332638	0.000700687		
KIF25			1.93774			-0.000683733	0.000421062		
KIF25-AS1						-4.83143e-05	7.66232e-05		
KIF26A	2.24403	1.5068	-1.14322	-0.046133	-0.080412	0.000578097	4.98481e-05	3.4177	3.45459
KIF26B	1.10376	-0.348668	-1.07968	0.0109247	-0.519277			1.34601	0.651489
KIF27	-0.8565	1.20015	-2.5631	-0.126751	0.585105	-0.00086637	0.00292209	-0.707876	0.612951
KIF2A	2.13118	-0.578782	-1.91522	-0.0567224	-0.76059	-0.000863498	0.00931074	0.691856	-0.425803
KIF2B			0.814913			3.53916e-06	3.83221e-06		
KIF2C	1.1085	2.12731	4.10406	0.27146	0.564713	0.00013401	0.000574353	2.77164	3.36799
KIF3A	1.18461	-0.0280542	1.32574			0.0101107	0.0176787		
KIF3B	-0.346892	-0.692541	-0.239266			0.00866974	0.00751014		
KIF3C	3.08253	0.816461	1.49317	0.359891	-0.429715	0.0140264	0.0115666	0.748513	-0.124615
KIF4A			2.68012			0.000301931	0.00165921		
KIF4B	-2.09653	0.0358404				0.000105928	3.40215e-05		
KIF5A	-1.98393	0.429101	-2.55625	0.00841307	0.734559	0.0141942	0.0112622	0.647833	1.60189
KIF5B	-6.97493	-3.42584	-3.66406	-0.442708	0.399564	-0.000549539	0.00349057	-3.03611	-2.04155
KIF5C	-1.57616	-0.838818	-2.14381						
KIF6	-3.36641	-4.03432	-1.27998			-0.0198444	0.000180436		
KIF7	-1.40955	-0.189413	-2.6972			0.000226834	0.000796889		
KIF9	0.514422	1.35883	1.6316	0.0610923	0.629572	0.00395657	0.00492321	-1.12912	-0.613513
KIF9-AS1	-1.23721	0.528835		-0.109898	0.53328	0.00694897	0.0147956	0.629369	1.92178
KIFAP3	1.76948	1.56949	3.73785	0.0688293	-0.192565	0.0166867	0.0216282	0.221292	-0.163847
KIFC1			-1.21148						
KIFC2	1.18154	2.65547	-2.55962	0.365063	0.387061	0.0111702	0.0100341	2.27998	3.00999
KIFC3			-1.02865			0.000487225	0.00439866		
KIN	-1.74953	0.425607	-2.23796	0.0211708	0.41852	0.000767424	0.00222845	-0.286091	0.487204
KIR2DL1			0.76735						
KIR2DL4			1.23122						
KIR2DL5B			-1.41083						
KIR2DS4			-3.23488						
KIR3DL1			-2.17772						
KIR3DL2			-1.05743						
KIR3DL3			-3.98607						
KIR3DP1			-1.5823						
KIR3DX1			-0.106941						
KIRREL1			-1.22456						
KIRREL2	2.01925	-1.52653	-1.39344	0.114834	-0.88104	0.000144071	0.000185982	-1.32038	-2.32006
KIRREL3	2.98996	0.601659	-0.070282	0.535338	-0.423764	0.0163597	0.0307223	3.51446	2.23319
KIRREL3-AS1						0.000752415	0.000879536		
KIRREL3-AS2						1.85586e-05	3.34974e-05		
KIRREL3-AS3						3.31171e-05	1.22548e-05		
KISS1			1.08762			6.60151e-05	3.5776e-05		
KISS1R			-2.17023			4.79648e-05	5.73244e-05		
KIT	-0.256221	0.0811599	-0.14046			0.0035088	0.00246933		
KITLG	1.65539	2.47848	2.86967	0.0855847	0.649059	0.00737012	0.00574003	0.216741	0.824022
KIZ	-2.77807	-0.827872	-3.60279	-0.395601	0.375913			-7.22592	-4.87279
KL			-7.01295			0.000278602	0.00031997		
KLB			-3.91973			0.00012144	0.000475187		
KLC1	2.30805	0.475645				0.00605384	0.00960814		
KLC2	0.845927	1.78318	4.13326	0.188972	0.632845	0.00319684	0.00395769	-0.628114	0.0400563
KLC3			-0.827646			0.000324436	0.0002271		
KLC4	-3.11766	-0.597441	-0.634924	-0.223205	0.467487	0.0023447	0.0043792	-0.548195	0.143271
KLF1			-0.987689			-8.68969e-06	6.78642e-06		
KLF10	2.38174	-0.0702205	0.912631	0.371206	-0.758937	0.00159281	0.00186405	1.46497	0.0314518
KLF11	1.07523	1.92322	4.7724			0.000953504	0.000272352		
KLF12	2.10975	3.87148	5.65906	0.177664	0.847837	0.0108795	0.0174868	4.07254	4.03151
KLF13	-0.971472	0.482106	0.828581	0.224034	0.420529			0.284909	0.722862
KLF14			-2.66779			1.19841e-06	8.19353e-07		
KLF15	-1.35695	-1.89983	-4.96454			-0.00298978	-0.000221785		
KLF16			-3.63957			0.00134682	0.00193436		
KLF17			-0.934159			-2.023e-06	6.72246e-05		
KLF17P1			0.372337						
KLF2	0.67541	1.65594	1.09278	-0.177997	0.481995	0.000418084	0.000222081	-0.474891	0.198467
KLF3	-1.14945	-1.637	1.32956	-0.446844	-0.0572321	-0.00349938	0.00097803	0.249802	0.334022
KLF3-AS1	0.351802	1.82334							
KLF4	0.816815	1.28348	1.7356	-0.15742	0.0328939	-1.03157e-05	2.28328e-05	-0.246341	-0.190734
KLF5	-0.513049	-0.316626	-3.69675	0.00442847	-0.0836844	0.00122744	0.000695904	1.28146	2.05582
KLF6	4.74967	1.86141	-1.8633	0.0599657	-0.694083	0.00936121	0.00327452	2.5174	0.806886
KLF7	-0.838513	-1.57299	-0.028073			0.00370248	0.00908167		
KLF8	3.06312	-0.227657	-0.63682	0.0165449	-0.908208	0.00238947	0.00252568	1.30606	-0.355577
KLF9	1.3595	2.37266	6.09378	0.238618	0.854153	-0.000329889	0.00397681	0.866462	1.56009
KLHDC1	0.123473	1.54632	-1.51362			-0.00409401	0.00460845		
KLHDC10	-0.299947	-0.141137	-5.43799			0.00978287	0.0148992		
KLHDC2	1.94685	2.49529	1.86256	0.376358	0.378893	0.00275244	0.00208852	2.21094	2.8721
KLHDC3	4.39621	3.90035	5.28617			0.00550857	0.00755883		
KLHDC4			3.43206			0.00166408	0.00310427		
KLHDC7A			0.339395			5.7203e-07	1.09477e-05		
KLHDC7B			0.146039			8.17704e-07	2.45443e-06		
KLHDC8A	1.07583	-0.888057	0.575867	-0.163491	-0.646186	0.00528684	0.00134497	0.325646	-0.955474
KLHDC8B	3.55117	-0.289639	-0.368931	0.104301	-0.926029	0.000958026	0.00113254	5.08674	0.855723
KLHDC9	6.91137	5.31518	3.46486			0.000361343	0.00106714		
KLHL1	-2.33185	-3.91775	-5.28209	-0.2459	-0.770484	0.0222473	0.0164972	-3.51346	-3.80141
KLHL10			2.52628			0.000122049	0.000234907		
KLHL11	0.336962	1.73374	1.45487	0.0603306	0.684964	0.000468034	0.000638856	-0.11783	0.960039
KLHL12	6.0118	0.610006	4.20345	0.308681	-0.750486	0.00066631	0.00321912	4.00318	1.41212
KLHL13	-2.67001	-3.63895	-4.75778	-0.456026	-0.656749	0.000745376	0.00224814	-4.37519	-5.07035
KLHL14			6.67089			0.00419528	0.00249081		
KLHL15	0.897784	2.70069	1.85804	0.144465	0.559283	0.00117184	0.00128842	2.34035	2.75364
KLHL17	3.13286	3.83377	7.11827	0.20639	0.630395	0.000773106	0.000825677	1.95809	2.49597
KLHL18	5.89711	5.49102	-0.7453			0.00321395	0.00439129		
KLHL2	2.9171	0.52492	1.41743	0.277701	-0.594846	0.000104435	0.0115738	1.87869	0.810167
KLHL20	-0.837392	1.23447	-1.21788	-0.103124	0.682583	-0.00050343	0.00411718	-1.57179	-0.233633
KLHL21	1.04749	2.58267	-2.42569	-0.140392	0.605555	-0.00125247	0.0010319	0.156926	1.10768
KLHL22			-0.175325			0.00804506	0.00771275		
KLHL23			-0.824801			0.0115416	0.0107426		
KLHL24	-1.40699	1.23641	-0.029895	-0.227957	0.726824	-0.00366617	0.00971563	1.61436	2.1402
KLHL25	8.67278	3.2399	4.56517	0.309094	-0.4415	0.00486002	0.00168918	9.43622	6.11668
KLHL26	5.69519	2.53997	4.87725			0.000371269	0.00107082		
KLHL28	0.962237	1.96362	2.1633			0.00171689	0.00640281		
KLHL29	1.06526	0.777533	-0.775047	-0.0449085	-0.0300342	0.0344874	0.0207308	-0.982651	-1.36561
KLHL3	-0.555066	1.05673	-5.16514	-0.0656828	0.399623	0.00328381	0.00877617	0.0731865	0.680889
KLHL30			0.494724			2.14683e-05	5.16118e-05		
KLHL30-AS1			0.495524						
KLHL31			-0.598805			7.48463e-05	6.81405e-05		
KLHL32			-1.75042			-0.0228166	0.0104636		
KLHL33	-3.5595	-1.44067	-1.95955						
KLHL34	-0.766748	0.176409	-2.24606			0.00104755	0.00129547		
KLHL35	4.8371	1.10282	5.23109	0.296408	-0.690354	0.0015125	0.000466023	0.452803	-0.531777
KLHL36	-3.09163	-1.72461	0.224021	-0.041399	0.18533	0.00282653	0.00200322	-0.816143	-0.34285
KLHL38			0.699246			9.91269e-06	5.88185e-06		
KLHL4	1.84152	1.99621	0.728325	-0.0125451	0.293322	-0.00543353	0.00652341	-0.413597	-0.104635
KLHL40						1.12559e-05	2.68031e-06		
KLHL41	-0.804088	-0.427557	-1.93685	-0.0317295	-0.278404	3.20949e-05	0.00011668	0.22824	0.349594
KLHL42	-1.09413	0.255849	0.687441			0.00184386	0.00924444		
KLHL5	-3.41259	-3.99651	-2.21621	-0.347717	-0.330952	-0.000428995	0.00776079	-1.28998	-1.67698
KLHL6			-0.379418			4.10429e-05	0.000317942		
KLHL6-AS1						2.40218e-06	4.94134e-05		
KLHL7			-1.05949			0.00693349	0.00842068		
KLHL8	0.676907	1.474	4.12442	0.282685	0.489252	0.00634688	0.00743598	0.597336	1.06054
KLHL9	1.98419	2.70169	0.170455	-0.0340822	0.555812	0.000774922	0.00220382	1.95682	2.42716
KLK1			1.7603			1.73019e-06	7.63551e-06		
KLK10	3.94204	-0.605256	4.4831	0.0943405	-0.883056	3.4029e-05	0.000109324	0.721518	-1.04956
KLK11			-0.475266			-5.48378e-07	6.57764e-06		
KLK12			-0.0207			3.46693e-06	3.55739e-05		
KLK13			-0.538735			6.24103e-06	1.75411e-05		
KLK14			0.883366			0.000193987	0.000287321		
KLK15			0.341932			2.81352e-05	0.000123626		
KLK2			-2.71337			8.64553e-06	2.58179e-05		
KLK3			-3.08759			4.38692e-06	6.26582e-05		
KLK4			-3.39692			1.82437e-05	2.23378e-05		
KLK5	3.60334	-0.368474	7.85467	0.300286	-0.789026	0.000118015	0.000297331	2.06747	0.0698495
KLK6	-1.27577	-0.296554	-0.161446	-0.512119	0.286484	-0.00657031	-0.00104739	-5.42046	-3.72159
KLK7	0.0392592	-2.02154	3.75303	0.0759551	-0.769719	5.38482e-05	0.000216419	-2.41933	-3.56142
KLK8			1.02407			2.50729e-07	1.4479e-06		
KLK9			0.822165			-0	-0		
KLKB1			-3.16528			-0.0022727	0.000700437		
KLRA1P	-0.152496	1.31529							
KLRB1			2.1641			0.000129725	0.000204554		
KLRC1	-1.5958	-2.44199				1.65526e-05	0.000130607		
KLRC2	-1.33049	-2.26846	-1.38318	-0.224671	-0.601984	-2.33808e-05	2.48621e-05	-1.13092	-1.79061
KLRC3	-0.974387	-1.98955	-0.002955	-0.209651	-0.512192	-0	-0	0.19117	-0.416071
KLRC4			-0.580043			-0	-0		
KLRD1			-3.48374			0.00191259	0.00237448		
KLRF1			0.436094			2.41776e-05	3.08046e-05		
KLRF2						6.09325e-06	3.2263e-05		
KLRG1	0.516382	-1.15391	-1.62846	-0.156922	-0.706272	0.000624682	0.00146903	-0.728374	-1.37383
KLRG2			-2.45667			9.38156e-05	0.000543738		
KLRK1			0.150985			-0	-0		
KMO	6.6566	2.69895	10.3789	0.55714	0.0717462	0.00146563	0.00169863	5.34769	5.33294
KMT2A	-1.19855	0.123812	-6.65008			0.00746899	0.0158326		
KMT2B						0.00049603	0.00188256		
KMT2C			-7.25853			-0.0108551	0.015741		
KMT2D	-0.852695	-1.04348				0.00153238	0.0035598		
KMT2E	0.0208609	1.58157	-0.280524	0.0855194	0.592571	0.00199456	0.0159755	0.311198	1.31925
KMT2E-AS1						0.000160449	0.000415585		
KMT5A	0.131024	0.0199889	-2.58408						
KMT5B	2.4953	3.36336	-1.01928	0.170369	0.531267			4.71118	5.12861
KMT5C			3.72835						
KNCN			2.00152			5.1963e-05	6.90222e-05		
KNDC1	-1.06444	0.953089	-0.903296	0.261112	0.65003	0.00454992	0.00768498	-0.1892	0.498186
KNG1	-0.926129	0.716639	1.46812	-0.0988873	0.770568	5.62649e-05	0.000814179	-1.14788	-0.11283
KNOP1			-1.9311	-0.402462	0.210651	-0.0137636	2.47319e-05	-1.39267	-1.03112
KNSTRN			0.057663			0.000666273	0.000384956		
KNTC1	3.90486	3.10068	0.758782	0.159442	-0.407698	0.000614557	0.00137355	1.70253	1.2837
KPLCE						-0	-0		
KPNA1			2.6305			0.00387602	0.0120586		
KPNA2	3.41223	0.0875574	1.38048			0.000465746	-0.000340248		
KPNA3			-6.53481			0.00582944	0.0129007		
KPNA4	3.20464	-0.135527	0.773988	0.180466	-0.676821	0.000635822	0.00604746	1.92681	0.367139
KPNA5	0.191088	1.87939	1.66484	0.12198	0.527511	0.00319002	0.00788205	0.322725	1.24315
KPNA6			-2.1267			0.00240087	0.00534001		
KPNA7			1.73088						
KPNB1			-2.92243	0.0916487	-0.576276	0.00191924	0.00840393	2.80663	2.06579
KPRP			1.51527			-0	-0		
KPTN	0.24806	-0.926542	-0.891686			0.000285874	0.00111113		
KRAS	5.96634	2.92072	-1.10487	0.293833	-0.488625	0.00439449	0.00538515	2.72972	1.50459
KRBA1	-2.99099	-0.0442977	-2.09546	-0.0878176	0.695615	0.000341276	0.000733392	-1.37875	-0.513251
KRBA2			-0.3319			1.23459e-06	-1.2923e-06		
KRBOX1						-1.38895e-05	-0		
KRBOX1-AS1						1.49143e-06	3.39754e-06		
KRBOX4	2.20855	-0.168128		0.0091547	-0.734735	-0.00141887	0.00348086	1.65837	0.66117
KRCC1			-3.39983			-0.00368961	0.00165424		
KREMEN1	-3.72323	-0.565155	-4.14858	-0.209697	0.760318	-0.000660906	-0	-1.99012	-0.327193
KREMEN2	2.46985	0.0734776	8.17938	0.182687	-0.686282	0.000158905	0.000184668	-0.84413	-1.74606
KRI1	-2.23285	0.795824	-1.36747	-0.126099	0.559412	-0.00093111	0.000776598	-0.87949	0.0743532
KRIT1	0.128569	1.83004	0.522746	-0.0759468	0.696757	0.00024752	0.00770296	0.839833	1.9828
KRR1	0.474419	1.15113	0.14216			0.00149188	0.00412221		
KRT1			-1.23214			1.95672e-05	9.82353e-06		
KRT10	-3.60764	-3.25777	-4.86851			0.000398875	-0.00026924		
KRT12			-1.69839						
KRT13			-0.370184			2.14751e-06	-7.53189e-06		
KRT14	0.25187	-0.796544	-0.865326	-0.0852975	-0.649544	2.36231e-06	-4.30805e-07	0.446965	-0.323806
KRT15			-0.954439			4.8928e-06	9.04318e-05		
KRT16			-2.30141			-3.79375e-07	2.58993e-06		
KRT16P2			-0.607781						
KRT17	-0.0258395	-1.28545	-0.826573	-0.231747	-0.675166	2.88757e-06	0.00105895	0.0941755	-0.699872
KRT18				-0.125185	0.144145	1.12972e-05	6.07891e-06	-1.52131	-1.23086
KRT18P19			-1.32145						
KRT18P26			-0.645107						
KRT18P55	-1.84989	-1.22849	-2.32986						
KRT19	1.90742	0.709459	-3.32349	-0.28696	-0.303454	0.000466494	-0.00102093	3.81722	3.69794
KRT2			-1.31876			-2.85247e-07	1.2195e-06		
KRT20			-1.09624						
KRT222	-0.195265	1.16862	2.38795	0.0429455	0.64882	0.000352051	0.000292981	-0.951465	-0.24032
KRT23			-0.819135						
KRT24			2.82397			9.96984e-06	4.65807e-05		
KRT25			1.81956			2.87606e-06	6.96821e-06		
KRT26			0.146776			7.92946e-06	3.0779e-05		
KRT27			-1.52378			5.47522e-06	2.33002e-05		
KRT28			-3.788			9.0015e-07	9.39722e-06		
KRT3	-4.37346	-1.74218	-1.95281			4.01266e-06	1.77379e-05		
KRT31	2.20688	2.59121	-0.154526	-0.255118	-0.374052			3.01376	2.82616
KRT32			-0.449881			5.47627e-06	9.71424e-06		
KRT33A			0.31055						
KRT33B	0.896546	0.813416	-0.744176	-0.196354	-0.551436			2.72117	1.99583
KRT34			-1.61638						
KRT35			-3.71219			6.98874e-06	5.89614e-06		
KRT36			2.38624			2.48433e-06	-0		
KRT37			-3.8547						
KRT38			-1.2303			-0	-0		
KRT39			-0.439059						
KRT4			0.42407			6.88375e-07	2.03842e-06		
KRT40			-1.52621						
KRT5	3.33294	2.67182	9.15058	0.460167	0.233841	2.38711e-05	0.000104257	0.806701	0.676768
KRT6A			3.38175			1.61506e-06	1.3058e-05		
KRT6B			-0.226606			1.61259e-06	4.00531e-06		
KRT6C			-0.351005			8.59984e-07	3.89933e-08		
KRT7			-0.181918			2.31884e-05	5.53127e-05		
KRT71	-2.35187	-0.996922	-0.184831			-1.37799e-06	-0		
KRT72			-1.59605			3.40936e-06	4.69722e-06		
KRT73			-0.645045			2.55774e-06	1.01556e-05		
KRT74			-2.63138			-1.59843e-06	-0		
KRT75			0.41844			3.9495e-07	-1.06915e-06		
KRT76			2.77899			3.99214e-07	4.67368e-07		
KRT77			-0.6902			4.1625e-06	-2.90099e-07		
KRT78			-1.82723			4.41397e-06	3.29838e-05		
KRT79			-1.55493			3.46831e-06	6.02889e-06		
KRT8	-0.554656	0.977094				3.62475e-05	0.000458579		
KRT80			0.741318			7.06335e-06	2.30247e-05		
KRT81			-2.13678			2.63041e-05	5.25758e-05		
KRT82			-2.05514			-0	1.06248e-06		
KRT83	2.33122	0.39708	4.15761	0.309809	-0.489691	-1.71467e-05	3.53948e-05	1.69278	0.972266
KRT84			-3.63443			3.88698e-07	-0		
KRT85	-1.30566	-2.06138	-1.51585			-0	-0		
KRT86	2.28494	0.133215	2.99616	-0.0127359	-0.646545	0.000117374	0.000196172	1.71248	0.40393
KRT8P41			2.0823						
KRT8P45			3.68362						
KRT8P9			1.03711						
KRT9			-0.18516			1.81677e-07	3.15932e-07		
KRTAP1-1			-1.98572						
KRTAP1-3			-2.49918						
KRTAP1-4			0.378501						
KRTAP1-5			-1.77993						
KRTAP10-1	0.168888	1.38878	-2.54512			-0	-0		
KRTAP10-10	-3.57617	-3.03035	-3.44908	-0.278179	0.407427	-0	-0	-3.3106	-2.7664
KRTAP10-11			-0.878026			-0	0.000208461		
KRTAP10-12			-2.30731			-0	-0		
KRTAP10-2	-2.06556	-0.285184	-1.20413			-0	-0		
KRTAP10-3			-2.98212			-0	-0		
KRTAP10-4			-1.63658			-0	1.02161e-06		
KRTAP10-5	-0.787515	0.51096	-1.93391			-0	-0		
KRTAP10-6			-2.45683			-0	-0		
KRTAP10-7			-3.14554			-0	1.13691e-06		
KRTAP10-8			-2.6008			-0	-0		
KRTAP10-9			-2.48188			-0	-0		
KRTAP11-1			-2.45125			8.15643e-07	1.6345e-06		
KRTAP12-1			-0.27609			-0	-0		
KRTAP12-2			-1.65036			-0	-0		
KRTAP12-3			-1.85109			-0	-0		
KRTAP12-4			-3.23226			-0	-0		
KRTAP13-1			-4.83931			-0	-0		
KRTAP13-2						-0	0.000957646		
KRTAP13-3			-1.23454			-0	-0		
KRTAP13-4			-0.690604			-0	-0		
KRTAP13P2			-4.89578						
KRTAP15-1			-4.17555			-0	-0		
KRTAP17-1	0.825848	-0.531153	-4.44931						
KRTAP19-1			-4.22185			2.11292e-07	-0		
KRTAP19-2	-2.31105	-2.6214	-4.82446			-0	-0		
KRTAP19-3						-0	8.9337e-06		
KRTAP19-4			0.738816			-0	-0		
KRTAP19-5			-2.19192			1.88029e-07	9.73406e-07		
KRTAP19-6			-1.56668			3.76144e-07	-0		
KRTAP19-7			-0.834951			1.26495e-07	7.96e-05		
KRTAP19-8			-2.56518			-0	1.16685e-06		
KRTAP2-1			-1.74942						
KRTAP2-2			-2.94315						
KRTAP2-3			-1.49756						
KRTAP2-4			-1.77507						
KRTAP20-1	1.56822	0.66828	-0.055341			-0	-0		
KRTAP20-2			0.333093			-0	-0		
KRTAP20-3			-1.27795			1.6922e-07	-0		
KRTAP20-4						-0	-0		
KRTAP21-1			-2.35787			-0	1.72027e-06		
KRTAP21-2			-3.30002			6.2795e-07	1.34606e-06		
KRTAP21-3						2.33223e-07	1.08706e-06		
KRTAP22-1			-3.15805			-0	-0		
KRTAP22-2						3.89869e-07	-0		
KRTAP23-1			-3.39193			-0	-0		
KRTAP24-1			-1.19646			-0	-0		
KRTAP25-1			-1.22347			-0	-0		
KRTAP26-1			0.347331			-0	-0		
KRTAP27-1			0.632422			-0	-0		
KRTAP3-1			-1.78266						
KRTAP3-2			-1.99835						
KRTAP3-3			-0.79381						
KRTAP4-1			-3.86873			-0	-0		
KRTAP4-11			-2.13031						
KRTAP4-12			-3.92964						
KRTAP4-2			-2.25163						
KRTAP4-3			-2.6948			1.79932e-07	-0		
KRTAP4-4			-1.5622						
KRTAP4-5			-2.83044						
KRTAP4-6			-1.19069						
KRTAP4-7			-2.03249						
KRTAP4-8			-0.356205						
KRTAP4-9			-0.822796						
KRTAP5-1			-4.2507						
