gene	dCT + CT|DK	dCT alone|DK	NSPN PLS2	AHBA C3	AHBA C1	snRNAseq PC1	snRNAseq PC1 (U01)	dCT + CT|HCP	dCT alone|HCP
CARD19	-0.989234	0.402416	3.23364	-0.19855	0.524882			-2.84867	-2.10312
CARD6			-2.52603			-1.90631e-05	4.73768e-05		
CARD8	-4.76246	-3.53884	-2.17785			-0.00179665	0.000742683		
CARD9	-4.88026	-1.71069	-3.9905	-0.227779	0.637874	8.05751e-05	9.60492e-05	-1.8705	-0.719539
CARF			-3.45456			-0.00283343	0.00375577		
CARHSP1	-1.45912	-2.52362	-2.39488			-0.00108996	-0.00343884		
CARM1			-3.16148			0.00371406	0.00421331		
CARMIL1	1.29572	-0.0284323	-0.897604						
CARMIL2	-0.331171	1.2215	0.045513						
CARMIL3	0.793789	-1.58448	-3.24077	-0.0444538	-0.799124			-1.13346	-1.87833
CARMN			-3.24309						
CARNMT1	0.653139	1.53788	1.3318						
CARNS1	0.180439	0.673514	-0.436617	-0.37091	0.219482	-0.0217406	-0.00328743	-2.56994	-1.9751
CARS	-0.580308	-0.00735779	1.3716						
CARS2			-1.32516			0.00312507	0.00487774		
CARTPT	4.62343	2.19456	4.98414	0.662491	-0.0385076	0.00125875	0.00197667	7.20445	7.01439
CASC1	-0.108368	0.875515	2.04348						
CASC10	1.78364	-0.0658454		0.0224782	-0.456611			3.62162	2.77149
CASC11						6.34434e-05	0.00044406		
CASC15	1.47974	2.45931	3.58967	0.505857	0.123792	0.0186804	0.00781471	1.35046	1.63055
CASC16						6.58766e-05	0.000165341		
CASC17						-0.00144012	-1.03495e-05		
CASC18						0.000219905	0.000636238		
CASC2	-1.75475	-0.422956	-1.62716			0.00165058	0.0042843		
CASC20						2.96342e-05	8.21856e-05		
CASC3			-5.27019			0.00151621	0.00394577		
CASC4	-1.55694	-2.25828	-5.72576						
CASC5			-1.87034						
CASC6						0.000174422	0.000190643		
CASC8						0.000319179	0.0006458		
CASC9						4.61117e-06	0.00028596		
CASD1	0.545594	0.438071	-1.8454			-0.00311754	0.00917018		
CASK	1.93258	-0.70728	-3.7082	0.186565	-0.893821	0.0138694	0.0179392	3.05699	0.496427
CASK-AS1						1.71159e-05	3.25864e-06		
CASKIN1			-3.7565			0.00614054	0.00498043		
CASKIN2	-5.74797	-4.56736	-5.49186			-0.00182032	-2.91382e-05		
CASP1	-1.5642	-2.48922	1.53296	-0.084834	-0.710458	0.000602198	1.68237e-05	-2.02656	-2.33268
CASP10	-0.687501	-0.213942	1.9941			-4.18588e-05	0.000162493		
CASP12			-2.16627						
CASP14			0.233134			1.602e-05	4.84507e-05		
CASP16P	-2.57502	-1.25106							
CASP2	-3.32586	-1.69112	-3.53963			0.000369837	0.000765745		
CASP3	-0.598788	1.35384	-0.468693	-0.019332	0.483473	-0.000489704	0.000572612	2.34588	3.22165
CASP4			-3.26116			-3.61944e-05	3.97443e-05		
CASP5	-1.71955	-3.654	0.342112	-0.0635312	-0.349895	3.96863e-05	3.87189e-05	-2.48478	-3.07776
CASP6	-1.75679	-2.42267	-4.27664	-0.184615	-0.553738	0.00123558	0.000651667	0.255686	-0.0895463
CASP7			-2.86976			-0.0010922	2.99799e-05		
CASP8			-3.3195			0.000185216	0.000679737		
CASP8AP2	1.31656	2.65307	0.102695	0.159164	0.646919			4.19851	4.72551
CASP9			-4.01776			0.000271082	0.00107273		
CASQ1	6.05573	3.17547	9.84101	0.489198	-0.375666	0.000206606	0.000532055	3.87385	2.71994
CASQ2			0.253058			-3.64252e-05	0.000191084		
CASR			2.03447			0.000181926	0.000218029		
CASS4			2.24649			0.000387052	0.000681929		
CAST	0.794667	1.8553	0.909128	-0.15661	0.756219	-0.00373101	0.00488033	0.0166589	0.720639
CASTOR1	-1.13391	-1.97002	-5.50277	-0.227768	-0.635222			1.31915	0.588793
CASTOR2	-1.47293	0.0412343		0.0435635	0.422943			1.78053	2.61589
CASZ1			-2.56976			0.00106745	0.00066435		
CAT			-1.04328			-0.00277911	0.00153407		
CATSPER1			-5.65541			2.64885e-05	0.000116941		
CATSPER2			-3.32939			-0	0.0133723		
CATSPER2P1			-2.71483						
CATSPER3			0.962455			-1.23828e-05	-7.82582e-06		
CATSPER4			-6.31102			4.71341e-05	9.22571e-05		
CATSPERB			0.229821						
CATSPERD						0.000217909	0.00139282		
CATSPERE			-2.93712						
CATSPERG						-0.00149049	0.00201053		
CAV1			-1.63084			0.00121642	0.000379901		
CAV2	-0.134636	0.10368	-1.0483	-0.107222	-0.34759	0.00183159	0.00269926	0.600469	0.821292
CAV3			-2.84321			0.0011055	0.00211182		
CAVIN1	-0.805258	0.0419306	-1.56502	-0.451424	0.333702			-3.57629	-2.48971
CAVIN2	0.360021	1.01629	-1.386						
CAVIN3	-3.21662	-4.76386	-3.48724	-0.01574	-0.234374			-2.95572	-3.3318
CAVIN4	1.39675	2.28578	3.7182						
CBFA2T2	0.0339303	0.905122	-2.18824			0.00104858	0.0146581		
CBFA2T3	4.73262	1.52349	-0.847171	0.203691	-0.542984	0.00168398	0.000917992	3.34683	1.94384
CBFB	-3.88277	-3.77198	-3.92948	-0.446681	-0.664834	-0.00643762	0.00201935	-1.83561	-2.37144
CBL			-0.319692			0.00436412	0.00716832		
CBLB	-0.358533	1.20362	-1.73937			0.00369837	0.00706361		
CBLC			-3.11877			9.62787e-05	0.000348604		
CBLL1	2.27992	1.0443	0.635949			0.000584197	0.0018829		
CBLN1	6.6337	2.91139	4.83884	0.242849	-0.706182	0.000691508	0.000520788	3.28687	1.82278
CBLN2	4.4723	3.63536	7.45242	0.202477	-0.0698148	0.0258319	0.016807	3.30629	3.26734
CBLN3			2.67824			9.20085e-06	8.54453e-06		
CBLN4	2.74173	2.33403	4.68503	0.587487	0.303147	0.00220667	0.0036796	3.36673	4.17632
CBR1			-1.4672			-0.00909543	-0.000727626		
CBR3	-0.383098	-1.41917	-3.67975			-0.000388099	0.00110162		
CBR4			-2.84181			-0.0003266	0.00847987		
CBS			1.09608			-0.00136207	9.43522e-06		
CBWD1	-2.64867	0.268701	-6.0019	-0.221685	0.367671			0.762101	1.75478
CBWD5	0.3466	1.46874	-4.88519	-0.150319	0.236407			-0.160562	0.629307
CBWD6			-1.04508						
CBX1	0.990003	-0.333651	-7.0587			0.00332907	5.14459e-06		
CBX2	-0.0209437	0.181891	3.4576			7.85678e-05	-0.000109371		
CBX3			-1.01135			0.00587235	-0.000889663		
CBX3P2			-4.40264						
CBX4			5.28431			0.000219159	0.00109531		
CBX5	-1.16634	0.0840486	-2.47473	-0.0800849	0.341239	0.00294773	0.00238298	1.24763	1.98181
CBX6	-0.124895	-1.16219	-2.84862			0.00580993	0.00792741		
CBX7	0.707391	2.55265	-3.29037	0.27859	0.61412	-0.00188526	0.00278567	1.59979	2.526
CBX8	0.926776	-0.0546052	5.08276			0.000129828	7.97284e-05		
CBY1			-1.79811			0.00182035	0.00241165		
CBY3			-1.58462						
CC2D1A	0.354984	0.413645	-0.116174						
CC2D1B			-2.76756			0.000252236	0.00104305		
CC2D2A	0.60808	-0.0974755	-2.83831	-0.189763	-0.409549	0.00133758	0.00395693	0.927393	0.796305
CC2D2B	-2.4382	-3.08206	-1.82402	-0.277946	-0.585965	-9.17103e-07	-0	-0.275215	-0.908172
CCAR1	-3.05446	-2.23402	-5.07257			0.00072319	0.00779362		
CCAR2			3.47824			0.000696648	0.00183541		
CCBE1	0.248065	-1.91247	-2.80849	-0.215712	-0.824107	0.0253814	0.0125881	-2.87075	-3.41314
CCBP2			-3.02601						
CCDC102A	-3.56021	-4.41255	-2.45645			-4.6301e-05	3.0699e-05		
CCDC102B	2.72917	1.5078	0.977702	0.0323522	-0.209837	-0.000140805	0.0054252	0.823805	0.500868
CCDC103	1.43429	-1.27559	-2.23697	0.0762586	-0.604944	1.33653e-05	-2.902e-06	-0.0205494	-0.790298
CCDC105			0.782956						
CCDC106			-1.05597			0.00115926	0.00188438		
CCDC107	-0.189625	0.110177	0.338374			0.00137714	0.00164701		
CCDC110	3.41073	2.31519	9.13504	0.326581	-0.283321	0.000346942	0.000678406	2.4368	1.93635
CCDC112	0.238532	-1.21994	-2.61428	-0.0731638	-0.755226	0.00411461	0.00262983	0.0189609	-0.965471
CCDC113			-1.28567						
CCDC114			-2.93084						
CCDC115	1.12585	2.77759	-0.943235	0.0684653	0.686003	0.000619063	0.000175089	1.40656	2.05699
CCDC116			1.44967			-1.25417e-05	1.02277e-05		
CCDC117			1.11872			0.000589831	0.000352382		
CCDC12	2.82017	3.80513	4.87494	0.371891	0.121158	0.00157543	0.00299854	2.62946	2.92753
CCDC120	0.149424	0.431769	-5.6301	-0.0177299	-0.242335			2.86172	3.08066
CCDC121			0.824461	-0.348825	0.329412	-0.000113596	-4.46021e-05	-0.19498	0.247093
CCDC122	-0.743065	0.732224	-0.372485	-0.245214	0.450821	-0.00296881	0.00257708	-2.71318	-1.76937
CCDC124	2.79776	0.7919	5.02271			0.00198924	0.00225371		
CCDC125	-2.0378	-0.544418	-1.47008						
CCDC126	1.39943	2.32968	0.124563	0.0367793	0.613283	0.000873837	0.00250055	-0.519775	0.491473
CCDC127	-0.0132535	-0.971795	-0.818378			0.000208007	0.000781911		
CCDC129			-0.846583						
CCDC13			2.86996			8.74075e-05	0.000851948		
CCDC13-AS1						-0.000270029	0.000168446		
CCDC130	0.349401	1.66266	-1.54067	-0.147864	0.604414			1.12755	1.89979
CCDC134	-3.75717	-1.35597	-1.5701			0.00041076	0.000886197		
CCDC135			-0.220973						
CCDC136	-3.26045	-0.160539	-0.16422	-0.154544	0.707805	0.00934038	0.0063369	-1.13366	0.262732
CCDC137			-1.16083			0.000661486	0.000946682		
CCDC138	-1.97119	0.494204	-2.4972	-0.0802905	0.524242	0.00497143	0.00816276	-0.721376	0.0384841
CCDC14	1.32371	2.19633	-0.44743	0.128558	-0.0349036	0.00524237	0.0108481	2.6204	2.98948
CCDC140			1.6721			4.02679e-07	7.45085e-07		
CCDC141			0.065383			5.52958e-05	0.000726378		
CCDC142	-1.61839	-0.102796	-2.69316			0.000520444	0.000784068		
CCDC144A			-4.60242			1.21899e-05	1.24693e-06		
CCDC144B	-0.233516	1.19325		0.129276	0.460254			1.63986	2.40334
CCDC144CP	-1.17751	0.797241							
CCDC144NL	-2.10404	-0.298315	-2.16565			0.00147279	0.00214644		
CCDC146	-5.06796	-0.629995	-3.54107	-0.239272	0.598881	0.00563356	0.00593303	-1.10644	-0.261701
CCDC148	0.210347	-1.09779	-3.71283	-0.00888623	-0.796872	0.0102141	0.00756864	1.60531	0.49092
CCDC148-AS1						0.000860531	0.000889398		
CCDC149	1.77171	1.13759	-1.00954			0.00202862	0.00458535		
CCDC15			-0.787795			-0.000602049	5.35453e-05		
CCDC150			2.79352			-0.000958688	0.000692309		
CCDC151	-1.44256	-0.238485	0.355154	0.0152045	0.369262			0.00337304	0.506111
CCDC152	-3.16145	-2.90441	-1.99748	-0.0177274	0.253446	-0.000134675	0.000261445	-2.44933	-2.08886
CCDC153	0.160384	-1.19771	0.165222	-0.197582	-0.710345			-1.19596	-1.73065
CCDC154	0.625298	1.94353	0.70439			0.000117876	0.000642673		
CCDC155			2.01227						
CCDC157			-2.00551			0.00136375	0.00153615		
CCDC158	2.35629	0.890085	3.73349	0.178575	-0.305058	0.00297343	0.00212595	5.2199	4.26598
CCDC159	-2.52216	-3.59371				-0.00210414	0.000780124		
CCDC160	-0.907007	-0.847167		-0.535874	0.0142379	-0.000668525	-2.71863e-05	-2.00688	-2.07768
CCDC166			-1.03966						
CCDC167	1.12998	-1.17471	2.13679	-0.136343	-0.714063	0.000886864	-0.00207617	0.103555	-0.817556
CCDC168			0.51389			4.3812e-05	0.000314181		
CCDC169						-0	-0		
CCDC17			1.78938			-0.000138922	-3.28543e-05		
CCDC170			-2.94079			0.00103894	0.00158928		
CCDC171	-1.79159	-2.26848	-8.14144	-0.106347	-0.407446	0.0117673	0.0171066	-0.137806	-0.283412
CCDC172						7.10002e-05	0.00021209		
CCDC173	-1.70527	-2.03293		-0.378633	-0.142591			0.199236	0.168873
CCDC174	3.67723	5.29	-1.24884			1.14551e-05	0.00163747		
CCDC175						0.00132612	0.00144233		
CCDC177	0.499581	2.16585	-2.10023	0.255485	0.754578	2.76763e-05	0.00017032	3.34721	4.15476
CCDC178						0.00214409	0.00301051		
CCDC179						2.74289e-06	6.60376e-05		
CCDC18	-1.46291	-2.50809	-2.78636			0.000960087	0.00226109		
CCDC180						0.00360011	0.000255221		
CCDC181	-1.69225	0.573502	-3.15002	0.014331	0.44296	0.00143405	0.00195594	1.34728	2.16589
CCDC182						-0	-0		
CCDC183						0.000402219	-0		
CCDC183-AS1						2.86585e-05	5.8797e-05		
CCDC184	1.46666	2.45021	7.63131	0.223276	0.682488			1.88409	2.38534
CCDC185			0.065904						
CCDC186	0.480117	1.62611	1.28917	0.188368	0.714571			0.0301895	0.985153
CCDC189	1.11506	-1.35805		0.0291893	-0.80828			-2.41349	-2.60405
CCDC19			-7.42523						
CCDC191	-1.96753	-2.43199	-7.34216	-0.337749	-0.452024			-0.679474	-0.886271
CCDC22	-0.954135	0.162456	3.89311			0.000305729	0.000655837		
CCDC24	2.52071	0.100764	0.562091	0.270528	-0.707792	0.00430038	0.00498015	4.15239	1.8644
CCDC25	-0.77651	0.374312	2.39814	0.102511	0.647018	0.00114763	0.00338318	-1.48768	-0.929287
CCDC26						8.781e-05	0.000830871		
CCDC27			2.08901			7.41307e-06	5.89029e-05		
CCDC28A	0.78141	-1.17891	-4.52544	-0.155578	-0.767291	0.00227567	0.00344677	-0.161412	-0.948616
CCDC28B			-1.25991			0.00103947	-0.00249279		
CCDC3	7.22179	3.11706	2.38903	0.412239	-0.651073	0.015858	0.0133651	5.519	3.34918
CCDC30			1.62324			0.00968785	0.0129562		
CCDC32	1.49602	-0.376886	-2.53887						
CCDC33			-2.18639						
CCDC34			-2.05744			0.00268978	0.00284974		
CCDC36			0.760202						
CCDC37			-1.87919						
CCDC38			2.37947			0.000349951	0.00058648		
CCDC39	0.0879541	1.4185	1.68393	-0.0636299	0.888514			-1.69831	-0.362355
CCDC39-AS1						3.0644e-05	5.38087e-05		
CCDC40			-6.09155						
CCDC42			1.8173			2.129e-05	0.000227336		
CCDC43			-2.07396			0.00077843	0.00136332		
CCDC47	0.770004	1.76103	-0.920325	0.0868855	0.559577	0.000947321	0.00230058	0.3658	0.898141
CCDC50	-3.46995	-3.02262	-4.79119			0.00197301	0.00227657		
CCDC51	1.03835	1.66483	3.89222			0.000251465	9.25686e-05		
CCDC54			0.728539			3.55998e-06	7.44493e-06		
CCDC57	1.16262	2.16283	-2.92245	0.151102	0.587781	0.0149021	0.0126321	1.78967	2.54297
CCDC58	-3.71352	0.510763	-2.70161	-0.162187	0.812051			-1.8533	0.142938
CCDC59	-0.942283	-0.634724	-3.30134	0.0832695	0.0855767	0.00109881	0.00370284	-0.736338	-0.516193
CCDC6	0.416994	-1.73053	-1.41341	0.184624	-0.666228	0.00592324	0.00858543	-1.52075	-2.32007
CCDC60			0.146881			0.000219705	0.0011139		
CCDC61			-4.65405			0.00147274	0.000722191		
CCDC62			0.487751			0.00273558	0.00332111		
CCDC63			0.628847			4.81764e-05	0.000253441		
CCDC65	-1.5798	-0.494298	-3.20731	-0.0196427	0.181179	0.00621062	0.0135749	0.713525	1.26425
CCDC66	-0.240108	1.05253	-4.83613			0.00473116	0.0118796		
CCDC67			-3.82775						
CCDC68	6.32769	2.50755	7.2282	0.419607	-0.582264	0.000741559	0.00121626	4.85248	2.63511
CCDC69			-2.24626			0.000135402	0.000729817		
CCDC7	-1.77734	-1.28793	-1.57145			-0.00132642	0.00360202		
CCDC70			-4.86508			9.96231e-07	2.6457e-06		
CCDC71			-0.082825			0.000181939	0.00010771		
CCDC71L	0.2697	-0.321076	-3.61794	0.0392532	-0.705176	0.00178127	-0	4.44831	2.58852
CCDC73			-1.29303			0.000583584	0.00246002		
CCDC74A			-5.5223			0.000665615	0.000789904		
CCDC74B	-3.52354	-4.27739	-5.01036						
CCDC77	-4.8604	-5.55924	-5.23545	-0.525529	-0.376649	0.000469723	0.00190869	-4.10508	-4.79404
CCDC78	0.108594	1.54541	-0.128209	-0.140019	0.606837	3.10501e-05	0.000199787	0.609556	1.27079
CCDC79			-0.666097						
CCDC8	-1.16442	-2.11789	-4.75296	-0.274788	-0.653707	-0.000244832	-6.72257e-05	0.335746	-0.285538
CCDC80	0.136774	0.39772	0.981702	-0.36089	-0.0337584	-0.0023645	-0.000390483	0.456228	0.566269
CCDC81			-1.40265			0.000204782	0.000665162		
CCDC82	0.124015	1.54084	-0.6093	-0.157576	0.404992	-0.000115409	0.00722334	0.836733	1.45212
CCDC83			2.50949			0.000157746	0.000405389		
CCDC84	0.0440379	1.54201	-4.52455	-0.0618825	0.389411			2.2438	3.07009
CCDC85A	5.1794	2.64017	8.62067	0.497878	-0.40791	0.0328997	0.000114467	3.43481	2.39594
CCDC85B	3.37533	1.10232	2.77702			0.00952573	0.012377		
CCDC85C	-2.03625	-3.0621	-6.08063	-0.0985873	-0.858995	0.00121039	0.00121085	1.03731	-0.0989538
CCDC86	0.671547	-0.389643	-0.196156			0.000113102	0.000202972		
CCDC87			-0.543513			1.48091e-05	1.95986e-05		
CCDC88A	-5.28683	-2.47809	-4.06011			-0.00321457	0.0254251		
CCDC88B	-2.69073	-1.4398	-2.38076	-0.0673728	0.390217	0.000255017	0.000560827	-2.04098	-1.4871
CCDC88C	0.239262	-1.32368	-1.30151			0.00119165	0.00240847		
CCDC89			0.248778			1.80375e-05	1.48665e-05		
CCDC9	3.60592	3.5404	5.34926			0.000108579	0.000339128		
CCDC90B	-2.12851	-2.54024	-6.01536	-0.290195	-0.865731	0.0017555	-0.000199449	-3.89168	-3.37887
CCDC91	-4.05693	-3.65663	-0.800057	-0.108323	0.516191	0.000646644	0.0156691	-3.11718	-2.31235
CCDC92	-0.385563	0.00965141	-2.7952	-0.0786794	0.131397			-2.44483	-2.64043
CCDC93	-0.427123	0.904141	-0.691928			0.00291497	0.00596491		
CCDC94			3.69381						
CCDC96	-0.304597	1.70602	-3.42331	-0.0796177	0.460681			-0.261782	0.369141
CCDC97	-1.29011	-1.05398	-5.95471			0.000236047	0.000594897		
CCDC9B			-1.89674						
CCEPR	0.422528	-0.553707		-0.0256085	-0.530219			1.5874	1.22693
CCER1						3.49268e-06	1.11931e-05		
CCER2	1.25883	2.35551		0.0512491	0.659515			1.88572	2.41514
CCHCR1	2.14011	1.84179	-3.00271						
CCIN	-1.59722	-2.69006	-6.63316	-0.0291947	-0.536334	1.68751e-05	6.86331e-06	0.323394	-0.179506
CCK	8.73405	3.66312	9.94577	0.641134	-0.345232	0.0107211	0.0227568	6.59598	4.93008
CCKAR			-3.67398			1.14982e-05	1.8314e-05		
CCKBR	6.76172	2.2262	5.0891	0.492712	-0.625087	0.00229194	0.00277389	5.33086	2.78352
CCL1			0.501778			9.43119e-06	6.82337e-06		
CCL11			-0.393856			-0	7.38508e-07		
CCL13			-1.76732			1.22519e-07	-0		
CCL14			-3.02826						
CCL15			-4.23756						
CCL16			-0.361142						
CCL17			-0.264755			2.74472e-05	0.00016858		
CCL18			-2.27295						
CCL19	-3.61584	-4.92742	-2.10918	-0.355125	-0.309936	2.18321e-06	-6.69716e-06	-2.51213	-2.81843
CCL2	-4.87776	-4.10835	-3.33637	-0.556148	-0.308477	4.04948e-05	-0.000181243	-4.51141	-5.29023
CCL20			-0.667461			8.78917e-07	2.51023e-06		
CCL21			-1.685			5.24542e-07	5.47113e-07		
CCL22			-0.456966			8.70085e-06	4.5606e-05		
CCL23			-2.28846						
CCL24			-1.89027			1.24713e-05	5.64912e-05		
CCL25			-1.04215			8.42304e-05	0.000260264		
CCL26			0.094104			1.66243e-05	0.000120547		
CCL27	-0.70303	1.38433	6.17431	0.0109544	0.796555	8.84386e-05	-1.08329e-06	1.37838	2.02788
CCL28	0.456981	-1.03874	2.41428	0.30908	-0.718034	0.000200377	0.00065958	0.669841	-0.227428
CCL3			0.475357						
CCL3L1			-0.695534						
CCL4			1.29109						
CCL5			1.29134						
CCL7			-1.0266			1.83827e-06	1.12277e-06		
CCL8			-0.12199			7.01394e-07	-1.55804e-06		
CCM2	0.913048	1.58088	2.61211	0.00879734	0.476237	-0.00011994	0.00576152	-1.07388	-0.844354
CCM2L			-1.38995			0.00108911	0.000952833		
CCNA1	1.54766	0.11946	-0.23683	0.0449171	-0.773458	0.000673522	0.000744069	-0.124276	-0.91221
CCNA2	-1.21613	0.319283	-0.803799			0.000192661	0.000337765		
CCNB1	0.337911	0.82107	2.04639	0.107692	0.412232	0.000285761	-3.77208e-05	-2.52582	-2.46361
CCNB1IP1	-0.184417	1.72587	0.930703	0.0301211	0.834365			-1.40148	0.090204
CCNB2			0.343237			0.000111711	0.000214932		
CCNB3	1.27707	0.0858143	0.460877			-0.000475724	0.000321304		
CCNC			-0.714823			0.00280334	0.00597281		
CCND1	-0.424195	-0.224819	-0.077013	-0.346081	0.164394	-0.000307856	0.00021305	-1.53143	-1.28033
CCND2			-2.14377			0.00943974	0.00732642		
CCND2-AS1	0.408381	1.45638		-0.0359892	0.338159			0.336698	1.16397
CCND3	1.59988	0.263868	-2.67071			0.000998487	0.00476955		
CCNDBP1	2.12807	2.0977	3.79787			0.000197295	0.00223399		
CCNE1	1.30251	2.13132	3.76106	0.0721159	0.658478	0.000255198	0.000509442	-0.363851	0.220548
CCNE2	-1.20509	-0.0393635	1.93228	-0.437559	0.39009	-0.00133545	3.7206e-05	-2.54025	-1.56134
CCNF			2.89262			0.00250703	0.00204109		
CCNG1			0.192425			0.000293443	0.000633009		
CCNG2	0.865391	1.84358	1.99518	0.380001	0.174193	0.0036352	0.00289814	2.04438	2.83331
CCNH	0.236738	-1.71226	-2.70476	-0.0860389	-0.761519	0.00320822	0.00445205	-1.77453	-2.40505
CCNI	1.8206	3.01881	4.26541	0.209429	0.855474	0.0109244	0.00592323	2.80225	2.68326
CCNI2	-0.89672	1.03559	-3.61491			-4.35346e-05	0.000161585		
CCNJ	0.198775	1.6462	-2.4301			0.000689024	0.00063561		
CCNJL			0.568839			0.00196261	0.00263516		
CCNK			-5.15698			0.000653874	0.00257532		
CCNL1	-3.08295	-1.05189	-3.12908	-0.255216	0.392068	-0.00199373	0.00306691	-0.958339	-0.157551
CCNL2	3.78405	2.42792	-0.042589	0.401008	-0.39297	-1.89608e-05	0.00414068	0.289453	-0.570012
CCNO	0.151094	2.0417	0.579084	0.230199	0.733102	0.000131937	0.00026149	1.06962	2.30915
CCNQ	1.9872	-0.404692	0.937804	0.0832193	-0.525919			-0.0498918	-0.941454
CCNT1	-0.585177	1.08817	0.304629	-0.0550337	0.608734	0.000242633	0.00245259	-1.00084	-0.184836
CCNT2	2.34669	2.99288	-3.42054			0.0037197	0.00955259		
CCNT2-AS1						0.00696947	0.0065254		
CCNY	0.818652	-1.09422	-0.180029	-0.0354575	-0.639817	-0.00660241	0.0171668	-2.02011	-2.70827
CCNYL1	7.2737	2.93917	4.17098	0.37014	-0.412631	0.00635589	0.00674521	6.69553	5.11866
CCP110						-0.0104648	0.0031316		
CCPG1			-3.8413			0.011862	0.0024153		
CCR1	-1.76144	-2.37286	0.126251	-0.12012	-0.695374	-5.27861e-06	-7.20342e-06	-1.92672	-2.24895
CCR10	-0.20432	1.62639	-0.266566	0.066138	0.667013	0.000590324	0.000849308	-0.902365	0.0449407
CCR2			-2.84988			5.05779e-06	-3.29678e-06		
CCR3			3.73108			6.60982e-05	0.000223922		
CCR4			-3.8489			6.52698e-06	2.84409e-05		
CCR5	-0.210218	-1.43215	-2.63387	-0.107358	-0.521031	2.90373e-06	-2.82887e-07	-0.363126	-1.08215
CCR6			-5.1948			0.000205218	4.60425e-07		
CCR7			-2.47546			8.80266e-06	3.29514e-06		
CCR8			1.33435			3.54956e-07	5.48818e-06		
CCR9			-1.38052			2.08378e-05	0.000111715		
CCRL1			-0.908181						
CCRL2			-0.877438			4.60339e-06	8.35941e-06		
CCRN4L			0.45694						
CCS	1.61368	-0.474969	0.67896			0.000856041	0.00330793		
CCSAP	1.45385	2.37346	-0.577318			0.00767002	0.00744149		
CCSER1	3.98139	3.91286	5.20687	0.199353	0.691367	0.0683462	0.0587422	5.9386	6.58131
CCSER2	0.417106	-0.890232	1.20453	-0.0616296	-0.531229	0.000118758	0.0163115	1.43106	0.424935
CCT2	2.01821	0.611986	-0.679125			0.00283904	-0.000201938		
CCT3			-0.034806			0.00186334	0.00239321		
CCT4			0.676639			0.00238976	0.00124115		
CCT5	2.35606	-0.592699	-0.925545	-0.0166705	-0.78795	0.00209891	0.00040999	-0.27308	-1.39855
CCT6A	-3.41884	-0.527419	-0.801416			0.00133165	0.000565467		
CCT6B	-0.263231	-1.6694	-1.78139	-0.31861	-0.308121	-0.000770426	0.000776586	-3.2697	-3.94341
CCT6P1			-2.6245						
CCT7	2.24366	0.712782	2.93815			0.000679425	-0.000222959		
CCT8			-1.82363						
CCT8L2			-2.40612			-9.81305e-07	1.43161e-06		
CCT8P1			-1.2676						
CCZ1	-5.57772	-3.4871	-8.64083	-0.179969	0.204438	0.000871093	0.00338837	-2.23179	-1.94617
CCZ1B	-8.23961	-5.68917	-7.56585			0.000934952	0.00380109		
CCZ1P-OR7E38P	-3.38642	-3.74446		-0.414463	-0.483421			-5.0238	-5.529
CD101						-3.18227e-06	0.000393733		
CD109			-4.92417			-2.0355e-06	0.000843744		
CD14	-2.4294	-3.03197	-0.731784	-0.0950468	-0.126376	2.86981e-05	0.000115112	-2.31725	-2.4927
CD151	0.0963126	-1.5008	-3.42435	-0.20948	-0.589097	0.00184606	0.00177117	-0.998432	-1.6959
CD160			-0.719686			8.40752e-05	0.000102209		
CD163	-0.756177	-1.87523	-1.38914	-0.223989	-0.614988	5.37733e-05	6.28444e-05	-2.31012	-2.77481
CD163L1	-0.04191	0.77805	-2.06009	-0.0897716	0.440269	0.00263027	0.00122483	-2.55325	-1.91286
CD164	0.651178	0.0469675	1.3137	-0.23528	-0.0760432	-0.00273213	0.0019357	0.430757	0.225969
