GENE	thinning_Z_ds0	thinning_Z_ds25	thinning_Z_ds50	AHBA_C3
56126	4.3855	4.3984	4.3853	0.245438
116138	4.3878	4.3962	NA	NA
10313	4.6487	4.3943	4.0575	NA
151473	4.4695	4.3907	NA	NA
59277	4.3929	4.3895	4.4675	0.460404
63894	4.4424	4.3823	NA	NA
9412	3.9806	4.3819	4.8164	0.163371
339453	4.5324	4.3809	NA	NA
389941	4.6508	4.3807	4.0049	0.140348
54823	4.4513	4.3778	NA	NA
59350	4.5022	4.3703	4.1712	0.16862
100507588	4.5821	4.3638	4.1546	0.647263
134430	4.4787	4.3633	4.2954	NA
56130	4.2857	4.3629	4.454	0.214918
57559	4.3342	4.3586	4.3255	0.578095
79698	3.6485	4.3581	5.1405	0.235728
23768	4.3451	4.3569	4.252	0.394948
25827	4.4255	4.3536	4.3165	0.323376
148022	4.0974	4.3525	4.6641	0.158769
572	4.4655	4.3519	4.2212	0.2874
2280	4.7271	4.3468	3.8553	0.268434
377	4.5532	4.3433	4.2046	0.396547
83638	4.2321	4.3404	4.4508	NA
256281	4.5857	4.3389	4.0229	0.144865
54707	4.4059	4.3321	4.2382	0.475673
23362	4.425	4.3294	4.3035	0.231467
10947	4.5657	4.3281	4.0021	0.441118
8715	4.4021	4.3266	4.3253	0.379087
9701	4.2725	4.3244	NA	NA
79642	4.5337	4.3229	4.2219	0.380182
51560	4.5876	4.3226	3.9826	NA
160418	4.5157	4.3213	4.1195	NA
4062	4.3332	4.3124	4.4148	0.251323
27289	4.2934	4.3072	4.2462	NA
151194	4.3023	4.3069	4.395	0.259816
10787	4.5341	4.3053	3.993	NA
23542	4.6459	4.2995	NA	NA
7988	4.248	4.2906	NA	NA
57495	4.3734	4.2889	4.1844	0.492736
6860	4.4452	4.284	4.0324	0.251449
8987	4.435	4.2838	4.0876	0.230508
81562	4.4029	4.2831	4.2566	0.116716
51390	4.3366	4.2827	4.2321	-0.0397723
90594	4.5065	4.2727	NA	NA
9937	3.9672	4.2722	4.6324	0.294219
3777	4.3813	4.2692	4.0834	0.358645
1759	4.3927	4.2688	4.1123	NA
7704	4.0762	4.2656	4.4656	0.241683
26032	4.2485	4.2604	4.3143	0.402023
81577	4.2824	4.258	4.1961	0.582089
168391	4.3914	4.256	4.0333	0.486991
731220	3.8002	4.2551	4.7358	0.326053
26984	4.5177	4.2529	NA	0.255509
80020	4.3082	4.2459	4.3021	0.507813
10423	4.4078	4.2441	4.0044	0.452609
401720	4.3878	4.2437	4.1786	0.26028
7280	4.5425	4.2429	3.826	0.146032
1844	4.4093	4.2423	4.0153	0.50381
80816	4.4141	4.2336	4.0872	0.206609
90025	4.6006	4.2304	3.8192	0.346056
3745	3.5851	4.2301	5.0679	0.349776
64881	4.4184	4.2299	3.9427	0.156829
5950	4.204	4.2291	4.4617	0.155881
10368	4.5341	4.2277	3.9173	0.368947
10528	4.396	4.2258	NA	0.247473
1789	4.2744	4.2242	NA	NA
51105	4.4547	4.2224	3.9811	0.432285
7070	4.4557	4.2219	3.9625	0.473942
51559	4.4547	4.2184	3.8566	0.242245
26960	4.3393	4.2165	NA	NA
81608	4.3284	4.2153	4.2226	0.0815666
9168	4.64	4.2133	3.6301	0.290053
23080	4.396	4.2083	4.0417	0.343821
55182	4.0771	4.2056	4.3735	0.162531
11215	4.3953	4.2003	NA	NA
55319	3.9876	4.2002	4.3978	0.151943
441027	4.4168	4.1992	3.9987	0.306415
53346	4.2686	4.1968	4.1471	0.259073
84134	4.1508	4.1955	NA	NA
54512	4.4301	4.1945	NA	NA
8120	4.3472	4.1925	4.0159	0.407752
222236	4.1198	4.1908	4.2506	0.382208
7262	4.2308	4.1864	4.1157	0.550687
10678	4.4378	4.1848	3.8251	0.254254
79022	4.2347	4.1819	4.2683	0.128694
84280	4.3752	4.1807	3.8968	NA
8935	4.6966	4.1796	3.5707	0.275709
4061	4.385	4.1776	3.8992	0.595136
23317	4.3565	4.1771	NA	NA
51282	4.3214	4.1757	NA	NA
65989	4.3663	4.1723	3.8805	0.471459
3674	4.0172	4.1703	4.2877	0.442843
92344	4.2578	4.1697	NA	NA
90956	4.404	4.1644	3.8981	NA
122830	4.7463	4.1618	3.4975	0.270505
3156	4.2475	4.1576	4.0788	0.362288
644096	4.1784	4.1546	NA	NA
5914	4.0034	4.1519	4.3825	NA
5164	4.5992	4.1495	3.6244	0.20718
56127	4.1842	4.1472	4.1584	0.161588
10858	4.3813	4.143	3.8396	0.293262
57017	4.3872	4.1409	NA	NA
5172	4.3069	4.1403	3.9064	0.139117
64897	4.169	4.1394	NA	NA
9145	4.2609	4.1349	NA	NA
955	4.3379	4.134	3.9326	0.520382
79891	4.0898	4.1335	4.184	0.268192
10436	4.6364	4.1332	3.3771	0.00726643
2134	4.1313	4.1257	4.1481	0.494681
376940	3.8504	4.1234	4.2801	0.227885
3157	4.4495	4.1228	3.724	0.320253
347736	4.1834	4.1209	4.0971	NA
22885	4.2075	4.1204	4.056	0.0610266
3208	4.2199	4.1162	4.1178	0.302662
151963	4.1744	4.1158	4.0448	0.512768
126003	4.3594	4.1152	3.8457	0.379326
83743	4.1367	4.1152	4.1399	NA
163732	4.1448	4.1129	4.0879	0.639556
7432	4.2475	4.1099	4.0063	0.354972
124402	4.1871	4.109	4.0377	NA
7126	4.0314	4.1075	4.2551	0.362741
400451	4.2944	4.1031	3.8872	0.321909
5746	4.0652	4.1027	4.1522	0.560774
55845	4.4538	4.1021	3.6546	0.326721
5991	4.2391	4.1013	4.0413	0.365521
57504	4.2133	4.1003	4.1132	0.212784
70	4.257	4.0983	3.8538	0.113429
60626	4.1288	4.0982	4.2149	0.14371
49854	3.8069	4.0982	4.1815	0.322583
4625	4.2034	4.0926	4.0128	0.237083
56171	4.2627	4.0915	3.907	0.132841
254122	4.3229	4.0914	NA	NA
10137	4.0978	4.0866	NA	NA
6829	4.2087	4.0838	NA	NA
55844	3.928	4.0836	4.0603	0.296517
5372	4.57	4.0836	3.4805	0.240606
155054	4.1261	4.0806	NA	NA
6545	4.224	4.0804	3.9743	0.103596
144423	4.2017	4.0796	NA	NA
5600	4.3426	4.0727	3.794	0.485715
22930	4.3091	4.0719	3.8119	0.174503
9397	4.1046	4.0717	NA	NA
121793	4.0606	4.0687	4.094	0.488768
25797	3.95	4.0627	4.1876	0.494821
10466	4.3262	4.0611	3.7592	0.0072058
152006	4.2877	4.0611	NA	NA
9581	3.9914	4.0606	4.0986	NA
9474	4.1301	4.0602	3.9815	NA
92241	4.2274	4.0562	3.9796	0.691795
8467	3.6134	4.0527	4.6258	0.343645
1272	4.1901	4.0522	3.9215	0.228872
9175	3.4471	4.0521	4.5537	0.250625
5155	4.2537	4.05	3.9211	0.185772
118812	4.2418	4.0496	3.9232	0.273953
54472	4.4008	4.0483	3.6081	0.35051
79077	4.3453	4.044	3.6563	0.294267
10873	4.3929	4.0425	3.6388	0.209651
11151	4.2367	4.0391	3.8179	0.388002
284427	4.0973	4.039	4	0.208341
10776	4.2144	4.038	3.8215	0.403586
327	4.2455	4.0374	3.7781	0.363193
9645	3.9161	4.0371	4.1355	0.54134
2009	4.1068	4.0317	NA	-0.0701133
2937	4.226	4.031	3.832	0.232258
136227	4.0827	4.0297	NA	NA
55784	4.0942	4.0254	3.9741	-0.0139291
25771	4.2431	4.0246	3.8412	0.0216184
9665	3.965	4.0148	4.1173	0.281669
9312	4.1864	4.0147	3.941	0.452381
56134	4.0944	4.0106	NA	0.510746
6936	4.1026	4.0105	NA	NA
3595	4.2059	4.0086	3.7928	0.3811
400954	3.9691	4.007	4.128	0.375478
79902	4.1081	4.0056	3.8725	0.0453378
54536	4.1292	4.0036	3.9279	0.365987
7293	4.1331	4.0001	3.9636	0.573874
821	4.1083	3.9978	3.9509	0.162001
84181	3.5324	3.9931	4.3306	0.210739
6249	4.0843	3.9909	NA	NA
2063	4.0146	3.9894	NA	NA
55290	4.2828	3.9858	NA	NA
84916	4.0118	3.9832	NA	NA
439921	4.082	3.9831	3.8228	0.239163
81533	4.1246	3.9825	3.8331	0.446191
401145	3.9255	3.9814	4.0668	0.199353
57600	4.1769	3.9783	3.7517	0.340712
162972	3.9358	3.9773	NA	NA
151835	3.488	3.9764	4.3921	0.470993
221092	3.707	3.9759	4.3424	0.198989
3714	4.1518	3.9752	NA	NA
10978	3.8766	3.9745	4.1094	NA
53339	4.1385	3.9719	NA	0.256912
5058	4.2188	3.9702	3.745	NA
8818	4.1815	3.9672	NA	NA
26608	4.2237	3.9646	NA	0.211945
8938	3.992	3.9616	4.0781	0.208956
84955	4.1008	3.9592	NA	0.337573
23066	4.0923	3.9586	NA	NA
23208	4.1838	3.9552	NA	NA
89795	4.0602	3.955	3.915	0.259654
26470	3.9114	3.9548	NA	NA
3131	3.9169	3.9546	3.9692	0.332252
84100	4.012	3.9541	NA	0.0980415
10667	4.0884	3.952	NA	NA
79137	4.065	3.9506	NA	0.319432
84698	3.9753	3.9501	4.0096	0.413158
26256	4.2725	3.9498	3.585	0.223633
1290	3.9878	3.9436	3.905	0.300211
1662	4.1056	3.9434	3.7213	0.363602
163081	3.722	3.9429	4.2298	0.389226
2566	3.7922	3.9425	4.1106	0.4322
2913	4.1973	3.9424	3.6059	-0.0103471
158399	4.0963	3.9422	NA	0.283429
5655	4.3732	3.942	3.3824	0.0943405
171019	4.0268	3.9398	3.901	-0.0687181
1894	4.0899	3.9384	NA	NA
26035	4.121	3.933	3.7056	0.442045
93081	3.9404	3.9284	3.9142	0.082033
10123	3.8246	3.9278	4.0033	0.128972
388394	3.9674	3.9259	3.8363	0.372033
4763	4.0951	3.9249	NA	NA
60559	4.1022	3.9222	3.695	0.349208
51379	4.009	3.9205	3.9071	0.261694
26037	3.914	3.9186	3.9163	0.539622
27000	4.432	3.9167	3.3226	0.0919184
1185	4.021	3.9135	3.7789	0.0794279
11041	4.0438	3.9109	3.7272	0.219507
118471	4.0451	3.9072	3.697	0.580812
3680	4.012	3.9053	NA	NA
9735	4.0861	3.9049	NA	0.159442
342357	3.9949	3.9028	NA	NA
85352	3.9005	3.9009	4.0894	0.2626
2550	4.1357	3.8964	3.5903	0.101355
4718	3.9944	3.8936	3.8279	0.12573
79870	4.1609	3.8924	3.6942	0.272953
151393	3.9165	3.8894	3.9099	0.50534
57718	3.9123	3.8885	4.0496	0.142137
55591	3.9665	3.888	3.8862	0.215687
64714	3.6955	3.8866	4.0119	NA
55161	3.9746	3.8825	NA	NA
283385	3.9404	3.8791	3.8453	0.305035
5901	4.0369	3.8783	3.729	0.100533
23130	4.0236	3.8765	NA	NA
114798	4.0233	3.8758	3.7142	0.379224
8452	3.5781	3.8735	4.2091	0.369775
146845	4.1587	3.8733	3.4906	0.185709
3741	3.9449	3.8731	3.8674	0.0667774
64089	3.8284	3.8714	NA	0.156958
80184	3.976	3.8711	3.7982	0.148669
9841	3.9496	3.8678	3.8298	0.493404
10244	3.8565	3.8652	3.8913	0.331005
78992	3.9239	3.8624	NA	NA
7553	3.8095	3.8618	3.8951	NA
224	4.0293	3.8596	3.6753	0.401558
89781	4.0911	3.8595	NA	NA
50807	3.9865	3.8575	3.7954	NA
29781	4.0621	3.8495	3.6366	0.218642
65078	3.8983	3.8479	3.7962	0.706635
10817	3.9281	3.8436	3.75	NA
22908	3.6881	3.8418	4.0448	0.174067
619279	3.885	3.838	NA	0.271804
10055	3.8432	3.8376	3.8537	NA
90480	4.1644	3.8371	3.4873	0.235142
85369	3.931	3.8368	3.7714	0.307504
1301	4.1325	3.8327	3.4398	0.174414
9079	3.7143	3.8323	3.9847	0.437288
8437	3.9262	3.832	3.7748	0.144564
10040	4.007	3.8259	3.5933	0.144569
6751	3.8409	3.8239	3.9855	0.116061
84058	4.0842	3.8167	3.49	0.272449
80762	4.0061	3.8158	3.6216	0.221684
55181	4.1264	3.8151	NA	NA
166614	4.5896	3.8148	2.9622	0.255245
9069	3.7536	3.813	NA	NA
23141	3.9777	3.8126	3.6603	0.101074
59335	4.1997	3.8034	NA	0.125886
2804	3.9568	3.8011	3.6343	0.145142
10570	3.8995	3.8001	3.7117	0.391276
63908	3.9653	3.794	NA	0.353605
168667	3.7814	3.7921	NA	NA
91133	3.9545	3.7903	3.684	0.266251
10519	3.9523	3.7899	3.6188	0.0650628
341359	3.858	3.7898	3.6896	0.0748861
80856	4.0289	3.7894	3.5727	0.116029
4916	3.995	3.7868	3.5274	0.363705
8187	3.938	3.7864	NA	0.186994
81669	3.9307	3.7841	3.5553	0.401008
353355	4.0025	3.7839	3.5797	NA
51301	3.7289	3.7838	NA	NA
23594	4.1976	3.7828	3.2695	0.235266
79639	4.07	3.7828	3.4874	0.215662
3756	3.44	3.7827	4.1514	0.449675
56884	3.979	3.7826	3.5532	0.156805
131375	4.2161	3.7813	3.2514	0.161024
57619	3.8984	3.7787	3.7049	0.56931
23172	3.9354	3.7769	NA	NA
1408	3.8168	3.7717	3.7588	0.463385
128866	4.0016	3.7646	3.4392	0.354298
23609	3.608	3.7643	3.9164	0.303761
7480	3.7831	3.7623	3.8472	0.198915
84878	3.7593	3.7475	NA	NA
9615	3.8291	3.7415	3.6603	0.0640893
56005	4.1361	3.7398	3.1216	0.0567962
55799	3.5084	3.7386	4.0073	0.218974
54958	3.8228	3.7382	3.6763	NA
9215	3.8689	3.7379	3.5074	0.11889
10605	3.3803	3.7378	4.0575	0.363024
10602	3.5852	3.737	3.824	0.357369
55352	4.0335	3.7348	NA	0.19603
51087	3.8429	3.7328	3.6923	0.170506
345462	3.6397	3.7315	3.8292	NA
84276	3.8921	3.7307	3.5629	0.524974
84514	3.5713	3.7301	3.9377	0.248758
5212	3.9084	3.729	3.4598	0.161997
84699	3.7949	3.7289	3.6512	0.279781
6645	3.8189	3.7282	3.5848	0.497935
9910	3.8515	3.7274	3.584	NA
100505573	3.7504	3.7236	NA	NA
51162	3.7168	3.7218	3.7423	0.483685
758	3.7983	3.7211	3.6166	0.0736646
1128	3.6866	3.7168	3.7325	0.628806
7014	3.8168	3.713	3.5915	NA
9935	3.4761	3.7109	3.9492	0.303294
29887	3.9013	3.7094	3.4772	0.350694
8945	3.9825	3.7026	3.3499	0.295037
84219	3.7474	3.7023	NA	NA
60370	3.4678	3.7015	3.9931	0.317689
7301	3.842	3.7001	3.6499	0.482913
49855	3.7811	3.6968	3.7168	0.114405
642273	3.7492	3.6958	3.7637	0.225423
9810	3.8238	3.6928	NA	NA
56929	3.6929	3.6904	NA	NA
10562	3.7427	3.689	3.6536	0.0018664
8703	3.7716	3.6884	3.7015	0.223287
54386	3.7819	3.6855	3.59	0.310715
63876	3.4485	3.6798	3.7279	0.392127
9577	4.2696	3.6797	2.9865	0.226528
56131	3.7335	3.6789	3.6274	NA
51244	3.6415	3.6772	NA	NA
9515	3.462	3.6763	3.9352	0.283646
9721	3.9572	3.6744	3.2805	-0.0266517
4331	3.6181	3.6736	NA	NA
80263	3.808	3.669	NA	-0.0818052
963	3.8775	3.6684	3.5231	0.450592
3434	3.7594	3.6648	3.5491	0.37738
10270	3.8901	3.6627	3.3639	0.325915
57178	3.6934	3.662	3.6202	0.0102708
84262	3.5963	3.662	3.7388	0.545156
57410	3.6873	3.6616	NA	NA
51393	3.9719	3.6602	3.3243	0.371294
10714	3.6116	3.6589	3.7299	0.260701
5877	3.8401	3.6586	3.4804	0.316188
1135	3.5688	3.6536	3.7283	0.503775
1959	3.6225	3.6534	NA	0.362994
25988	3.5637	3.6523	NA	NA
54931	3.7701	3.6451	3.4756	NA
5217	3.9015	3.6447	3.3436	NA
2185	3.6587	3.6431	NA	NA
59343	3.8669	3.6401	3.3549	NA
166336	3.7988	3.6334	3.5571	0.292884
55668	3.4252	3.6318	NA	NA
84255	3.6125	3.6311	NA	NA
9732	3.7806	3.6311	3.5605	0.41166
9501	3.767	3.631	3.498	0.0502031
6919	3.7668	3.6294	NA	NA
387921	3.6744	3.6292	3.5782	0.154868
145447	3.7404	3.6278	3.4794	0.230492
25789	3.9066	3.6257	3.273	0.337955
5581	3.4601	3.6254	3.7334	NA
23170	3.6744	3.6217	3.6224	0.292527
285193	3.8984	3.6181	NA	NA
81929	3.7457	3.6169	3.472	NA
9919	3.5975	3.6156	NA	NA
7782	3.5604	3.614	3.6399	0.272099
780776	3.9183	3.6135	3.3005	0.108827
6578	3.6917	3.6116	3.4869	0.422003
29091	3.7934	3.606	3.3733	0.0882714
26093	3.645	3.6059	NA	NA
8534	3.7469	3.6056	3.505	0.247575
3067	3.6614	3.6051	3.5913	0.325053
84966	3.6909	3.6033	3.4883	0.369876
25818	3.8807	3.6033	3.3055	0.300286
1032	3.7467	3.6029	3.5462	0.244292
1006	3.6987	3.6006	3.6028	0.508272
29985	3.8397	3.5993	3.3424	NA
4976	3.804	3.5988	NA	NA
197257	3.8969	3.5985	3.1644	0.0696399
10058	3.8258	3.5971	3.31	0.169295
54716	3.7013	3.5966	NA	0.327491
8395	3.5676	3.5958	3.677	0.367865
27342	3.317	3.5954	3.9024	0.286379
255022	3.6913	3.5913	3.4802	0.388634
55122	3.8706	3.5909	3.304	0.254235
5143	3.698	3.5879	3.4369	0.457621
57095	3.7924	3.5846	NA	NA
283450	3.7742	3.578	NA	NA
10098	3.5844	3.5768	3.5867	0.462889
2671	3.6724	3.5688	NA	NA
57396	3.2684	3.5675	3.6793	0.15934
8496	3.609	3.5636	3.5405	0.172397
7425	3.6138	3.5612	3.4929	0.564801
171024	3.5458	3.558	3.6404	0.371328
10133	3.843	3.5578	3.1977	0.545559
54585	3.612	3.5557	3.4912	0.544549
6610	3.7902	3.555	3.3727	0.239528
10078	3.6111	3.5548	3.4915	NA
200942	3.638	3.5512	3.5379	0.104301
440829	3.5618	3.5483	3.5356	0.406442
199974	3.6683	3.5481	3.4472	0.215285
9655	3.3866	3.5446	3.5948	0.288102
23410	3.7724	3.541	3.3316	NA
84250	3.5497	3.5395	3.5321	0.366065
79877	3.6464	3.5384	3.5154	0.0422261
7692	3.4511	3.5383	3.5226	0.0275697
1807	3.5814	3.5376	3.4766	0.0650619
130497	3.7604	3.5376	3.2669	0.0344784
7905	3.4542	3.5353	3.5978	0.375395
1139	3.7457	3.5341	NA	NA
23143	3.1483	3.5339	4.0066	0.100598
23002	3.5741	3.5337	NA	0.114107
646627	4.098	3.5329	2.8539	0.19545
57568	3.3348	3.5319	3.7516	0.38331
5188	3.7611	3.5312	3.2212	0.121664
253152	3.3966	3.5301	3.7103	0.417702
57699	3.6797	3.5289	3.3683	0.368547
8220	3.6044	3.5284	NA	NA
1949	3.5585	3.524	3.634	0.144822
153527	3.814	3.5234	3.1746	0.217767
55897	3.6308	3.5218	3.5304	0.280326
7447	3.4975	3.5207	3.5383	0.525881
3843	3.5119	3.5165	3.4827	0.590946
57343	3.4712	3.5163	3.5778	0.109689
84612	3.124	3.5143	3.9873	0.34831
4088	3.9111	3.5118	3.0337	0.22386
4857	3.4582	3.5113	3.5949	0.392304
11113	3.2634	3.51	3.6084	0.412853
78991	3.6307	3.5074	NA	NA
79738	3.5064	3.5071	3.5068	0.211733
10884	3.1622	3.5066	3.8797	0.295483
84816	3.587	3.5004	NA	NA
64405	3.632	3.4976	3.3346	0.462594
334	3.6111	3.4904	3.3372	NA
23510	3.6133	3.4893	NA	NA
6045	3.6383	3.4878	3.3792	0.278854
29106	3.756	3.4871	3.1192	0.312855
6585	3.6225	3.4855	3.3444	0.0719578
6573	3.8125	3.4828	3.1134	0.0829196
790955	3.831	3.4781	NA	0.211012
95681	3.5146	3.4746	NA	NA
1993	3.5251	3.4737	NA	NA
79837	3.4423	3.4722	NA	NA
63905	3.6158	3.4707	NA	NA
90678	3.6153	3.4689	3.2905	NA
80764	3.4162	3.4673	NA	NA
196403	3.1754	3.4671	3.6977	0.260433
9804	3.6004	3.4658	NA	NA
90780	3.5511	3.4657	3.3954	0.172198
149371	3.4773	3.4638	NA	NA
10295	3.7538	3.4627	3.1145	0.121735
5520	3.4635	3.4627	3.484	0.301308
11015	3.6006	3.4627	3.2506	NA
84057	3.6199	3.4619	3.3119	-0.231579
1477	3.6585	3.4595	3.2273	0.283476
4739	3.4493	3.4579	3.5337	0.0570828
4602	3.7272	3.4554	3.208	0.294605
158471	3.5348	3.4536	3.3563	0.0444007
57469	3.528	3.4535	3.3365	0.221763
54627	3.3825	3.4512	3.5329	NA
81491	3.4088	3.4507	NA	NA
84216	3.6506	3.4503	3.2198	-0.0606542
23173	3.7135	3.4493	3.1496	NA
9852	3.2539	3.449	3.5325	NA
118881	3.5561	3.4469	3.2999	0.0573397
349667	3.7868	3.4459	3.0389	0.264726
2845	3.3742	3.4438	3.5548	0.285595
124454	3.6187	3.4437	3.3818	0.264325
7574	3.5942	3.4437	3.3346	0.339731
1051	3.3364	3.4354	NA	NA
146223	3.5316	3.432	3.4282	0.209173
58	3.5833	3.4296	3.2296	0.150651
84669	3.5261	3.428	NA	NA
5532	3.5787	3.427	3.2507	0.586928
23394	3.4803	3.4261	NA	0.531446
4858	3.5528	3.4245	3.3672	0.0953222
2662	3.5612	3.4227	3.2493	0.0198465
9317	3.7745	3.4207	2.9991	0.134528
23335	3.6289	3.4201	3.1854	NA
6940	3.5654	3.4196	NA	NA
10718	3.4718	3.4185	NA	0.369308
57209	3.2054	3.4169	3.5641	0.361048
27345	3.543	3.4166	3.3306	0.103044
622	3.2645	3.4165	3.6105	NA
284252	3.2846	3.4142	3.5369	0.604039
143279	3.513	3.4124	3.3916	0.208429
3838	3.7769	3.4122	2.9586	NA
9887	3.419	3.4113	NA	NA
256309	3.5263	3.4107	3.2568	0.326581
3608	3.6477	3.4056	NA	NA
375748	3.5949	3.4052	3.2365	0.155076
85409	3.6192	3.4035	3.1895	0.0845608
8310	3.4694	3.4029	3.3891	0.154876
1130	3.037	3.4019	3.698	0.289582
26061	3.3601	3.401	3.473	0.201785
84749	3.4199	3.3999	3.3804	NA
79898	3.5204	3.3995	NA	NA
84056	3.405	3.3968	3.4043	0.182119
65985	3.4962	3.3938	NA	NA
81928	3.1862	3.3887	3.6654	0.241268
51458	3.594	3.384	3.1261	0.161875
8540	3.3104	3.3828	3.4706	NA
29100	3.8024	3.382	2.7756	-0.0169692
2823	3.4645	3.3811	3.3631	0.376746
200407	3.5976	3.3807	3.1155	0.519278
23077	3.4907	3.3774	NA	NA
2776	3.6736	3.3758	2.9918	0.245655
11007	3.5843	3.3753	NA	NA
54940	3.5869	3.3752	NA	NA
84073	3.2994	3.3737	NA	0.0148347
64895	3.3072	3.3724	3.4298	NA
2596	3.6888	3.3705	2.9641	0.309103
23349	3.627	3.3699	3.1077	0.416531
25852	3.3258	3.3675	3.4063	0.441335
23092	3.1897	3.3672	3.609	0.237941
55013	3.6519	3.3669	2.9721	-0.0357761
55251	3.458	3.3639	3.2667	0.0238009
4753	3.4731	3.3607	3.2593	0.379048
4185	3.3213	3.3586	NA	NA
255426	3.601	3.3576	3.0546	-0.0416272
26289	3.5801	3.3573	3.1187	0.229762
2237	3.5085	3.3559	NA	NA
54998	3.4327	3.3556	NA	NA
51168	3.0062	3.3529	3.7749	0.325096
7162	3.387	3.3516	3.2917	0.435271
57418	3.3341	3.3505	NA	NA
152138	3.387	3.3468	3.3111	NA
170506	3.4285	3.3465	NA	0.338102
27300	3.4521	3.3453	3.3096	0.190223
2815	3.4243	3.3426	NA	NA
101929552	3.4324	3.3401	NA	NA
147011	3.4975	3.339	3.1694	-0.10514
57486	3.3259	3.3383	3.3375	0.416756
7320	3.5351	3.3376	3.0979	0.204264
6448	3.4165	3.3371	3.3331	-0.0175233
84814	3.0961	3.3359	3.635	0.198959
643355	3.559	3.3342	3.115	0.361086
81570	3.5905	3.3341	3.0133	0.243881
3852	3.3977	3.3329	3.2311	0.460167
118430	3.3462	3.3317	3.3065	0.357276
145773	3.3287	3.3299	3.3829	0.273003
8704	3.4071	3.3293	3.3526	0.159726
642987	3.3624	3.3252	NA	0.198256
84312	3.7389	3.3246	2.8504	0.119519
5073	3.237	3.3239	NA	NA
79369	3.6051	3.3237	3.0081	0.181941
114088	3.147	3.3233	3.3993	0.530987
25880	3.5728	3.3223	NA	NA
80325	3.1932	3.3215	3.4951	0.31366
23216	3.0564	3.3208	3.6203	0.140233
5781	3.4105	3.3141	3.2485	0.127119
5550	3.0931	3.3115	3.5834	0.44766
57551	3.5239	3.3106	3.0929	0.0569201
145226	3.3442	3.3094	3.2868	0.363956
85446	3.1478	3.3083	3.5327	0.0828268
57520	3.2746	3.306	3.2777	NA
9750	3.323	3.3048	3.4439	0.064947
533	3.4143	3.3026	NA	NA
6728	3.6469	3.2997	2.9368	NA
1592	3.5015	3.2975	3.0584	-0.00889792
6416	3.4104	3.2966	3.1449	0.320005
493	3.3945	3.2958	3.29	0.176125
1996	3.1805	3.2949	3.4274	0.447287
10962	3.5463	3.2928	NA	NA
221443	3.5638	3.2894	2.9905	NA
2960	3.4271	3.2894	NA	NA
55737	3.4636	3.289	3.0711	0.293928
599	3.2088	3.2877	3.4216	0.320706
53822	3.2562	3.2859	3.3211	0.638921
10928	3.3843	3.2833	3.2056	0.3418
527	3.4607	3.2831	NA	NA
10569	3.1874	3.2827	3.3941	0.429618
27439	3.24	3.2783	NA	NA
2275	3.3074	3.278	NA	0.292071
65080	3.4845	3.2735	NA	NA
8458	3.4423	3.2676	NA	-0.1252
8662	3.4276	3.2663	NA	NA
27	3.2195	3.2647	NA	0.256441
22895	3.0246	3.2595	3.526	0.361966
113452	3.4787	3.2588	3.0877	0.275028
8973	3.3551	3.2586	NA	NA
79888	3.5109	3.2578	3.0109	0.316067
9047	3.4142	3.2572	3.1404	0.338806
10969	3.4741	3.2555	NA	NA
57491	3.3594	3.255	3.2386	0.153513
8451	3.5506	3.2536	2.8834	0.14054
51085	3.1957	3.2527	NA	NA
65982	3.33	3.2507	3.2478	0.170834
774	3.2735	3.2483	3.2117	0.51809
7068	3.3332	3.2478	3.2325	0.298829
10654	3.423	3.2462	3.0816	0.0213021
2898	3.3342	3.2439	3.2164	0.185331
9609	3.3371	3.2431	3.2263	0.152429
6092	3.4739	3.2405	2.9979	-0.0253696
51493	3.3109	3.2351	NA	NA
30849	3.0799	3.2338	3.4014	NA
1965	3.4951	3.2297	NA	NA
9840	3.2049	3.2293	3.2672	0.399068
115426	3.261	3.2283	3.2082	0.253055
27107	3.1458	3.2251	3.3101	NA
374882	3.442	3.2234	2.9816	0.256143
5144	3.1986	3.2234	NA	0.137682
10613	3.3206	3.2232	3.1871	0.293193
2319	3.4354	3.2228	3.0065	0.387798
9568	3.2407	3.2209	NA	NA
26146	3.008	3.2176	3.4801	0.0873396
8694	3.2302	3.2147	NA	NA
10049	3.3651	3.2132	NA	NA
23390	2.9789	3.2115	3.4391	NA
80108	3.3423	3.2113	NA	NA
261729	3.1523	3.2101	3.3006	0.388005
55617	3.3033	3.2071	3.146	0.32066
1846	3.2054	3.2068	NA	0.270974
3840	3.4796	3.2046	2.9362	0.180466
113622	3.1668	3.2046	3.2799	0.207226
55137	3.2587	3.2011	3.1642	0.338947
9985	3.3411	3.1996	NA	NA
23341	3.0602	3.1994	3.3695	NA
51299	3.1343	3.1973	3.3021	0.63559
6534	3.1532	3.1926	3.2104	NA
80178	3.0934	3.1915	3.2828	0.405732
80772	3.3311	3.1902	NA	NA
54557	3.2296	3.1862	3.1483	0.277311
63939	2.7346	3.1848	3.713	0.362997
8805	3.3232	3.182	3.0525	0.219384
54733	3.3086	3.1817	3.0209	-0.076374
996	3.4069	3.1809	2.9411	0.0784782
54475	3.3431	3.1807	3.0445	0.187922
7419	3.3436	3.1781	NA	NA
146434	2.9006	3.1733	NA	NA
64077	3.3048	3.173	2.9905	0.398713
4761	3.4097	3.1727	NA	0.2085
65244	3.3025	3.1721	NA	NA
4139	3.2788	3.1711	3.0889	0.235202
