GENE	thinning_Z_ds0	thinning_Z_ds25	thinning_Z_ds50	AHBA_C3
23288	-0.10561	-0.048823	NA	NA
403	0.16969	-0.049414	-0.25553	-0.0287523
1630	-0.053257	-0.05043	-0.047802	0.325579
4248	-0.033502	-0.050554	NA	NA
221184	0.05595	-0.050556	-0.16804	-0.353889
339344	-0.07753	-0.050852	NA	NA
84915	-0.118	-0.051689	NA	NA
4850	0.12912	-0.051716	-0.2564	-0.102107
4953	0.0076672	-0.051943	NA	NA
57594	-0.15193	-0.052598	NA	NA
6563	-0.071842	-0.052685	-0.033901	-0.33673
57683	-0.088367	-0.053433	NA	0.0603954
8851	-0.028136	-0.054127	NA	NA
7482	-0.045366	-0.055155	-0.065424	0.432719
50840	-0.41408	-0.055304	0.32627	-0.0872788
10725	-0.16973	-0.055541	NA	NA
3371	-0.11237	-0.055544	NA	-0.374819
22827	0.10476	-0.056291	-0.23647	-0.188984
9379	-0.023911	-0.056655	-0.091806	0.248842
402665	-0.097082	-0.057135	-0.014855	-0.0316343
51751	-0.093647	-0.057943	-0.020565	-0.167225
3418	0.15142	-0.058861	-0.28168	-0.0385059
22848	-0.22649	-0.058994	0.12753	0.0572984
51429	-0.18575	-0.059475	0.076331	-0.118187
25862	-0.13733	-0.05964	0.021592	-0.0158326
85379	-0.14367	-0.060296	0.021301	NA
9231	-0.15711	-0.06094	0.034125	0.271769
8161	-0.22031	-0.062696	NA	NA
57185	-0.14643	-0.065147	0.020091	-0.289534
279	-0.11252	-0.065381	NA	0.0216691
2444	-0.12939	-0.065924	-0.001843	-0.360492
10257	0.040839	-0.067301	-0.18765	-0.327071
23225	-0.21171	-0.067866	NA	NA
23395	0.073687	-0.068183	-0.21831	-0.0186424
10981	0.29003	-0.069464	-0.45459	-0.11853
148	-0.081757	-0.06957	-0.057244	-0.381319
526	-0.15694	-0.069928	NA	NA
2697	0.078711	-0.070006	-0.2365	-0.0506423
26523	-0.41891	-0.07006	0.3074	0.024454
9801	-0.096076	-0.071238	-0.045228	0.0177123
25828	0.012858	-0.072369	NA	NA
5627	-0.0013583	-0.07286	-0.14564	-0.292863
10717	-0.21936	-0.073721	0.072398	NA
55758	-0.28824	-0.07409	0.13987	-0.167273
29081	0.18216	-0.075023	-0.37193	0.0244719
259290	-0.29377	-0.075611	0.13573	-0.081591
2549	-0.18536	-0.07703	NA	-0.307576
6324	-0.24335	-0.077239	0.11918	0.0533618
54069	-0.1682	-0.077341	0.018333	NA
6527	-0.24504	-0.077514	0.097922	0.0701801
5925	0.043451	-0.078718	NA	NA
654	-0.073525	-0.079583	NA	NA
231	-0.053155	-0.081559	NA	NA
23321	-0.15207	-0.082009	-0.013083	-0.301684
441168	0.1016	-0.082012	-0.30554	0.0186691
55731	-0.27469	-0.08203	0.14355	-0.0348884
283229	0.00046123	-0.085076	NA	NA
58525	0.041501	-0.085506	-0.22529	0.102455
653121	-0.13658	-0.085992	-0.032582	0.286117
2257	-0.29278	-0.087201	0.10922	0.300474
79929	-0.20682	-0.087593	0.039088	-0.183166
79858	-0.00068761	-0.088252	-0.17943	-0.248516
2327	-0.0779	-0.088345	NA	NA
2035	-0.35628	-0.088509	0.24901	0.101034
5441	0.26215	-0.088859	-0.50635	0.00574116
56257	-0.23368	-0.088988	0.067004	-0.014036
285	-0.12537	-0.08908	NA	NA
1995	-0.068626	-0.089694	NA	NA
90799	-0.361	-0.08974	0.17921	-0.120147
22863	-0.17002	-0.090465	NA	NA
341640	0.070424	-0.091005	NA	NA
25782	-0.23088	-0.091519	0.063181	-0.0198976
4233	-0.12449	-0.091683	-0.057652	0.426012
22839	0.041957	-0.092217	-0.24093	0.0212846
9639	-0.14601	-0.092514	NA	-0.361962
4709	0.021466	-0.093041	-0.20487	NA
55733	-0.10463	-0.093085	-0.081546	-0.133579
84148	-0.25072	-0.09397	0.080054	0.0520804
7010	0.037084	-0.094173	-0.24296	-0.0287015
26166	0.013479	-0.094296	-0.21717	-0.0589435
8497	-0.18457	-0.094376	0.00025198	0.373722
8630	0.010544	-0.094698	-0.20668	-0.0682098
84248	-0.19601	-0.094976	NA	NA
6047	-0.10278	-0.095036	NA	NA
56894	-0.1736	-0.095195	-0.011803	0.0643142
340156	-0.12692	-0.095483	NA	NA
7029	-0.036606	-0.095931	-0.15685	-0.220077
272	-0.17014	-0.097127	NA	-0.333184
83857	0.021994	-0.097848	-0.21493	-0.14539
64149	-0.39827	-0.098135	0.24685	-0.0536065
2016	-0.30578	-0.098456	0.15186	0.252887
408	0.0384	-0.09881	-0.25949	-0.205734
3991	-0.18201	-0.099604	-0.015666	-0.330606
23625	-0.12583	-0.099901	NA	0.264425
60313	-0.22932	-0.10187	NA	-0.0312236
3299	-0.28569	-0.10366	0.0794	-0.00543297
57149	-0.0085491	-0.10495	-0.20602	NA
91949	-0.19794	-0.10546	NA	NA
93145	-0.024879	-0.10571	NA	NA
7757	-0.10969	-0.10636	NA	NA
57188	-0.074412	-0.10783	-0.14242	-0.451108
474344	-0.12795	-0.10804	NA	NA
582	-0.27176	-0.10942	0.052818	NA
3748	-0.26837	-0.1096	0.077791	0.0423362
57817	-0.072559	-0.1118	-0.15296	0.424599
137695	-0.023939	-0.11424	-0.21703	-0.0849817
11255	-0.075047	-0.11455	-0.15609	-0.345622
25904	-0.31086	-0.11482	0.09792	-0.041648
220323	0.013942	-0.11533	-0.2563	0.107701
5801	-0.014825	-0.11584	-0.23187	0.0828684
9545	-0.018593	-0.11651	-0.21635	0.15901
286183	0.10576	-0.11716	-0.38351	-0.18543
9616	0.21925	-0.11981	-0.51062	0.0855421
9782	-0.18941	-0.11992	NA	NA
545	-0.20748	-0.11994	-0.028018	NA
202052	-0.1891	-0.12052	-0.047652	-0.0392139
60672	-0.020057	-0.12071	NA	NA
90390	-0.25703	-0.12087	NA	NA
339487	-0.26564	-0.12088	0.047976	0.0181248
79174	0.011699	-0.12215	NA	-0.113757
10197	-0.055257	-0.1229	-0.19193	NA
51285	-0.12904	-0.1238	-0.11929	NA
1743	-0.13225	-0.12388	NA	NA
64430	-0.26405	-0.1241	0.011813	-0.113079
3516	-0.26031	-0.1247	NA	-0.219135
23466	-0.041025	-0.1249	NA	NA
3746	-0.28252	-0.12539	0.060543	0.0612297
978	-0.15715	-0.12568	NA	NA
51537	-0.22658	-0.12665	-0.015855	0.0515582
79807	-0.17273	-0.12729	NA	-0.0969264
5334	-0.31367	-0.12741	0.07129	-0.268811
51368	-0.22305	-0.12835	-0.02592	NA
284485	0.14336	-0.1295	-0.48376	0.083952
56243	-0.24587	-0.13072	-0.017372	-0.17059
118491	-0.042425	-0.13114	-0.22846	-0.137638
2119	-0.2085	-0.13151	NA	-0.235668
84172	-0.2372	-0.13272	NA	NA
22987	-0.21299	-0.13359	-0.048181	-0.0511424
10988	-0.23563	-0.13386	-0.023245	-0.105668
858	-0.15202	-0.13464	-0.11685	-0.107222
57610	-0.18248	-0.13476	NA	NA
84858	-0.10305	-0.13491	-0.16779	-0.129895
3609	0.05564	-0.13585	NA	-0.102554
6627	-0.13521	-0.13612	NA	NA
2778	-0.25483	-0.13627	-0.003484	0.0123688
8911	-0.24179	-0.13668	-0.029523	0.145859
84911	-0.13033	-0.13787	NA	0.0537783
375757	0.058679	-0.13838	-0.32645	-0.172798
1305	-0.26139	-0.13848	-0.0057612	0.19083
1028	-0.14428	-0.13973	NA	-0.387493
52	0.10014	-0.13982	-0.41957	0.116133
221223	-0.06449	-0.14021	-0.213	-0.171982
25800	-0.08936	-0.14102	-0.19509	-0.138667
55808	-0.28166	-0.14217	0.01901	-0.13951
23475	-0.0785	-0.14247	-0.20804	-0.164641
7347	0.10913	-0.14258	-0.48102	-0.0426808
26207	-0.17277	-0.14261	-0.11201	-0.19718
79823	-0.15247	-0.14329	NA	NA
23005	-0.27345	-0.14335	-0.0058202	-0.0299241
6648	-0.21608	-0.14339	-0.069599	-0.10679
6519	-0.32192	-0.14351	0.033954	NA
57106	-0.0341	-0.14397	NA	NA
10842	-0.10325	-0.14402	-0.18561	-0.33409
84504	-0.19206	-0.14442	NA	NA
7746	-0.4433	-0.14453	0.13696	0.0848264
8861	-0.26719	-0.14456	-0.020593	0.15878
55888	-0.25724	-0.14554	NA	NA
27094	-0.29735	-0.14587	0.019561	NA
5318	-0.15316	-0.14669	NA	0.148524
6715	-0.071602	-0.14709	-0.22497	-0.198358
9337	-0.36776	-0.14731	0.078715	0.00992665
119032	0.079087	-0.14868	-0.42441	0.0459291
64924	-0.32076	-0.14886	0.040339	0.0229993
7994	-0.25077	-0.14933	-0.045477	-0.0282372
79611	-0.038081	-0.14996	NA	-0.117827
51659	-0.0018331	-0.15012	-0.30198	-0.0956307
326625	0.17513	-0.1502	-0.48285	-0.0440399
282969	0.047543	-0.1505	-0.36119	0.234531
8975	-0.37131	-0.1508	0.10823	0.0319211
1147	-0.15474	-0.15196	-0.14977	-0.110362
5813	-0.36336	-0.15248	0.046104	-0.123795
54884	-0.12057	-0.15295	NA	NA
9788	-0.10037	-0.15351	NA	-0.511497
10526	-0.053174	-0.15389	NA	NA
149345	-0.0074256	-0.15442	-0.30079	NA
11135	-0.17936	-0.15488	NA	NA
5440	-0.062813	-0.15523	NA	NA
126695	-0.29204	-0.15554	-0.013605	0.207481
128061	-0.12826	-0.15574	NA	NA
9699	-0.25644	-0.15593	-0.051334	0.159411
57554	-0.098092	-0.15632	-0.2211	0.17418
84859	-0.22368	-0.15699	NA	NA
79676	-0.3556	-0.15947	0.059955	-0.116042
4257	0.12189	-0.15965	-0.5115	0.0194727
10198	-0.3176	-0.15997	0.00053341	0.120495
83637	-0.21721	-0.1606	-0.10338	0.120963
168374	-0.28979	-0.16074	-0.027956	-0.132787
53335	-0.27277	-0.1612	-0.052042	0.307317
130367	-0.084754	-0.16143	-0.24171	-0.0821891
10611	0.072643	-0.16196	-0.43112	-0.16685
10272	-0.28729	-0.16203	NA	NA
57680	-0.24633	-0.16386	-0.078353	NA
6660	0.00048263	-0.16546	-0.32039	-0.141002
10915	-0.31623	-0.16731	-0.016382	-0.0296981
8801	-0.11809	-0.16862	NA	NA
79869	-0.22079	-0.16954	NA	NA
399818	-0.22023	-0.16974	-0.11672	0.0390991
117166	-0.2395	-0.16992	-0.094702	0.22533
5211	0.004927	-0.16993	-0.35939	-0.0802758
246744	-0.29931	-0.17024	-0.035915	NA
9890	-0.030316	-0.17039	-0.33648	0.0854546
221476	-0.17251	-0.17041	NA	-0.472744
114815	-0.28502	-0.17211	-0.051386	0.272483
54505	-0.26864	-0.17245	NA	NA
54093	-0.38968	-0.17413	0.056367	0.0118175
5511	-0.125	-0.17537	-0.23031	-0.22532
785	-0.38188	-0.17549	0.066005	0.0970021
115209	-0.18463	-0.17596	-0.16819	-0.421186
84140	-0.20094	-0.17636	NA	0.258547
3691	-0.16421	-0.17689	-0.19082	-0.4178
253461	-0.38186	-0.17744	0.046886	0.134181
90139	-0.075978	-0.1776	-0.2895	-0.399655
55660	-0.16534	-0.17816	NA	NA
51657	-0.036259	-0.17824	NA	-0.218389
9522	-0.32331	-0.18058	-0.035594	NA
6507	-0.05365	-0.18115	NA	NA
6602	-0.18105	-0.18214	NA	NA
9789	-0.13539	-0.18239	-0.22959	-0.105099
1182	-0.25906	-0.18283	-0.1077	-0.0205461
57820	-0.41287	-0.18442	0.10846	0.0301211
55644	-0.32015	-0.18443	-0.046118	0.0278111
4552	-0.30438	-0.18524	-0.063075	-0.195644
10432	-0.30565	-0.18589	-0.059654	0.0449954
128387	-0.09466	-0.1863	NA	NA
1632	-0.2427	-0.18703	NA	-0.268139
4719	-0.37214	-0.18759	0.023715	0.00574653
55316	-0.34663	-0.18784	-0.022638	0.00384127
203260	-0.20955	-0.18962	NA	NA
64224	-0.24169	-0.18981	NA	NA
56971	-0.42231	-0.18987	0.06319	-0.203451
729956	-0.12983	-0.19072	-0.25706	NA
10361	-0.31861	-0.19108	-0.057625	0.238401
301	-0.18282	-0.19132	-0.20112	-0.150182
154661	-0.40219	-0.19225	0.044162	0.163964
79147	-0.050181	-0.19268	-0.34856	-0.0384344
6419	-0.27375	-0.19514	-0.11155	NA
125113	-0.30493	-0.19526	-0.078106	0.0429455
4337	-0.26124	-0.19576	-0.12706	0.000275155
2806	-0.29781	-0.19586	-0.087436	0.0782323
91300	-0.15598	-0.19598	-0.23975	0.123308
602	-0.35425	-0.196	-0.0084366	0.0262539
55824	-0.34749	-0.19757	-0.031649	-0.0630348
6456	-0.30631	-0.19758	-0.086276	NA
5226	-0.22325	-0.19804	NA	NA
9743	-0.32549	-0.1987	-0.065711	0.317
79890	-0.17247	-0.19916	NA	NA
6604	0.11417	-0.19941	-0.5924	-0.172516
150483	-0.18845	-0.19949	-0.21105	-0.0732375
11120	-0.44608	-0.19975	0.046362	-0.0978044
23030	-0.24552	-0.19979	NA	NA
8658	-0.2988	-0.20032	-0.098394	-0.220675
85414	-0.25075	-0.20159	NA	-0.467477
25934	-0.012193	-0.20327	-0.39388	-0.198903
2826	-0.37595	-0.20432	-0.0081008	0.066138
8612	-0.26268	-0.20436	NA	-0.344801
148423	-0.13222	-0.2058	NA	-0.0359813
57348	-0.059339	-0.20683	-0.37186	-0.0745951
222658	-0.25894	-0.2075	NA	NA
63941	-0.31632	-0.20751	-0.086731	0.132151
90865	0.051696	-0.20784	-0.52885	-0.000990174
286144	-0.18615	-0.20891	NA	NA
746	0.020477	-0.20927	-0.44142	NA
3373	-0.27734	-0.20961	-0.13789	NA
653489	-0.43553	-0.20991	0.010088	0.0333762
1234	-0.069102	-0.21022	-0.3603	-0.107358
90576	-0.30283	-0.21064	NA	NA
27250	-0.25236	-0.21115	NA	-0.06836
4521	-0.20539	-0.2122	NA	-0.338217
342035	-0.28558	-0.21231	NA	-0.381757
5606	-0.33503	-0.21242	-0.075399	-0.15616
7726	-0.40692	-0.21347	8.9905e-05	-0.164885
5129	-0.25465	-0.21537	NA	-0.455829
25994	-0.12024	-0.21548	-0.3092	NA
11168	-0.12861	-0.2163	-0.31487	-0.0288452
7225	-0.1413	-0.21644	-0.2962	-0.446463
60682	-0.037323	-0.21648	-0.39065	0.0358237
653641	-0.24489	-0.21678	NA	NA
132671	-0.10417	-0.2178	-0.32771	-0.210541
50859	-0.22206	-0.21879	NA	-0.372001
25915	-0.14373	-0.21884	NA	NA
80206	-0.078463	-0.21905	-0.37336	-0.0204037
9892	-0.35506	-0.22016	NA	0.0142872
56882	-0.28523	-0.22201	NA	-0.191784
374868	-0.30984	-0.22395	NA	NA
136	-0.1333	-0.22473	-0.32455	-0.199153
6721	-0.13374	-0.22534	-0.32533	NA
6533	-0.3442	-0.22556	-0.09242	-0.0750203
150465	-0.12832	-0.22597	NA	NA
4193	-0.38733	-0.22866	-0.061151	NA
283284	-0.094569	-0.23058	-0.3911	0.0856954
79792	-0.16312	-0.23174	NA	NA
80335	-0.25874	-0.23198	NA	NA
256435	-0.24211	-0.23253	NA	-0.506426
64418	-0.28378	-0.23297	NA	NA
56616	-0.32976	-0.23319	-0.1307	-0.137965
6227	-0.1231	-0.23328	NA	-0.0848355
151827	-0.34058	-0.23418	-0.12352	0.0702249
84936	-0.34558	-0.23444	-0.11361	-0.157116
56950	-0.25938	-0.23485	-0.21015	0.0485797
284403	-0.17869	-0.23494	NA	NA
26119	-0.32332	-0.23517	-0.14474	NA
27125	-0.2536	-0.23676	NA	NA
23013	-0.33242	-0.23678	-0.13653	NA
51430	-0.10736	-0.2374	-0.39235	-0.263755
89890	-0.10753	-0.23762	-0.39205	0.0439145
4660	-0.51105	-0.23763	0.095885	0.00914079
343637	-0.1205	-0.23769	-0.36961	-0.270171
116540	-0.18764	-0.23874	NA	NA
54799	-0.3452	-0.23888	-0.12521	0.0209751
221908	-0.33187	-0.23927	NA	NA
285331	-0.34092	-0.24011	NA	NA
26151	-0.39248	-0.24017	NA	NA
63934	-0.14221	-0.24206	-0.35629	0.0609618
8912	0.047315	-0.24236	-0.52813	-0.0447037
646658	-0.18931	-0.24322	NA	NA
80313	-0.12091	-0.24377	-0.36766	NA
4302	-0.30578	-0.24396	NA	NA
1027	-0.39398	-0.24404	-0.07632	-0.117055
169522	-0.43331	-0.24522	-0.057924	NA
57533	-0.12186	-0.24549	-0.38629	-0.0272276
55208	-0.42825	-0.24647	-0.024797	0.0592746
5573	-0.37776	-0.24684	NA	NA
79036	-0.087297	-0.24736	NA	NA
10483	-0.13743	-0.24767	NA	NA
9752	-0.28829	-0.24965	NA	NA
11214	-0.27765	-0.24975	-0.22209	0.219441
4741	-0.31845	-0.25104	-0.18163	-0.0136106
10671	-0.1653	-0.25119	-0.33724	NA
51366	-0.31647	-0.25174	NA	NA
11328	-0.28741	-0.25211	-0.21704	NA
84895	-0.39743	-0.25264	-0.10222	NA
389690	-0.3338	-0.25311	-0.16869	-0.0645109
197320	-0.32783	-0.2534	NA	NA
23291	-0.18127	-0.25399	NA	NA
90113	-0.32952	-0.25431	-0.17937	NA
36	-0.4018	-0.25456	-0.10435	-0.211225
158046	-0.31539	-0.25484	NA	NA
10412	-0.12759	-0.25582	NA	NA
6553	-0.38201	-0.25583	-0.11235	0.0447361
1908	-0.27217	-0.25612	-0.24081	-0.120597
3815	-0.28184	-0.25622	NA	NA
5734	0.038371	-0.25622	-0.61463	-0.0912245
4046	-0.17566	-0.25643	-0.34768	-0.137655
160851	-0.24967	-0.25688	-0.26519	-0.136659
57728	-0.43863	-0.25696	-0.073694	-0.00106565
378	-0.16718	-0.25882	NA	NA
79954	-0.43917	-0.25886	NA	NA
6182	-0.27511	-0.25965	-0.24427	0.035072
440097	-0.20253	-0.26036	-0.3223	-0.269549
740	-0.0050519	-0.26061	-0.55048	-0.0214513
83648	-0.1815	-0.26067	-0.34772	-0.104973
123591	-0.30667	-0.26099	NA	NA
246243	-0.2947	-0.26104	-0.22715	0.0763133
55296	-0.39547	-0.26145	-0.11603	0.00150443
4829	-0.25565	-0.26154	NA	NA
10683	-0.12087	-0.26177	-0.4256	0.100837
80013	-0.40658	-0.2625	-0.1055	-0.0207476
79990	-0.63685	-0.26254	0.20296	-0.0344885
1327	-0.22007	-0.26257	NA	0.0402123
222008	-0.48487	-0.26289	-0.025183	0.190368
10693	-0.1612	-0.26323	NA	-0.31861
2800	-0.37788	-0.26349	NA	-0.247482
29994	-0.32886	-0.26374	-0.19561	-0.0852747
1282	-0.11001	-0.26488	-0.43711	-0.0902765
29948	-0.21196	-0.26499	NA	NA
400793	-0.069453	-0.26573	-0.47703	-0.287633
348801	-0.39794	-0.26701	-0.12715	0.331935
27324	-0.1154	-0.26791	-0.44578	-0.0371994
8848	-0.4406	-0.26894	-0.086919	0.190856
201475	-0.27313	-0.26894	NA	NA
9125	-0.20513	-0.27085	NA	NA
54407	-0.55928	-0.27096	0.080427	-0.0931383
4489	-0.086595	-0.27176	-0.48273	-0.183804
7188	-0.29334	-0.27339	-0.25427	0.168931
23481	-0.34603	-0.27351	NA	NA
5330	0.073025	-0.27357	-0.74757	-0.0649802
23658	-0.16266	-0.27391	NA	NA
128414	-0.03395	-0.27476	-0.59362	-0.210342
3119	-0.17258	-0.27526	-0.3828	-0.118207
57211	-0.22134	-0.27556	-0.33567	-0.188797
5294	-0.20435	-0.27564	-0.34411	-0.317367
152756	-0.3289	-0.27655	-0.22111	-0.158243
3759	-0.40471	-0.27667	NA	-0.209974
11146	-0.4975	-0.2771	-0.046278	0.11848
8942	-0.22749	-0.27748	-0.32722	-0.350917
10559	-0.40526	-0.27829	-0.14116	0.104055
283377	-0.16872	-0.27847	NA	NA
55015	-0.35118	-0.27873	NA	0.00637493
80975	-0.14782	-0.27942	-0.43276	-0.304262
2146	-0.37407	-0.27982	NA	NA
7564	-0.37895	-0.27997	-0.17525	NA
9912	-0.41066	-0.28052	-0.14518	-0.127915
10926	-0.41596	-0.28206	-0.13243	NA
79939	-0.4357	-0.28258	NA	NA
7468	-0.11268	-0.28356	-0.48242	0.0151734
161424	-0.41214	-0.28403	NA	NA
55004	-0.23193	-0.28415	NA	NA
79002	-0.31703	-0.28472	NA	NA
6136	-0.089259	-0.28486	-0.51502	-0.126129
7923	-0.13706	-0.28498	-0.43717	NA
2326	-0.3294	-0.28549	NA	NA
64850	-0.030822	-0.28556	-0.59786	-0.0837273
649	-0.38647	-0.28786	NA	NA
27253	-0.1145	-0.28831	-0.45963	-0.323131
116369	-0.21928	-0.28832	-0.3657	0.115005
116987	-0.18804	-0.28839	-0.39921	-0.0674328
5095	-0.30625	-0.28896	NA	-0.0261919
51320	-0.34293	-0.29019	NA	NA
6945	-0.12855	-0.29141	NA	NA
2042	-0.32732	-0.2917	-0.2542	0.357689
1299	-0.34978	-0.29206	NA	-0.23431
55332	-0.13437	-0.29311	-0.44893	-0.187084
339479	-0.3102	-0.29478	-0.27898	0.00673146
9550	-0.3685	-0.29582	-0.22226	NA
6289	-0.43017	-0.29743	-0.16442	0.155351
57194	-0.37271	-0.29778	-0.21863	-0.280906
56851	-0.026878	-0.29779	-0.54096	-0.168248
5436	0.032445	-0.29838	-0.64688	-0.169004
54949	-0.42563	-0.29911	-0.15855	0.0805959
8821	-0.27287	-0.29959	-0.32864	0.248693
4494	-0.18977	-0.29982	-0.42541	-0.210771
6157	-0.14147	-0.29986	-0.47794	-0.168662
23008	-0.31298	-0.29995	NA	NA
26268	-0.57226	-0.30014	-0.0083885	0.111273
54437	-0.38157	-0.30172	-0.21565	0.205595
55615	-0.095134	-0.30179	-0.53392	-0.138765
5979	-0.49539	-0.30212	-0.064502	-0.00972535
3145	-0.41107	-0.303	-0.18736	-0.112472
5525	-0.1972	-0.30416	-0.42384	-0.26539
1513	-0.3508	-0.3043	-0.25785	-0.0804124
7941	-0.2447	-0.30587	-0.3655	-0.214343
1891	-0.20076	-0.30605	-0.41491	-0.22079
9772	-0.209	-0.30629	-0.4158	0.0476578
3770	-0.4174	-0.30656	-0.18892	0.0632801
8405	-0.3387	-0.3067	NA	NA
60487	-0.46404	-0.30757	-0.14397	0.0683645
24141	-0.24716	-0.30759	-0.37202	0.227859
80336	-0.24861	-0.30797	-0.37623	-0.0657878
104	-0.49253	-0.30807	-0.12118	NA
255252	-0.1503	-0.30995	-0.4925	0.136577
58496	-0.44251	-0.31009	-0.16705	0.0174357
7159	-0.17403	-0.31017	-0.45929	-0.110296
956	-0.60586	-0.31134	0.033267	0.00123878
11337	0.010668	-0.31213	-0.6122	-0.043318
10677	-0.33787	-0.31221	NA	-0.196215
255488	-0.38898	-0.31439	NA	-0.117282
307	-0.27605	-0.31519	-0.35521	-0.449842
9575	-0.48565	-0.31533	-0.13656	NA
2952	-0.40929	-0.31536	-0.21548	-0.0967803
26224	-0.40129	-0.31545	NA	NA
6166	-0.22601	-0.31642	NA	NA
6902	0.057017	-0.3165	-0.75027	-0.0828389
3782	-0.10298	-0.31735	-0.58199	-0.0580097
202500	-0.18033	-0.31738	-0.45789	0.017015
153657	-0.26343	-0.31784	-0.37888	-0.0808514
8986	-0.27182	-0.3183	NA	0.182893
10135	-0.32373	-0.31888	NA	NA
1892	-0.18407	-0.31894	-0.44652	-0.0443477
5593	-0.33633	-0.31926	NA	NA
55937	-0.12853	-0.32133	-0.54833	-0.300705
57636	-0.20642	-0.32244	-0.43302	NA
1114	-0.36048	-0.32253	NA	NA
6905	-0.44491	-0.32263	-0.18589	-0.0179982
11186	-0.41978	-0.32283	NA	NA
113220	-0.058963	-0.32299	-0.67626	0.014074
54540	-0.4537	-0.32331	NA	NA
10512	-0.35159	-0.32344	-0.29688	-0.547947
55740	-0.30634	-0.32413	NA	-0.423607
23131	-0.58969	-0.32514	-0.01849	-0.00928415
10289	-0.40928	-0.32551	-0.2381	0.213534
1387	-0.42778	-0.32681	NA	NA
9535	-0.049496	-0.32734	-0.58553	-0.177026
23101	-0.44129	-0.32735	-0.21131	0.119411
221656	-0.19514	-0.32754	-0.4707	0.0392062
23398	-0.48809	-0.3292	-0.17003	-0.254459
220963	-0.18692	-0.33024	-0.49385	-0.168005
80007	-0.38303	-0.33074	NA	NA
114769	-0.11843	-0.3308	-0.5299	NA
146206	-0.46987	-0.33117	NA	NA
10867	-0.48168	-0.33124	-0.15741	-0.00257542
57165	-0.40008	-0.33181	-0.26474	-0.39715
11169	-0.3998	-0.33243	NA	NA
57480	-0.51557	-0.33274	-0.15742	-0.0644947
11149	-0.39725	-0.33326	NA	-0.362151
9507	-0.39022	-0.33381	NA	-0.398959
196883	-0.38459	-0.33385	NA	-0.253863
9722	-0.38333	-0.33402	NA	-0.14387
81554	-0.44072	-0.33575	-0.22372	-0.0166765
8804	-0.23332	-0.33741	-0.45895	0.175391
6878	-0.31623	-0.33752	NA	NA
58528	-0.19811	-0.33787	-0.50416	0.221947
776	-0.43523	-0.33792	-0.235	NA
23086	-0.37567	-0.33805	-0.29911	0.442532
4016	-0.13452	-0.33899	-0.58925	-0.217383
2790	-0.21464	-0.33928	-0.48849	-0.0440899
84515	-0.61195	-0.34055	-0.065166	NA
4664	-0.45825	-0.34107	NA	-0.00786645
10668	-0.40701	-0.34186	NA	NA
23178	-0.55054	-0.34202	-0.096601	-0.0438765
51294	-0.40007	-0.34205	-0.28295	-0.122415
64745	-0.53156	-0.34271	-0.12411	0.0765908
9473	-0.41006	-0.34348	-0.27679	-0.359484
9493	-0.39519	-0.34394	-0.29406	NA
5264	-0.57016	-0.34416	-0.065772	0.115715
51385	-0.32735	-0.34432	NA	-0.122856
6248	-0.46012	-0.34513	NA	NA
64427	-0.46198	-0.34554	NA	NA
4091	-0.33803	-0.34628	NA	-0.354653
644890	-0.18814	-0.34637	-0.51732	NA
284613	-0.46459	-0.34673	-0.22026	NA
9371	-0.32839	-0.34689	NA	NA
5876	-0.34249	-0.34769	NA	NA
60561	-0.4728	-0.34783	-0.21766	NA
23316	-0.43789	-0.34789	-0.25088	0.262338
80143	-0.49638	-0.34795	-0.1937	-0.174271
650	-0.47185	-0.34826	-0.22496	-0.241627
10938	-0.37628	-0.34862	NA	-0.457757
8974	-0.24325	-0.35015	-0.46875	-0.208208
160760	-0.42809	-0.35023	-0.2695	-0.0463558
7328	-0.35666	-0.35077	NA	NA
79729	-0.51347	-0.35109	NA	NA
83931	-0.56768	-0.35269	-0.11283	0.0102879
7767	-0.48249	-0.35275	-0.21926	NA
201134	-0.40006	-0.35279	-0.30379	-0.160288
175	-0.25918	-0.35311	-0.44763	-0.381225
64577	-0.40285	-0.35321	NA	NA
57121	-0.51169	-0.35459	NA	NA
115817	-0.41568	-0.35502	NA	NA
51011	-0.27761	-0.35566	NA	NA
80777	-0.19046	-0.35618	-0.52738	0.212892
84561	-0.54785	-0.35674	-0.15888	0.062638
1519	-0.26275	-0.35683	-0.46537	-0.302475
342132	-0.4936	-0.35687	-0.20935	NA
23457	-0.50221	-0.35715	-0.19795	NA
4915	-0.22983	-0.35732	-0.50487	-0.160926
29063	-0.47744	-0.35764	-0.23432	NA
23607	-0.46382	-0.35792	NA	NA
868	-0.48188	-0.35853	NA	NA
5189	-0.42358	-0.35866	-0.2905	0.0430385
84687	-0.25058	-0.3592	-0.48131	0.129371
4324	-0.46766	-0.35984	-0.24834	-0.363027
401498	-0.35554	-0.36016	-0.36825	0.0884525
9592	-0.51387	-0.36176	-0.18844	-0.110218
100505741	-0.24293	-0.36228	-0.49477	-0.182553
79600	-0.32873	-0.36317	-0.40188	0.0215287
2686	-0.52402	-0.36333	-0.18755	0.0248687
80305	-0.57827	-0.36367	-0.13957	-0.248499
131544	-0.38405	-0.36452	-0.34598	-0.530854
51741	-0.29351	-0.36472	-0.44427	-0.120392
23511	-0.48613	-0.36851	NA	NA
6239	-0.26019	-0.36862	-0.47692	-0.436029
10042	-0.44012	-0.36928	NA	NA
10675	-0.34426	-0.36946	-0.39768	0.018406
