gene	thinning_Z_ds25	U_ds25_thinning	rank_ds25	decile_ds25
STOX1	-0.77974	-0.0023698	7942	4
PAFAH1B3	-0.77991	-0.0028203	7943	4
EFHC1	-0.78051	-0.0031115	7944	4
CDK13	-0.78144	-0.0026942	7945	4
ABHD1	-0.7822	-0.0028388	7946	4
HYAL2	-0.78236	-0.0059376	7947	4
GPER1	-0.78244	-0.004862	7948	4
TTC3P1	-0.78253	-0.0043563	7949	4
LYRM2	-0.78287	-0.0021938	7950	4
PHF19	-0.78307	-0.0042355	7951	4
MACROD2	-0.78417	-0.0015617	7952	4
RNPEP	-0.78555	-0.0040312	7953	4
KRTAP10-5	-0.78751	-0.0038517	7954	4
C19orf38	-0.78756	-0.003009	7955	4
CPT1A	-0.78762	-0.0055698	7956	4
MTTP	-0.78917	-0.0053474	7957	4
DSCR9	-0.78944	-0.0054382	7958	4
LDB3	-0.78967	-0.0039473	7959	4
EFEMP2	-0.78987	-0.0024132	7960	4
CDS1	-0.7905	-0.0025783	7961	4
ALCAM	-0.79133	-0.003088	7962	4
PBXIP1	-0.79179	-0.002654	7963	4
DDX3X	-0.79189	-0.0014808	7964	4
RRS1	-0.7919	-0.0038	7965	4
SEPHS1	-0.792	-0.0032773	7966	4
LINC01089	-0.79212	-0.0037303	7967	4
TTC7B	-0.79397	-0.0029078	7968	4
POGZ	-0.79402	-0.0039666	7969	4
ZFAND1	-0.79457	-0.0033398	7970	4
COL19A1	-0.79472	-0.0031605	7971	4
STX18-AS1	-0.79593	-0.0029974	7972	4
VIPR2	-0.79622	-0.0020116	7973	4
TMEM132C	-0.79672	-0.0044892	7974	4
TRAPPC11	-0.79729	-0.0034416	7975	4
SYCE3	-0.79782	-0.0036892	7976	4
SPARCL1	-0.79796	-0.0042688	7977	4
HES1	-0.79868	-0.0024109	7978	4
RSPO3	-0.79907	-0.0024891	7979	4
AKR1C3	-0.80006	-0.0034178	7980	4
MFHAS1	-0.80011	-0.0022014	7981	4
CYTOR	-0.80035	-0.0024939	7982	4
VN1R1	-0.80035	-0.0039397	7983	4
DDIT3	-0.80095	-0.004068	7984	4
VPS39	-0.80156	-0.003314	7985	4
AP1S2	-0.8025	-0.0046153	7986	4
TMEM233	-0.8027	-0.0034759	7987	4
ST8SIA4	-0.80283	-0.0057609	7988	4
HNRNPA3	-0.80308	-0.0020809	7989	4
TMEM189	-0.80324	-0.0049983	7990	4
PPP1R14A	-0.80357	-0.0043213	7991	4
KLHL41	-0.80409	-0.0056139	7992	4
ALDOC	-0.80489	-0.0051785	7993	4
CAVIN1	-0.80526	-0.0049897	7994	4
AGFG2	-0.80564	-0.0035874	7995	4
SLC16A6	-0.80893	-0.002709	7996	4
SLIT2	-0.8091	-0.0022531	7997	4
LRP4	-0.80914	-0.0034533	7998	4
LANCL1	-0.80978	-0.0040121	7999	4
ZC3HAV1	-0.80997	-0.0019514	8000	4
FCHSD2	-0.80999	-0.0061053	8001	4
SLC7A6	-0.81005	-0.0059395	8002	4
PHF5A	-0.81032	-0.0047431	8003	4
TTC1	-0.81083	-0.0045743	8004	4
RPS2	-0.81107	-0.0025443	8005	4
ROMO1	-0.81136	-0.0027662	8006	4
NOP53	-0.81145	-0.0023664	8007	4
SYT15	-0.81161	-0.0030903	8008	4
FAM86B3P	-0.81162	-0.0024614	8009	4
CSDE1	-0.81207	-0.0047617	8010	4
SH3D19	-0.81208	-0.0044222	8011	4
ATP6V0E2	-0.81245	-0.0043614	8012	4
ATP6V0E2-AS1	-0.81447	-0.0027977	8013	4
ZNF441	-0.81594	-0.0043241	8014	4
THAP2	-0.81597	-0.003163	8015	4
ANKRD26	-0.81613	-0.0029343	8016	4
CDR2	-0.81698	-0.0038559	8017	4
SLC39A8	-0.81782	-0.0033539	8018	4
DCP1B	-0.81795	-0.0018966	8019	4
FER1L4	-0.81812	-0.003066	8020	4
POLR2I	-0.81861	-0.0024853	8021	4
TKFC	-0.81897	-0.0020305	8022	4
PCGF2	-0.81899	-0.0026183	8023	4
POM121	-0.81947	-0.002941	8024	4
TESC	-0.82229	-0.0037379	8025	4
ALDH1L2	-0.82291	-0.0042218	8026	4
JARID2-AS1	-0.82302	-0.0031929	8027	4
DAXX	-0.82307	-0.0026534	8028	4
SH3RF2	-0.82317	-0.0024932	8029	4
ATP5MF	-0.82327	-0.0031649	8030	4
ZNF225	-0.82345	-0.0022851	8031	4
CEP44	-0.82346	-0.0019408	8032	4
PHC3	-0.82373	-0.0054242	8033	4
SYF2	-0.82394	-0.0033227	8034	4
DIXDC1	-0.82414	-0.0052835	8035	4
SLC26A1	-0.82507	-0.00477	8036	4
DHRS9	-0.82561	-0.0019012	8037	4
WASF3	-0.82606	-0.0040835	8038	4
MRPS15	-0.82627	-0.0053081	8039	4
SCN4B	-0.8263	-0.004104	8040	4
STAG3L5P	-0.82684	-0.0057173	8041	4
TOP3B	-0.82692	-0.0031387	8042	4
RCCD1	-0.82719	-0.0056756	8043	4
RPF1	-0.82772	-0.0027277	8044	4
FAM210B	-0.82868	-0.0038357	8045	4
AURKA	-0.82892	-0.0022502	8046	4
KIAA0355	-0.82913	-0.0040942	8047	4
ALDH4A1	-0.83002	-0.003043	8048	4
CHMP7	-0.8302	-0.0034471	8049	4
CROCCP2	-0.83073	-0.0017515	8050	4
FAM161B	-0.83076	-0.0054493	8051	4
SGCG	-0.83146	-0.0019508	8052	4
NXPH3	-0.83152	-0.0025364	8053	4
LINC00687	-0.8317	-0.0051554	8054	4
ACTA2	-0.83225	-0.0027246	8055	4
LOC100130331	-0.83227	-0.003754	8056	4
XPOT	-0.83284	-0.0051391	8057	4
TMEM176B	-0.83287	-0.0017644	8058	4
RPS10	-0.83389	-0.001829	8059	4
OPN4	-0.83407	-0.0062545	8060	4
FANCC	-0.83441	-0.0029466	8061	4
RNF157	-0.83499	-0.002933	8062	4
CEP131	-0.83528	-0.0065838	8063	4
PATZ1	-0.8354	-0.005392	8064	4
TOMM22	-0.83623	-0.0047073	8065	4
KRTAP5-7	-0.8367	-0.0034352	8066	4
SYPL2	-0.83679	-0.00428	8067	4
HNRNPR	-0.83688	-0.0044795	8068	4
EZR	-0.83729	-0.0032335	8069	4
KLHL20	-0.83739	-0.0024229	8070	4
GREB1	-0.83824	-0.001908	8071	4
ST6GALNAC6	-0.83826	-0.0023206	8072	4
UBE2Q2	-0.83849	-0.0054733	8073	4
KLF7	-0.83851	-0.003742	8074	4
ANAPC7	-0.83904	-0.0036249	8075	4
STK17B	-0.83936	-0.0027527	8076	4
ZMYM1	-0.84001	-0.0034627	8077	4
TULP3	-0.84103	-0.0053241	8078	4
GTF2I	-0.84188	-0.0051113	8079	4
BCL10	-0.8423	-0.0023412	8080	4
RCC1	-0.84274	-0.0026753	8081	4
FAM178B	-0.84297	-0.0029326	8082	4
STOX2	-0.84351	-0.0037017	8083	4
RHOT1	-0.84413	-0.0044009	8084	4
FAM71F2	-0.84495	-0.0036125	8085	4
MUC20	-0.84521	-0.002076	8086	4
STK36	-0.84553	-0.004307	8087	4
UBA2	-0.84565	-0.0046115	8088	4
SDC4	-0.84633	-0.0033507	8089	4
TRIM14	-0.84656	-0.0046562	8090	4
DOCK7	-0.84677	-0.0030906	8091	4
RFC5	-0.84766	-0.0050473	8092	4
MAIP1	-0.84777	-0.0037846	8093	4
HPN	-0.84802	-0.0035532	8094	4
EVI5L	-0.84839	-0.0046963	8095	4
PPP1R3B	-0.84849	-0.0046108	8096	4
GGTA1P	-0.84851	-0.0027591	8097	4
KIAA0513	-0.84874	-0.0040322	8098	4
DDX39A	-0.84894	-0.0036852	8099	4
ACO2	-0.84958	-0.0034659	8100	4
RPS18	-0.85128	-0.0027525	8101	4
LLGL1	-0.85163	-0.0049253	8102	4
POLD4	-0.85165	-0.0053717	8103	4
BORA	-0.85225	-0.0034282	8104	4
KMT2D	-0.85269	-0.0052222	8105	4
LHFPL6	-0.8528	-0.0048369	8106	4
CEP70	-0.85294	-0.0039751	8107	4
UBE2Q2L	-0.8532	-0.005823	8108	4
PPA1	-0.85398	-0.0042473	8109	4
TMEM184A	-0.85438	-0.0055139	8110	4
SEMA3D	-0.85513	-0.0031312	8111	4
ZBTB7A	-0.85549	-0.0020751	8112	4
MYLIP	-0.85559	-0.0042883	8113	4
SIGLEC6	-0.8557	-0.0044535	8114	4
KIF27	-0.8565	-0.0024882	8115	4
ZDHHC3	-0.85719	-0.0045013	8116	4
SLC2A13	-0.85766	-0.0054354	8117	4
MBOAT1	-0.85825	-0.005323	8118	4
CLNS1A	-0.85954	-0.0027295	8119	4
PLA2G6	-0.85968	-0.004816	8120	4
AFDN	-0.85971	-0.003269	8121	4
RNPC3	-0.85984	-0.0052644	8122	4
CHCHD2	-0.86014	-0.0037306	8123	4
PRKAG1	-0.86052	-0.0029386	8124	4
PRR12	-0.86099	-0.0069368	8125	4
NABP1	-0.86108	-0.0025979	8126	4
KDR	-0.86231	-0.0052651	8127	4
SLC12A9	-0.86241	-0.0041181	8128	4
MEF2D	-0.86243	-0.0054068	8129	4
RBL2	-0.86244	-0.0052617	8130	4
ZNF608	-0.86286	-0.005818	8131	4
NUP54	-0.86313	-0.0022951	8132	4
WDR26	-0.86366	-0.0029331	8133	4
CLEC4A	-0.86372	-0.0018231	8134	4
CHCHD3	-0.86386	-0.0035567	8135	4
DSCC1	-0.86427	-0.0019822	8136	4
NOC3L	-0.86472	-0.0049019	8137	4
NPR2	-0.86506	-0.003455	8138	4
GDPD1	-0.86594	-0.0027839	8139	4
NHLRC4	-0.86615	-0.0044446	8140	4
RORA	-0.86727	-0.001489	8141	4
NF2	-0.86837	-0.0052479	8142	4
LGALS2	-0.86859	-0.0043725	8143	4
ADGRA3	-0.86973	-0.0027768	8144	4
RGL3	-0.87028	-0.003553	8145	4
TRIM47	-0.87055	-0.0048065	8146	4
C2CD3	-0.87076	-0.0017816	8147	4
UPK1A-AS1	-0.87098	-0.0049088	8148	4
CYYR1	-0.8715	-0.0070121	8149	4
GPC4	-0.87248	-0.0017533	8150	4
DRC3	-0.87292	-0.0048276	8151	4
PAPLN	-0.87349	-0.004117	8152	4
STK35	-0.87365	-0.0051119	8153	4
LOC646626	-0.87372	-0.0040408	8154	4
AHSA1	-0.87447	-0.0047188	8155	4
LIFR-AS1	-0.87502	-0.0057752	8156	4
ACAP2	-0.87528	-0.0042069	8157	4
CMPK2	-0.8755	-0.0034942	8158	4
CFAP206	-0.87774	-0.0064617	8159	4
ADAD2	-0.87803	-0.0048449	8160	4
ZNF41	-0.8787	-0.0032524	8161	4
INTU	-0.87905	-0.0036728	8162	4
TRIO	-0.8794	-0.0054129	8163	4
DOCK5	-0.88045	-0.0047468	8164	4
ZBTB7B	-0.88095	-0.0051023	8165	4
CNIH1	-0.88098	-0.0036721	8166	4
TMCO3	-0.88163	-0.0049071	8167	4
RIPK1	-0.88201	-0.0033849	8168	4
KDM5C	-0.88246	-0.0032774	8169	4
IRAK1	-0.88266	-0.004002	8170	4
BTF3P11	-0.88359	-0.004282	8171	4
STX1B	-0.8836	-0.0019654	8172	4
EXOC1	-0.88385	-0.0043597	8173	4
BCDIN3D	-0.88389	-0.0048059	8174	4
IGDCC3	-0.88391	-0.0039828	8175	4
MAMLD1	-0.88411	-0.0043797	8176	4
JHY	-0.8844	-0.0038463	8177	4
SCAND2P	-0.88532	-0.004516	8178	4
CYP20A1	-0.8871	-0.0056415	8179	4
MRPL58	-0.88718	-0.0043102	8180	4
SLC46A3	-0.88863	-0.0047265	8181	4
STARD3NL	-0.88886	-0.002675	8182	4
PLEKHF1	-0.88977	-0.0021684	8183	4
GTF3C6	-0.89061	-0.0016986	8184	4
PM20D2	-0.89153	-0.0051306	8185	4
TNRC6B	-0.89233	-0.0034581	8186	4
ZDHHC8P1	-0.89288	-0.0054172	8187	4
VPS54	-0.89391	-0.0019209	8188	4
FAM95A	-0.89405	-0.0039517	8189	4
ZNF800	-0.89463	-0.0047724	8190	4
CD2	-0.89509	-0.0044274	8191	4
MOG	-0.89592	-0.0052277	8192	4
IFT81	-0.89595	-0.0055582	8193	4
NFYC-AS1	-0.89653	-0.0032933	8194	4
ULK1	-0.89668	-0.0040403	8195	4
CCNI2	-0.89672	-0.002904	8196	4
SYPL1	-0.89712	-0.0049455	8197	4
ODF2L	-0.89819	-0.0042039	8198	4
DCAF7	-0.89871	-0.0028837	8199	4
SLC12A4	-0.89878	-0.0039459	8200	4
FAM3C	-0.89947	-0.0038824	8201	4
IVNS1ABP	-0.89972	-0.0032047	8202	4
TKT	-0.90041	-0.0056449	8203	4
FLYWCH1	-0.90052	-0.0030895	8204	4
SLC15A2	-0.90214	-0.0035018	8205	4
SOX6	-0.9028	-0.0063986	8206	4
FBXL6	-0.90321	-0.0041468	8207	4
PTX3	-0.90339	-0.003438	8208	4
PLBD1	-0.90349	-0.0058494	8209	4
RPL17	-0.90363	-0.0039024	8210	4
COMMD6	-0.90436	-0.0032477	8211	4
ZNF561	-0.9045	-0.0028106	8212	4
DEPTOR	-0.90545	-0.0036896	8213	4
EIF5B	-0.90577	-0.0041068	8214	4
WWC1	-0.9058	-0.0029154	8215	4
USF1	-0.90593	-0.0045195	8216	4
SLC38A11	-0.90616	-0.0018996	8217	4
ZNF334	-0.90695	-0.0054878	8218	4
CCDC160	-0.90701	-0.0064345	8219	4
BCL2A1	-0.90735	-0.0033911	8220	4
ADARB2-AS1	-0.90743	-0.0053116	8221	4
LOC389831	-0.90876	-0.0047912	8222	4
LZIC	-0.90973	-0.0034783	8223	4
PIP5K1C	-0.9098	-0.0037021	8224	4
UMPS	-0.91011	-0.0019876	8225	4
DDHD2	-0.91163	-0.0022694	8226	4
SLC31A1	-0.9117	-0.0058086	8227	4
RIDA	-0.91181	-0.0042497	8228	4
SOX15	-0.9126	-0.0053394	8229	4
CNDP2	-0.91264	-0.0027386	8230	4
DOK7	-0.91418	-0.0051399	8231	4
SOGA3	-0.9145	-0.0031146	8232	4
NSMCE1	-0.915	-0.0022533	8233	4
DLGAP1	-0.91536	-0.0031912	8234	4
ADGRV1	-0.91683	-0.0026129	8235	4
PHF10	-0.91701	-0.0027092	8236	4
NELFA	-0.91835	-0.0033443	8237	4
VAMP1	-0.91919	-0.0026337	8238	4
DCAF13P3	-0.91929	-0.0015902	8239	4
PCNT	-0.91975	-0.003514	8240	4
BEST4	-0.92031	-0.0056474	8241	4
AKR7A2P1	-0.92166	-0.0028307	8242	4
C6orf226	-0.92174	-0.0058537	8243	4
AKR1C1	-0.9221	-0.0049059	8244	4
NXF5	-0.92225	-0.0048214	8245	4
TOR1AIP2	-0.92276	-0.0046787	8246	4
LRP3	-0.92335	-0.0048619	8247	4
PRH2	-0.92341	-0.0031184	8248	4
FAM13C	-0.92372	-0.0048133	8249	4
FIBIN	-0.92385	-0.0031131	8250	4
LOC400710	-0.92491	-0.0045026	8251	4
FAM162A	-0.92512	-0.0038696	8252	4
NR2F1	-0.92598	-0.0069453	8253	4
KNG1	-0.92613	-0.0035218	8254	4
BLOC1S1	-0.92665	-0.0036377	8255	4
RFXANK	-0.92702	-0.0046956	8256	4
RERG	-0.92773	-0.0034302	8257	4
RAB11FIP3	-0.93004	-0.0033393	8258	4
MRO	-0.93021	-0.0047443	8259	4
LMX1A	-0.93113	-0.0044827	8260	4
SCN8A	-0.93216	-0.0031093	8261	4
S100A4	-0.93254	-0.0041545	8262	4
TMEM167B	-0.93255	-0.0060518	8263	4
RBP7	-0.93369	-0.0047404	8264	4
RPS20	-0.93594	-0.003081	8265	4
PIGN	-0.93594	-0.0042933	8266	4
ID4	-0.93632	-0.0043828	8267	4
SENP5	-0.93643	-0.0046821	8268	4
GJA4	-0.93829	-0.0053664	8269	4
SMAD4	-0.93918	-0.0066432	8270	4
IL34	-0.93938	-0.0025775	8271	4
PAN2	-0.93997	-0.0030606	8272	4
TEX9	-0.94034	-0.0051481	8273	4
MT1L	-0.9409	-0.0026013	8274	4
CCDC59	-0.94228	-0.0059846	8275	4
EMCN	-0.94246	-0.0047613	8276	4
C2orf54	-0.94352	-0.0054733	8277	4
SYNJ2	-0.94408	-0.0063892	8278	4
PDCD2	-0.94492	-0.0025053	8279	4
CDH11	-0.94505	-0.0035698	8280	4
ABCB1	-0.94545	-0.0050865	8281	4
RPS24	-0.94567	-0.0039198	8282	4
BSDC1	-0.94708	-0.0047455	8283	4
LINC01410	-0.94755	-0.00327	8284	4
STK26	-0.94821	-0.0035813	8285	4
C5orf64	-0.94855	-0.0064166	8286	4
GTF3A	-0.94925	-0.003518	8287	4
FGF7P6	-0.94931	-0.0055869	8288	4
AGO2	-0.9497	-0.0051165	8289	4
ZNF81	-0.95018	-0.0045258	8290	4
ARL9	-0.95039	-0.0060445	8291	4
CDH12	-0.95072	-0.0043455	8292	4
SLC25A48	-0.95167	-0.0047797	8293	4
CDKL4	-0.95262	-0.0062245	8294	4
MAP1LC3B	-0.95395	-0.0023055	8295	4
CCDC22	-0.95413	-0.004575	8296	4
SEPT3	-0.95423	-0.0036418	8297	4
EIF1	-0.95456	-0.0018923	8298	4
CDH2	-0.95472	-0.0067731	8299	4
TMEM250	-0.95502	-0.0040401	8300	4
ATAD2B	-0.95508	-0.0046697	8301	4
FGFR3	-0.95558	-0.004784	8302	4
DUSP23	-0.95583	-0.0055327	8303	4
ERI3	-0.95659	-0.0022832	8304	4
OGFOD3	-0.95663	-0.0042639	8305	4
EPHA5-AS1	-0.95802	-0.0067051	8306	4
FAM107A	-0.95834	-0.0029733	8307	4
CENPBD1	-0.95851	-0.0031821	8308	4
SDR16C5	-0.96213	-0.004319	8309	4
CRIPT	-0.96336	-0.0062193	8310	4
INPP5B	-0.9639	-0.0031942	8311	4
DCBLD1	-0.96426	-0.0061429	8312	4
MIR4435-2HG	-0.96529	-0.002786	8313	4
PPP2R2C	-0.96581	-0.0050373	8314	4
UVRAG	-0.96805	-0.0035908	8315	4
KIF16B	-0.96869	-0.0038142	8316	4
CACNA1A	-0.96946	-0.0020682	8317	4
TCTEX1D2	-0.96996	-0.0033648	8318	4
KLF13	-0.97147	-0.004444	8319	4
STRBP	-0.97238	-0.0027461	8320	4
POLR1D	-0.97281	-0.0040429	8321	4
ORMDL1	-0.97311	-0.0052892	8322	4
SSR3	-0.97332	-0.0039056	8323	4
ZDHHC20	-0.97366	-0.0044682	8324	4
MAP2	-0.97376	-0.0047329	8325	4
KLRC3	-0.97439	-0.0030388	8326	4
IRF2BPL	-0.97483	-0.005064	8327	4
HSD17B14	-0.97493	-0.0026621	8328	4
ETV3	-0.97515	-0.0041249	8329	4
TTBK2	-0.97517	-0.0025586	8330	4
ACOT13	-0.97547	-0.0056761	8331	4
C17orf80	-0.97549	-0.0048289	8332	4
PCBP1	-0.97577	-0.0041457	8333	4
TMEM165	-0.97611	-0.0047299	8334	4
PALLD	-0.97611	-0.0036188	8335	4
ARL16	-0.97656	-0.0017398	8336	4
PRKAR2A	-0.97663	-0.0040802	8337	4
SOWAHD	-0.97665	-0.0029549	8338	4
KDM2B	-0.97705	-0.0031359	8339	4
MCAM	-0.97715	-0.0051208	8340	4
ANLN	-0.97811	-0.0052991	8341	4
BRD1	-0.97898	-0.0062487	8342	4
MLLT3	-0.97904	-0.0061887	8343	4
DPM3	-0.97971	-0.0046063	8344	4
SELENOK	-0.98151	-0.0046545	8345	4
CDADC1	-0.98343	-0.0020879	8346	4
C16orf89	-0.98394	-0.0038707	8347	4
APAF1	-0.98399	-0.0060609	8348	4
GALNT15	-0.98408	-0.0054308	8349	4
SELENBP1	-0.98535	-0.0032216	8350	4
ALDH1L1	-0.98589	-0.0036201	8351	4
FAM102A	-0.98611	-0.003437	8352	4
ELAVL1	-0.98629	-0.0060869	8353	4
ZEB1	-0.9863	-0.0050948	8354	4
COX7A1	-0.98632	-0.0031713	8355	4
RGMA	-0.98661	-0.0075009	8356	4
MMS22L	-0.98704	-0.0024663	8357	4
EDARADD	-0.98716	-0.0027943	8358	4
FAM110A	-0.98795	-0.0036147	8359	4
ME2	-0.98796	-0.0033281	8360	4
ALG5	-0.9881	-0.0047602	8361	4
INSIG2	-0.98822	-0.0042389	8362	4
GNAI2	-0.98835	-0.0027059	8363	4
CARD19	-0.98923	-0.0046385	8364	4
APOLD1	-0.99034	-0.0050209	8365	4
CFAP43	-0.99147	-0.0052119	8366	4
TP53I3	-0.99149	-0.0036251	8367	4
MOV10	-0.99215	-0.0029362	8368	4
ZNF644	-0.99254	-0.0049761	8369	4
LIME1	-0.99386	-0.0053549	8370	4
FAM95C	-0.99408	-0.0071893	8371	4
EFCAB2	-0.99449	-0.0058108	8372	4
MAP3K6	-0.99514	-0.0018441	8373	4
CFD	-0.99525	-0.0019894	8374	4
CEND1	-0.99712	-0.00403	8375	4
RUNX1	-0.99725	-0.0061276	8376	4
NOM1	-0.99846	-0.0031699	8377	4
EXOSC3	-0.99864	-0.0058914	8378	4
SNX24	-0.99884	-0.0067898	8379	4
MCPH1	-1.0003	-0.0031613	8380	4
LOC101926934	-1.0011	-0.0058992	8381	4
SLC24A3	-1.0014	-0.0064086	8382	4
ACPP	-1.0016	-0.0048233	8383	4
TLE4	-1.0027	-0.0066458	8384	4
TOMM34	-1.003	-0.0061086	8385	4
HSPE1	-1.0045	-0.0066869	8386	4
PIGF	-1.0055	-0.002195	8387	4
GALNS	-1.0057	-0.0067142	8388	4
GTF2IP20	-1.0087	-0.0045197	8389	4
DENND4B	-1.0095	-0.0037008	8390	4
NDUFB5	-1.0109	-0.006893	8391	4
SMIM10L1	-1.0118	-0.0067645	8392	4
HIST1H2AE	-1.0122	-0.0077909	8393	4
ADK	-1.0126	-0.0036997	8394	4
IK	-1.0131	-0.0051898	8395	4
QDPR	-1.0135	-0.0056225	8396	4
SUPT7L	-1.0138	-0.0020261	8397	4
TRIAP1	-1.0139	-0.002848	8398	4
GRIN2C	-1.0154	-0.0040867	8399	4
FBXO41	-1.0171	-0.0039781	8400	4
EPHB1	-1.0183	-0.0052243	8401	4
SRGAP1	-1.0206	-0.0035855	8402	4
NDN	-1.0216	-0.0063274	8403	4
TNFAIP8L2	-1.0218	-0.0031717	8404.5	4
LRRC56	-1.0218	-0.0036776	8404.5	4
SEPT12	-1.0235	-0.0018828	8406	3
WNT3	-1.0239	-0.0038541	8407	3
QTRT2	-1.0251	-0.0037945	8408	3
AKR1C4	-1.0255	-0.0053218	8409	3
ORAOV1	-1.0264	-0.0040693	8410	3
LRR1	-1.0266	-0.0027918	8411	3
ZNF485	-1.0266	-0.0047412	8412	3
LGR4	-1.0278	-0.0037125	8413	3
ANP32E	-1.0286	-0.0030982	8414	3
LINC01000	-1.0287	-0.0066461	8415	3
SEMA3A	-1.0295	-0.005514	8416	3
POGK	-1.0305	-0.0052038	8417	3
NTSR2	-1.031	-0.003011	8418	3
RALGPS2	-1.0317	-0.0028543	8419	3
TRIL	-1.0321	-0.0030566	8420	3
SAXO2	-1.0335	-0.0049637	8421	3
CIZ1	-1.0337	-0.0034384	8422	3
DTWD2	-1.0341	-0.002384	8423	3
ZCCHC11	-1.0346	-0.0065042	8424	3
HES6	-1.0357	-0.0039761	8425	3
NUMBL	-1.0368	-0.0044906	8426	3
APOOL	-1.037	-0.0074302	8427	3
VPS36	-1.0375	-0.0032277	8428	3
YAP1	-1.0376	-0.0039052	8429	3
MBP	-1.0379	-0.0068207	8430	3
CHFR	-1.0384	-0.0041414	8431	3
FGD1	-1.0384	-0.0059082	8432	3
MICALL1	-1.039	-0.0055368	8433	3
PBX4	-1.0391	-0.0064142	8434	3
ADSSL1	-1.0394	-0.0040405	8435	3
ZNF75A	-1.0395	-0.0056524	8436	3
COL27A1	-1.0411	-0.0050196	8437	3
KCNAB3	-1.0423	-0.0023936	8438	3
PRDX4	-1.0428	-0.0020951	8439	3
LCE1F	-1.0435	-0.0075506	8440	3
TMOD3	-1.0437	-0.0052526	8441	3
ITGA11	-1.0438	-0.0046912	8442	3
TMEM265	-1.0444	-0.0029427	8443	3
PDGFRA	-1.046	-0.0022373	8444	3
FADS2	-1.0462	-0.0030743	8445	3
SFRP2	-1.0463	-0.0068331	8446	3
CALD1	-1.0465	-0.0041519	8447	3
AURKB	-1.0469	-0.006931	8448	3
IDH1-AS1	-1.0476	-0.00398	8449	3
LOC105374546	-1.0484	-0.0028229	8450	3
RB1CC1	-1.0495	-0.0068359	8451	3
C1QTNF3	-1.0497	-0.0040541	8452	3
ZNF234	-1.0499	-0.0050998	8453	3
C3orf38	-1.0509	-0.0062695	8454	3
ZNF211	-1.0521	-0.0065183	8455	3
FBXL4	-1.0522	-0.0030732	8456	3
FREM1	-1.0529	-0.0067964	8457	3
FZD10	-1.0531	-0.0061043	8458	3
LINC02470	-1.0532	-0.0065116	8459	3
DHX15	-1.0537	-0.0043412	8460	3
B3GAT2	-1.0538	-0.0052423	8461	3
LFNG	-1.0553	-0.0044508	8462	3
NUDT6	-1.0559	-0.0044559	8463	3
UGT8	-1.0561	-0.0052663	8464	3
B4GALT1	-1.0565	-0.0041184	8465	3
TRAF7	-1.057	-0.0035274	8466	3
H2AFY	-1.0576	-0.0070401	8467	3
ANKRD20A5P	-1.0577	-0.0055774	8468	3
NUP155	-1.0589	-0.005358	8469	3
MAF	-1.0599	-0.0058475	8470	3
ABHD6	-1.0601	-0.0050999	8471	3
ENY2	-1.0605	-0.0033114	8472	3
TK2	-1.0605	-0.0045901	8473	3
TMEM206	-1.0607	-0.0061888	8474	3
GTF2H2B	-1.0613	-0.0018526	8475	3
HIST1H3A	-1.0616	-0.0016968	8476	3
PLA2G5	-1.0623	-0.0057317	8477	3
DPH5	-1.0631	-0.0023859	8478	3
HIST1H2BL	-1.0635	-0.0061732	8479	3
WDR91	-1.0636	-0.0028973	8480	3
SRP14-AS1	-1.0638	-0.0061365	8481	3
PIN4	-1.0642	-0.0039409	8482	3
SLC16A4	-1.0643	-0.0050968	8483	3
KNDC1	-1.0644	-0.0030993	8484	3
PSMA2	-1.0659	-0.0054894	8485	3
ZNF780B	-1.066	-0.004978	8486	3
ERVK13-1	-1.0661	-0.005741	8487	3
DLG3	-1.0664	-0.0054422	8488	3
TRMT5	-1.0676	-0.004449	8489	3
HACD2	-1.0683	-0.0066354	8490	3
PREX2	-1.0693	-0.004554	8491	3
SESTD1	-1.0697	-0.0044179	8492	3
SWAP70	-1.0698	-0.0057268	8493	3
ACVR1C	-1.07	-0.0034846	8494	3
MRPL48	-1.0702	-0.0041879	8495	3
IPP	-1.0702	-0.0034937	8496	3
ST6GAL2	-1.0713	-0.0081006	8497	3
RBP2	-1.0714	-0.0065384	8498	3
GGACT	-1.0717	-0.0062123	8499	3
DIP2B	-1.0726	-0.0052432	8500	3
LINC00216	-1.075	-0.0050245	8501	3
KRTAP5-2	-1.0763	-0.0036931	8502	3
TMEM74	-1.078	-0.0067077	8503	3
RACGAP1P	-1.0782	-0.0045791	8504	3
PDGFRL	-1.0787	-0.0063419	8505	3
MAD2L2	-1.0793	-0.0032119	8506.5	3
ZCWPW2	-1.0793	-0.0041343	8506.5	3
ANKRD42	-1.0795	-0.007722	8508	3
ABR	-1.0795	-0.0069838	8509	3
NXPE3	-1.0803	-0.0040786	8510	3
LYPD1	-1.0805	-0.0018941	8511	3
GLUD2	-1.0808	-0.0027979	8512	3
TM2D1	-1.0813	-0.0047304	8513	3
TBC1D30	-1.0816	-0.0039179	8514	3
CPAMD8	-1.0819	-0.0038674	8515	3
DIDO1	-1.0828	-0.0023312	8516	3
SNRNP40	-1.0839	-0.0034006	8517	3
MAPRE1	-1.0844	-0.0042565	8518	3
LY6G5C	-1.0847	-0.0053422	8519	3
METTL14	-1.0851	-0.0060893	8520	3
RPS27	-1.0857	-0.0060077	8521	3
TAS2R19	-1.0863	-0.0035317	8522	3
TMEM216	-1.0866	-0.0073996	8523	3
