GENE	C1	C2	C3	C1+	C2+	C3+	C1-	C2-	C3-
23431	0.605517	0.08524	-0.104734	0.605517	0.08524	0	0	0	0.104734
55745	0.47744	0.242185	-0.0196716	0.47744	0.242185	0	0	0	0.0196716
55317	-0.600008	-0.110112	-0.117037	0	0	0	0.600008	0.110112	0.117037
317	-0.718628	-0.294504	-0.1226	0	0	0	0.718628	0.294504	0.1226
320	-0.528439	-0.222617	0.238914	0	0	0.238914	0.528439	0.222617	0
54518	-0.708552	-0.0550128	-0.265941	0	0	0	0.708552	0.0550128	0.265941
323	0.24788	0.413213	-0.240608	0.24788	0.413213	0	0	0	0.240608
147495	-0.611146	0.0363544	-0.287675	0	0.0363544	0	0.611146	0	0.287675
327	-0.40018	0.617447	0.363193	0	0.617447	0.363193	0.40018	0	0
27301	-0.371624	0.435097	0.180542	0	0.435097	0.180542	0.371624	0	0
8539	0.391007	-0.0963553	0.30293	0.391007	0	0.30293	0	0.0963553	0
51074	0.667742	-0.109952	-0.385826	0.667742	0	0	0	0.109952	0.385826
8862	-0.658189	0.00634213	-0.542016	0	0.00634213	0	0.658189	0	0.542016
187	-0.637043	0.0250668	-0.439853	0	0.0250668	0	0.637043	0	0.439853
57136	-0.642667	0.18596	0.328032	0	0.18596	0.328032	0.642667	0	0
341	-0.649907	-0.391559	0.0314148	0	0	0.0314148	0.649907	0.391559	0
348	-0.666009	-0.203766	-0.154876	0	0	0	0.666009	0.203766	0.154876
8542	0.660375	0.318519	0.201643	0.660375	0.318519	0.201643	0	0	0
23780	0.851269	0.335175	0.140472	0.851269	0.335175	0.140472	0	0	0
81575	0.340226	0.360661	-0.27159	0.340226	0.360661	0	0	0	0.27159
55937	-0.650797	0.133269	-0.300705	0	0.133269	0	0.650797	0	0.300705
10513	0.529786	0.194135	0.089604	0.529786	0.194135	0.089604	0	0	0
353	-0.530269	0.281533	0.154105	0	0.281533	0.154105	0.530269	0	0
358	-0.435247	0.166276	-0.465295	0	0.166276	0	0.435247	0	0.465295
361	-0.691544	0.00117537	-0.236719	0	0.00117537	0	0.691544	0	0.236719
362	-0.518982	-0.240413	-0.3159	0	0	0	0.518982	0.240413	0.3159
366	-0.532196	0.28805	0.452395	0	0.28805	0.452395	0.532196	0	0
367	0.809491	0.272206	-0.109005	0.809491	0.272206	0	0	0	0.109005
116984	0.466291	-0.0944748	0.256248	0.466291	0	0.256248	0	0.0944748	0
64411	0.348548	-0.383514	0.423051	0.348548	0	0.423051	0	0.383514	0
23237	0.772787	0.230252	0.167937	0.772787	0.230252	0.167937	0	0	0
377	-0.584655	0.0747573	0.396547	0	0.0747573	0.396547	0.584655	0	0
26286	-0.602154	-0.0627298	0.0545103	0	0	0.0545103	0.602154	0.0627298	0
10565	0.386961	-0.190707	-0.0330814	0.386961	0	0	0	0.190707	0.0330814
10564	0.632196	0.146419	-0.0675273	0.632196	0.146419	0	0	0	0.0675273
57221	-0.796965	-0.0789302	0.0986598	0	0	0.0986598	0.796965	0.0789302	0
384	0.384214	0.473083	0.0415825	0.384214	0.473083	0.0415825	0	0	0
79658	0.246817	-0.204991	0.25274	0.246817	0	0.25274	0	0.204991	0
94134	-0.823585	0.0975095	0.0828919	0	0.0975095	0.0828919	0.823585	0	0
93663	-0.667841	-0.11163	-0.10841	0	0	0	0.667841	0.11163	0.10841
58504	-0.360282	0.334056	-0.519793	0	0.334056	0	0.360282	0	0.519793
9938	-0.127331	0.795844	-0.036309	0	0.795844	0	0.127331	0	0.036309
23092	0.744475	0.164993	0.237941	0.744475	0.164993	0.237941	0	0	0
201176	0.35858	0.0523258	-0.227982	0.35858	0.0523258	0	0	0	0.227982
79822	-0.789663	0.0272362	0.329482	0	0.0272362	0.329482	0.789663	0	0
9411	0.31299	-0.284305	0.659289	0.31299	0	0.659289	0	0.284305	0
57514	-0.301394	0.323774	-0.140775	0	0.323774	0	0.301394	0	0.140775
9743	0.445947	-0.511375	0.317	0.445947	0	0.317	0	0.511375	0
115703	-0.86779	-0.0660856	0.0752119	0	0	0.0752119	0.86779	0.0660856	0
158763	-0.811169	-0.258296	-0.15256	0	0	0	0.811169	0.258296	0.15256
80728	0.786679	-0.0451798	0.101765	0.786679	0	0.101765	0	0.0451798	0
393	-0.829956	0.126808	-0.272786	0	0.126808	0	0.829956	0	0.272786
143872	-0.370855	0.427896	-0.151945	0	0.427896	0	0.370855	0	0.151945
9912	0.602966	0.356291	-0.127915	0.602966	0.356291	0	0	0	0.127915
23526	-0.563984	0.442837	-0.276423	0	0.442837	0	0.563984	0	0.276423
84837	-0.719129	-0.10983	-0.0583746	0	0	0	0.719129	0.10983	0.0583746
395	-0.769039	-0.463863	-0.195561	0	0	0	0.769039	0.463863	0.195561
64333	0.878494	0.364169	0.0605615	0.878494	0.364169	0.0605615	0	0	0
396	-0.819161	0.244305	0.0975377	0	0.244305	0.0975377	0.819161	0	0
397	-0.365366	0.289952	0.115813	0	0.289952	0.115813	0.365366	0	0
398	-0.720241	0.489341	0.252485	0	0.489341	0.252485	0.720241	0	0
9639	0.295064	0.312998	-0.361962	0.295064	0.312998	0	0	0	0.361962
55160	0.510938	0.0660831	-0.401064	0.510938	0.0660831	0	0	0	0.401064
9826	0.801871	0.000306909	0.0883167	0.801871	0.000306909	0.0883167	0	0	0
23365	0.701985	-0.196655	0.299345	0.701985	0	0.299345	0	0.196655	0
27237	0.306976	0.621745	-0.275136	0.306976	0.621745	0	0	0	0.275136
9828	0.725054	0.206412	0.0809384	0.725054	0.206412	0.0809384	0	0	0
23370	0.74906	-0.00671733	-0.00979046	0.74906	0	0	0	0.00671733	0.00979046
9181	0.429558	0.121805	0.16049	0.429558	0.121805	0.16049	0	0	0
64283	-0.87526	0.122231	-0.0168196	0	0.122231	0	0.87526	0	0.0168196
50649	-0.176781	0.587304	-0.0499029	0	0.587304	0	0.176781	0	0.0499029
55701	-0.714689	0.103738	-0.36692	0	0.103738	0	0.714689	0	0.36692
9459	0.165166	0.122004	-0.401568	0.165166	0.122004	0	0	0	0.401568
8874	0.772367	-0.212892	-0.126108	0.772367	0	0	0	0.212892	0.126108
196528	0.707515	-0.0646543	0.0418654	0.707515	0	0.0418654	0	0.0646543	0
10620	0.343682	-0.641773	-0.272533	0.343682	0	0	0	0.641773	0.272533
10865	0.0841907	0.0906032	0.612983	0.0841907	0.0906032	0.612983	0	0	0
84159	0.667234	-0.284528	-0.127833	0.667234	0	0	0	0.284528	0.127833
10425	0.786411	-0.194736	-0.120205	0.786411	0	0	0	0.194736	0.120205
285598	-0.757766	-0.396696	0.0998742	0	0	0.0998742	0.757766	0.396696	0
200894	0.601252	-0.26065	-0.306311	0.601252	0	0	0	0.26065	0.306311
54622	-0.761611	0.254154	0.127675	0	0.254154	0.127675	0.761611	0	0
339231	-0.830676	-0.0297075	0.121977	0	0	0.121977	0.830676	0.0297075	0
51326	0.0504879	-0.733271	-0.0427977	0.0504879	0	0	0	0.733271	0.0427977
23568	0.734661	-0.108374	0.0966778	0.734661	0	0.0966778	0	0.108374	0
403	-0.62184	0.445463	-0.0287523	0	0.445463	0	0.62184	0	0.0287523
10124	-0.0839841	-0.724238	0.267587	0	0	0.267587	0.0839841	0.724238	0
10123	0.648098	0.116077	0.128972	0.648098	0.116077	0.128972	0	0	0
379	0.167474	0.607381	0.23771	0.167474	0.607381	0.23771	0	0	0
26225	0.249037	-0.486431	-0.264532	0.249037	0	0	0	0.486431	0.264532
221079	0.736245	0.279857	0.214722	0.736245	0.279857	0.214722	0	0	0
84100	0.279976	0.123971	0.0980415	0.279976	0.123971	0.0980415	0	0	0
10550	0.627681	0.337572	0.299784	0.627681	0.337572	0.299784	0	0	0
132946	-0.034349	-0.76826	0.370524	0	0	0.370524	0.034349	0.76826	0
83787	-0.856086	-0.0417108	0.0568014	0	0	0.0568014	0.856086	0.0417108	0
84071	-0.557315	-0.296568	0.0684177	0	0	0.0684177	0.557315	0.296568	0
25852	0.596514	0.480232	0.441335	0.596514	0.480232	0.441335	0	0	0
80210	0.353499	-0.538708	0.0989842	0.353499	0	0.0989842	0	0.538708	0
51309	-0.811734	0.101797	0.159275	0	0.101797	0.159275	0.811734	0	0
9823	-0.808107	0.262846	0.161303	0	0.262846	0.161303	0.808107	0	0
100131755	0.619002	-0.462692	0.0369185	0.619002	0	0.0369185	0	0.462692	0
54470	0.0787682	0.518846	-0.529267	0.0787682	0.518846	0	0	0	0.529267
9915	-0.506779	-0.0726214	0.398662	0	0	0.398662	0.506779	0.0726214	0
10109	-0.709649	0.268916	0.100544	0	0.268916	0.100544	0.709649	0	0
10094	-0.660038	0.347893	0.0932284	0	0.347893	0.0932284	0.660038	0	0
10092	-0.755633	-0.0620534	-0.131542	0	0	0	0.755633	0.0620534	0.131542
10776	-0.757828	0.238135	0.403586	0	0.238135	0.403586	0.757828	0	0
10777	0.66166	-0.596295	0.19027	0.66166	0	0.19027	0	0.596295	0
408	-0.701938	-0.0892692	-0.205734	0	0	0	0.701938	0.0892692	0.205734
409	-0.714231	0.0132582	0.223405	0	0.0132582	0.223405	0.714231	0	0
22901	0.608583	-0.2026	0.332246	0.608583	0	0.332246	0	0.2026	0
79642	-0.293667	-0.147283	0.380182	0	0	0.380182	0.293667	0.147283	0
419	0.381801	-0.0465853	0.223554	0.381801	0	0.223554	0	0.0465853	0
421	-0.486975	-0.168285	0.120736	0	0	0.120736	0.486975	0.168285	0
427	-0.390254	0.0834815	-0.45344	0	0.0834815	0	0.390254	0	0.45344
56624	0.54411	-0.326808	-0.200093	0.54411	0	0	0	0.326808	0.200093
653308	0.541264	-0.3623	-0.166553	0.541264	0	0	0	0.3623	0.166553
8853	0.685968	0.338804	-0.0264051	0.685968	0.338804	0	0	0	0.0264051
55616	-0.274441	-0.0293184	-0.429671	0	0	0	0.274441	0.0293184	0.429671
51665	-0.790814	0.111208	-0.0943964	0	0.111208	0	0.790814	0	0.0943964
79754	0.931137	0.070588	0.149265	0.931137	0.070588	0.149265	0	0	0
51676	-0.204269	0.463543	0.142036	0	0.463543	0.142036	0.204269	0	0
140458	-0.6149	-0.324571	0.0740679	0	0	0.0740679	0.6149	0.324571	0
140459	-0.387378	0.633699	0.271765	0	0.633699	0.271765	0.387378	0	0
430	-0.941875	0.000713702	0.0807383	0	0.000713702	0.0807383	0.941875	0	0
432	0.453137	0.498582	0.135421	0.453137	0.498582	0.135421	0	0	0
433	0.186123	0.829145	0.236459	0.186123	0.829145	0.236459	0	0	0
55870	0.520685	-0.279586	0.16517	0.520685	0	0.16517	0	0.279586	0
9070	-0.705664	0.0628177	0.386931	0	0.0628177	0.386931	0.705664	0	0
40	-0.796592	0.203338	-0.115196	0	0.203338	0	0.796592	0	0.115196
9311	0.230081	-0.30261	0.14381	0.230081	0	0.14381	0	0.30261	0
55515	-0.209328	-0.627514	0.318746	0	0	0.318746	0.209328	0.627514	0
435	-0.63889	0.212378	0.0535129	0	0.212378	0.0535129	0.63889	0	0
54529	0.217309	0.0842423	0.224391	0.217309	0.0842423	0.224391	0	0	0
554235	0.608923	-0.00533011	0.187023	0.608923	0	0.187023	0	0.00533011	0
57168	-0.623246	-0.308988	0.342157	0	0	0.342157	0.623246	0.308988	0
151516	0.465533	-0.181891	-0.335721	0.465533	0	0	0	0.181891	0.335721
79058	0.666722	0.196045	-0.149409	0.666722	0.196045	0	0	0	0.149409
445	-0.625011	0.0821147	0.455411	0	0.0821147	0.455411	0.625011	0	0
28990	0.435067	-0.199587	0.0608279	0.435067	0	0.0608279	0	0.199587	0
460	-0.866288	-0.139736	0.135416	0	0	0.135416	0.866288	0.139736	0
23245	0.515999	0.355686	-0.287981	0.515999	0.355686	0	0	0	0.287981
55252	-0.395558	0.419225	-0.193978	0	0.419225	0	0.395558	0	0.193978
80816	-0.727433	-0.310461	0.206609	0	0	0.206609	0.727433	0.310461	0
29028	0.462786	-0.382264	-0.0274426	0.462786	0	0	0	0.382264	0.0274426
54454	0.267149	-0.391255	-0.359621	0.267149	0	0	0	0.391255	0.359621
11101	-0.567639	0.00237239	-0.167109	0	0.00237239	0	0.567639	0	0.167109
468	0.617297	0.409463	-0.0471742	0.617297	0.409463	0	0	0	0.0471742
22809	-0.548648	0.208307	-0.259425	0	0.208307	0	0.548648	0	0.259425
1388	0.509363	-0.289188	0.104833	0.509363	0	0.104833	0	0.289188	0
80063	-0.403029	-0.413463	0.348427	0	0	0.348427	0.403029	0.413463	0
55054	0.849231	-0.0279287	0.215815	0.849231	0	0.215815	0	0.0279287	0
84971	0.725855	0.319918	0.11282	0.725855	0.319918	0.11282	0	0	0
10533	-0.213794	0.310329	0.540843	0	0.310329	0.540843	0.213794	0	0
51062	-0.494389	0.227887	0.384368	0	0.227887	0.384368	0.494389	0	0
220202	-0.933821	-0.110543	0.164101	0	0	0.164101	0.933821	0.110543	0
475	-0.76957	0.0838038	-0.00711043	0	0.0838038	0	0.76957	0	0.00711043
57194	0.505513	0.237553	-0.280906	0.505513	0.237553	0	0	0	0.280906
23250	0.459436	-0.0732809	-0.326703	0.459436	0	0	0	0.0732809	0.326703
79572	0.654888	-0.257266	-0.099714	0.654888	0	0	0	0.257266	0.099714
476	0.58927	0.384365	0.182734	0.58927	0.384365	0.182734	0	0	0
478	0.616802	0.354276	0.132237	0.616802	0.354276	0.132237	0	0	0
480	0.737452	0.318303	0.0670298	0.737452	0.318303	0.0670298	0	0	0
481	0.66443	0.502302	-0.0237129	0.66443	0.502302	0	0	0	0.0237129
483	0.667334	0.307994	0.0785813	0.667334	0.307994	0.0785813	0	0	0
488	0.601552	0.332284	0.284903	0.601552	0.332284	0.284903	0	0	0
490	0.644331	0.0408539	0.477211	0.644331	0.0408539	0.477211	0	0	0
491	0.905954	-0.081984	0.139643	0.905954	0	0.139643	0	0.081984	0
492	0.85498	-0.130278	0.0595869	0.85498	0	0.0595869	0	0.130278	0
493	-0.93959	-0.0590803	0.176125	0	0	0.176125	0.93959	0.0590803	0
27032	-0.612024	-0.0108295	0.241563	0	0	0.241563	0.612024	0.0108295	0
9914	-0.495314	0.417202	-0.481369	0	0.417202	0	0.495314	0	0.481369
495	0.781896	-0.241914	0.27519	0.781896	0	0.27519	0	0.241914	0
498	0.731865	0.273085	-0.0533762	0.731865	0.273085	0	0	0	0.0533762
506	0.557401	0.512684	0.0846632	0.557401	0.512684	0.0846632	0	0	0
513	0.253329	0.622565	0.157209	0.253329	0.622565	0.157209	0	0	0
521	-0.648993	0.337907	-0.184653	0	0.337907	0	0.648993	0	0.184653
537	-0.661036	0.281282	0.231195	0	0.281282	0.231195	0.661036	0	0
23545	0.543313	0.109094	-0.159211	0.543313	0.109094	0	0	0	0.159211
50617	-0.649207	-0.0967529	-0.123597	0	0	0	0.649207	0.0967529	0.123597
9114	-0.570682	0.439665	0.21977	0	0.439665	0.21977	0.570682	0	0
8992	-0.258099	0.137722	-0.437302	0	0.137722	0	0.258099	0	0.437302
155066	-0.387456	0.503834	-0.174555	0	0.503834	0	0.387456	0	0.174555
401431	-0.554765	-0.141899	-0.127839	0	0	0	0.554765	0.141899	0.127839
523	-0.301258	0.574133	0.254257	0	0.574133	0.254257	0.301258	0	0
528	-0.813223	0.261998	0.275592	0	0.261998	0.275592	0.813223	0	0
245973	-0.57928	0.0102545	-0.297659	0	0.0102545	0	0.57928	0	0.297659
529	-0.428949	0.448781	0.192933	0	0.448781	0.192933	0.428949	0	0
90423	0.623717	-0.062573	-0.0350679	0.623717	0	0	0	0.062573	0.0350679
51606	-0.580702	0.208173	0.108557	0	0.208173	0.108557	0.580702	0	0
540	-0.473036	-0.524894	0.032543	0	0	0.032543	0.473036	0.524894	0
10396	-0.488863	-0.31829	-0.0119969	0	0	0	0.488863	0.31829	0.0119969
51761	-0.788344	0.0317371	0.0668481	0	0.0317371	0.0668481	0.788344	0	0
5205	0.750287	-0.0668737	-0.00214547	0.750287	0	0	0	0.0668737	0.00214547
57198	0.664919	-0.466607	-0.0883845	0.664919	0	0	0	0.466607	0.0883845
10079	-0.715201	0.0940176	0.31777	0	0.0940176	0.31777	0.715201	0	0
64756	0.274136	0.163417	-0.437348	0.274136	0.163417	0	0	0	0.437348
91647	0.593916	-0.0627599	-0.177303	0.593916	0	0	0	0.0627599	0.177303
26033	0.850568	0.0240631	0.377153	0.850568	0.0240631	0.377153	0	0	0
546	-0.378801	-0.360527	0.207608	0	0	0.207608	0.378801	0.360527	0
6310	0.583713	0.172025	0.375115	0.583713	0.172025	0.375115	0	0	0
25814	-0.71295	-0.102247	-0.00809767	0	0	0	0.71295	0.102247	0.00809767
11273	0.508442	-0.172378	0.100055	0.508442	0	0.100055	0	0.172378	0
4287	0.596955	0.0670712	-0.0831376	0.596955	0.0670712	0	0	0	0.0831376
6314	0.488013	-0.622699	0.0378317	0.488013	0	0.0378317	0	0.622699	0
127002	0.492275	-0.214897	0.103359	0.492275	0	0.103359	0	0.214897	0
56970	0.230314	0.48061	0.383025	0.230314	0.48061	0.383025	0	0	0
79000	-0.0181989	-0.333631	0.268388	0	0	0.268388	0.0181989	0.333631	0
26053	0.358553	-0.591763	-0.122438	0.358553	0	0	0	0.591763	0.122438
57099	0.233602	0.672632	-0.156634	0.233602	0.672632	0	0	0	0.156634
10677	-0.344247	-0.467004	-0.196215	0	0	0	0.344247	0.467004	0.196215
23080	-0.628823	-0.0755846	0.343821	0	0	0.343821	0.628823	0.0755846	0
60370	0.611255	0.349289	0.317689	0.611255	0.349289	0.317689	0	0	0
8313	-0.41272	-0.411628	0.0194997	0	0	0.0194997	0.41272	0.411628	0
563	0.537388	0.0509722	-0.307837	0.537388	0.0509722	0	0	0	0.307837
51582	-0.656189	-0.128346	0.0720696	0	0	0.0720696	0.656189	0.128346	0
567	0.0786182	0.0130917	-0.584437	0.0786182	0.0130917	0	0	0	0.584437
8706	-0.893106	-0.0595343	0.128768	0	0	0.128768	0.893106	0.0595343	0
148789	0.66528	-0.421298	-0.187984	0.66528	0	0	0	0.421298	0.187984
8707	-0.287711	0.378043	-0.103653	0	0.378043	0	0.287711	0	0.103653
126792	-0.866314	0.230089	0.0566774	0	0.230089	0.0566774	0.866314	0	0
27087	-0.7091	-0.0755828	0.0724671	0	0	0.0724671	0.7091	0.0755828	0
135152	-0.509703	-0.0861287	-0.461022	0	0	0	0.509703	0.0861287	0.461022
145173	-0.111356	0.118081	-0.35658	0	0.118081	0	0.111356	0	0.35658
10678	-0.622891	0.206722	0.254254	0	0.206722	0.254254	0.622891	0	0
79369	-0.828247	0.134674	0.181941	0	0.134674	0.181941	0.828247	0	0
84002	-0.578849	0.0910954	-0.341753	0	0.0910954	0	0.578849	0	0.341753
84752	0.479827	-0.238388	-0.425163	0.479827	0	0	0	0.238388	0.425163
2683	-0.416101	0.0242768	-0.359915	0	0.0242768	0	0.416101	0	0.359915
8704	-0.784414	0.163387	0.159726	0	0.163387	0.159726	0.784414	0	0
8703	-0.723199	0.0107129	0.223287	0	0.0107129	0.223287	0.723199	0	0
9334	-0.423807	0.104412	0.458438	0	0.104412	0.458438	0.423807	0	0
9331	0.750221	-0.030507	-0.0407515	0.750221	0	0	0	0.030507	0.0407515
11041	-0.71341	0.0770947	0.219507	0	0.0770947	0.219507	0.71341	0	0
27077	-0.928043	-0.0126541	0.16463	0	0	0.16463	0.928043	0.0126541	0
79870	-0.187302	0.255185	0.272953	0	0.255185	0.272953	0.187302	0	0
570	0.62943	-0.188019	0.138951	0.62943	0	0.138951	0	0.188019	0
9577	-0.797328	0.184867	0.226528	0	0.184867	0.226528	0.797328	0	0
23621	0.0950896	0.466795	-0.450633	0.0950896	0.466795	0	0	0	0.450633
25825	0.0676107	0.121937	-0.530241	0.0676107	0.121937	0	0	0	0.530241
60468	0.523101	-0.556946	0.198509	0.523101	0	0.198509	0	0.556946	0
572	-0.468697	0.444954	0.2874	0	0.444954	0.2874	0.468697	0	0
9532	-0.492052	0.497214	-0.0763948	0	0.497214	0	0.492052	0	0.0763948
9531	-0.466159	0.0583056	-0.515539	0	0.0583056	0	0.466159	0	0.515539
9529	0.365223	0.310944	0.474707	0.365223	0.310944	0.474707	0	0	0
57597	0.160307	-0.479443	0.242661	0.160307	0	0.242661	0	0.479443	0
10458	-0.802012	0.0284971	0.209788	0	0.0284971	0.209788	0.802012	0	0
80115	-0.301245	0.698929	0.344448	0	0.698929	0.344448	0.301245	0	0
8938	-0.902452	0.112276	0.208956	0	0.112276	0.208956	0.902452	0	0
578	0.700457	-0.101005	0.0408436	0.700457	0	0.0408436	0	0.101005	0
25805	-0.147325	0.447253	-0.506449	0	0.447253	0	0.147325	0	0.506449
55024	-0.169546	0.155809	0.461636	0	0.155809	0.461636	0.169546	0	0
580	0.0341228	-0.500136	-0.171961	0.0341228	0	0	0	0.500136	0.171961
55509	-0.859071	0.0486626	0.341628	0	0.0486626	0.341628	0.859071	0	0
9031	0.540048	0.090524	0.0978176	0.540048	0.090524	0.0978176	0	0	0
29994	-0.0959015	-0.616466	-0.0852747	0	0	0	0.0959015	0.616466	0.0852747
27113	-0.501319	-0.317807	0.38825	0	0	0.38825	0.501319	0.317807	0
8424	-0.553558	-0.0876734	-0.216742	0	0	0	0.553558	0.0876734	0.216742
79738	0.150459	-0.00408167	0.211733	0.150459	0	0.211733	0	0.00408167	0
585	-0.663643	-0.104539	-0.271188	0	0	0	0.663643	0.104539	0.271188
55212	0.843292	-0.154494	0.00332849	0.843292	0	0.00332849	0	0.154494	0
63827	-0.677601	-0.0293354	-0.238549	0	0	0	0.677601	0.0293354	0.238549
9564	0.516228	0.255757	-0.0175192	0.516228	0.255757	0	0	0	0.0175192
8412	-0.282378	-0.341931	0.422039	0	0	0.422039	0.282378	0.341931	0
8537	0.385619	0.116882	-0.434145	0.385619	0.116882	0	0	0	0.434145
586	0.743287	0.465459	-0.0627067	0.743287	0.465459	0	0	0	0.0627067
590	-0.574079	-0.105007	-0.40274	0	0	0	0.574079	0.105007	0.40274
10295	-0.764516	0.480984	0.121735	0	0.480984	0.121735	0.764516	0	0
53335	0.545939	-0.441521	0.307317	0.545939	0	0.307317	0	0.441521	0
64919	-0.25359	0.765906	-0.343613	0	0.765906	0	0.25359	0	0.343613
596	-0.273958	-0.648955	0.209354	0	0	0.209354	0.273958	0.648955	0
597	-0.843824	0.123132	-0.161844	0	0.123132	0	0.843824	0	0.161844
10017	-0.512585	-0.399545	0.273109	0	0	0.273109	0.512585	0.399545	0
23786	0.0608239	0.317985	0.0662072	0.0608239	0.317985	0.0662072	0	0	0
599	0.545862	0.296287	0.320706	0.545862	0.296287	0.320706	0	0	0
602	0.723127	0.142443	0.0262539	0.723127	0.142443	0.0262539	0	0	0
604	-0.263909	0.234312	-0.306	0	0.234312	0	0.263909	0	0.306
255877	0.479528	0.287067	-0.147486	0.479528	0.287067	0	0	0	0.147486
605	0.397497	-0.282118	0.41151	0.397497	0	0.41151	0	0.282118	0
9274	-0.664677	0.400676	-0.307462	0	0.400676	0	0.664677	0	0.307462
256643	-0.619283	-0.0183414	-0.329777	0	0	0	0.619283	0.0183414	0.329777
83875	0.673337	-0.0382536	-0.42956	0.673337	0	0	0	0.0382536	0.42956
54880	0.345007	-0.490807	0.118819	0.345007	0	0.118819	0	0.490807	0
613	-0.797027	-0.0599324	0.0986633	0	0	0.0986633	0.797027	0.0599324	0
623	0.16525	-0.305153	-0.14966	0.16525	0	0	0	0.305153	0.14966
624	-0.417242	-0.538755	0.112561	0	0	0.112561	0.417242	0.538755	0
627	-0.631177	-0.257545	0.339569	0	0	0.339569	0.631177	0.257545	0
146227	0.302379	0.0738336	0.122613	0.302379	0.0738336	0.122613	0	0	0
8678	0.643395	0.0111536	0.197999	0.643395	0.0111536	0.197999	0	0	0
57596	-0.670625	-0.17594	0.323461	0	0	0.323461	0.670625	0.17594	0
79656	0.410969	0.444546	0.520644	0.410969	0.444546	0.520644	0	0	0
221336	0.915416	0.167436	-0.0509732	0.915416	0.167436	0	0	0	0.0509732
222389	0.355372	-0.273716	-0.458805	0.355372	0	0	0	0.273716	0.458805
55859	-0.698061	-0.114338	0.327246	0	0	0.327246	0.698061	0.114338	0
84707	-0.75351	-0.0421966	0.353318	0	0	0.353318	0.75351	0.0421966	0
56271	-0.340386	-0.43889	0.0317225	0	0	0.0317225	0.340386	0.43889	0
631	-0.741931	-0.269563	0.316987	0	0	0.316987	0.741931	0.269563	0
27319	-0.113515	-0.731719	-0.288659	0	0	0	0.113515	0.731719	0.288659
8553	0.863386	0.18566	0.0968603	0.863386	0.18566	0.0968603	0	0	0
79365	0.673455	0.203232	-0.0774816	0.673455	0.203232	0	0	0	0.0774816
23743	-0.571621	0.275393	-0.0776953	0	0.275393	0	0.571621	0	0.0776953
636	0.389923	0.422359	-0.0207381	0.389923	0.422359	0	0	0	0.0207381
92558	0.211578	-0.542347	0.19977	0.211578	0	0.19977	0	0.542347	0
146439	0.715833	0.509406	0.0714212	0.715833	0.509406	0.0714212	0	0	0
23506	0.642923	-0.250038	0.197681	0.642923	0	0.197681	0	0.250038	0
637	0.860489	-0.150611	-0.0524741	0.860489	0	0	0	0.150611	0.0524741
55909	0.427445	-0.230304	0.372502	0.427445	0	0.372502	0	0.230304	0
330	-0.915951	-0.0879363	-0.0705168	0	0	0	0.915951	0.0879363	0.0705168
10904	-0.735529	-0.0716918	0.165751	0	0	0.165751	0.735529	0.0716918	0
641	-0.295436	-0.287418	0.198695	0	0	0.198695	0.295436	0.287418	0
642	0.667044	-0.0530064	0.00971917	0.667044	0	0.00971917	0	0.0530064	0
29760	-0.620586	0.0173334	-0.220844	0	0.0173334	0	0.620586	0	0.220844
26258	-0.782935	0.0550308	0.138692	0	0.0550308	0.138692	0.782935	0	0
645	-0.749278	0.106954	-0.0872539	0	0.106954	0	0.749278	0	0.0872539
650	0.206561	0.0588151	-0.241627	0.206561	0.0588151	0	0	0	0.241627
353500	0.391395	-0.137048	-0.185979	0.391395	0	0	0	0.137048	0.185979
656	0.136654	-0.0535982	-0.115271	0.136654	0	0	0	0.0535982	0.115271
658	-0.370637	-0.190031	-0.312938	0	0	0	0.370637	0.190031	0.312938
9790	0.655189	0.1659	0.108885	0.655189	0.1659	0.108885	0	0	0
663	-0.483079	-0.155923	-0.428943	0	0	0	0.483079	0.155923	0.428943
664	0.015682	0.797405	0.152242	0.015682	0.797405	0.152242	0	0	0
388962	0.564002	0.449664	0.0261255	0.564002	0.449664	0.0261255	0	0	0
118426	-0.419551	-0.0832688	0.197065	0	0	0.197065	0.419551	0.0832688	0
119032	-0.864818	-0.121929	0.0459291	0	0	0.0459291	0.864818	0.121929	0
670	-0.789934	0.213533	-0.0419271	0	0.213533	0	0.789934	0	0.0419271
673	0.773817	-0.0175385	0.0182911	0.773817	0	0.0182911	0	0.0175385	0
672	0.425733	0.103894	-0.264175	0.425733	0.103894	0	0	0	0.264175
6046	0.476709	-0.30418	-0.252307	0.476709	0	0	0	0.30418	0.252307
29117	-0.717897	0.0321104	-0.102616	0	0.0321104	0	0.717897	0	0.102616
10902	0.0445414	-0.280466	0.276189	0.0445414	0	0.276189	0	0.280466	0
283870	0.380131	-0.320545	0.207249	0.380131	0	0.207249	0	0.320545	0
1620	0.69458	-0.347839	0.316034	0.69458	0	0.316034	0	0.347839	0
57795	0.545788	-0.550309	0.28341	0.545788	0	0.28341	0	0.550309	0
339479	-0.45662	-0.283636	0.00673146	0	0	0.00673146	0.45662	0.283636	0
