GENE	C1	C2	C3	C1+	C2+	C3+	C1-	C2-	C3-
26246	0.688428	-0.248225	-0.184502	0.688428	0	0	0	0.248225	0.184502
391192	0.701965	0.0172822	0.242545	0.701965	0.0172822	0.242545	0	0	0
391190	0.698743	0.000957645	0.200943	0.698743	0.000957645	0.200943	0	0	0
26245	0.684714	-0.0450824	-0.0504246	0.684714	0	0	0	0.0450824	0.0504246
26648	0.26353	0.199045	-0.403316	0.26353	0.199045	0	0	0	0.403316
80228	-0.118765	-0.512032	-0.22752	0	0	0	0.118765	0.512032	0.22752
5000	-0.426849	0.528299	0.213732	0	0.528299	0.213732	0.426849	0	0
23594	-0.781548	0.0918082	0.235266	0	0.0918082	0.235266	0.781548	0	0
29095	-0.396711	0.472057	-0.351287	0	0.472057	0	0.396711	0	0.351287
23762	0.764425	-0.0824587	0.141268	0.764425	0	0.141268	0	0.0824587	0
114885	-0.421064	-0.290289	-0.243104	0	0	0	0.421064	0.290289	0.243104
114876	0.750541	0.333422	0.105369	0.750541	0.333422	0.105369	0	0	0
9885	0.645106	0.186307	-0.201475	0.645106	0.186307	0	0	0	0.201475
26031	0.524147	0.657315	-0.189213	0.524147	0.657315	0	0	0	0.189213
114879	0.625376	0.0483809	0.0264361	0.625376	0.0483809	0.0264361	0	0	0
114880	0.919948	0.133731	0.123944	0.919948	0.133731	0.123944	0	0	0
114883	0.366772	-0.00808228	-0.202311	0.366772	0	0	0	0.00808228	0.202311
55644	0.464089	-0.501004	0.0278111	0.464089	0	0.0278111	0	0.501004	0
64172	0.630862	-0.235986	-0.148118	0.630862	0	0	0	0.235986	0.148118
130497	-0.809937	0.192815	0.0344784	0	0.192815	0.0344784	0.809937	0	0
100128731	-0.887872	0.0720007	-0.184025	0	0.0720007	0	0.887872	0	0.184025
26578	0.560112	0.103944	0.560043	0.560112	0.103944	0.560043	0	0	0
344901	0.096632	0.407988	-0.261249	0.096632	0.407988	0	0	0	0.261249
78990	-0.788612	-0.134446	0.157453	0	0	0.157453	0.788612	0.134446	0
220213	-0.631982	-0.211872	0.227574	0	0	0.227574	0.631982	0.211872	0
5016	0.816029	-0.270693	0.0116139	0.816029	0	0.0116139	0	0.270693	0
58495	-0.403961	0.490898	0.176485	0	0.490898	0.176485	0.403961	0	0
5019	-0.778763	-0.137309	0.161125	0	0	0.161125	0.778763	0.137309	0
64064	0.491333	-0.0194697	-0.0190307	0.491333	0	0	0	0.0194697	0.0190307
27199	0.572003	0.225314	-0.249379	0.572003	0.225314	0	0	0	0.249379
92106	0.611461	0.281863	-0.396084	0.611461	0.281863	0	0	0	0.396084
55074	0.422169	0.579738	0.202505	0.422169	0.579738	0.202505	0	0	0
9943	0.657101	0.0406826	-0.0231386	0.657101	0.0406826	0	0	0	0.0231386
5021	-0.780227	-0.292325	-0.20663	0	0	0	0.780227	0.292325	0.20663
5025	0.151424	-0.461085	-0.0760911	0.151424	0	0	0	0.461085	0.0760911
5026	-0.763104	0.179578	0.271832	0	0.179578	0.271832	0.763104	0	0
9127	0.750614	0.422664	-0.18536	0.750614	0.422664	0	0	0	0.18536
64805	-0.744368	0.0513472	-0.154408	0	0.0513472	0	0.744368	0	0.154408
53829	-0.730132	0.0266853	-0.148625	0	0.0266853	0	0.730132	0	0.148625
9934	0.0696147	0.633484	0.0992094	0.0696147	0.633484	0.0992094	0	0	0
5031	-0.57017	0.0565228	0.220903	0	0.0565228	0.220903	0.57017	0	0
64175	0.507672	-0.297481	-0.0165115	0.507672	0	0	0	0.297481	0.0165115
55214	-0.428007	-0.0213283	-0.219392	0	0	0	0.428007	0.0213283	0.219392
10536	0.593536	-0.380733	0.175735	0.593536	0	0.175735	0	0.380733	0
8974	-0.668744	-0.0961345	-0.208208	0	0	0	0.668744	0.0961345	0.208208
80227	-0.283129	0.280947	-0.254649	0	0.280947	0	0.283129	0	0.254649
80336	-0.677113	-0.370673	-0.0657878	0	0	0	0.677113	0.370673	0.0657878
135138	-0.893309	-0.0886652	0.119901	0	0	0.119901	0.893309	0.0886652	0
55690	-0.679161	0.167095	0.042514	0	0.167095	0.042514	0.679161	0	0
23241	0.458441	0.114657	-0.429423	0.458441	0.114657	0	0	0	0.429423
29993	-0.606075	0.0792246	0.280329	0	0.0792246	0.280329	0.606075	0	0
11252	0.485982	-0.126778	-0.433987	0.485982	0	0	0	0.126778	0.433987
29763	0.679832	0.0482315	-0.248011	0.679832	0.0482315	0	0	0	0.248011
11240	0.0473401	0.221743	-0.441227	0.0473401	0.221743	0	0	0	0.441227
5050	-0.769802	-0.283713	-0.0558684	0	0	0	0.769802	0.283713	0.0558684
55824	0.738729	0.185694	-0.0630348	0.738729	0.185694	0	0	0	0.0630348
79447	0.304285	-0.341729	-0.129941	0.304285	0	0	0	0.341729	0.129941
5053	-0.134684	0.494339	0.432943	0	0.494339	0.432943	0.134684	0	0
10605	0.609896	0.042185	0.363024	0.609896	0.042185	0.363024	0	0	0
5063	-0.81729	-0.163799	0.20415	0	0	0.20415	0.81729	0.163799	0
23022	-0.634915	-0.0789844	-0.159139	0	0	0	0.634915	0.0789844	0.159139
5064	-0.794492	-0.125394	0.126245	0	0	0.126245	0.794492	0.125394	0
54873	-0.707203	-0.469725	-0.178023	0	0	0	0.707203	0.469725	0.178023
5066	0.388001	-0.675622	0.0387172	0.388001	0	0.0387172	0	0.675622	0
25891	-0.630577	0.00300009	-0.000753025	0	0.00300009	0	0.630577	0	0.000753025
9924	0.536465	-0.286569	-0.172324	0.536465	0	0	0	0.286569	0.172324
53354	0.732714	-0.300593	-0.0584304	0.732714	0	0	0	0.300593	0.0584304
79646	-0.623455	-0.114013	0.150003	0	0	0.150003	0.623455	0.114013	0
24145	-0.298285	-0.0817102	0.544176	0	0	0.544176	0.298285	0.0817102	0
56666	0.908136	0.111644	-0.0446848	0.908136	0.111644	0	0	0	0.0446848
196743	-0.333321	0.202189	-0.206935	0	0.202189	0	0.333321	0	0.206935
9060	0.287088	-0.146251	0.260723	0.287088	0	0.260723	0	0.146251	0
124222	0.417906	0.310549	-0.182849	0.417906	0.310549	0	0	0	0.182849
79957	0.410233	0.242592	-0.461282	0.410233	0.242592	0	0	0	0.461282
85315	0.453155	0.357705	-0.418951	0.453155	0.357705	0	0	0	0.418951
344838	0.787795	0.0799752	-0.18967	0.787795	0.0799752	0	0	0	0.18967
56288	-0.488745	-0.296917	-0.227047	0	0	0	0.488745	0.296917	0.227047
117583	-0.480415	-0.037144	-0.307956	0	0	0	0.480415	0.037144	0.307956
50855	0.368071	0.574798	0.215289	0.368071	0.574798	0.215289	0	0	0
84612	0.653131	0.0080782	0.34831	0.653131	0.0080782	0.34831	0	0	0
84552	0.444562	0.141077	-0.321568	0.444562	0.141077	0	0	0	0.321568
8505	0.399651	-0.273546	0.142772	0.399651	0	0.142772	0	0.273546	0
25849	0.346322	-0.214698	0.369175	0.346322	0	0.369175	0	0.214698	0
54625	-0.369156	0.0276144	-0.535189	0	0.0276144	0	0.369156	0	0.535189
10038	0.0288974	-0.539165	0.374924	0.0288974	0	0.374924	0	0.539165	0
10039	0.66864	0.199866	-0.209018	0.66864	0.199866	0	0	0	0.209018
143	0.272255	0.153963	-0.472282	0.272255	0.153963	0	0	0	0.472282
79668	-0.427995	0.486364	0.196837	0	0.486364	0.196837	0.427995	0	0
25973	0.31925	0.288324	0.255741	0.31925	0.288324	0.255741	0	0	0
25859	0.229219	0.55398	0.410435	0.229219	0.55398	0.410435	0	0	0
55742	-0.608322	-0.0497561	-0.0365969	0	0	0	0.608322	0.0497561	0.0365969
29780	-0.39859	-0.328279	0.128851	0	0	0.128851	0.39859	0.328279	0
23178	0.824774	0.0351506	-0.0438765	0.824774	0.0351506	0	0	0	0.0438765
399967	0.463279	-0.650053	0.240918	0.463279	0	0.240918	0	0.650053	0
10207	0.325753	-0.514502	-0.331532	0.325753	0	0	0	0.514502	0.331532
5074	-0.0442399	-0.018383	-0.487512	0	0	0	0.0442399	0.018383	0.487512
5080	-0.686913	0.382019	-0.205906	0	0.382019	0	0.686913	0	0.205906
7849	0.225288	-0.310578	0.157857	0.225288	0	0.157857	0	0.310578	0
100506215	-0.713844	-0.306227	0.0681376	0	0	0.0681376	0.713844	0.306227	0
22976	0.516113	-0.314281	-0.0228534	0.516113	0	0	0	0.314281	0.0228534
64081	-0.483783	-0.14248	-0.437223	0	0	0	0.483783	0.14248	0.437223
5087	-0.043139	0.12658	0.125724	0	0.12658	0.125724	0.043139	0	0
5090	0.500411	0.322661	-0.273835	0.500411	0.322661	0	0	0	0.273835
80714	-0.720368	-0.525859	-0.0917066	0	0	0	0.720368	0.525859	0.0917066
57326	-0.679395	-0.0107477	-0.227741	0	0	0	0.679395	0.0107477	0.227741
5091	0.537346	0.6701	-0.174409	0.537346	0.6701	0	0	0	0.174409
5092	-0.861476	0.318476	0.0801836	0	0.318476	0.0801836	0.861476	0	0
54039	-0.580281	0.463217	-0.0648854	0	0.463217	0	0.580281	0	0.0648854
5095	0.351354	0.540729	-0.0261919	0.351354	0.540729	0	0	0	0.0261919
57575	-0.392501	0.523566	0.250184	0	0.523566	0.250184	0.392501	0	0
27328	0.0455124	-0.648614	-0.0574957	0.0455124	0	0	0	0.648614	0.0574957
83259	-0.160597	-0.586946	-0.0572022	0	0	0	0.160597	0.586946	0.0572022
51294	0.744894	0.496245	-0.122415	0.744894	0.496245	0	0	0	0.122415
65217	-0.831216	-0.123038	-0.203316	0	0	0	0.831216	0.123038	0.203316
27253	-0.770683	0.397149	-0.323131	0	0.397149	0	0.770683	0	0.323131
54510	-0.455765	-0.258265	0.113725	0	0	0.113725	0.455765	0.258265	0
57526	-0.773958	-0.167648	0.491666	0	0	0.491666	0.773958	0.167648	0
64881	-0.867314	0.219252	0.156829	0	0.219252	0.156829	0.867314	0	0
5099	0.635327	-0.346757	0.113778	0.635327	0	0.113778	0	0.346757	0
5100	-0.43456	0.382311	0.116256	0	0.382311	0.116256	0.43456	0	0
56134	-0.104689	0.270832	0.510746	0	0.270832	0.510746	0.104689	0	0
56126	0.562855	0.209442	0.245438	0.562855	0.209442	0.245438	0	0	0
56125	0.658079	-0.0799925	0.16781	0.658079	0	0.16781	0	0.0799925	0
56124	0.509047	-0.339286	0.288511	0.509047	0	0.288511	0	0.339286	0
56122	0.404677	-0.480499	0.324235	0.404677	0	0.324235	0	0.480499	0
57717	0.752487	0.0940159	0.00268729	0.752487	0.0940159	0.00268729	0	0	0
56133	0.359768	0.274448	0.0447781	0.359768	0.274448	0.0447781	0	0	0
56130	0.527781	0.150602	0.214918	0.527781	0.150602	0.214918	0	0	0
56127	0.339408	0.54204	0.161588	0.339408	0.54204	0.161588	0	0	0
56112	0.282956	-0.531084	-0.360892	0.282956	0	0	0	0.531084	0.360892
8641	0.439377	-0.543014	-0.319145	0.439377	0	0	0	0.543014	0.319145
56097	-0.433764	-0.254259	0.236107	0	0	0.236107	0.433764	0.254259	0
91523	-0.891446	0.244984	-0.0419277	0	0.244984	0	0.891446	0	0.0419277
84759	0.774611	0.345562	0.1075	0.774611	0.345562	0.1075	0	0	0
10336	0.323176	0.598831	0.138616	0.323176	0.598831	0.138616	0	0	0
5106	-0.755024	-0.261292	-0.0891663	0	0	0	0.755024	0.261292	0.0891663
9768	-0.017689	0.472081	-0.400946	0	0.472081	0	0.017689	0	0.400946
27445	-0.662406	-0.0654903	0.280389	0	0	0.280389	0.662406	0.0654903	0
5110	-0.459953	0.355443	0.270139	0	0.355443	0.270139	0.459953	0	0
55251	-0.433072	-0.404555	0.0238009	0	0	0.0238009	0.433072	0.404555	0
5111	0.512842	-0.187674	-0.203325	0.512842	0	0	0	0.187674	0.203325
5116	0.675468	-0.0826537	-0.226164	0.675468	0	0	0	0.0826537	0.226164
80003	0.753363	-0.0831431	0.28344	0.753363	0	0.28344	0	0.0831431	0
64430	0.344961	-0.561461	-0.113079	0.344961	0	0	0	0.561461	0.113079
26577	-0.723287	-0.258142	-0.444068	0	0	0	0.723287	0.258142	0.444068
5121	0.618095	0.593782	-0.242085	0.618095	0.593782	0	0	0	0.242085
654790	0.825938	0.202655	-0.0849384	0.825938	0.202655	0	0	0	0.0849384
5122	0.883201	0.136801	0.0793791	0.883201	0.136801	0.0793791	0	0	0
5126	0.148577	0.637795	-0.051114	0.148577	0.637795	0	0	0	0.051114
5125	-0.826498	0.187245	-0.227616	0	0.187245	0	0.826498	0	0.227616
5046	0.334703	0.325969	-0.439458	0.334703	0.325969	0	0	0	0.439458
58488	0.519357	-0.0213665	-0.371763	0.519357	0	0	0	0.0213665	0.371763
9468	-0.438407	-0.0257456	-0.123914	0	0	0	0.438407	0.0257456	0.123914
5833	-0.169955	0.755477	0.0285772	0	0.755477	0.0285772	0.169955	0	0
27250	-0.274261	-0.510915	-0.06836	0	0	0	0.274261	0.510915	0.06836
10015	0.7225	0.0366034	0.00633623	0.7225	0.0366034	0.00633623	0	0	0
10081	0.523903	-0.439863	0.0880086	0.523903	0	0.0880086	0	0.439863	0
5082	0.494329	0.218637	-0.443257	0.494329	0.218637	0	0	0	0.443257
79031	0.524724	0.244504	0.18518	0.524724	0.244504	0.18518	0	0	0
10846	0.529711	0.105653	-0.0239482	0.529711	0.105653	0	0	0	0.0239482
50940	-0.127636	0.102259	-0.61191	0	0.102259	0	0.127636	0	0.61191
5136	-0.68923	-0.0764836	-0.0258702	0	0	0	0.68923	0.0764836	0.0258702
5153	-0.106054	0.125495	0.569395	0	0.125495	0.569395	0.106054	0	0
5138	-0.90051	-0.196003	0.146404	0	0	0.146404	0.90051	0.196003	0
5139	-0.320851	-0.371436	-0.303851	0	0	0	0.320851	0.371436	0.303851
5141	0.84802	0.150874	-0.0872006	0.84802	0.150874	0	0	0	0.0872006
5142	0.327509	-0.320835	0.0682615	0.327509	0	0.0682615	0	0.320835	0
5143	-0.407515	0.070401	0.457621	0	0.070401	0.457621	0.407515	0	0
5144	0.470622	-0.0927443	0.137682	0.470622	0	0.137682	0	0.0927443	0
9659	-0.82647	-0.154426	0.00855978	0	0	0.00855978	0.82647	0.154426	0
5150	0.670978	-0.110495	0.0831164	0.670978	0	0.0831164	0	0.110495	0
27115	0.528647	-0.49998	0.423539	0.528647	0	0.423539	0	0.49998	0
8622	0.205692	-0.0757529	0.0227442	0.205692	0	0.0227442	0	0.0757529	0
5155	-0.735101	-0.0514908	0.185772	0	0	0.185772	0.735101	0.0514908	0
56034	-0.816533	0.0492475	0.0384128	0	0.0492475	0.0384128	0.816533	0	0
80310	-0.0157001	-0.664241	0.299076	0	0	0.299076	0.0157001	0.664241	0
5156	-0.671929	-0.0468936	-0.19106	0	0	0	0.671929	0.0468936	0.19106
5157	-0.563746	0.28577	-0.279661	0	0.28577	0	0.563746	0	0.279661
5162	-0.418644	0.594242	0.092027	0	0.594242	0.092027	0.418644	0	0
10954	0.610025	-0.479738	0.345767	0.610025	0	0.345767	0	0.479738	0
5163	0.320624	-0.487284	0.160074	0.320624	0	0.160074	0	0.487284	0
5164	-0.794625	0.117919	0.20718	0	0.117919	0.20718	0.794625	0	0
5165	0.0195008	0.735664	0.452382	0.0195008	0.735664	0.452382	0	0	0
64236	0.293116	0.48857	-0.299721	0.293116	0.48857	0	0	0	0.299721
27295	-0.691531	0.149981	-0.337897	0	0.149981	0	0.691531	0	0.337897
10611	-0.754424	0.0174569	-0.16685	0	0.0174569	0	0.754424	0	0.16685
9260	-0.0328468	0.762478	0.0549816	0	0.762478	0.0549816	0.0328468	0	0
54704	0.748425	-0.15877	0.405922	0.748425	0	0.405922	0	0.15877	0
57546	0.816704	-0.034354	0.0421052	0.816704	0	0.0421052	0	0.034354	0
5170	-0.239044	-0.250807	0.340164	0	0	0.340164	0.239044	0.250807	0
10630	0.451326	0.0911739	-0.500387	0.451326	0.0911739	0	0	0	0.500387
81572	-0.620011	0.271992	-0.0582834	0	0.271992	0	0.620011	0	0.0582834
23244	-0.707591	-0.0659865	0.151001	0	0	0.151001	0.707591	0.0659865	0
23047	0.688884	-0.23979	0.049694	0.688884	0	0.049694	0	0.23979	0
23590	0.703049	-0.176737	0.090757	0.703049	0	0.090757	0	0.176737	0
5173	-0.684499	-0.5611	-0.100506	0	0	0	0.684499	0.5611	0.100506
23037	-0.205784	-0.26868	0.649279	0	0	0.649279	0.205784	0.26868	0
79955	0.55129	0.488379	-0.0265875	0.55129	0.488379	0	0	0	0.0265875
118987	0.72895	-0.0548051	-0.358457	0.72895	0	0	0	0.0548051	0.358457
23024	-0.0788078	-0.533288	0.548674	0	0	0.548674	0.0788078	0.533288	0
29951	-0.362236	-0.00867956	0.239448	0	0	0.239448	0.362236	0.00867956	0
8682	-0.959907	-0.132106	0.0176141	0	0	0.0176141	0.959907	0.132106	0
157310	0.0417215	0.688865	-0.000530597	0.0417215	0.688865	0	0	0	0.000530597
5175	-0.0504296	0.26548	-0.360753	0	0.26548	0	0.0504296	0	0.360753
55825	0.783105	-0.126719	-0.22335	0.783105	0	0	0	0.126719	0.22335
23089	-0.778492	0.0230946	-0.37682	0	0.0230946	0	0.778492	0	0.37682
5178	0.625231	-0.369044	0.1286	0.625231	0	0.1286	0	0.369044	0
57162	-0.732907	-0.229419	-0.0174829	0	0	0	0.732907	0.229419	0.0174829
57161	-0.169614	-0.167242	-0.424106	0	0	0	0.169614	0.167242	0.424106
246330	0.881181	0.28185	0.200605	0.881181	0.28185	0.200605	0	0	0
10400	-0.306694	0.594133	-0.0859901	0	0.594133	0	0.306694	0	0.0859901
5179	0.608889	-0.355917	-0.0687342	0.608889	0	0	0	0.355917	0.0687342
5184	0.645352	0.499506	-0.217011	0.645352	0.499506	0	0	0	0.217011
5187	0.483776	-0.177588	0.196979	0.483776	0	0.196979	0	0.177588	0
8864	0.279314	-0.00124187	0.320783	0.279314	0	0.320783	0	0.00124187	0
8863	0.139195	-0.510368	-0.152412	0.139195	0	0	0	0.510368	0.152412
84808	-0.61526	0.331267	0.0712844	0	0.331267	0.0712844	0.61526	0	0
64065	0.167712	0.339793	-0.488339	0.167712	0.339793	0	0	0	0.488339
100131801	-0.606735	0.111545	0.181156	0	0.111545	0.181156	0.606735	0	0
5189	0.101744	-0.530356	0.0430385	0.101744	0	0.0430385	0	0.530356	0
5192	-0.731039	0.274053	-0.019383	0	0.274053	0	0.731039	0	0.019383
5193	0.229195	0.158	-0.00975418	0.229195	0.158	0	0	0	0.00975418
5824	-0.876043	0.161233	-0.0803125	0	0.161233	0	0.876043	0	0.0803125
5828	-0.313369	0.248768	-0.212306	0	0.248768	0	0.313369	0	0.212306
55670	0.0226186	-0.157462	-0.242314	0.0226186	0	0	0	0.157462	0.242314
51555	0.517404	0.422325	0.103089	0.517404	0.422325	0.103089	0	0	0
5190	0.468976	-0.0221674	0.164889	0.468976	0	0.164889	0	0.0221674	0
5201	0.441336	0.606259	0.113451	0.441336	0.606259	0.113451	0	0	0
5208	0.678339	0.2241	0.0897734	0.678339	0.2241	0.0897734	0	0	0
5211	-0.566989	-0.00341815	-0.0802758	0	0	0	0.566989	0.00341815	0.0802758
5214	0.288688	0.467084	-0.0425839	0.288688	0.467084	0	0	0	0.0425839
5216	0.550782	0.521854	0.142192	0.550782	0.521854	0.142192	0	0	0
192111	-0.451228	0.40527	0.320292	0	0.40527	0.320292	0.451228	0	0
80055	-0.864803	-0.125744	-0.149769	0	0	0	0.864803	0.125744	0.149769
93210	-0.469681	-0.507063	0.145464	0	0	0.145464	0.469681	0.507063	0
267002	0.266579	-0.573112	0.110174	0.266579	0	0.110174	0	0.573112	0
161779	0.680072	0.181453	0.114376	0.680072	0.181453	0.114376	0	0	0
79605	-0.414274	-0.108478	0.2925	0	0	0.2925	0.414274	0.108478	0
5225	0.6675	-0.40448	0.280956	0.6675	0	0.280956	0	0.40448	0
283209	-0.850047	-0.127585	0.136293	0	0	0.136293	0.850047	0.127585	0
5238	0.408535	-0.00666858	-0.380332	0.408535	0	0	0	0.00666858	0.380332
283871	0.575684	0.463071	0.249867	0.575684	0.463071	0.249867	0	0	0
10857	-0.84197	-0.166972	-0.0035579	0	0	0	0.84197	0.166972	0.0035579
10424	-0.228006	0.390036	0.208474	0	0.390036	0.208474	0.228006	0	0
9749	-0.06193	0.0528807	-0.554581	0	0.0528807	0	0.06193	0	0.554581
116154	-0.651107	-0.130177	0.148103	0	0	0.148103	0.651107	0.130177	0
51808	0.543103	-0.206166	0.0569759	0.543103	0	0.0569759	0	0.206166	0
1912	0.448678	-0.181945	-0.0926989	0.448678	0	0	0	0.181945	0.0926989
148479	-0.726838	-0.195576	0.294249	0	0	0.294249	0.726838	0.195576	0
9678	-0.553919	-0.204048	0.346035	0	0	0.346035	0.553919	0.204048	0
26147	0.214407	-0.338921	0.0177387	0.214407	0	0.0177387	0	0.338921	0
51105	-0.656416	0.0727429	0.432285	0	0.0727429	0.432285	0.656416	0	0
79142	0.205296	0.78224	0.139149	0.205296	0.78224	0.139149	0	0	0
23349	-0.526721	0.263592	0.416531	0	0.263592	0.416531	0.526721	0	0
23133	0.532221	-0.234042	-0.0960969	0.532221	0	0	0	0.234042	0.0960969
26227	-0.416694	0.137323	-0.465719	0	0.137323	0	0.416694	0	0.465719
55023	0.119845	-0.651115	-0.0932687	0.119845	0	0	0	0.651115	0.0932687
5256	0.702896	-0.231889	-0.259951	0.702896	0	0	0	0.231889	0.259951
5257	0.118868	0.427231	0.0598661	0.118868	0.427231	0.0598661	0	0	0
5261	0.56146	0.365325	0.245602	0.56146	0.365325	0.245602	0	0	0
7262	0.354657	0.598846	0.550687	0.354657	0.598846	0.550687	0	0	0
23612	0.334925	0.507869	-0.16143	0.334925	0.507869	0	0	0	0.16143
90102	0.514428	0.41243	-0.220474	0.514428	0.41243	0	0	0	0.220474
653583	-0.552444	0.107108	-0.356984	0	0.107108	0	0.552444	0	0.356984
23035	-0.525767	0.101198	0.470119	0	0.101198	0.470119	0.525767	0	0
493911	-0.505136	-0.0726672	0.199125	0	0	0.199125	0.505136	0.0726672	0
29085	-0.860855	-0.00375553	0.0869261	0	0	0.0869261	0.860855	0.00375553	0
5264	0.911942	-0.0293411	0.115715	0.911942	0	0.115715	0	0.0293411	0
9796	-0.024407	-0.142808	0.627937	0	0	0.627937	0.024407	0.142808	0
84457	0.198678	-0.388518	0.440139	0.198678	0	0.440139	0	0.388518	0
221476	-0.248148	0.2146	-0.472744	0	0.2146	0	0.248148	0	0.472744
55361	0.782015	-0.104423	-0.161138	0.782015	0	0	0	0.104423	0.161138
5297	-0.557192	0.260331	0.43752	0	0.260331	0.43752	0.557192	0	0
196500	-0.735488	-0.0712789	0.184368	0	0	0.184368	0.735488	0.0712789	0
8554	-0.122087	-0.314846	0.260691	0	0	0.260691	0.122087	0.314846	0
9063	0.649566	-0.400543	0.0368185	0.649566	0	0.0368185	0	0.400543	0
10401	-0.546166	-0.131466	-0.0144538	0	0	0	0.546166	0.131466	0.0144538
9463	0.287304	0.548464	0.232402	0.287304	0.548464	0.232402	0	0	0
55022	-0.934143	-0.0946748	0.106421	0	0	0.106421	0.934143	0.0946748	0
55367	0.546995	-0.19839	0.0661686	0.546995	0	0.0661686	0	0.19839	0
80119	0.872482	0.263345	-0.135225	0.872482	0.263345	0	0	0	0.135225
5279	0.581162	-0.259406	-0.0281839	0.581162	0	0	0	0.259406	0.0281839
5281	-0.656428	0.156201	-0.23072	0	0.156201	0	0.656428	0	0.23072
10026	0.494339	-0.0197843	0.0502883	0.494339	0	0.0502883	0	0.0197843	0
9487	0.662856	-0.434277	-0.0370364	0.662856	0	0	0	0.434277	0.0370364
9091	-0.531062	0.0799405	0.248974	0	0.0799405	0.248974	0.531062	0	0
5290	0.837652	-0.0982905	0.0368782	0.837652	0	0.0368782	0	0.0982905	0
5291	0.878642	-0.00232674	0.0455214	0.878642	0	0.0455214	0	0.00232674	0
5293	-0.336063	0.391508	0.379827	0	0.391508	0.379827	0.336063	0	0
5294	-0.420564	0.659932	-0.317367	0	0.659932	0	0.420564	0	0.317367
5295	0.282895	-0.0212059	0.710253	0.282895	0	0.710253	0	0.0212059	0
200576	0.714896	-0.33585	-0.104425	0.714896	0	0	0	0.33585	0.104425
29992	0.44209	-0.428621	0.105341	0.44209	0	0.105341	0	0.428621	0
5292	0.806077	0.0297473	-0.0421987	0.806077	0.0297473	0	0	0	0.0421987
11040	-0.832595	0.0636042	0.143871	0	0.0636042	0.143871	0.832595	0	0
415116	0.819517	0.31037	-0.0666331	0.819517	0.31037	0	0	0	0.0666331
65018	0.000781684	0.705043	0.258509	0.000781684	0.705043	0.258509	0	0	0
390940	-0.838876	-0.182201	-0.172974	0	0	0	0.838876	0.182201	0.172974
54984	0.755928	-0.0484266	0.0101766	0.755928	0	0.0101766	0	0.0484266	0
5305	0.408109	0.267319	-0.444392	0.408109	0.267319	0	0	0	0.444392
8396	-0.330066	-0.403012	0.401506	0	0	0.401506	0.330066	0.403012	0
55529	0.693286	0.392329	0.136361	0.693286	0.392329	0.136361	0	0	0
8395	0.577629	0.127531	0.367865	0.577629	0.127531	0.367865	0	0	0
23396	0.571332	0.251195	0.200938	0.571332	0.251195	0.200938	0	0	0
138429	0.747525	-0.055579	-0.196864	0.747525	0	0	0	0.055579	0.196864
8544	-0.228137	0.256033	-0.537864	0	0.256033	0	0.228137	0	0.537864
644139	-0.606015	0.399695	-0.519621	0	0.399695	0	0.606015	0	0.519621
5306	0.406861	0.594249	0.0358281	0.406861	0.594249	0.0358281	0	0	0
26207	0.0598769	0.618343	-0.19718	0.0598769	0.618343	0	0	0	0.19718
57605	-0.728547	-0.27073	0.293864	0	0	0.293864	0.728547	0.27073	0
143689	-0.347224	-0.627676	-0.0396436	0	0	0	0.347224	0.627676	0.0396436
64219	-0.592898	-0.363849	0.0490117	0	0	0.0490117	0.592898	0.363849	0
494513	0.675539	-0.213033	0.0484451	0.675539	0	0.0484451	0	0.213033	0
5310	0.743936	-0.0398096	0.135645	0.743936	0	0.135645	0	0.0398096	0
5311	0.663122	-0.0799065	-0.201971	0.663122	0	0	0	0.0799065	0.201971
9033	-0.33922	-0.157918	0.728938	0	0	0.728938	0.33922	0.157918	0
91461	0.459566	0.313957	0.410139	0.459566	0.313957	0.410139	0	0	0
5569	-0.961252	-0.0853147	0.112894	0	0	0.112894	0.961252	0.0853147	0
5570	-0.690442	-0.282533	0.351899	0	0	0.351899	0.690442	0.282533	0
11142	-0.502361	-0.0607826	0.434216	0	0	0.434216	0.502361	0.0607826	0
5315	0.520999	0.383927	0.133251	0.520999	0.383927	0.133251	0	0	0
5316	-0.707458	-0.477222	-0.0822311	0	0	0	0.707458	0.477222	0.0822311
63876	0.731381	-0.164666	0.392127	0.731381	0	0.392127	0	0.164666	0
5318	0.259145	-0.383601	0.148524	0.259145	0	0.148524	0	0.383601	0
11187	-0.355608	0.426077	0.515056	0	0.426077	0.515056	0.355608	0	0
51365	-0.069716	0.0634434	-0.18376	0	0.0634434	0	0.069716	0	0.18376
5321	0.165075	0.0426221	0.217525	0.165075	0.0426221	0.217525	0	0	0
7941	-0.256438	0.634044	-0.214343	0	0.634044	0	0.256438	0	0.214343
22925	0.861488	0.0536174	-0.191947	0.861488	0.0536174	0	0	0	0.191947
219348	-0.840675	0.128188	-0.135923	0	0.128188	0	0.840675	0	0.135923
5324	0.349207	0.100707	0.128995	0.349207	0.100707	0.128995	0	0	0
5325	0.73717	0.0330662	-0.267812	0.73717	0.0330662	0	0	0	0.267812
5326	0.592044	-0.394068	0.259607	0.592044	0	0.259607	0	0.394068	0
5327	0.57875	-0.0547468	-0.295477	0.57875	0	0	0	0.0547468	0.295477
5328	0.476938	-0.577348	-0.0535523	0.476938	0	0	0	0.577348	0.0535523
151056	-0.796915	-0.26724	-0.0200417	0	0	0	0.796915	0.26724	0.0200417
